dates,nzd0329-0000,nzd0329-0001,nzd0329-0002,nzd0329-0003,nzd0329-0004,nzd0329-0005,nzd0329-0006,nzd0329-0007,nzd0329-0008,nzd0329-0009,nzd0329-0010,nzd0329-0011,nzd0329-0012,satname
1999-08-17 22:12:02+00:00,,408.24,390.07,,,,,,,,,,,L7
1999-08-26 22:05:56+00:00,453.80,420.59,403.51,,,,,,,,,,,L7
1999-10-13 22:06:24+00:00,436.26,416.16,400.15,,,385.27,,368.16,365.21,388.52,387.20,384.69,377.39,L7
1999-11-21 22:12:00+00:00,443.75,420.41,407.62,,,404.69,418.52,382.00,379.07,399.00,399.25,390.42,386.56,L7
1999-12-16 22:05:57+00:00,438.65,419.72,405.56,,,407.19,412.90,384.07,378.28,398.08,402.14,394.34,390.23,L7
2000-02-18 22:06:05+00:00,440.39,424.44,414.58,437.37,431.56,410.87,417.16,391.13,386.62,405.73,407.60,399.53,397.28,L7
2000-02-25 22:11:49+00:00,434.54,423.28,413.70,423.91,413.74,409.01,411.38,392.59,389.31,409.09,410.54,400.40,398.25,L7
2000-03-21 22:06:01+00:00,432.21,422.49,414.41,414.23,412.12,407.23,411.79,392.81,388.44,405.21,410.41,401.02,399.11,L7
2000-04-13 22:11:30+00:00,432.86,425.01,418.99,416.30,411.75,407.94,411.79,397.74,393.19,410.02,417.39,404.29,403.45,L7
2000-05-24 22:04:58+00:00,425.53,423.37,416.78,416.30,411.75,404.70,410.11,398.21,393.24,410.13,418.60,406.32,405.39,L7
2000-06-25 22:04:44+00:00,426.35,419.50,421.65,416.30,408.75,402.83,411.05,406.31,395.55,401.96,421.28,398.98,405.12,L7
2000-07-11 22:04:53+00:00,426.31,419.50,421.65,416.30,408.75,402.83,411.05,406.31,395.55,401.96,421.28,398.98,405.12,L7
2000-07-27 22:04:12+00:00,426.31,424.74,421.65,415.84,401.67,401.71,409.05,406.31,394.13,395.62,410.94,394.93,404.74,L7
2000-08-12 22:04:05+00:00,427.99,423.27,421.65,415.84,401.67,401.71,409.05,406.31,394.13,395.62,410.94,394.93,404.74,L7
2000-08-19 22:10:13+00:00,428.01,422.89,412.96,410.45,395.69,396.66,403.50,404.31,390.63,389.00,407.67,389.88,401.31,L7
2000-09-13 22:03:38+00:00,430.98,422.70,414.73,406.61,395.64,395.03,408.25,407.25,388.26,380.61,402.81,385.22,401.04,L7
2000-10-31 22:03:22+00:00,433.37,423.46,406.86,398.65,378.26,383.96,384.46,396.70,385.70,370.42,380.00,379.45,394.16,L7
2000-12-02 22:03:45+00:00,433.50,421.24,405.98,397.84,379.36,381.24,379.80,391.46,386.06,376.01,386.99,387.38,396.33,L7
2000-12-18 22:03:49+00:00,430.44,420.77,406.03,396.27,378.51,382.19,379.83,388.76,386.51,381.84,392.50,390.25,397.32,L7
2001-01-03 22:03:24+00:00,429.24,423.79,407.91,397.35,376.77,384.21,381.79,381.05,388.50,393.71,398.49,396.83,400.11,L7
2001-01-10 22:09:39+00:00,431.28,424.90,411.45,402.17,386.04,390.24,388.39,387.21,391.80,397.79,401.88,398.58,401.86,L7
2001-01-19 22:03:55+00:00,429.99,423.16,411.33,403.60,387.78,390.01,389.38,389.53,392.12,399.68,403.39,399.21,403.20,L7
2001-01-26 22:09:42+00:00,429.61,419.10,410.44,402.49,394.16,390.53,387.92,390.55,394.51,406.12,409.05,402.93,404.17,L7
2001-02-20 22:03:48+00:00,426.47,418.23,412.81,404.56,398.08,393.03,391.07,391.56,395.11,408.38,411.43,404.29,406.43,L7
2001-03-15 22:09:27+00:00,421.70,414.96,409.16,402.65,396.20,391.87,389.08,390.35,393.53,408.38,411.43,404.29,406.43,L7
2001-03-31 22:09:19+00:00,422.50,414.96,410.61,403.17,397.62,393.95,389.81,391.70,394.05,410.21,411.43,404.29,406.43,L7
2001-05-11 22:03:21+00:00,419.13,411.34,411.73,402.04,398.47,396.53,392.47,393.80,395.41,412.49,414.43,406.79,409.81,L7
