dates,nzd0329-0000,nzd0329-0001,nzd0329-0002,nzd0329-0003,nzd0329-0004,nzd0329-0005,nzd0329-0006,nzd0329-0007,nzd0329-0008,nzd0329-0009,nzd0329-0010,nzd0329-0011,nzd0329-0012,satname
1999-08-17 22:12:02+00:00,,408.24,390.07,,,,,,,,,,,L7
1999-08-26 22:05:56+00:00,453.80,432.94,416.96,,,,,,,,,,,L7
1999-10-13 22:06:24+00:00,418.72,407.29,393.42,,,385.27,,368.16,365.21,388.52,387.20,384.69,377.39,L7
1999-11-21 22:12:00+00:00,458.73,433.18,430.05,,,424.12,418.52,395.85,392.94,409.47,411.31,396.15,395.72,L7
1999-12-16 22:05:57+00:00,423.35,416.94,397.31,,,412.19,407.28,388.21,376.68,396.24,407.90,402.17,397.57,L7
2000-02-18 22:06:05+00:00,447.33,431.86,435.14,437.37,431.56,421.91,425.69,412.31,411.63,428.70,424.00,415.11,418.43,L7
2000-02-25 22:11:49+00:00,424.59,427.11,412.57,410.45,395.91,401.54,394.02,398.42,400.09,422.54,422.27,403.88,402.14,L7
2000-03-21 22:06:01+00:00,420.53,418.59,417.99,394.87,408.90,398.38,413.45,393.91,384.10,385.82,409.79,404.12,403.41,L7
2000-04-13 22:11:30+00:00,422.66,422.37,420.90,422.49,410.64,389.50,,,393.69,417.37,429.04,,,L7
2000-05-24 22:04:58+00:00,414.72,,,,,,,,,,,,,L7
2000-06-25 22:04:44+00:00,428.27,397.57,,,396.74,,,420.59,388.26,355.37,,372.82,396.52,L7
2000-07-11 22:04:53+00:00,426.07,,,,,,,,,,,,,L7
2000-07-27 22:04:12+00:00,,450.92,,414.00,366.26,397.20,403.04,,386.99,363.90,369.59,378.72,403.18,L7
2000-08-12 22:04:05+00:00,439.77,414.48,,,,,,,,,,,,L7
2000-08-19 22:10:13+00:00,447.44,429.22,400.39,,,,,,,,,,,L7
2000-09-13 22:03:38+00:00,448.40,425.76,419.62,395.07,,,,,,,,,,L7
2000-10-31 22:03:22+00:00,428.94,422.80,400.57,386.88,371.77,370.72,365.88,372.82,381.85,391.98,390.42,386.82,382.78,L7
2000-12-02 22:03:45+00:00,415.58,407.95,403.34,395.43,382.66,375.81,370.47,380.97,387.13,392.79,400.97,411.15,402.86,L7
2000-12-18 22:03:49+00:00,409.05,417.44,406.25,389.96,375.13,385.01,379.93,380.65,388.31,405.18,409.02,401.72,401.25,L7
2001-01-03 22:03:24+00:00,418.66,421.73,417.30,402.76,388.04,392.32,389.64,389.77,398.23,414.72,422.43,405.73,410.50,L7
2001-01-10 22:09:39+00:00,442.40,433.77,432.71,431.10,432.39,420.40,421.39,411.83,408.26,418.18,418.85,407.31,410.60,L7
2001-01-19 22:03:55+00:00,419.65,407.50,410.43,413.63,398.20,388.60,395.28,401.13,394.10,411.03,412.45,403.03,411.24,L7
2001-01-26 22:09:42+00:00,426.19,410.34,403.39,405.12,410.92,400.84,392.83,396.70,403.69,408.98,409.23,404.77,409.95,L7
2001-02-20 22:03:48+00:00,429.32,416.78,421.68,421.08,425.57,410.56,413.14,398.60,399.31,424.18,428.09,413.81,422.26,L7
2001-03-15 22:09:27+00:00,405.54,396.36,386.80,377.93,381.08,382.57,373.14,380.72,380.91,,,,,L7
2001-03-31 22:09:19+00:00,429.66,,423.63,407.76,410.42,412.67,396.37,403.85,398.76,424.82,,,,L7
2001-05-11 22:03:21+00:00,395.28,390.22,,375.61,380.30,,,,,,,,,L7
2001-05-27 22:03:12+00:00,422.32,,,,,,,,,,,,,L7
2001-06-28 22:02:45+00:00,,,,,,,,,,,,,399.44,L7
