,dates,aus0236-0000,aus0236-0001,aus0236-0002,aus0236-0003,aus0236-0004,aus0236-0005,aus0236-0006,aus0236-0007,aus0236-0008,aus0236-0009,aus0236-0010,aus0236-0011,aus0236-0012,aus0236-0013,aus0236-0014,aus0236-0015,aus0236-0016,aus0236-0017,aus0236-0018,aus0236-0019,aus0236-0020,aus0236-0021,aus0236-0022,aus0236-0023,aus0236-0024,aus0236-0025,aus0236-0026,aus0236-0027,aus0236-0028,aus0236-0029,aus0236-0030,aus0236-0031,aus0236-0032,aus0236-0033,aus0236-0034,aus0236-0035,aus0236-0036
0,1987-05-22 23:08:08+00:00,181.40711282728236,184.95430576605116,,195.70323575813484,185.82376565140402,188.7136760992018,188.39516679670714,194.62728796796256,201.78999340052437,206.67110384224384,224.82462190637204,211.95676787214992,216.28145942687956,218.56128161299733,207.9540338360256,202.8121745716715,205.7718947159656,200.91297436875408,205.35522192215666,203.32945509952444,199.3339545971018,198.70035232702244,202.42991256157504,216.5384469227858,215.80481882678635,212.88843414746955,214.5571529670725,214.69054302670438,196.01331721118237,187.66033962841414,184.05007031216257,185.18780875912756,176.95634816668664,183.0250776474264,187.47206731774565,180.00903967136136,191.79235991494846
1,1987-09-02 23:16:50+00:00,182.62777379745233,192.34430900156633,,205.06101788369324,208.03682285059122,208.47032297266847,206.8625255175691,213.59713025234677,207.77983269459327,222.0755518290489,227.86416340165636,222.99047463886757,223.74289927434424,224.29907227289328,222.04085307385432,216.27946751526187,216.8934699038771,221.5855947210402,,209.24662260010857,200.09444753024297,195.35080995740768,203.6083885129784,216.3463950763935,211.80008845948018,208.62407624272137,213.52132467166908,211.66158898258917,201.67372983356236,180.64903850191376,172.46444614656835,181.3073054306895,177.60514278053253,184.202655248332,183.870260636787,183.51079693162382,190.36561974929117
2,1987-09-18 23:17:14+00:00,196.73218177124141,231.83497112401,232.10997397562497,232.81307258179893,217.95806749510652,217.71451445872137,219.12003706010944,220.11040212894417,223.94289315178165,234.6965930137132,243.41531130287942,235.82572448800875,238.06115834023376,233.30835966315382,230.57622236312983,226.76381847882433,227.9922388394065,225.4261360735259,226.45491727915604,221.4023697588793,217.16335288319613,203.29810440947492,209.8127190940647,219.55357457817175,218.2006262090198,214.77667088763548,217.40790631587916,213.75228980812,199.84524083619797,193.27855523930384,187.53297139844315,193.418112989154,189.39430603509155,192.80145643560516,198.9896156325786,189.08388676680974,198.49683719445304
3,1987-10-13 23:11:33+00:00,198.37570929481112,227.37604408738267,228.4591825770067,227.0846489899248,217.23206744997754,212.2757451701556,218.99686782422745,221.36479311994978,224.62485379961885,231.53270578221006,240.969427141428,234.84577785153638,231.71784822296354,233.9238913359939,228.99469944843113,228.85259642883446,229.12051827687645,227.53545430007526,223.6732747362735,218.80854085347718,213.33152467896664,210.17270735507768,210.02374430086618,214.8791241065193,216.95383794758803,210.1571935142113,213.87688574154885,211.68895786981565,197.06205694363697,186.88633809550709,188.4012472729012,187.0796445339613,191.4944830922424,189.75372646282662,192.71391289287982,193.9324016301729,200.0290223169009
4,1987-11-14 23:12:11+00:00,198.3411049162017,206.88656978851748,222.18870123095687,213.98246582374483,221.458682420125,184.8122915981738,207.37998332285943,217.54814532118638,213.05812365204625,222.82425865036362,241.42053762781754,229.66904345327853,223.725362758896,223.22989450468708,216.31099569850292,220.22887510791486,214.71521241241683,214.44263160699157,214.1361159351907,205.53627527374297,203.5502511090659,196.8095944011781,192.90524534792374,204.03980041585365,202.26928831072274,204.69197125304797,207.87009365293744,212.41115888718653,201.31075119238406,189.94039755939386,175.19411322231804,187.51836482205718,182.19099792187342,180.3681452455902,179.4093469861246,,
5,1987-12-16 23:12:41+00:00,193.76327936473743,211.81996192425726,214.86865132022814,223.50216649795902,216.40507260260597,215.72587097825487,214.06575472566755,210.90420999831997,212.17699936495342,225.66045360235145,225.08312203498045,232.01830843195515,227.89170863369017,228.1860663488559,228.92825735259862,219.68845080055186,218.24407473274334,211.66656225463774,222.67808726049583,200.85128847813962,201.9942403740566,200.38526833007455,200.6053320219749,206.49329053795503,215.98339543179046,209.120817013823,209.3065513325649,205.86675578326518,198.66071505933493,185.4198157128016,174.93960861141906,193.80547490345006,183.33279047312564,183.33601732691463,187.7232043272061,186.92657980558698,195.8894578806121
6,1988-01-08 23:19:14+00:00,199.04234186847523,218.0135202680767,223.84819048829505,220.9439365730332,224.55049244951553,227.86772636718356,220.63561491999033,222.83637684858448,232.89491705343295,220.93689593949256,235.89518335353776,229.46093885571358,224.62870449112486,229.1560018656718,226.28242832023273,223.26653430302557,222.58882795539242,221.34825851792587,224.2356942493104,210.6465292502917,211.52256024200022,200.32453740513014,203.25702174121628,214.7447947527821,220.19239340840275,212.1007500223723,218.4180535575504,218.33267361660762,203.82450840227122,194.1759376304654,189.88149756266222,195.49859964158375,191.14628023484013,190.28287907303172,192.92133909599727,187.0957871795272,204.50634281423936
7,1988-01-17 23:13:14+00:00,181.17087345169253,194.17238447353964,199.37853776146716,199.11577716806337,191.80352417481134,200.71236312362424,207.0042719505111,208.14751677944244,199.19035786867428,215.44998735699792,215.84361563687528,210.31775730744047,214.31192939404124,211.06606273114355,200.28808790890812,202.58313824044524,205.94522840327028,208.24042868759133,199.5863130358478,190.03884627029953,187.39180338511036,186.73590478702758,190.51792653905017,203.35565430237054,208.15680018703972,208.80673466218084,203.36668739332725,202.71958522328794,191.70128703827186,182.09271424325144,170.2705960624829,173.59765974246332,168.25149335110015,170.92628319893313,174.76960699999816,176.7567973144074,188.0658913858358
8,1988-01-24 23:19:32+00:00,192.27958466799197,203.24400959275113,214.65879080569408,215.31578877622508,209.7463198620731,207.13396990740208,218.12634805834858,218.08580013028936,220.22070984719105,215.99561080570652,223.5575331479084,215.34405718270875,221.85960073257138,221.20558604697948,211.7016633475817,215.8487333212029,224.09887235609878,216.26311840948537,214.15913482110196,205.88863630651073,199.94879119851265,200.00999185906255,208.06665194920257,210.64375043049512,225.8268586935034,223.7677850664058,220.327445889708,222.49124054940887,205.00817769942316,185.82101563300384,179.39774306999826,183.86884181506213,177.17459632600946,179.01685050633492,181.03874860246253,187.25861051593617,206.39704162187778
9,1988-03-12 23:20:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
