dates,nzd0190-0000,nzd0190-0001,nzd0190-0002,nzd0190-0003,nzd0190-0004,nzd0190-0005,nzd0190-0006,nzd0190-0007,nzd0190-0008,nzd0190-0009,nzd0190-0010,nzd0190-0011,nzd0190-0012,nzd0190-0013,nzd0190-0014,nzd0190-0015,nzd0190-0016,nzd0190-0017,nzd0190-0018,nzd0190-0019,nzd0190-0020,nzd0190-0021,nzd0190-0022,nzd0190-0023,nzd0190-0024,nzd0190-0025,nzd0190-0026,nzd0190-0027,nzd0190-0028,nzd0190-0029,nzd0190-0030,nzd0190-0031,nzd0190-0032,nzd0190-0033,nzd0190-0034,nzd0190-0035,nzd0190-0036,nzd0190-0037,nzd0190-0038,nzd0190-0039,nzd0190-0040,nzd0190-0041,nzd0190-0042,nzd0190-0043,nzd0190-0044,nzd0190-0045,nzd0190-0046,nzd0190-0047,nzd0190-0048,nzd0190-0049,nzd0190-0050,nzd0190-0051,nzd0190-0052,nzd0190-0053,nzd0190-0054,nzd0190-0055,nzd0190-0056,nzd0190-0057,nzd0190-0058,nzd0190-0059,nzd0190-0060,nzd0190-0061,nzd0190-0062,nzd0190-0063,nzd0190-0064,nzd0190-0065,nzd0190-0066,nzd0190-0067,nzd0190-0068,nzd0190-0069,nzd0190-0070,nzd0190-0071,nzd0190-0072,nzd0190-0073,nzd0190-0074,nzd0190-0075,nzd0190-0076,nzd0190-0077,nzd0190-0078,nzd0190-0079,nzd0190-0080,nzd0190-0081,nzd0190-0082,nzd0190-0083,nzd0190-0084,nzd0190-0085,nzd0190-0086,nzd0190-0087,nzd0190-0088,nzd0190-0089,nzd0190-0090,nzd0190-0091,nzd0190-0092,nzd0190-0093,nzd0190-0094,nzd0190-0095,nzd0190-0096,nzd0190-0097,nzd0190-0098,nzd0190-0099,nzd0190-0100,nzd0190-0101,nzd0190-0102,nzd0190-0103,nzd0190-0104,nzd0190-0105,nzd0190-0106,nzd0190-0107,nzd0190-0108,nzd0190-0109,nzd0190-0110,satname
2005-08-03 21:55:25+00:00,252.31,228.72,206.50,175.88,161.74,139.64,113.71,105.00,110.85,103.89,98.02,117.37,119.89,113.70,114.97,119.84,127.21,168.17,187.66,223.27,247.00,265.52,280.59,295.72,316.12,322.63,309.98,310.50,320.02,315.04,334.70,352.40,340.28,317.24,312.20,298.83,293.33,274.18,264.86,252.89,244.18,264.61,292.25,324.76,355.12,381.94,401.17,421.01,428.31,441.19,456.57,469.04,467.62,484.85,498.33,503.74,514.77,518.22,513.10,501.51,492.57,477.46,469.97,456.63,448.68,435.58,431.88,425.16,415.31,402.98,395.15,385.46,383.85,380.97,361.30,351.58,343.39,336.43,330.53,328.36,320.46,314.08,302.98,296.48,285.81,271.86,267.84,248.93,254.95,248.26,238.57,237.50,240.84,241.38,242.71,252.99,254.25,249.04,235.40,237.90,240.73,252.77,247.95,250.08,244.09,244.53,242.47,256.70,254.92,262.87,288.61,L7
2005-08-19 21:55:20+00:00,252.15,225.13,205.46,175.88,161.74,139.64,113.71,105.00,110.85,103.89,95.56,121.03,125.97,117.44,118.90,122.58,129.54,169.08,188.30,221.97,244.50,263.23,281.75,303.71,326.17,340.71,314.38,318.04,325.45,324.30,340.23,353.97,343.84,321.17,315.16,302.15,297.31,276.24,267.89,255.38,245.70,268.30,298.60,331.52,354.25,379.81,398.29,418.60,424.55,436.89,453.77,467.62,463.99,482.92,498.17,505.60,519.06,515.78,511.69,500.92,488.68,474.35,465.76,454.33,447.85,435.16,431.54,427.10,418.38,405.16,398.81,386.61,382.19,378.93,361.45,353.46,346.60,339.49,332.42,331.14,323.77,319.19,305.73,300.35,288.37,271.86,267.84,248.93,254.95,248.26,242.65,241.93,243.75,244.22,245.39,252.91,254.24,249.04,235.40,237.90,243.00,253.82,249.06,254.16,249.97,247.97,244.30,260.91,259.79,270.00,297.74,L7
2005-09-04 21:55:11+00:00,243.98,222.54,219.07,184.10,165.87,139.64,117.26,105.00,104.01,101.53,102.18,128.73,134.99,125.55,124.58,126.95,132.87,169.37,189.43,219.48,240.94,259.58,278.48,301.36,327.31,346.43,304.71,318.98,,,,359.81,367.33,348.97,319.90,308.53,309.03,285.33,271.88,258.35,244.26,266.73,298.45,332.32,350.92,372.00,395.41,414.49,420.27,431.57,445.90,456.97,459.28,480.22,494.78,505.94,521.42,514.74,508.49,502.01,489.08,472.31,458.44,450.38,441.14,431.34,429.21,426.56,417.58,404.77,398.34,385.26,385.98,370.89,365.43,362.36,357.05,346.73,335.97,332.40,326.14,322.08,309.51,308.91,291.50,272.46,263.86,241.25,251.97,249.38,250.65,245.98,246.27,240.91,237.92,236.54,240.46,242.18,244.66,248.69,249.18,254.70,250.62,256.17,253.55,246.98,243.06,263.10,264.36,277.26,311.11,L7
2005-09-19 22:00:20+00:00,244.97,229.91,218.72,181.20,165.87,139.64,117.26,105.00,104.01,101.53,102.18,128.73,134.99,125.55,124.58,126.95,132.87,169.37,189.43,219.48,240.94,259.58,278.48,301.36,327.31,346.43,286.28,318.98,,,,359.81,367.33,348.97,319.90,308.53,309.03,285.33,271.88,258.35,244.26,266.73,298.45,332.32,350.92,372.00,395.41,414.49,420.27,431.57,438.90,450.54,453.68,480.22,494.78,505.94,521.42,514.74,508.49,502.01,489.08,472.31,458.44,450.38,441.14,431.34,429.21,420.61,417.58,404.77,398.34,385.26,385.98,370.89,365.43,362.36,347.98,346.73,335.97,327.82,322.06,314.04,302.17,308.91,288.37,272.46,263.86,239.08,244.81,243.36,246.60,246.23,245.60,243.35,239.59,232.81,237.88,232.13,239.88,244.24,249.18,246.60,250.62,248.96,245.25,246.98,243.06,263.10,257.13,268.15,312.55,L5
2005-10-22 21:55:15+00:00,244.97,229.91,218.72,181.20,165.87,139.64,117.26,105.00,104.01,101.53,102.18,128.73,134.99,125.55,124.58,126.95,132.87,169.37,189.43,219.48,253.03,274.31,292.95,314.17,337.27,356.30,321.08,354.56,417.98,415.81,419.47,374.81,372.48,355.33,319.90,308.53,309.03,285.33,271.88,258.35,252.29,273.17,302.74,334.38,352.34,373.53,396.93,414.13,420.27,431.57,438.90,450.54,453.68,480.22,491.95,504.52,521.42,514.74,508.49,505.11,492.67,472.31,458.44,450.38,441.14,431.34,429.17,420.43,416.04,402.36,398.34,390.75,387.68,372.79,365.43,362.36,347.98,346.73,335.97,329.66,322.13,315.09,303.60,310.00,289.47,277.71,263.86,239.08,244.81,243.36,246.60,244.00,243.89,242.62,240.80,238.91,242.10,236.42,236.20,244.24,249.18,246.60,250.62,248.96,242.81,244.91,241.42,257.62,257.23,269.42,311.30,L7
2005-11-22 22:00:47+00:00,255.16,238.59,230.26,182.99,155.77,114.39,103.13,112.25,99.43,105.44,103.11,126.82,138.63,131.17,129.10,130.87,138.75,168.03,189.45,225.23,262.20,285.92,310.45,338.46,359.13,370.11,340.94,371.17,413.01,411.09,419.74,402.43,383.88,367.92,326.77,317.88,313.40,298.04,287.15,272.76,262.48,282.30,306.26,335.95,354.59,378.81,395.64,413.83,421.58,424.96,425.90,437.23,450.35,480.19,493.50,508.66,519.65,518.63,518.17,512.56,501.21,473.39,462.23,451.03,438.75,435.68,430.06,421.36,412.90,404.29,407.65,391.17,392.16,368.81,374.12,366.23,345.98,350.41,337.05,330.58,321.83,315.61,304.40,308.75,288.73,284.43,271.24,238.60,246.21,243.39,250.71,240.95,242.11,246.00,248.32,250.42,246.89,232.74,222.47,231.87,244.84,242.80,251.32,245.59,239.85,242.32,238.06,256.09,254.68,265.95,323.83,L5
2006-01-10 21:55:52+00:00,270.47,244.65,228.54,176.38,141.15,90.40,94.78,114.50,98.42,112.17,107.35,128.33,141.56,134.42,132.05,132.82,140.24,168.03,189.45,225.23,262.20,285.92,310.45,338.46,359.74,369.64,348.57,372.01,401.24,404.75,411.95,401.90,387.74,371.11,338.83,317.88,313.40,298.04,292.01,277.77,269.19,287.31,307.43,333.73,354.09,379.24,396.74,412.62,419.35,420.14,419.10,428.10,446.61,479.70,486.24,502.54,514.41,516.83,520.44,515.31,503.69,477.37,462.23,451.03,438.75,435.68,430.06,419.70,410.33,401.38,396.68,384.71,387.47,367.64,374.12,366.23,341.40,352.41,336.70,329.51,320.17,313.37,304.74,307.89,291.55,288.42,275.25,246.07,246.21,246.25,253.07,242.56,239.01,243.47,246.44,246.42,246.42,233.87,227.37,228.99,244.54,241.24,253.56,246.20,240.39,240.97,235.28,254.41,253.63,267.00,320.22,L7
2006-02-10 22:02:39+00:00,268.26,243.05,215.24,166.69,139.78,106.92,104.65,110.18,99.38,109.02,106.06,132.93,143.99,139.18,138.04,138.68,146.97,173.88,199.59,242.40,280.15,306.63,333.60,356.57,370.80,379.04,357.17,373.12,397.85,404.11,410.09,402.86,390.48,375.33,355.37,338.87,330.09,321.73,307.45,292.51,282.31,295.90,311.80,334.83,357.22,381.22,399.71,415.45,421.19,424.10,426.28,434.78,447.97,474.96,483.54,500.06,514.16,520.94,523.49,516.88,506.47,482.89,470.88,461.76,443.40,440.22,435.08,422.38,413.54,404.89,396.55,385.26,387.48,371.99,376.51,368.64,341.69,357.16,342.12,334.65,323.82,317.08,310.71,310.42,294.40,288.21,278.67,251.59,252.05,251.11,254.59,246.07,240.34,244.41,247.56,246.89,247.72,236.34,230.19,228.33,240.35,239.90,252.94,242.86,239.10,240.27,237.59,256.89,256.82,269.43,320.29,L5
2006-03-15 21:56:08+00:00,263.36,243.05,201.14,160.22,138.42,106.92,103.67,110.18,107.32,116.31,102.18,119.72,125.78,126.73,141.93,149.35,159.65,180.57,207.10,252.85,293.30,322.12,346.55,365.18,374.82,379.26,357.17,373.12,397.85,404.11,406.45,400.87,390.53,376.72,360.81,346.44,336.02,332.08,322.76,310.11,291.05,298.63,310.24,332.05,356.88,383.74,404.61,418.73,425.42,432.27,429.07,434.21,442.33,462.89,478.74,496.76,509.76,520.92,523.67,517.80,507.42,487.59,474.03,465.77,445.27,444.81,439.98,420.63,411.98,402.58,390.74,385.61,383.96,373.29,371.75,361.68,336.78,351.05,346.29,334.50,323.22,316.50,309.07,309.69,293.98,288.38,281.08,256.28,254.13,251.70,254.65,242.68,237.33,242.75,246.39,245.73,247.13,237.84,227.13,224.89,234.66,238.78,247.32,230.67,225.82,236.62,233.40,251.32,253.07,265.42,309.80,L7
2006-04-15 22:03:54+00:00,264.64,246.29,201.06,160.94,135.49,108.37,100.79,101.54,103.64,111.33,103.88,125.18,130.60,129.44,138.50,144.13,152.48,184.76,212.46,249.21,292.61,320.84,343.64,362.44,372.33,376.62,376.47,370.07,393.13,399.85,403.03,399.65,390.15,380.75,367.38,346.94,343.78,333.45,321.38,308.23,288.90,296.21,309.51,333.50,359.55,382.90,405.99,420.13,428.62,438.13,438.67,434.99,441.34,455.99,475.85,490.78,501.28,516.83,521.61,518.15,509.62,489.66,473.85,467.13,444.88,440.47,433.75,422.75,409.40,402.90,390.92,386.01,385.27,375.52,367.73,355.40,344.14,344.19,338.66,340.55,328.93,326.22,319.65,310.83,302.21,288.47,281.99,268.66,264.70,258.82,261.92,245.16,238.14,242.35,249.11,251.57,250.23,240.45,229.71,229.69,235.19,248.67,243.96,233.91,236.08,237.02,236.15,253.17,258.26,267.93,307.13,L5
2006-04-24 21:57:52+00:00,264.64,246.29,201.06,160.94,135.49,108.37,100.79,101.54,103.64,111.33,103.88,125.18,130.60,129.44,138.50,144.13,152.48,184.76,212.46,270.33,292.35,313.74,335.54,361.46,371.14,374.30,367.49,361.51,383.13,386.36,399.74,398.62,390.60,382.02,367.38,346.94,343.78,333.45,321.38,308.23,287.73,293.92,306.92,331.73,360.28,383.87,406.28,423.35,426.00,438.13,438.67,434.99,441.34,455.99,474.66,488.76,501.28,516.83,521.61,517.65,510.15,489.66,473.85,467.13,444.88,440.47,435.35,423.55,408.89,404.24,390.92,382.87,383.76,375.31,367.73,355.40,344.14,344.19,338.66,340.50,330.54,327.69,322.23,310.21,312.25,286.42,281.99,276.71,269.80,256.23,261.92,249.25,238.84,243.02,249.97,250.17,249.32,238.69,232.09,229.69,235.19,248.67,243.96,233.91,239.53,237.64,236.59,257.17,258.48,266.28,307.65,L5
2006-05-17 22:04:21+00:00,256.18,246.29,199.82,161.68,139.56,114.03,107.60,101.54,103.64,120.47,112.51,130.56,138.15,140.62,154.35,144.13,152.48,205.10,231.87,278.79,299.70,320.79,340.35,363.80,371.69,375.27,367.88,360.86,381.03,385.04,398.07,397.88,392.79,387.47,375.17,360.84,357.77,342.49,325.03,309.52,291.02,298.82,312.14,334.46,362.21,386.77,407.86,425.46,428.03,439.91,443.29,439.97,441.89,455.99,470.32,488.76,501.28,516.83,521.61,517.65,510.39,490.11,476.02,470.88,448.73,442.52,435.80,422.18,409.62,403.84,391.02,385.77,384.48,376.18,366.99,354.49,344.40,343.60,338.23,339.69,331.99,327.69,322.23,310.21,312.25,286.42,281.99,276.71,269.80,256.23,261.92,250.40,240.76,244.82,251.91,252.14,249.32,238.69,232.09,229.69,235.19,248.67,243.96,235.02,241.32,240.57,237.65,258.78,262.34,270.18,304.06,L5
2006-05-26 21:58:18+00:00,246.97,246.29,200.98,157.47,139.56,121.91,112.49,95.06,98.78,117.33,110.92,151.64,146.36,144.86,159.57,138.46,144.14,217.30,241.82,286.80,305.05,323.86,341.76,366.33,372.32,377.26,368.60,362.60,375.62,380.78,393.68,397.45,397.18,394.33,384.80,370.10,371.39,351.61,327.42,309.03,292.08,299.82,313.01,336.53,364.89,388.51,412.76,427.97,429.88,447.04,451.16,447.61,440.58,451.47,464.93,480.83,496.54,514.00,519.66,519.29,513.48,493.71,476.62,470.88,451.59,439.79,432.05,418.52,410.08,404.50,388.44,386.62,385.62,379.21,363.06,351.60,346.34,342.54,337.93,339.84,332.93,328.61,325.48,310.32,318.72,285.53,283.77,284.02,275.50,253.84,258.32,257.04,238.49,246.12,251.05,248.56,250.18,229.80,234.30,234.54,238.59,251.53,241.66,235.11,245.41,241.35,237.65,258.78,262.34,270.18,304.06,L5
2006-06-19 21:56:00+00:00,246.97,246.29,196.06,159.89,136.55,123.11,118.12,95.06,98.78,129.54,122.68,151.64,146.36,144.86,159.57,138.46,144.14,217.30,241.82,286.80,305.05,323.86,341.76,366.33,372.32,377.26,368.60,362.60,375.62,380.78,393.68,397.45,397.18,394.33,384.80,370.10,371.39,351.61,327.42,309.03,292.08,299.82,313.01,336.53,367.78,388.51,412.76,427.97,429.88,447.04,451.23,450.07,446.13,451.47,464.93,480.83,496.54,499.26,519.66,519.29,513.48,493.71,476.62,470.88,451.59,439.79,432.05,418.52,410.08,404.50,388.44,386.62,385.62,379.21,363.06,351.60,346.32,341.36,336.64,342.14,331.38,331.66,323.48,310.32,318.72,285.53,283.77,284.02,270.43,256.59,257.97,252.29,239.38,247.47,250.98,249.78,250.18,229.80,234.30,234.54,238.59,240.90,240.68,237.97,243.60,240.10,237.65,258.78,257.85,270.18,304.06,L7
2006-06-26 22:02:08+00:00,246.97,246.29,196.06,159.89,136.55,123.11,118.12,95.06,98.78,129.54,122.68,151.64,146.36,151.83,163.13,138.46,144.14,223.77,248.22,290.43,310.44,329.70,350.05,376.09,379.86,381.45,370.76,360.71,373.23,378.46,393.68,397.45,397.18,394.33,384.80,380.16,371.39,351.61,327.42,309.03,292.08,299.82,313.01,336.53,367.78,388.51,412.76,427.97,429.88,447.70,452.79,453.10,448.81,451.47,464.46,475.97,496.54,499.26,519.66,519.29,513.48,493.71,479.87,473.28,455.28,443.57,437.18,423.22,410.30,405.30,388.44,386.62,385.62,379.21,363.06,351.60,346.32,341.36,336.64,342.14,331.38,331.66,323.48,310.32,318.72,285.53,283.77,282.08,271.38,258.88,260.10,256.32,244.98,252.36,254.11,251.47,250.18,229.80,234.30,234.54,243.67,246.19,243.99,240.22,247.17,242.93,237.65,258.78,257.56,270.18,304.06,L7
2006-06-27 21:58:48+00:00,236.13,232.71,199.20,165.22,140.08,124.27,118.45,99.02,102.34,129.54,122.68,151.64,146.36,151.83,163.13,138.46,144.14,223.77,248.22,290.43,310.44,329.70,350.05,376.09,379.86,381.45,370.76,360.71,373.23,378.46,393.68,397.45,397.18,394.33,384.80,380.16,371.39,351.61,327.42,309.03,292.08,299.82,313.01,336.53,367.78,388.51,412.76,427.97,429.88,447.70,452.79,453.10,448.81,451.47,464.46,475.97,496.54,495.27,514.93,516.67,513.48,494.76,479.87,473.28,455.28,443.57,437.18,423.22,410.30,405.30,388.44,386.62,385.62,379.21,363.06,351.60,347.16,342.19,337.63,342.14,331.38,331.66,323.48,310.32,318.72,285.53,283.77,282.08,271.38,260.78,261.67,257.85,248.20,253.60,254.48,251.47,250.18,229.80,234.30,234.54,243.67,246.19,243.99,240.22,247.17,242.93,237.65,258.78,257.56,270.18,304.06,L5
2006-07-13 21:59:02+00:00,230.90,232.71,199.20,165.22,140.08,124.27,118.45,99.02,102.34,129.54,122.68,151.64,146.36,151.83,163.13,138.46,144.14,223.77,247.59,288.34,310.44,329.70,350.05,376.09,384.29,384.88,370.61,358.12,372.35,375.74,393.01,396.60,396.64,397.74,390.27,380.16,371.39,351.61,327.42,309.03,292.08,304.32,318.14,341.29,372.31,390.47,416.30,431.63,432.58,447.70,452.79,453.10,448.81,451.47,463.16,472.78,494.64,493.05,515.84,518.83,516.96,498.49,479.87,473.28,455.28,443.57,437.18,426.18,412.87,408.46,393.01,391.95,388.68,382.69,363.06,351.60,345.75,342.19,337.63,342.14,334.80,337.39,330.35,317.94,324.73,287.09,287.88,282.08,271.38,259.95,261.30,257.38,249.70,254.74,255.16,255.69,252.06,227.66,224.37,235.59,240.84,244.24,241.59,239.04,244.28,241.22,246.27,256.03,256.67,266.79,303.62,L5
2006-07-21 21:55:45+00:00,230.90,232.71,199.20,165.22,140.08,124.27,118.45,99.02,102.34,129.54,122.68,151.64,146.36,151.83,163.13,138.46,144.14,223.77,247.59,288.34,310.44,329.70,350.05,376.09,384.29,384.88,370.61,358.12,372.35,375.74,393.01,396.60,396.64,397.74,390.27,380.16,371.39,351.61,327.42,309.03,292.08,304.32,318.14,341.29,372.31,390.47,416.30,431.63,429.60,447.70,452.02,451.88,449.48,451.47,457.93,462.00,494.64,493.05,515.84,518.83,516.96,494.43,477.12,471.79,454.47,442.12,435.13,424.95,412.87,408.46,393.01,391.95,388.68,382.69,361.65,351.57,345.25,341.26,335.98,340.00,332.91,337.39,330.35,317.94,324.73,287.09,287.46,280.57,266.71,259.59,260.52,256.52,249.31,253.59,255.16,255.69,252.06,227.66,223.68,233.31,237.34,240.91,239.32,236.15,241.43,238.94,246.27,256.03,256.67,266.79,303.62,L7
2006-07-28 22:01:54+00:00,230.90,232.71,199.20,165.22,140.08,124.27,118.45,99.02,102.34,133.79,128.29,158.16,156.85,160.41,171.42,138.46,144.14,229.05,252.58,290.84,313.14,334.53,355.73,381.24,388.29,385.98,368.86,355.18,368.03,372.81,391.63,398.05,400.43,397.74,390.27,380.16,371.39,357.34,334.58,315.72,299.24,310.70,327.48,347.17,373.31,389.55,414.27,431.63,429.60,447.70,452.02,453.96,451.60,451.47,458.93,461.13,481.25,487.05,505.92,512.47,516.96,494.43,477.12,471.79,454.47,442.12,435.13,424.95,412.87,405.96,391.84,392.90,388.68,382.69,361.65,351.57,347.37,343.25,338.05,340.17,333.67,334.78,328.31,318.52,324.73,287.09,287.46,280.57,266.71,259.59,260.52,256.52,249.31,253.59,255.16,255.69,252.06,227.66,223.68,233.31,237.34,241.21,238.94,236.73,242.79,241.22,248.54,255.69,256.84,266.28,299.07,L7
2006-08-22 21:55:41+00:00,218.67,219.42,200.49,168.46,140.46,123.89,117.29,95.06,101.15,135.87,133.51,164.27,164.07,165.08,177.98,143.37,156.03,232.99,257.85,294.14,313.60,336.67,355.94,383.10,387.64,383.46,364.32,350.92,364.10,366.93,388.41,396.13,401.49,405.77,402.40,391.62,380.26,364.78,336.57,318.31,304.25,311.60,331.72,349.81,374.21,389.65,414.19,429.68,430.15,451.11,452.93,454.25,451.82,451.20,456.16,453.88,465.15,475.50,499.24,509.40,507.89,490.06,477.92,475.79,458.32,443.53,434.41,421.55,407.59,402.72,390.40,394.25,389.06,379.40,357.24,349.57,346.89,341.72,336.71,337.25,331.22,332.76,324.23,317.51,329.15,288.61,288.87,282.01,266.40,259.65,262.12,258.56,250.88,254.23,255.49,257.30,250.99,220.64,218.86,231.64,236.00,239.00,236.94,235.65,241.59,240.06,246.85,253.53,254.72,263.71,293.67,L7
2006-10-16 22:01:43+00:00,202.72,203.27,195.11,169.83,142.72,126.27,123.61,116.49,124.58,151.55,165.85,180.67,185.09,195.48,198.86,186.04,200.86,245.34,269.31,305.19,320.58,341.08,357.21,379.92,381.90,377.82,360.01,347.38,361.57,362.96,387.91,399.04,408.70,419.53,420.84,415.00,398.73,382.18,354.06,330.55,317.07,328.10,346.76,355.07,375.54,393.58,410.95,426.53,427.04,446.69,454.16,458.61,458.92,463.00,456.00,453.00,454.46,465.80,481.10,496.62,499.10,478.32,473.37,473.44,462.82,451.58,443.95,431.84,417.78,402.23,389.86,398.48,388.07,371.53,356.79,352.36,348.33,344.85,339.26,337.86,330.37,331.89,319.83,319.67,356.32,291.93,291.36,282.32,264.30,260.37,261.21,258.69,252.21,255.25,254.95,258.20,,193.04,224.98,228.90,233.63,233.34,236.04,238.51,242.51,240.18,246.01,251.80,254.42,267.17,285.26,L7
2007-03-18 21:56:33+00:00,203.31,202.71,189.84,175.71,143.86,123.18,126.61,148.54,166.56,179.76,190.34,195.05,200.11,213.56,215.17,219.04,227.78,254.91,291.92,319.30,332.44,343.52,342.49,352.54,354.27,358.32,355.91,342.40,352.82,376.09,394.87,409.44,416.87,434.71,425.18,412.11,397.39,389.33,374.99,353.44,333.75,339.62,354.03,375.39,388.00,408.14,442.99,431.77,440.67,440.30,457.96,451.95,462.75,465.79,463.50,458.53,454.53,468.27,485.40,483.13,494.36,468.36,451.15,453.96,458.59,460.49,462.75,448.56,411.94,385.01,375.12,414.39,418.74,382.46,362.47,354.89,351.28,353.41,341.28,332.79,341.25,341.40,344.04,320.32,321.70,292.78,300.18,291.78,263.28,258.92,255.19,258.16,273.99,265.38,,,,,265.15,235.83,229.13,222.13,232.99,243.33,243.86,229.64,241.67,248.48,252.65,255.59,300.71,L7
2007-04-19 21:56:31+00:00,,239.76,235.36,215.62,206.33,179.57,162.82,150.04,159.10,177.90,193.13,240.84,261.85,231.17,,,,,,,,,,366.74,369.11,373.12,369.02,348.62,359.47,381.24,397.87,414.41,425.50,439.37,439.71,429.26,434.75,424.23,,,,343.22,356.31,392.69,400.97,425.50,451.11,457.23,455.39,469.88,466.40,,,,,453.77,461.56,469.85,480.64,486.76,495.57,491.20,495.97,489.01,,,,,394.24,388.49,390.52,417.81,419.24,412.23,382.07,374.50,,,,,356.48,357.24,349.14,337.74,338.89,315.18,324.43,317.64,342.24,,,,288.94,286.90,290.27,276.64,282.87,263.26,277.42,273.77,274.30,,,,,219.84,248.75,251.82,258.70,263.05,303.80,L7
2007-05-05 21:56:27+00:00,,239.76,235.36,215.62,206.33,179.57,162.82,150.04,159.10,177.90,193.13,240.84,261.85,231.17,,,,,,,,,,366.74,369.11,380.94,378.01,357.84,371.25,386.88,402.71,418.21,431.98,444.13,446.69,440.02,434.75,424.23,,,,369.61,381.90,402.18,413.79,432.91,454.86,463.21,463.94,469.88,466.40,,,,488.00,470.25,468.73,472.98,483.25,488.69,498.58,495.74,495.97,489.01,,,,447.20,406.03,394.60,395.96,419.90,420.81,415.67,392.06,374.50,,,,365.91,360.31,357.68,350.83,342.90,345.05,326.21,332.38,317.64,342.24,,,,288.94,302.65,300.82,280.75,282.64,267.31,277.90,273.77,274.30,,,,,240.72,253.63,255.62,261.26,267.95,300.37,L7
2007-05-28 22:02:28+00:00,,239.76,235.36,215.62,206.33,179.57,162.82,150.04,159.10,177.90,193.13,240.84,261.85,231.17,,,,315.97,330.53,342.70,349.20,368.95,370.11,375.66,377.26,382.36,376.43,357.22,370.75,386.30,400.27,418.21,431.98,444.13,446.69,440.02,425.94,423.75,396.97,366.77,366.70,369.92,384.97,403.24,413.59,432.91,454.86,463.21,463.94,464.30,464.44,441.20,456.86,463.08,477.45,466.45,465.44,470.45,483.25,488.69,498.58,495.74,495.97,489.01,,,,447.20,406.03,394.60,390.98,419.90,420.81,415.67,389.51,376.19,370.15,362.57,366.61,363.46,357.69,355.79,350.83,342.90,345.05,326.21,332.38,317.64,342.24,,,,288.94,302.65,300.82,280.75,282.64,267.31,277.90,273.77,274.30,,,,,240.72,253.63,255.62,261.26,267.95,300.37,L7
2007-09-10 21:55:51+00:00,,239.76,235.36,215.62,206.33,179.57,162.82,150.04,159.10,177.90,193.13,240.84,261.85,231.17,,,,315.97,330.53,342.70,366.39,380.44,379.50,375.66,377.26,382.36,376.43,357.81,369.45,384.37,397.49,412.68,422.85,444.13,446.69,440.02,425.94,423.75,396.97,365.85,360.29,370.50,389.13,409.20,417.40,434.37,449.67,463.21,463.94,464.30,464.44,441.20,469.20,463.08,481.27,465.66,462.75,466.67,477.90,482.56,498.58,495.74,495.97,489.01,,447.43,429.77,434.91,410.75,399.81,392.52,419.48,420.81,415.67,389.51,376.19,370.15,366.73,369.38,365.31,361.60,355.71,350.41,343.08,345.05,326.21,332.38,317.64,342.24,,309.68,297.80,287.44,299.61,298.03,286.37,288.42,267.31,277.90,273.77,274.30,,279.86,272.16,266.76,238.25,256.05,258.80,263.21,269.73,300.37,L7
2007-09-25 22:05:12+00:00,209.49,232.94,240.70,221.75,212.22,186.44,170.28,158.47,165.43,186.70,201.23,252.25,267.99,250.74,273.21,275.08,298.50,325.65,345.15,361.60,375.30,385.28,384.16,393.51,390.20,389.42,379.20,360.24,372.76,385.50,395.83,411.43,420.20,438.30,442.73,439.09,422.86,420.47,399.34,366.81,357.53,375.15,400.94,419.36,424.95,438.40,447.67,462.54,466.41,467.39,474.07,472.30,473.94,477.31,482.06,466.62,461.14,463.82,475.58,481.77,495.54,491.69,484.46,485.91,465.50,444.22,425.23,428.84,415.53,407.55,400.24,424.16,421.28,418.56,394.04,377.92,374.36,366.19,367.21,364.17,362.19,354.09,348.84,349.58,352.18,337.60,337.86,323.78,331.44,314.13,312.71,296.55,284.76,301.62,294.19,287.19,294.87,281.32,286.84,281.44,282.27,304.12,281.61,271.86,265.07,241.63,260.23,261.95,267.81,276.78,307.52,L5
2007-09-26 21:55:47+00:00,209.49,232.94,240.70,221.75,212.22,186.44,170.28,158.47,165.43,186.70,201.23,252.25,267.99,250.74,273.21,275.08,298.50,325.65,345.15,361.60,375.30,385.28,384.16,393.51,395.50,393.36,382.09,361.73,374.35,386.95,396.72,411.56,419.25,435.07,438.17,439.09,422.86,420.47,399.34,366.81,357.53,378.37,404.79,423.67,428.50,438.98,447.19,458.94,462.80,467.39,474.07,472.30,473.94,477.31,486.52,468.09,462.19,464.75,477.35,483.31,495.13,488.55,484.46,485.91,465.50,444.22,425.23,431.17,419.34,412.58,400.24,427.64,422.37,420.39,394.04,377.92,374.36,366.19,367.21,368.42,365.81,357.39,352.51,350.26,352.94,336.48,337.86,323.78,331.44,314.13,312.71,303.54,292.57,303.36,297.71,291.40,300.12,291.24,297.37,281.44,282.27,304.12,281.61,271.86,270.87,243.50,264.06,265.69,269.64,278.04,312.49,L7
