dates,nzd0190-0000,nzd0190-0001,nzd0190-0002,nzd0190-0003,nzd0190-0004,nzd0190-0005,nzd0190-0006,nzd0190-0007,nzd0190-0008,nzd0190-0009,nzd0190-0010,nzd0190-0011,nzd0190-0012,nzd0190-0013,nzd0190-0014,nzd0190-0015,nzd0190-0016,nzd0190-0017,nzd0190-0018,nzd0190-0019,nzd0190-0020,nzd0190-0021,nzd0190-0022,nzd0190-0023,nzd0190-0024,nzd0190-0025,nzd0190-0026,nzd0190-0027,nzd0190-0028,nzd0190-0029,nzd0190-0030,nzd0190-0031,nzd0190-0032,nzd0190-0033,nzd0190-0034,nzd0190-0035,nzd0190-0036,nzd0190-0037,nzd0190-0038,nzd0190-0039,nzd0190-0040,nzd0190-0041,nzd0190-0042,nzd0190-0043,nzd0190-0044,nzd0190-0045,nzd0190-0046,nzd0190-0047,nzd0190-0048,nzd0190-0049,nzd0190-0050,nzd0190-0051,nzd0190-0052,nzd0190-0053,nzd0190-0054,nzd0190-0055,nzd0190-0056,nzd0190-0057,nzd0190-0058,nzd0190-0059,nzd0190-0060,nzd0190-0061,nzd0190-0062,nzd0190-0063,nzd0190-0064,nzd0190-0065,nzd0190-0066,nzd0190-0067,nzd0190-0068,nzd0190-0069,nzd0190-0070,nzd0190-0071,nzd0190-0072,nzd0190-0073,nzd0190-0074,nzd0190-0075,nzd0190-0076,nzd0190-0077,nzd0190-0078,nzd0190-0079,nzd0190-0080,nzd0190-0081,nzd0190-0082,nzd0190-0083,nzd0190-0084,nzd0190-0085,nzd0190-0086,nzd0190-0087,nzd0190-0088,nzd0190-0089,nzd0190-0090,nzd0190-0091,nzd0190-0092,nzd0190-0093,nzd0190-0094,nzd0190-0095,nzd0190-0096,nzd0190-0097,nzd0190-0098,nzd0190-0099,nzd0190-0100,nzd0190-0101,nzd0190-0102,nzd0190-0103,nzd0190-0104,nzd0190-0105,nzd0190-0106,nzd0190-0107,nzd0190-0108,nzd0190-0109,nzd0190-0110,satname
2007-05-05 21:56:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,379.47,373.13,387.49,391.31,400.13,425.81,448.08,456.80,457.52,472.53,,,,,,392.85,401.99,410.16,443.84,452.13,466.77,479.57,495.16,,,,,,479.20,500.88,469.93,471.40,477.38,490.18,501.47,507.96,,,,,,450.34,416.00,409.18,403.70,420.95,413.95,422.55,407.87,,,,,375.81,358.49,364.07,359.69,358.71,353.18,350.11,362.40,,,,,,,328.64,305.88,280.66,280.06,281.35,274.19,,,,,,,254.27,253.40,277.35,269.51,285.30,280.32,L7
2007-05-28 22:02:28+00:00,,,,,,,,,,,,,,,,,,313.47,329.54,339.59,346.62,368.16,372.18,379.07,383.34,,369.73,353.88,365.82,381.32,387.19,,,,,,412.44,425.33,396.97,364.80,366.70,369.09,388.54,401.26,415.05,,,,,465.36,461.02,440.41,459.44,463.08,462.77,465.47,449.44,459.18,,,,,,,,,,,,,374.58,,,,379.87,375.91,367.49,361.71,369.19,365.66,349.79,352.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2007-09-10 21:55:51+00:00,,,,,,,,,,,,,,,,,,,,,374.08,389.01,396.49,,,,,354.74,351.55,364.84,365.23,396.11,400.89,,,,,,,357.69,353.88,366.82,392.11,414.03,440.22,446.33,441.70,,,,,,491.04,,473.70,487.73,429.29,437.98,442.69,460.09,,,,,,490.86,417.93,428.06,417.01,419.54,393.26,412.78,,,,,,367.72,381.65,386.11,363.56,364.89,358.66,353.12,,,,,,,328.68,285.13,265.47,280.99,282.95,290.39,295.90,,,,,,279.86,262.66,234.92,220.63,246.02,292.79,274.49,288.09,,L7
2007-09-25 22:05:12+00:00,204.39,221.03,238.91,222.78,202.06,171.92,164.99,174.53,180.68,204.99,219.45,249.23,260.45,275.42,286.47,289.33,307.95,326.71,356.37,369.75,384.20,392.20,400.60,383.42,387.85,366.78,365.08,351.73,357.51,370.61,366.66,404.44,411.37,422.31,409.68,427.33,400.49,421.04,401.70,361.94,352.01,356.70,394.61,408.33,432.89,431.41,442.10,449.67,474.36,496.49,488.22,500.65,492.33,491.55,470.15,480.52,425.24,441.28,458.15,476.18,480.12,477.76,478.04,476.03,477.73,481.77,409.57,421.80,405.60,419.76,408.60,428.02,403.94,411.42,378.99,374.58,369.39,362.13,371.79,376.79,349.66,355.73,346.68,355.23,336.29,329.93,346.40,333.35,296.24,302.24,333.56,283.40,264.38,274.05,273.76,282.83,310.40,325.56,297.92,273.82,297.37,304.12,283.35,262.63,233.49,218.09,241.98,284.01,276.14,296.02,300.75,L5
2007-09-26 21:55:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,395.83,365.60,373.18,361.88,365.17,378.21,372.62,412.07,422.76,432.70,417.14,,,,,,,383.90,407.38,419.58,456.51,451.56,455.57,458.38,484.94,,,,,,483.84,507.01,436.80,451.06,458.54,483.97,486.57,486.46,,,,,,445.49,426.49,438.22,,434.20,402.30,425.87,,,,,,408.51,367.07,386.74,380.00,365.85,345.43,337.40,,,,,,300.43,280.56,297.50,298.92,298.46,315.63,344.34,319.18,,,,,,239.47,232.03,256.02,313.64,284.31,300.67,296.59,L7
2007-10-12 21:55:47+00:00,,,,,,,,,,,,,,,289.68,298.84,314.53,335.42,363.68,379.18,389.52,393.27,403.10,373.80,385.54,349.57,355.28,344.05,348.47,360.49,362.66,,,,,,,413.00,379.61,360.43,354.26,376.51,399.16,407.93,430.05,,,,,,,500.52,498.68,500.37,483.50,497.99,437.32,450.13,,,,,,469.16,480.81,494.14,411.24,421.48,403.78,420.22,420.68,,,,,,372.14,370.86,380.33,387.80,363.19,370.48,354.99,,,,,,282.34,297.28,334.89,295.10,275.31,285.77,281.93,286.63,,,,,,293.60,290.12,266.78,237.73,229.78,244.56,292.59,276.27,,,L7
2008-02-01 21:56:21+00:00,,,,,,,,,,,,,,,,,,,,,,,452.16,426.51,395.51,378.12,347.77,329.60,341.15,358.45,380.21,394.21,396.90,,,,,,,368.41,343.40,355.12,386.30,419.06,424.99,446.55,463.67,,,,,,517.04,513.35,515.12,499.80,497.27,484.35,480.19,474.31,,,,,,460.95,477.23,456.47,449.30,436.03,423.86,420.57,,,,,,394.62,362.90,358.97,363.99,360.61,339.24,,,,,,,,312.43,296.67,296.80,297.28,294.60,285.93,302.20,,,,,,302.28,293.23,,,303.78,296.09,301.05,303.67,,L7
2008-02-24 22:02:26+00:00,266.28,305.14,305.36,277.16,234.02,207.70,201.06,213.13,233.96,247.82,261.16,274.18,285.45,309.10,326.53,338.21,356.95,388.60,416.78,429.98,438.41,436.50,,,,,,313.75,318.41,328.17,344.60,373.76,385.14,392.97,390.21,402.04,382.19,391.86,380.74,,,,,377.21,416.04,442.36,455.06,472.96,499.90,504.09,497.84,497.20,,,,,471.04,467.48,461.50,479.07,488.15,478.72,478.30,465.03,464.97,,,,,427.24,418.62,408.08,401.23,425.69,410.24,403.38,402.23,,,,,350.98,345.36,346.52,338.24,349.53,364.62,354.14,,323.47,,,,284.40,293.04,286.23,300.68,319.86,300.94,286.46,309.62,316.72,,,,,278.17,310.38,292.73,300.96,316.43,L7
2008-05-07 21:56:04+00:00,275.68,298.65,291.48,271.36,241.83,210.09,202.63,219.20,225.92,239.18,250.55,261.59,302.24,327.38,344.15,354.00,373.27,396.30,421.21,431.29,440.57,446.00,436.18,396.00,381.82,328.76,329.63,305.19,,,,,,,,403.78,369.82,384.20,368.10,351.92,346.78,357.65,376.81,382.15,,,,,,483.76,474.79,479.37,492.05,500.93,487.50,516.39,,,,,,,487.97,466.81,479.16,,454.28,469.87,457.79,,,,,,395.02,390.34,382.27,374.72,381.02,383.46,357.52,369.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-09-03 22:01:13+00:00,274.11,293.53,321.43,,,,,,,,,,333.64,349.17,365.37,384.18,397.65,425.05,431.31,,,,,,,351.95,327.95,311.22,316.80,331.57,339.87,347.67,352.96,351.23,343.05,352.15,321.28,,,,,291.86,314.17,325.30,355.24,376.79,392.35,404.91,420.41,423.11,420.71,,,,430.10,455.10,440.93,443.56,443.93,459.10,473.29,477.62,478.49,,,,,441.27,446.11,449.19,437.48,420.50,413.19,418.52,409.41,,,,,370.93,350.06,355.73,344.59,345.48,333.00,325.19,328.65,310.10,,,,305.03,287.84,275.64,277.85,290.67,318.16,318.31,297.90,272.39,,,,,261.10,262.77,276.10,290.60,291.26,306.74,336.92,L7
2008-10-21 22:01:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,410.58,388.08,387.80,358.21,350.35,363.03,369.90,377.15,357.16,349.65,349.41,350.08,,,,,324.43,301.00,304.70,310.19,323.96,325.95,354.99,370.89,398.34,,,,,422.49,425.01,446.57,424.50,457.76,455.80,450.03,442.05,453.16,,,,,,429.61,432.81,442.98,430.23,406.70,394.32,403.31,388.56,,,,398.47,360.76,348.11,369.93,359.13,343.40,340.40,332.47,315.78,,,,,272.42,308.35,321.76,317.04,307.56,286.24,279.55,275.45,,,,,,281.43,,287.74,285.14,268.09,288.83,300.04,355.50,L7
2008-10-30 21:54:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,380.51,,338.23,319.25,323.94,330.52,,340.79,342.17,343.96,339.42,,,,,,287.15,289.85,301.32,301.66,346.38,368.32,394.45,402.76,427.38,,,,,,416.82,455.99,415.35,425.40,417.83,433.24,448.93,454.88,,,,,,441.43,428.56,426.86,414.97,405.66,396.05,406.35,382.42,,,,,368.32,338.56,350.00,348.56,342.84,319.68,308.76,,,,,,,282.01,301.35,296.27,288.36,276.48,283.51,273.35,,,,,,238.40,233.01,233.02,290.19,270.66,288.46,294.84,L7
2008-11-14 21:55:28+00:00,248.52,301.01,333.07,,,,,,,,,,,360.52,372.72,389.89,391.39,,447.38,452.68,446.21,452.76,449.85,,,,,,,,,,,,,,,,,282.91,276.33,304.47,311.10,319.62,369.58,394.40,415.72,427.98,455.30,455.86,424.47,421.35,425.93,431.61,420.59,461.26,409.95,424.75,420.16,434.78,454.14,468.15,472.85,457.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.68,302.80,289.68,283.14,261.32,264.57,262.66,318.02,296.34,312.99,311.14,L5
2009-02-03 21:55:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,419.05,401.62,396.17,360.88,332.82,343.94,383.05,392.92,375.76,349.04,337.09,,,,,,,302.58,322.95,326.09,339.41,325.83,343.77,358.85,386.07,,,,,,448.46,432.64,,433.04,437.89,447.04,453.36,460.36,,,,,,466.91,445.27,448.73,429.29,418.50,413.19,415.86,,,,,,378.31,364.41,379.80,362.39,351.37,358.48,362.80,,,,,,294.97,306.69,289.93,281.24,305.89,319.06,316.28,302.84,,,,,,,,,,,,,,L7
2009-03-07 21:56:07+00:00,251.66,297.23,315.87,306.46,280.91,251.94,243.97,258.56,270.99,287.58,316.76,345.58,360.57,385.10,393.25,395.76,406.06,417.15,425.39,431.99,442.05,433.67,416.82,392.46,370.60,351.61,332.92,305.63,,,,,,,,339.75,331.00,323.85,314.61,290.54,277.15,280.23,291.10,293.76,,,,,,426.14,446.26,461.02,457.73,443.11,432.65,434.59,,,,,,,448.44,453.79,462.27,455.34,438.97,444.64,433.20,,,,,,415.41,420.21,392.83,388.48,381.91,367.52,354.21,361.72,,,,,318.25,315.05,,,,,,,,,,,,,,268.36,281.35,278.91,280.95,288.88,271.81,,,,,L7
2009-03-14 22:02:22+00:00,,,,,,,,,,,,,,,,,,,,,479.31,469.14,456.85,424.34,400.17,370.16,362.89,343.75,350.81,354.93,352.68,,,,,344.47,327.90,340.50,328.62,312.79,297.00,305.26,312.23,308.83,340.78,349.76,,,,435.97,444.58,468.05,472.20,456.27,432.17,439.21,425.37,437.99,,,,,473.04,462.36,479.09,496.33,459.88,463.35,444.61,442.87,417.91,,,,,405.14,402.46,403.31,401.72,395.16,373.21,375.02,368.29,,,,,327.08,310.77,328.81,330.13,297.67,291.35,305.84,304.23,289.03,,,,285.30,290.38,291.03,296.73,292.36,288.29,288.66,281.39,318.28,305.11,,,L7
2009-03-23 21:56:15+00:00,,287.42,313.46,305.80,276.47,243.73,237.37,248.79,258.05,268.41,313.56,326.62,355.20,378.05,389.56,400.95,411.70,428.58,,,,,,,,,343.10,323.84,327.58,339.44,346.04,362.92,358.87,335.82,328.86,337.47,,,,,,,290.77,298.60,322.48,334.23,355.91,379.49,411.67,436.46,,,,,,431.52,411.16,422.71,418.52,436.88,452.65,451.57,416.23,,,,,,,,,,,,,,,,,,351.37,366.50,363.37,363.53,350.01,343.84,346.27,322.16,,,,,,,,,,,,,,,,,,283.23,272.36,306.87,292.17,304.56,322.10,L7
2009-05-17 22:02:39+00:00,,,,,,,,,,,,,,414.08,405.18,391.68,401.68,404.60,424.25,419.90,418.41,,,,,,,318.41,334.77,347.90,360.45,322.22,298.40,,273.44,251.08,281.48,,,,,,270.94,293.47,298.75,312.37,340.46,365.10,,,414.65,,,,,,,,,,425.31,424.41,442.62,451.68,,,,,415.73,407.71,380.62,395.77,398.76,371.52,383.96,383.09,381.73,,,,,,,,,,,,,,,,,290.37,294.25,,298.55,286.42,280.91,270.54,,,,,,,,,269.10,301.98,286.81,L7
2009-06-02 22:02:39+00:00,,,,,,,,,,,,,,,,,425.10,430.40,433.58,440.84,443.79,446.05,432.81,428.85,399.73,400.00,364.64,349.98,357.87,364.44,,,,,298.44,287.29,300.41,291.32,306.08,308.53,279.52,277.21,300.60,309.52,317.10,,,,,441.17,,449.19,462.64,463.24,466.92,440.60,441.41,,,,,,451.72,478.50,479.37,462.01,479.42,464.77,438.92,419.54,,,,,413.28,408.57,401.43,399.37,378.59,375.14,388.13,360.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-06-18 22:02:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.49,,,,,290.77,284.12,304.98,302.70,302.98,310.07,274.32,287.98,308.22,324.88,318.54,,,,,438.01,450.66,457.50,456.26,460.42,477.21,439.69,440.58,,,,,452.76,456.66,472.68,466.62,453.45,479.52,457.53,446.94,421.85,,,,,411.50,413.35,408.12,392.09,380.00,366.77,380.11,368.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-08-05 22:02:25+00:00,,,,,,,,,,,,,,,,,,,382.92,,398.31,412.90,421.97,391.26,392.51,,330.50,310.19,318.78,316.70,309.40,,,,,306.59,268.36,299.47,290.33,227.79,250.58,263.77,,,302.07,334.39,,,,,390.56,,429.50,430.30,421.36,454.34,424.80,422.85,406.92,,,,454.41,432.95,463.63,490.89,427.03,440.53,,415.69,,,,,,413.97,387.57,398.38,401.48,386.85,,,,351.63,,,,,,,,,,,,,,,,,286.02,284.95,286.41,266.01,245.37,273.06,257.65,,279.92,,,L7
2009-09-06 22:02:23+00:00,,,,,,,,,,,,,,,,,,,,,,454.23,468.31,439.17,438.83,397.80,392.45,370.87,366.97,355.23,338.05,339.09,333.60,,,,,321.06,308.09,263.04,263.73,283.08,301.59,308.18,355.01,370.62,375.96,384.71,,,,453.17,464.39,472.28,455.67,479.98,437.15,443.86,433.76,447.54,,,,,485.63,520.11,460.61,475.78,458.90,,445.39,455.02,443.32,,,,,430.83,435.87,440.56,412.58,415.14,404.02,398.00,369.39,,,,,339.95,,339.98,323.58,324.11,321.97,318.26,323.79,334.10,,,,,298.17,292.83,273.44,297.06,295.02,316.33,313.96,323.29,323.89,L7
2010-01-28 22:03:55+00:00,,,,,,,,,,,,,,,,,,,,417.82,435.25,455.61,463.13,431.19,422.48,385.47,381.86,362.20,351.02,341.67,327.59,338.81,,,,,,324.37,310.77,270.21,246.97,255.87,271.75,288.06,336.61,357.84,,,,,,418.58,430.62,451.63,463.48,495.09,450.68,448.68,431.14,,,,,438.47,468.76,497.99,440.76,444.12,424.38,422.64,423.96,422.77,,,,,426.73,424.83,443.59,444.07,419.58,429.45,407.06,400.24,376.61,,,,,,,,,,,,,,,,,301.95,298.98,287.66,274.71,295.33,282.86,315.04,298.44,312.42,,L7
2010-01-29 21:56:53+00:00,,291.97,329.35,299.50,269.87,247.20,239.41,237.95,239.24,,345.75,346.13,348.05,347.93,,,,,377.80,405.76,420.16,437.87,445.17,403.15,416.23,366.95,375.57,346.08,335.68,327.41,306.07,327.62,332.12,327.65,311.63,337.52,290.36,321.76,294.65,246.59,247.45,259.98,266.84,274.61,326.55,345.53,354.96,376.82,416.10,444.24,414.03,417.55,432.36,454.32,447.53,498.36,435.64,441.81,416.95,425.44,421.96,432.10,438.00,426.36,473.11,510.40,432.08,446.26,420.10,422.66,,405.26,412.36,,421.67,420.85,407.83,423.16,434.02,436.62,394.44,407.85,389.26,387.66,354.91,340.09,376.60,347.32,304.64,332.41,,324.95,309.80,328.39,327.22,311.80,307.17,329.43,283.92,263.02,299.31,301.87,296.95,285.25,262.83,287.14,269.49,,,309.95,301.87,L5
2010-04-11 21:58:15+00:00,,,,,,,,,,,,,,,,,,,,,,447.38,442.54,415.66,419.79,407.68,,,393.70,,,357.43,,,,,,,297.82,269.90,265.10,274.33,296.53,312.65,352.26,364.97,,,,,,418.86,426.74,453.94,455.49,473.19,457.33,465.74,,464.04,,,,,430.05,,426.72,445.27,444.83,433.79,425.81,430.03,,,,,,450.74,454.91,457.76,,443.36,434.96,430.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-05-04 22:04:23+00:00,,,,,,,,,,,,,341.04,334.12,340.29,347.82,370.83,403.07,417.54,421.13,413.13,404.97,397.42,393.50,388.07,392.65,366.82,355.69,389.70,,,,,,,,,,,,,,,,,,,,,,390.53,388.40,388.86,405.97,430.13,417.23,439.92,440.78,,,,429.06,419.74,418.49,406.98,,403.91,389.12,,395.04,,,,,418.77,421.69,414.34,411.79,397.82,385.31,394.29,391.27,,,,,367.90,360.29,369.58,350.88,328.76,321.31,315.63,301.74,298.23,,,,299.58,294.78,283.85,281.25,286.80,289.62,293.95,286.17,291.92,283.10,,,,L7
2010-05-13 21:58:09+00:00,231.32,,343.81,330.36,300.29,295.83,288.68,286.75,303.35,307.29,319.57,320.34,318.55,330.61,334.69,330.62,343.11,364.35,383.46,390.80,,,,,,,,,,343.31,324.57,334.78,332.14,321.90,303.98,325.46,276.07,,,,,,,,322.84,344.14,354.36,380.03,402.87,417.84,398.05,401.34,,,,,,429.99,417.00,430.52,437.34,445.73,430.81,414.82,,,,,,398.59,412.26,418.72,412.93,,418.77,414.72,395.14,,,,,,413.00,398.45,386.15,372.63,392.88,385.62,340.82,,,,,,312.21,297.19,306.94,317.38,300.07,278.76,301.08,297.39,,,,,,320.23,275.71,316.90,280.77,L7
2010-05-29 21:58:09+00:00,311.37,356.91,376.82,364.37,338.05,,,312.37,,320.25,337.22,339.12,336.40,334.04,343.02,350.99,375.94,397.94,407.96,398.61,402.15,398.94,411.23,,,,,,,,,353.38,343.61,330.50,320.29,325.63,285.37,299.14,285.83,,,,,,,350.07,,,,,,,,,,,,,444.94,459.47,455.08,447.84,450.38,414.33,429.32,461.36,,,,,,,,,,,,,,,,,,406.62,390.05,396.63,426.32,418.74,370.87,388.07,393.97,,,,,,323.20,336.04,314.83,297.58,325.08,319.73,308.69,,,,,,,318.55,283.73,L7
2010-06-30 21:58:13+00:00,,,,,,,,,,,,,,,,,,385.39,385.68,371.97,369.92,371.79,377.14,380.94,418.42,430.62,,409.51,406.97,,,,,,,,301.53,300.15,289.91,276.35,259.07,269.60,290.23,307.50,328.54,,,,,,400.60,414.39,416.32,,422.38,443.76,440.59,454.16,,,,,,420.57,413.08,419.80,417.15,415.56,409.88,410.38,,,,,,,415.60,402.79,383.58,383.80,384.01,392.41,397.86,,,,,,,,,,,,,,,,,,,302.65,287.08,284.37,283.75,300.24,301.71,313.18,,,,L7
2010-11-05 21:58:37+00:00,286.86,,,,,,,,,,,,,,,,322.29,339.10,355.28,366.00,378.68,397.53,,414.38,442.12,418.49,,448.07,442.83,,,,,,,,302.84,314.46,291.83,253.49,248.90,266.88,287.16,296.13,337.38,,,,,,,380.43,385.21,389.30,385.94,449.83,414.21,434.52,,,,,,412.15,426.78,451.84,381.55,379.50,,,,,,,,,396.34,401.22,408.26,413.67,366.95,395.27,388.92,,,,,,342.25,350.99,382.88,340.08,324.88,330.51,322.42,320.17,,,,,,312.24,311.36,289.11,267.70,291.56,277.06,316.86,296.86,,,L7
2011-01-08 21:59:16+00:00,321.14,367.49,384.12,378.66,352.59,315.72,294.98,305.71,331.68,329.23,340.81,341.42,346.83,346.62,348.41,343.59,342.13,350.26,,,,,,,,,,,,,,,,409.33,383.93,370.82,342.49,,,,,,,324.11,344.79,354.99,360.54,359.82,378.74,394.40,379.16,,,,,,440.97,446.95,442.77,457.99,464.53,455.28,452.43,,,,,,,392.71,393.19,413.44,419.43,,416.23,410.06,,,,,,402.31,400.21,408.38,400.55,391.73,391.65,376.12,,,,,,,340.74,341.32,356.62,366.42,336.58,329.21,330.63,,,,,,315.44,320.08,300.69,307.95,,L7
2011-04-05 22:05:50+00:00,,,,,,,,,,,,,,,,,,,,,,448.07,,431.52,,388.39,372.50,,,353.48,342.10,373.84,376.84,,,,,309.10,290.11,238.41,229.75,,276.63,291.17,332.06,346.75,,360.11,,,,390.11,398.50,413.05,386.49,452.32,405.55,413.84,410.76,430.51,,,,,434.73,456.10,381.85,354.89,,,,,391.01,,,,,402.33,416.61,434.18,386.21,415.36,405.05,400.95,386.27,,,,,370.17,395.00,353.02,337.77,344.67,346.03,329.12,352.33,342.15,,,,306.07,304.59,272.65,275.08,282.04,,324.19,318.68,309.20,,L7
2011-05-23 22:05:47+00:00,,,,,,,,,,,,336.64,320.85,310.57,320.26,335.43,333.71,359.29,385.36,392.17,405.61,413.37,412.45,430.21,427.49,,428.02,,,,,,463.87,459.14,471.64,444.01,,382.98,357.54,346.67,320.06,309.07,,,,334.60,352.53,344.67,,,387.65,416.82,415.88,,,,,,,,,,467.68,,449.32,428.29,,,,,,373.74,373.04,365.00,381.10,398.57,409.82,416.33,414.14,402.86,,,,399.97,406.73,392.08,370.89,371.17,,388.76,367.51,371.03,,,,,360.76,352.57,366.33,362.35,321.53,316.51,325.38,324.09,,,,,,,,L7
2011-07-10 22:05:44+00:00,,,,,,341.10,,,,,,,,,,332.37,,,,,,,,,,,443.67,461.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2011-08-20 21:59:26+00:00,347.09,361.99,376.20,381.58,358.92,321.08,300.46,304.03,303.38,302.16,332.16,339.76,347.10,353.37,355.33,353.71,358.45,370.49,,,,,,,,,,,436.11,462.44,494.61,497.66,482.89,474.92,491.39,487.65,488.94,432.87,,,,,341.38,,319.43,332.48,348.17,357.28,350.29,382.06,,,,,,,446.15,436.33,439.52,442.46,436.43,431.52,441.32,,,,,,,,408.62,,,,390.01,393.86,,,,,388.34,378.41,389.62,400.53,404.56,402.23,386.00,396.28,,,,,,,,,385.77,384.76,377.02,349.03,326.10,,,,,,330.14,302.20,337.82,337.18,,L7
2011-09-05 21:59:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.80,512.93,516.96,514.63,,,,,,,357.41,,319.86,358.20,,,331.28,368.28,,,,,,,,,,449.28,463.48,,478.88,,,,,,456.27,,,,,,,,,,,,,403.69,374.67,385.47,363.32,371.70,386.62,404.76,,,,,,374.50,405.57,,422.50,,,,,,,,,,,,362.83,362.17,357.45,358.64,346.34,,L7
2012-04-23 22:06:28+00:00,,358.87,360.86,357.25,323.25,288.83,276.24,284.37,294.85,291.89,,,,,,,,,,,,,,,,,,,511.55,521.50,527.80,,,,,,,,,,347.12,336.26,327.99,334.68,368.53,370.27,363.96,372.24,,,,,,440.76,448.12,480.60,444.47,448.36,440.73,445.11,437.68,417.05,,,,492.62,,,,,457.56,,448.48,,,,,,,,,,,449.06,408.71,386.58,,,,,392.65,375.81,375.36,383.75,370.99,,385.84,,410.66,,,,,371.11,356.10,365.71,362.36,379.47,372.33,374.70,,L7
2012-05-02 22:00:31+00:00,,,,,,,,,,,,,,,,,351.31,372.23,405.56,417.01,440.40,,,459.88,458.86,,452.32,455.94,478.86,499.42,519.17,542.70,556.69,,,,,,,,,,,,,,,,,,391.00,400.77,415.69,425.42,442.84,446.67,447.38,450.76,,,,,,392.04,410.33,420.44,,,423.95,424.13,425.41,,,,,,406.43,402.01,401.18,411.19,416.94,420.49,,424.74,,,,,340.77,345.06,,348.62,361.64,361.09,343.33,327.89,,,,,,348.18,338.28,340.48,348.28,353.63,360.00,357.67,354.34,,,L7
2012-07-05 22:00:41+00:00,313.83,335.99,345.78,328.24,300.42,271.27,257.66,260.95,272.77,284.75,301.81,322.49,332.82,353.45,355.91,363.32,368.96,378.37,389.94,398.66,399.89,413.47,427.79,412.27,,,,,,,,,,,,,,,,,,,,,,,352.43,361.64,384.82,,385.34,391.51,401.93,,,,,,,417.05,419.10,414.78,410.08,392.73,405.08,443.80,,,,,,395.80,,,388.99,393.05,385.04,398.57,407.89,,,,,,383.02,388.39,409.20,396.32,353.12,356.35,381.62,,,,,,338.75,347.16,333.99,334.55,368.97,367.44,337.36,326.38,,,,,,333.42,291.88,L7
2012-09-07 22:01:25+00:00,,,,,,,,,,,,,,,,,,360.92,359.33,358.04,350.44,345.64,340.53,354.51,,372.63,381.11,396.84,457.04,473.22,496.84,,,,,,,,425.50,382.59,352.71,350.03,356.31,365.92,338.09,,,,,,373.01,367.63,364.47,389.69,421.91,416.72,458.25,447.00,,,,,,411.97,387.89,,374.17,380.96,394.62,415.47,418.68,,,,,,401.60,399.60,406.85,412.27,413.86,395.27,385.51,,,,,,380.42,377.83,354.93,342.81,341.71,330.36,327.72,325.09,,,,,,318.37,318.09,323.91,336.64,325.26,327.03,,334.15,,,L7
2012-12-28 22:02:11+00:00,,,,,,,,,,,,,,,,,,,,360.63,362.05,365.29,374.64,361.96,392.37,382.36,404.01,418.08,455.11,487.60,499.31,540.46,554.61,561.37,,,,,,384.72,368.39,386.11,402.54,389.18,414.36,405.74,393.32,,,,,386.42,405.19,432.54,431.71,475.53,418.71,417.49,404.44,,,,,,,452.59,393.51,419.16,393.26,,,,,,,,,396.42,391.21,418.07,410.26,422.48,421.97,411.83,382.51,,,,,,385.79,348.99,345.17,354.54,344.54,335.22,345.72,,,,,,355.76,340.09,307.00,324.21,329.71,369.90,352.33,373.40,,L7
2013-01-04 22:08:22+00:00,,,,,,,,,,,,,,373.64,363.78,361.81,363.72,371.69,367.26,358.38,357.95,366.88,363.30,384.17,379.43,403.41,405.92,416.19,468.95,507.10,529.57,524.45,,,,,484.69,435.09,404.17,392.25,354.59,376.98,420.23,,443.30,,,,,344.04,415.01,438.97,441.03,454.99,459.87,451.83,460.34,,,,,420.75,420.40,437.67,393.63,,414.96,,411.97,,,,,387.47,406.32,411.42,416.85,403.11,366.00,384.59,433.23,415.18,,,,,,,385.44,374.29,346.31,347.80,357.63,358.89,345.53,,,,354.43,362.12,332.18,334.39,344.09,347.15,347.34,337.16,339.16,,,,,L7
2013-03-09 22:08:21+00:00,,,,361.37,380.24,364.95,351.43,345.14,347.80,350.15,,,,,,,,,,,375.80,383.09,382.48,362.61,378.92,365.18,397.24,413.05,445.85,480.31,499.69,530.46,534.30,537.96,524.40,,,,,381.26,363.71,377.88,384.26,387.68,427.67,443.45,422.39,394.16,,,,402.84,424.75,440.29,439.60,462.46,424.75,424.13,410.54,413.25,,,,,,459.64,419.07,429.16,407.59,422.22,426.38,426.14,415.14,,,,,382.75,398.38,412.80,396.37,407.75,405.29,408.62,391.94,386.99,,,,363.36,391.48,365.59,350.42,348.46,348.98,340.83,349.29,370.65,,,,,342.21,336.88,319.02,333.38,335.71,369.60,360.22,371.43,,L7
