,dates,nzd0366-0000,nzd0366-0001,nzd0366-0002,nzd0366-0003,nzd0366-0004,nzd0366-0005,nzd0366-0006,nzd0366-0007,nzd0366-0008,nzd0366-0009,nzd0366-0010,nzd0366-0011,nzd0366-0012,nzd0366-0013,nzd0366-0014,nzd0366-0015,nzd0366-0016,nzd0366-0017,nzd0366-0018,nzd0366-0019,nzd0366-0020,nzd0366-0021,nzd0366-0022,nzd0366-0023,nzd0366-0024,nzd0366-0025,nzd0366-0026,nzd0366-0027,nzd0366-0028,nzd0366-0029,nzd0366-0030,nzd0366-0031,nzd0366-0032,nzd0366-0033,nzd0366-0034,nzd0366-0035,nzd0366-0036,nzd0366-0037,nzd0366-0038,nzd0366-0039,nzd0366-0040,nzd0366-0041,nzd0366-0042,nzd0366-0043,nzd0366-0044,nzd0366-0045,nzd0366-0046,nzd0366-0047,nzd0366-0048,nzd0366-0049,nzd0366-0050,nzd0366-0051,nzd0366-0052,nzd0366-0053,nzd0366-0054,nzd0366-0055,nzd0366-0056,nzd0366-0057
0,1999-08-17 22:12:26+00:00,,,,,,,,,,272.99240454653074,265.8217001503362,244.59339077345837,239.23224879467418,227.99092882800159,223.25615381175973,220.66859778128392,218.75006381748292,228.04636003509424,222.16251415227075,217.93066551868517,219.63431748554538,205.26811353226984,197.2700605570842,204.98598595118938,214.68749093060876,204.4333377441057,204.1141914859539,211.84090169895765,204.12528063893402,209.7619316512357,205.97616867757122,207.5099926078319,210.23817035711502,,211.16980249836135,,,,,,,,220.95831521024587,,,236.64829398003,234.49861288843456,,,,258.48322353015953,,262.04342713794773,255.3432195780494,244.7898330040771,,,
1,1999-08-26 22:06:20+00:00,,,241.51288406071887,,,,,,,,284.7073971968182,273.00755272549685,248.92745262460176,251.70117452991255,249.8279368616058,239.52549730721654,241.94650968586646,239.74065911302768,234.6637693233199,231.54708715174235,232.82048557979437,230.61722259067366,229.61141837471064,225.52273649978505,231.4732888304264,229.25008176941438,228.17587684879763,229.426449326209,229.32596860787555,228.84633330507813,225.94360904894384,226.5279517795593,224.05249945175538,216.43953035467973,215.01054794147882,213.69735794283736,223.33685880439285,221.82363027575744,217.80720961494933,217.66345989043597,228.5283178799743,232.15943634090843,235.44893848678842,238.26820322179043,251.0049814010285,258.2169434044539,263.92741189636274,266.53590933918343,277.8479940601589,281.22421611734853,280.62174650724177,281.1343056614555,280.20310242051045,274.2322113064498,,265.3460986175843,,
2,1999-09-18 22:12:27+00:00,144.09274814911618,208.61145650795171,249.69781323772364,301.1709873918568,345.3162448303363,368.73737969872894,,341.3315279493008,326.8652634117068,295.58087871635996,264.8857670064778,254.42148896101926,232.41981681364564,233.64255995181614,258.71484664414237,245.08837154644308,210.4853862271307,215.36712971811878,227.16721384336503,228.01248389596978,219.7028845519815,210.9256284008068,205.56618541626293,200.9314083595399,200.4642795152597,202.6742283981062,203.1782801101929,223.8265423163101,205.38346128260014,210.09842115342641,201.4109268349793,211.55199720190586,212.73576997780822,206.0601114776678,201.84820036620155,194.84485001430218,194.42601689720752,198.1784876175943,206.26837876416027,199.0236728723278,209.9662584774015,214.06718449972303,211.36945073134285,219.03031562876583,226.47246720885983,231.2241065187024,238.93604401972974,242.4581911244119,250.34247062364173,260.7552798410823,271.195037185322,271.362982955168,257.5377636676173,252.1573685360622,,249.68194303917963,252.86896511567002,277.63180133485616
3,1999-10-13 22:06:24+00:00,187.3861753890805,232.33823130310952,251.7886449637655,283.7056453151809,337.06869585382395,360.60627588450086,,351.9986432814433,330.34568067935516,329.0587012855207,292.322887512429,283.3428049039258,279.6457159333701,244.66586525452473,233.82107030165926,234.7363387061854,235.57482442998545,228.23477528763271,228.54147927760155,230.17379884693892,234.91357816572116,232.42494082263767,224.24726673593355,219.41029664312484,213.28313641052648,210.45187683998222,214.7288977948287,222.222337752025,223.6620218324768,227.82422024425276,225.605129201863,226.15132379289585,238.25756151675438,236.98599865822374,226.67300966198619,223.83126276535057,224.3241738666841,225.00944233581546,221.801678697526,225.4511021265191,233.1868688976484,232.45482943794767,237.24067633050265,246.93571731146574,251.7307759684987,252.8865355016533,256.487602326158,256.2928202805745,263.9232956367869,269.872138416008,276.6725073407363,285.5188053867137,290.6304748119207,286.0411926455499,275.05183759478524,265.7516894376264,252.73313304618966,296.6234825327595
4,1999-11-21 22:12:24+00:00,,,213.9986085226756,264.3564011457576,305.9691170853233,327.3395335972943,337.4535296989172,,317.25107004080274,,,,252.46691001922662,250.76890425912973,248.37806152774044,232.8403401370005,232.7473436515782,236.67906159921114,229.18871383595487,230.76446544530828,227.66167199518756,238.12021674440604,236.6612538194227,235.58274726689623,233.56314218814933,224.93446626014375,222.921913249588,218.91364296061,220.18904655488305,222.32597093772108,225.34709892105204,227.99612729149962,220.95044099559655,213.2460959678204,212.68338763935955,214.26276771082462,219.22349703575466,217.10668590010718,212.80592982336069,215.82967222953127,222.62064870881937,231.8063865126562,231.72626869080634,236.03061383761283,248.20541126795987,255.61423960333957,260.9053124119616,266.9309843508417,269.29417906748046,273.89911783922264,278.56312539999135,,,,,,,
5,2000-01-08 22:12:26+00:00,210.5659091586743,235.0317729719345,230.57972578645726,252.70390424911878,282.19357774802523,321.0580535802026,339.3010857214195,357.51034073920295,352.569921951432,366.6719264036202,352.5308696854935,,269.5969831932409,253.3350649515857,248.5564326222409,236.62003292758945,240.51886583771113,246.4038385882362,241.307109304928,227.6532166600346,230.09171754037052,237.66669174852692,232.8224283830062,231.12623789881656,237.4304561179115,234.89642732172706,232.3126922556993,223.48150772427593,221.38964018250067,230.2219249436565,228.61060369911678,228.37253343719118,221.439736397248,220.72470569748123,224.9026375830256,223.74654337432867,221.81867131058794,223.48910441907222,219.48319747961875,215.91211047021076,229.19606500622686,232.27805296696567,233.28853893095038,238.47383331966992,250.45774929427694,256.74920170820934,262.45682621197346,262.013556606162,272.97854905056255,272.3074082605788,273.4446375305022,275.29110745297294,278.82377608148727,276.2456646255697,273.63693389089167,264.8803969724988,,
6,2000-01-17 22:06:11+00:00,210.91313800690043,226.3392341750258,238.6287949468476,255.77009219666033,287.21330024570534,323.45687149852483,334.59665509678257,342.6944183190444,357.39993777642405,364.9516291039903,351.4617778391378,335.6287935897237,298.1636892953061,272.485977050735,260.70599912199367,250.13754427849756,261.8331810372095,254.80930735819013,246.4043094789344,231.28246248211425,233.55061147035795,244.8782613715595,242.8848752142468,243.31053969049458,248.62966436055672,257.90233965725315,245.049491176822,223.9042926010304,224.83906881157517,222.3085057120248,214.56583341251226,201.91826012753123,188.69249558413185,187.07014444971662,,,180.60050322902495,,,,208.85568970401982,222.79565863320727,233.4559790017477,245.76617992411107,262.108467956495,270.59162927504735,,,,,,,,326.98165219925176,303.5320799591793,291.1626335962878,277.2851921478107,346.9176159828835
7,2000-02-09 22:12:19+00:00,,,,271.02302196507225,284.21686691505704,,,322.6540665848241,326.4137811980281,340.22078641849356,344.6581169190057,,323.6455332925216,319.23438675091245,303.3211199165908,279.71767705376305,284.09484454095355,,,244.81005634194864,238.81169989395946,239.51424177025817,,,261.8609077088376,263.57864282738996,,,,,,,,,235.70619211536115,238.40967056721763,,238.22409671513654,,,,,248.7418302755092,260.00173304998015,265.9341608515481,269.7893801304604,,,,,,,,299.33979055362335,296.06217194021986,306.7530103022211,,328.304886164632
8,2000-03-12 22:12:09+00:00,,,234.74140828905587,,,284.0207616843405,,,325.3176979961024,326.68310276033515,313.8317809851415,297.8963040687421,298.9204231996076,279.9934149844821,269.3790063320496,267.2546786429506,263.64347915589707,,,,,,,,,,,,,,,,,,,249.1821893344802,,255.82350398563221,,,,,,,,282.0912614555253,,,,,,,,317.82517842460766,,306.930053581621,,
9,2000-03-21 22:06:01+00:00,208.7837745468235,232.25880092979787,222.91443955352955,249.06822454832138,280.5933585244763,302.68370375959717,318.32706285649687,332.54747826908255,325.54842964998795,337.67159922074086,329.641637659022,315.69699941497913,301.44549830496754,294.874081000097,,265.8152354434587,266.4914829187924,251.14420987142714,255.40309120294287,253.28210284452226,253.24021448872645,249.84308964360088,252.19726793371422,247.49204651286394,,,236.1932730984883,232.3659410314956,232.133799648039,230.2885149260487,226.05606772927908,225.039809829059,221.61225908013037,215.0845973818433,217.9263517455464,,217.20445467460124,213.892297209433,218.6715784195419,221.501262051806,230.69071399210074,234.11915819516113,235.09255402155517,237.0407579160541,244.50832120979194,255.2377407356171,256.11185662560456,257.37179002038545,261.44176602646894,267.23454288930014,268.1148696014176,264.21900204208913,265.8489055274049,263.45611741191885,259.6692227257612,,,
10,2000-04-13 22:11:54+00:00,,207.43616621845354,217.58810471756536,229.1032277002265,267.8543290245821,297.2836102491035,326.94825216220823,,,324.0128614072718,332.49017532314895,318.20176681945424,296.8160243399693,282.9204712014034,277.2971481581519,250.66981638943653,250.6754333893754,254.48134469951927,254.89882679692712,257.5335384757226,263.3017964751126,268.16636005241685,,,275.63500052912565,275.8811679563997,,,,246.91761271432532,236.60041984538523,231.68907757002083,233.54591401356427,230.20139444906624,229.61362701403033,,217.51842273490146,220.00612370566046,224.2149139386605,222.55865248190148,229.51492565874915,232.86602771981583,236.74147088483664,242.0323417648838,251.63004402382987,254.52567641043274,264.3223329743081,267.8000932075816,271.08723011972137,271.4464315905192,276.0386408826791,278.36279128914714,280.00462882721763,281.60213089315,273.22803436160945,264.7522562029654,256.59027016772853,
11,2000-05-15 22:11:42+00:00,,,,,308.05117170865566,,,338.72366936830775,,,,,,,,,,,,226.50081716587206,,236.83367246573044,244.65406320829362,239.48753156849423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2000-05-24 22:05:22+00:00,,,,,273.67572617487247,295.4942608565132,326.8440246492034,,,,,,297.94983550851146,275.08738211020324,258.9511762557982,254.07696887790092,247.42096786020454,237.4474493048059,247.03351136433724,236.20391685062427,234.91779016930997,234.6283050749749,241.14317738283006,244.44568389022118,244.2706531027858,249.83539843129756,,,,,244.3923343765698,243.7124300098095,248.4248845728498,250.49653510782395,250.8415953267417,240.93629481200134,233.48134892773655,227.2386725909698,231.20164234842093,235.58954261013173,242.4929087554319,246.60252619906626,238.9499689930775,255.15385825463153,264.89315715570245,263.10474835312755,266.09937073607625,272.77571223780876,270.6906554853508,271.71366424484825,271.97868422813883,278.6051213401283,274.29318851601585,274.04150645571787,262.18176140145783,255.73637416856278,256.34605851608956,279.1634708583527
