,dates,nzd0317-0000,nzd0317-0001,nzd0317-0002,nzd0317-0003,nzd0317-0004,nzd0317-0005,nzd0317-0006,nzd0317-0007,nzd0317-0008,nzd0317-0009,nzd0317-0010,nzd0317-0011,nzd0317-0012,nzd0317-0013
0,1999-08-26 22:05:56+00:00,277.0246990892049,274.3273459217551,274.54638505328126,277.48171623041355,276.811287976562,274.1392140289513,283.2040427543598,282.4056164090571,290.9944485409659,277.52040471048537,263.41833951244513,260.2721807343826,261.1489845733964,269.46584014285185
1,1999-09-27 22:06:00+00:00,273.608750222012,262.5886736296636,266.24277995756444,261.6701572318679,260.2757686360274,260.9556223071861,271.7641910183213,267.9390659841995,268.28416796576687,255.2441292576492,243.10424168637334,241.07759374904495,241.98265679268533,247.1387059495793
2,1999-10-13 22:06:00+00:00,244.83196703056942,232.23807461785603,225.94850430676652,225.44230670823714,232.88319917408182,234.29773418454965,245.0594473806754,252.50809434975895,254.18242226616792,238.25360381493547,221.84163285027654,217.25876865257362,205.62907240145134,211.70978051539782
3,1999-11-30 22:05:47+00:00,,,,,,254.06217804296588,252.76465666117008,261.27460074290303,262.0389209150888,255.62806506701676,242.06272180303458,224.79142227064693,,
4,1999-12-16 22:05:57+00:00,,,,,,280.79278243033326,281.0586282980673,292.4337474888747,284.74174326147096,281.17703193883483,274.8995507930317,,,
5,2000-02-18 22:05:41+00:00,282.58509316704954,276.08395953178314,269.97863336195326,276.6711602957537,283.25582532405156,280.8536586860951,,,,,,256.5862904269931,258.67341459509913,264.3051000913856
6,2000-02-25 22:11:49+00:00,,,260.57635845621076,,270.78515883028274,270.6259682256519,278.90447006732495,,,,,,,
7,2000-03-05 22:05:36+00:00,273.82432671389444,264.7126854642738,,264.32109893014695,,,,,,,,247.5472911581746,245.46416483488264,250.35943574587398
8,2000-03-12 22:11:45+00:00,,262.8308564730744,263.55744685486235,,274.3300806892553,274.2926579813227,264.5469841036339,267.39462023127084,263.87571592493,283.9005646533741,296.1746422379003,,,
9,2000-03-21 22:05:37+00:00,275.6201443681399,266.9110947031103,264.82563937348357,264.874435741348,269.73853492773924,263.89075725870447,276.94848331870935,284.71905539927957,286.0992371654388,,265.33075900788344,265.4099982141874,269.0504145778155,263.6117704351112
