,dates,aus0194-0000,aus0194-0001,aus0194-0002,aus0194-0003,aus0194-0004,aus0194-0005,aus0194-0006,aus0194-0007,aus0194-0008,aus0194-0009,aus0194-0010,aus0194-0011,aus0194-0012,aus0194-0013,aus0194-0014,aus0194-0015,aus0194-0016,aus0194-0017,aus0194-0018,aus0194-0019,aus0194-0020,aus0194-0021,aus0194-0022,aus0194-0023,aus0194-0024,aus0194-0025,aus0194-0026,aus0194-0027
0,1987-05-22 23:07:44+00:00,144.76104179889506,169.3513576316974,167.86290862562302,163.70663799233589,172.13744869071422,165.80190960983992,172.13645655821466,167.33994214604638,168.60733607471627,175.32322244106456,174.26190819199175,176.1180285818668,176.05726520625967,180.83627450652514,194.44275637763042,211.51852944477548,216.60160923542108,222.813965555839,221.53003281605604,219.51784813315103,216.12955169107138,214.71186758572804,224.14681682543775,,231.8341216049186,186.80289228129138,203.05376028260494,187.94026462959644
1,1987-09-11 23:10:29+00:00,144.8283348227872,176.0522552653271,180.02358026827997,175.72692537879774,179.15530337863476,172.90817521598487,165.48391119135798,169.66762840010725,176.60485763392285,182.4085577759453,173.9933357151059,169.66449120769772,180.09172075345342,193.2474790182077,204.45946034107317,221.84061581570037,230.73852656229977,243.35339182826823,228.4635178516004,220.15319594125344,215.72385323029638,232.93315364551148,224.88760917206835,233.8440169174113,218.01088706485527,194.43781829083096,193.93933245612305,197.99024097727295
2,1987-09-27 23:10:51+00:00,164.12386332200964,185.90106706399126,188.07591255482163,183.70026971347585,183.72713148973935,181.3794460537479,178.4711246565308,185.1055070552798,193.59960375964627,198.58020232345012,188.87114709191354,182.87217241085418,200.1240012829441,208.0306434041655,220.6045142196487,235.41851899359972,248.09221087347606,259.4427849086237,239.91541475619368,230.93319603880963,224.09820567763563,240.2972847614157,237.0306279789213,239.96503726287554,218.16254867583126,192.76620949952235,206.413149323073,192.75201619834823
3,1988-02-18 23:13:23+00:00,,174.07867897137538,182.30585866824623,173.8016448516367,176.4651054484217,168.18216299115738,171.52884067911356,172.6332782788204,187.49244927382645,191.43602782240464,187.42536934616743,184.78160986008746,182.134622113668,186.95287833675923,208.70642259175105,222.011407235099,236.68473007884032,249.17769926847745,245.0079094919431,238.94421901799754,238.6560695641357,232.04686595248967,247.2395730241452,232.8608296964559,225.52615532240935,190.30360924089962,205.696300866057,197.7264136473276
4,1988-05-08 23:14:02+00:00,,148.57857242092732,155.30551814005167,164.76947799409277,168.46224132403475,159.0980793333359,163.30092126446178,162.33999620906073,162.4966387226042,168.33637588569255,172.15195176146506,169.25216343189084,175.06760922834306,190.34249127724692,195.97873702017614,210.53642689148066,217.5053376409812,226.50957014038536,235.73813392844664,236.46795978267687,217.95341155412333,223.47111677798412,239.3653355668524,241.19344341980056,210.3133470335297,168.3935926999473,185.57974695585457,185.90093457680672
5,1988-06-09 23:14:15+00:00,128.33269569946475,156.99501612067166,157.7795096525974,162.8371763764998,167.58884306983074,157.23739856901403,161.1296214686248,161.68633723192198,163.84971362657697,172.6962311589496,164.80825431949145,168.462184650706,169.62744514454175,181.92263803203713,185.40441053226348,207.4137112819702,214.76649134020246,224.87841407077906,230.92590756562674,233.51678570036188,222.52534756128668,228.28738040757364,230.1815539149242,242.5531400236563,217.9002393839639,171.3100594131571,188.68522527528273,186.21589883280566
6,1988-06-25 23:14:20+00:00,157.6121346217466,158.6034139520831,176.41416694778357,164.37433609295974,171.37671864484693,165.10563410617897,169.95078712499114,168.5532342990556,173.85303818613662,178.88157943515637,170.38078351915019,167.70492547655326,174.22836416982074,189.65316043565778,193.35119156283997,209.91562316168532,219.24037437052604,232.8181996215181,245.16986475772524,243.207096580673,230.06705522542188,232.78773636863264,219.33772705744403,249.50396052022955,227.70245436768235,183.57240944355422,198.16346763209344,192.69982356387396
7,1988-07-27 23:14:26+00:00,140.61709215274686,155.70178952488254,174.6626923855103,169.82199445644767,170.15474075760392,159.54905559617166,164.18112598400234,169.23023413947087,176.57808662433138,180.41495304486244,169.3847518121294,168.49648022250528,171.9736500810231,175.70557273402488,184.03386699458397,196.75095709838732,213.8496784254594,232.11123416362054,240.47683968001382,236.9470133697214,230.37410589028835,230.15121478013276,219.67184921701474,230.45307525929252,226.17344498901883,185.02042892611962,192.64477600772602,192.16468894737133
8,1988-08-28 23:14:30+00:00,,164.23540969881236,166.58950971121916,175.4690480847083,169.6134799664815,160.5362761837735,162.8044684501688,169.19696192799367,173.82253852356646,177.6229393509522,178.8602329915219,174.43374809698102,175.5907151556106,178.8676338307833,194.57784986642804,206.96275580731853,224.7766437602759,243.1301364659506,242.29202938937186,242.1783080519258,230.42781070734154,234.50158657563838,221.1934575712876,216.49604628258223,221.57705868944845,186.4126638613969,192.39805957264167,193.67964962581564
9,1988-09-29 23:14:21+00:00,,164.8130704300308,176.26597934954054,176.0477547209915,176.42808814810968,164.14323975075453,181.40650957917055,180.77961480474752,183.9733892260218,188.88521995622705,184.35111251546564,182.52697531800854,185.02111378503278,190.0097116406541,204.30663287284332,218.5990288167783,236.1304916053465,248.90676518223827,263.2084305365868,262.2938196821857,247.22803144656717,229.5922152891623,230.09079864853885,210.4901837072295,222.89335968040365,196.53714458105785,206.85609501246546,197.06919799119845
