dates,nzd0138-0000,nzd0138-0001,nzd0138-0002,nzd0138-0003,nzd0138-0004,nzd0138-0005,nzd0138-0006,nzd0138-0007,nzd0138-0008,nzd0138-0009,nzd0138-0010,nzd0138-0011,nzd0138-0012,nzd0138-0013,nzd0138-0014,nzd0138-0015,nzd0138-0016,nzd0138-0017,nzd0138-0018,nzd0138-0019,nzd0138-0020,nzd0138-0021,nzd0138-0022,nzd0138-0023,nzd0138-0024,nzd0138-0025,nzd0138-0026,nzd0138-0027,nzd0138-0028,nzd0138-0029,nzd0138-0030,nzd0138-0031,satname
1999-08-26 22:04:44+00:00,400.53,394.21,381.87,378.91,379.03,380.73,377.80,377.59,367.51,359.85,353.63,350.10,350.71,351.75,351.64,352.37,347.35,346.61,342.20,341.29,341.28,335.51,329.81,326.19,324.69,324.49,321.44,315.07,302.83,298.72,290.56,255.31,L7
1999-09-27 22:04:48+00:00,410.84,393.16,390.80,391.85,372.49,379.57,385.37,387.17,379.82,369.07,364.15,358.40,361.62,364.35,365.16,362.23,359.82,356.82,351.37,350.41,346.00,333.14,331.63,325.51,329.20,329.71,328.99,313.59,313.92,305.36,307.01,245.36,L7
1999-11-14 22:04:42+00:00,369.21,373.19,375.28,375.37,366.93,367.48,368.96,371.38,365.59,354.92,347.56,340.91,344.62,346.39,353.74,354.54,350.35,341.52,336.48,340.59,336.47,324.08,321.52,319.25,316.85,316.91,314.51,302.76,300.87,285.68,266.71,225.84,L7
2000-02-11 21:58:45+00:00,401.22,385.23,384.76,384.17,378.26,375.38,378.11,378.36,373.20,369.01,361.97,356.08,357.90,359.13,362.14,360.99,356.87,352.43,348.07,348.71,343.84,336.00,332.80,330.61,331.55,328.61,325.44,316.34,311.72,296.69,278.51,219.63,L7
2000-05-17 21:57:43+00:00,391.85,384.92,380.73,372.39,371.91,369.70,371.13,372.84,364.36,356.38,344.71,345.13,345.09,344.68,346.42,349.97,348.17,339.30,336.96,334.64,329.69,325.96,324.23,322.70,317.20,317.47,313.98,311.50,305.47,294.44,267.66,212.70,L7
2000-05-24 22:03:46+00:00,396.52,388.86,384.58,376.06,373.44,374.22,374.74,373.81,365.18,357.74,352.96,346.99,349.60,350.93,350.75,351.86,350.22,345.58,339.42,340.73,336.51,330.17,327.65,325.42,321.67,321.77,319.87,314.55,307.21,294.37,280.73,219.75,L7
2000-07-11 22:03:17+00:00,,348.97,355.10,356.62,360.12,359.57,354.49,353.22,351.03,339.27,341.52,329.15,331.25,334.06,327.02,331.58,326.95,318.66,318.36,307.54,305.95,308.22,309.11,307.10,287.48,310.42,315.69,302.04,285.26,283.08,275.44,239.37,L7
2000-12-11 21:56:24+00:00,,,,359.12,354.31,354.44,358.14,362.83,354.37,346.41,342.93,335.58,336.31,336.68,336.32,338.40,334.79,330.03,332.71,329.93,323.46,316.43,315.53,309.63,308.47,311.24,298.84,286.46,280.74,268.11,251.04,,L7
2001-01-03 22:02:12+00:00,410.09,399.40,389.01,379.25,379.46,376.90,380.73,379.07,371.79,366.95,361.88,361.81,354.01,355.01,356.90,356.12,352.89,349.51,345.03,340.24,337.88,331.26,331.92,330.21,325.70,327.08,320.21,312.54,301.40,295.12,289.29,236.38,L7
2001-02-13 21:56:03+00:00,390.49,379.63,378.95,374.72,365.84,366.71,371.07,375.21,369.37,362.44,358.21,351.92,353.36,350.84,350.59,350.37,349.01,341.52,341.07,341.59,337.71,331.66,329.58,327.21,326.65,323.70,316.92,302.58,295.70,284.75,277.66,203.52,L7
2001-03-01 21:56:21+00:00,388.86,383.22,381.40,381.65,376.82,368.43,370.38,374.93,371.56,363.35,359.16,350.10,352.87,352.88,346.65,355.17,346.56,346.06,344.25,335.78,329.51,332.66,329.55,323.91,326.98,323.33,309.14,298.92,293.54,280.78,269.74,200.81,L7
2001-03-17 21:55:52+00:00,,,,,378.67,382.07,384.56,384.05,370.06,363.70,359.43,355.09,351.48,352.54,352.03,349.57,356.66,348.02,344.88,343.03,338.03,336.61,335.21,333.72,331.59,326.34,320.68,315.44,306.57,303.21,287.53,237.85,L7
2001-03-24 22:01:59+00:00,382.76,374.94,368.49,366.98,360.08,358.70,357.44,364.80,359.38,351.95,349.31,343.04,340.87,344.21,347.09,346.05,340.73,339.18,336.24,332.99,329.58,326.39,323.20,318.93,318.85,316.83,307.57,294.95,292.72,279.24,261.38,198.21,L7
2001-08-08 21:55:01+00:00,394.33,384.80,387.85,380.88,369.06,368.50,372.84,378.60,372.16,363.29,355.13,349.07,347.86,348.71,347.67,352.10,349.37,345.47,339.47,341.89,335.82,326.27,328.16,320.86,323.60,321.62,312.79,306.84,299.84,287.75,284.08,210.03,L7
2001-08-15 22:00:38+00:00,,,,,,,,,,395.85,383.70,382.19,375.72,380.25,377.93,382.02,379.45,372.23,368.39,359.77,357.38,358.93,355.92,,359.48,356.91,,,330.36,,294.82,,L7
2001-08-24 21:54:48+00:00,364.29,359.37,,,,,,,,,,,,328.80,326.60,314.36,320.44,328.81,331.61,321.75,318.66,309.39,306.92,304.55,304.39,301.03,295.38,288.80,280.09,264.99,249.06,185.54,L7
2001-09-09 21:54:12+00:00,400.79,377.35,381.30,373.15,366.54,365.23,361.45,365.68,360.83,353.22,346.37,339.86,336.52,339.77,336.22,343.28,339.63,337.01,331.82,334.28,326.40,324.12,320.36,317.56,319.20,318.02,309.01,299.10,288.33,275.94,257.12,218.88,L7
2001-09-25 21:54:04+00:00,417.05,412.71,402.98,387.77,388.20,382.34,385.41,386.84,376.36,369.72,365.86,356.58,358.40,357.40,356.52,358.78,356.60,349.68,349.04,347.80,343.59,340.35,335.18,334.63,331.57,328.11,328.57,327.05,313.05,300.70,289.91,,L7
2001-10-02 22:00:04+00:00,425.67,386.14,387.98,393.07,,364.98,366.00,367.06,356.63,353.10,349.87,342.82,343.92,344.39,345.99,344.95,343.84,,,,327.94,321.42,320.98,319.91,317.46,317.48,311.95,303.66,289.46,271.85,,211.33,L7
2001-10-11 21:53:46+00:00,415.09,411.38,403.15,386.31,384.71,391.45,388.39,386.47,385.30,374.99,369.18,365.22,363.73,362.62,360.41,361.56,359.78,350.66,345.21,344.95,339.70,340.85,337.84,337.70,333.68,333.14,329.36,327.02,313.39,304.96,292.06,,L7
2001-12-05 22:00:18+00:00,,,,,,,,,,354.14,352.12,349.59,348.24,349.81,345.47,348.15,343.64,341.33,336.99,333.49,335.47,321.87,321.82,319.38,321.82,320.07,311.84,307.85,308.31,285.83,284.54,209.93,L7
2002-01-22 22:00:40+00:00,418.02,414.47,399.46,389.12,384.36,379.37,381.79,382.05,374.87,368.78,360.36,357.14,355.48,355.91,358.31,353.90,352.53,349.54,343.02,340.54,338.66,334.88,332.92,328.17,325.69,323.83,318.63,313.84,308.91,302.88,289.70,247.83,L7
2002-02-16 21:54:54+00:00,384.62,383.23,377.58,374.75,364.05,366.98,363.44,365.33,358.67,351.89,349.06,345.89,341.98,344.85,343.94,347.63,340.35,339.06,335.55,331.76,334.37,322.01,319.52,315.61,318.98,318.37,312.42,305.79,301.33,288.00,281.09,217.16,L7
2002-04-28 22:00:38+00:00,403.04,389.36,387.78,378.43,367.37,372.46,376.39,377.31,361.72,357.57,354.29,348.38,351.00,351.72,351.72,350.75,349.14,344.86,344.40,338.13,340.35,326.52,323.29,320.03,322.79,322.57,319.60,308.41,308.45,295.19,280.89,218.36,L7
2002-05-23 21:54:42+00:00,411.20,417.10,413.23,403.88,,408.72,410.86,407.64,402.17,395.95,387.51,382.24,380.92,380.06,381.84,381.70,377.55,,379.57,375.17,371.77,,,365.38,355.53,352.04,352.67,,,,,,L7
2002-06-24 21:54:28+00:00,,,,,,,379.91,381.04,374.04,365.34,359.03,355.09,351.90,351.36,352.88,348.85,346.87,342.45,341.64,338.66,333.95,329.41,327.64,327.19,325.85,318.50,320.24,314.73,307.16,293.09,289.65,245.22,L7
2002-07-17 22:00:08+00:00,,,,,,,391.94,395.16,388.82,380.63,382.53,367.08,365.38,370.40,366.67,373.65,370.16,368.22,365.93,357.47,355.37,351.20,347.78,346.25,348.13,344.40,343.54,342.41,,,,,L7
2002-08-18 21:59:57+00:00,419.07,428.34,418.40,402.05,,410.37,413.41,411.09,405.72,390.26,386.59,378.58,381.17,383.13,376.05,381.84,378.23,379.24,375.63,372.28,365.26,366.73,362.41,362.47,357.65,357.86,355.21,347.90,331.02,,304.97,,L7
2002-08-27 21:54:00+00:00,379.76,,,363.43,357.26,,,,,348.91,344.20,339.98,342.16,339.47,344.23,342.29,338.28,333.79,334.35,327.90,327.84,,,,,314.04,,,296.88,277.02,272.11,206.05,L7
2002-10-14 21:53:19+00:00,428.55,422.98,414.06,406.49,399.35,403.78,409.80,409.45,398.79,387.97,381.93,379.12,375.37,376.97,377.72,380.28,374.87,366.32,365.08,361.40,358.44,362.39,359.98,357.70,354.16,353.77,352.01,347.28,329.68,324.58,314.44,,L7
2002-12-01 21:53:52+00:00,,,,378.87,381.54,382.68,385.90,391.26,385.51,372.14,362.80,358.71,350.54,338.68,347.98,358.87,357.61,,,,,,,,,,,,,,,,L7
2002-12-24 22:00:09+00:00,396.52,394.46,393.01,391.30,372.98,374.27,381.22,383.07,374.29,364.81,358.55,353.18,355.68,355.46,355.86,361.11,354.78,350.94,348.61,350.60,343.40,331.54,332.66,327.73,334.03,331.56,324.85,315.11,314.35,303.50,301.57,237.80,L7
2003-01-18 21:54:06+00:00,382.55,379.40,381.95,380.01,369.40,370.04,376.05,375.44,371.99,361.54,356.08,350.03,351.21,350.18,346.39,349.92,344.48,340.91,337.86,333.64,340.59,332.49,329.40,326.76,327.34,327.49,323.66,309.89,298.79,284.92,271.54,232.07,L7
2003-01-25 22:00:18+00:00,405.85,401.60,389.80,382.97,382.88,382.91,382.86,384.22,376.58,367.51,359.32,356.59,353.30,352.73,354.08,353.05,346.10,339.62,336.59,332.52,329.12,326.08,322.75,325.63,327.17,324.58,324.09,312.24,306.24,302.54,299.41,262.96,L7
2003-03-23 21:54:40+00:00,391.98,384.43,381.84,377.48,367.31,365.40,369.93,372.92,362.61,355.07,349.63,339.31,342.25,342.42,340.28,343.45,338.72,340.67,336.20,330.07,329.40,324.26,317.80,316.90,318.31,319.53,312.35,299.46,296.44,284.57,277.77,237.92,L7
2003-04-15 22:00:34+00:00,,352.50,,,338.65,336.79,336.74,338.69,329.66,326.01,318.06,310.21,305.58,310.60,306.08,307.13,303.57,304.09,301.95,304.87,297.58,299.18,298.98,297.93,296.20,292.84,291.22,283.17,269.08,262.99,243.09,211.40,L7
2003-05-10 21:54:22+00:00,420.80,414.93,405.67,392.39,392.40,394.55,393.45,390.47,387.01,376.67,369.10,367.83,365.48,364.57,366.10,369.51,362.52,359.54,356.04,352.86,342.76,344.01,344.18,341.07,339.44,342.55,338.28,331.79,,,,,L7
2003-07-21 21:42:33+00:00,,,,,,,,,376.87,374.77,362.34,351.87,361.66,359.95,356.67,367.10,362.74,357.88,352.77,346.42,348.81,342.08,336.68,,,,,,,,,,L5
2003-08-05 22:00:11+00:00,,,,,362.44,360.69,362.87,360.81,357.19,342.61,342.29,333.28,337.63,337.89,,,,,327.66,325.29,315.26,316.81,310.69,311.72,308.07,308.89,305.64,304.49,,,,,L7
2003-08-06 21:42:51+00:00,414.29,402.27,383.43,372.44,372.24,375.33,374.29,364.00,370.79,354.68,351.09,339.00,345.34,347.47,342.32,363.01,351.43,348.18,346.26,336.55,329.70,325.08,319.05,325.18,326.18,328.79,328.30,327.65,316.00,312.25,293.12,,L5
2003-08-13 21:48:45+00:00,380.06,376.59,373.73,365.55,354.46,353.89,358.23,361.71,355.15,346.98,351.52,342.34,341.96,340.45,338.94,345.32,342.16,335.29,329.58,329.63,326.30,315.24,314.42,312.28,314.74,320.49,318.06,309.76,305.95,287.83,283.95,215.64,L5
2003-09-30 21:49:30+00:00,398.53,392.41,391.73,391.25,374.04,373.57,378.82,382.07,379.84,369.93,360.85,358.64,358.23,356.38,356.47,355.04,351.34,350.41,346.18,,,,,,,,,,324.15,305.59,304.48,257.18,L5
2003-10-25 21:43:40+00:00,377.24,375.65,375.54,371.29,363.19,362.01,361.48,364.37,355.94,346.32,341.31,341.87,341.09,337.86,339.11,343.74,340.68,338.33,332.75,326.18,323.82,317.58,312.55,310.75,311.97,320.49,316.08,308.26,301.54,290.12,283.35,248.02,L5
2003-11-17 21:50:09+00:00,,405.37,386.61,373.99,374.62,376.18,394.67,399.58,387.31,380.65,371.63,364.64,361.92,350.93,350.06,352.75,345.69,339.86,334.54,338.04,339.42,339.02,333.31,337.34,336.75,339.51,339.77,318.22,308.97,302.43,291.04,263.99,L5
2003-12-04 21:54:19+00:00,,428.62,411.82,400.53,400.22,398.97,401.43,,,,,,,373.33,372.54,374.04,369.84,362.48,356.97,352.98,346.82,347.31,,,,,,339.66,332.59,328.81,310.53,281.22,L7
2003-12-12 21:44:34+00:00,,,,,,,,,,,,363.63,365.78,363.63,365.87,371.99,369.21,371.12,364.17,356.20,358.26,347.47,343.81,341.44,344.81,340.61,335.61,328.54,321.70,308.30,311.88,270.30,L5
2004-01-21 21:54:39+00:00,363.68,,,,,,,372.15,363.12,356.97,350.10,345.63,343.50,343.71,342.25,,,,,,329.68,319.05,315.59,313.76,314.91,315.79,310.74,301.32,294.47,282.05,,,L7
2004-01-28 22:00:52+00:00,,389.43,380.33,371.09,366.86,369.34,370.34,,,,,,343.17,345.34,344.83,346.25,341.73,337.90,334.86,333.88,325.74,,,,,,319.49,312.41,307.02,305.44,298.59,265.71,L7
2004-02-13 22:00:55+00:00,,395.05,379.98,372.82,367.16,369.96,375.13,380.02,370.05,360.59,,,,,,352.35,346.85,341.08,333.64,331.27,323.96,319.69,318.69,319.61,,,,,,303.15,294.79,270.69,L7
2004-02-14 21:44:33+00:00,,415.97,384.55,376.46,366.56,370.26,371.38,371.57,369.07,351.75,349.94,342.99,341.92,346.37,338.85,350.39,350.35,345.13,338.51,329.41,323.37,325.90,325.73,321.10,318.84,317.37,319.51,314.38,305.37,308.06,295.05,260.33,L5
2004-02-22 21:55:07+00:00,,,,,,,388.25,392.08,383.93,371.31,366.96,362.53,366.49,369.39,384.17,,,,,,348.04,336.43,336.10,329.70,338.37,341.69,344.31,334.80,335.23,,,,L7
2004-03-09 21:55:15+00:00,,,382.30,381.47,366.35,367.53,370.97,371.25,366.88,358.48,355.40,,,,,,,340.90,340.16,341.85,339.63,326.18,327.43,319.48,323.51,326.77,,,,,,251.39,L7
2004-03-25 21:55:18+00:00,392.99,389.71,,,,,382.21,386.14,381.61,372.32,363.94,352.83,354.43,354.80,355.47,359.44,,,,,,340.36,335.80,335.21,338.27,337.10,331.28,320.12,319.25,309.30,,,L7
2004-04-18 21:45:49+00:00,356.22,358.81,359.08,366.22,362.88,364.43,364.13,363.09,356.30,351.85,339.55,339.18,333.46,335.71,332.52,336.41,332.19,338.54,332.27,328.62,325.07,320.17,317.18,317.13,313.04,313.85,308.43,302.47,290.80,281.15,274.85,248.62,L5
2004-05-03 22:00:59+00:00,,,396.37,385.74,381.21,382.63,383.50,378.20,375.05,363.26,,,,,,353.09,345.52,341.69,337.84,330.19,325.59,327.75,327.91,326.79,328.33,,,,,,,,L7
2004-05-04 21:45:52+00:00,387.46,391.30,388.74,380.17,374.39,371.81,367.99,369.30,361.27,354.66,347.40,341.32,346.70,346.62,349.27,348.12,339.21,339.80,337.92,336.33,328.28,316.78,315.41,314.79,315.16,313.64,324.34,312.05,308.30,302.12,290.56,248.86,L5
2004-05-20 21:46:20+00:00,383.48,378.78,377.82,375.23,363.41,363.57,364.63,367.16,358.15,350.42,355.48,346.77,346.38,346.20,341.92,347.55,335.96,338.95,335.98,328.22,324.72,316.24,318.20,312.80,320.01,321.96,317.60,310.65,301.64,292.11,289.04,248.43,L5
2004-05-28 21:55:11+00:00,,,,385.41,372.11,381.29,379.98,370.19,375.00,358.67,360.61,,,,,,,335.43,334.52,339.15,332.39,330.69,324.89,326.05,328.72,325.98,,,,,,278.81,L7
2004-06-12 21:53:11+00:00,426.01,423.46,416.75,394.70,391.67,393.69,394.53,387.98,379.33,369.61,368.25,370.73,370.33,,,,,,,,,,,,,,346.82,323.35,318.12,330.21,313.47,295.52,L5
2004-07-06 22:00:48+00:00,398.38,394.80,396.19,392.71,378.75,,,,,,365.63,355.96,355.30,356.80,352.69,360.24,349.56,353.15,348.29,,,,,,337.28,333.04,332.00,318.23,313.11,308.38,312.67,274.38,L7
2004-07-07 21:48:09+00:00,396.76,387.98,380.77,376.25,372.63,373.36,376.65,379.79,368.46,364.84,355.90,352.74,349.97,353.73,352.93,351.05,343.29,346.50,343.74,337.07,340.26,333.52,326.53,329.08,328.09,322.77,322.27,323.25,316.15,304.19,308.17,246.52,L5
2004-07-23 21:48:09+00:00,403.65,398.65,390.35,381.64,369.91,373.79,375.23,377.60,368.73,364.03,356.07,354.08,356.84,353.28,347.51,354.14,346.10,346.90,342.84,339.69,331.44,328.75,325.09,327.31,329.47,328.79,331.12,323.22,318.40,313.15,309.18,273.91,L5
2004-07-30 21:54:28+00:00,412.20,411.57,398.62,385.58,392.75,395.33,389.81,386.59,382.43,370.89,364.22,351.03,349.05,351.22,352.91,353.20,347.42,345.24,348.07,341.03,335.84,333.50,333.50,336.48,329.15,328.25,324.64,325.56,308.23,310.45,295.26,270.59,L5
2004-07-31 21:54:51+00:00,390.73,,,,,,370.93,367.29,356.84,349.40,344.12,337.75,336.80,334.60,335.66,,,,,,323.03,313.38,313.09,312.03,312.16,313.94,309.70,306.89,301.77,,,,L7
2004-08-07 22:00:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,308.99,,313.59,306.07,303.44,298.69,,,,L7
2004-09-25 21:50:07+00:00,407.57,415.66,394.74,385.65,379.78,383.76,378.70,376.95,373.11,357.92,355.02,349.99,345.80,340.43,341.96,344.31,343.79,337.54,333.07,326.23,321.78,329.35,326.91,324.31,317.02,325.61,324.96,324.06,308.28,302.39,291.10,275.14,L5
2004-10-02 21:56:02+00:00,,,,,,,,,372.37,367.19,363.14,351.77,353.99,355.05,352.23,351.29,345.10,343.89,341.10,333.58,332.53,321.18,322.70,326.43,334.10,330.16,328.37,325.67,327.65,312.34,311.64,272.73,L5
2004-10-18 21:56:23+00:00,419.59,406.53,407.41,405.31,389.79,389.86,390.90,392.22,395.96,384.80,381.22,375.06,372.97,372.63,374.07,370.03,363.76,363.84,356.03,352.45,349.98,339.41,347.44,344.02,342.87,344.83,342.77,336.99,336.78,321.23,326.99,267.80,L5
2004-11-04 21:54:31+00:00,422.55,411.56,392.42,380.41,374.09,,,,,,353.71,347.21,348.72,348.27,348.73,349.90,347.28,342.71,337.77,,,,,,323.85,318.17,318.22,314.45,309.37,304.89,300.78,266.91,L7
2004-11-11 22:00:45+00:00,,,371.21,352.66,357.27,355.46,357.90,359.88,353.53,346.45,,,,,,332.49,327.84,320.01,313.71,312.66,310.87,310.01,306.94,305.84,303.89,,,,,,,237.12,L7
2005-01-14 22:01:13+00:00,414.23,404.15,408.26,403.14,386.58,,,,,386.16,373.75,363.61,364.51,363.52,365.64,365.47,359.20,352.48,,,,,,326.88,321.81,337.11,336.04,327.87,332.29,315.90,319.72,279.47,L7
2005-01-15 21:51:45+00:00,390.49,397.55,399.00,396.94,385.87,389.31,393.01,392.28,,,,,,,,,,,352.13,350.18,343.29,337.08,336.67,332.55,335.14,336.99,330.79,323.86,323.69,319.76,310.11,273.30,L5
2005-03-11 21:58:44+00:00,412.39,402.31,394.63,391.11,377.14,378.43,380.45,382.05,367.78,364.47,359.69,354.47,355.17,357.51,359.48,360.18,356.00,353.14,346.88,342.15,343.84,332.21,326.37,327.52,331.85,331.18,328.26,321.34,319.07,313.07,310.03,271.65,L5
2005-03-19 22:01:30+00:00,400.28,399.69,387.98,,,,,382.31,373.24,366.29,356.96,353.12,352.85,351.37,349.93,352.61,,,,,,331.59,326.99,328.93,325.11,322.67,326.80,319.66,311.13,312.37,301.04,,L7
