dates,satname,nzd0138-0000,nzd0138-0001,nzd0138-0002,nzd0138-0003,nzd0138-0004,nzd0138-0005,nzd0138-0006,nzd0138-0007,nzd0138-0008,nzd0138-0009,nzd0138-0010,nzd0138-0011,nzd0138-0012,nzd0138-0013,nzd0138-0014,nzd0138-0015,nzd0138-0016,nzd0138-0017,nzd0138-0018,nzd0138-0019,nzd0138-0020,nzd0138-0021,nzd0138-0022,nzd0138-0023,nzd0138-0024,nzd0138-0025,nzd0138-0026,nzd0138-0027,nzd0138-0028,nzd0138-0029,nzd0138-0030,nzd0138-0031
1999-08-26 22:04:44+00:00,L7,402.53,395.71,383.37,380.41,380.23,381.93,379.00,378.79,368.71,361.05,354.83,351.30,351.91,352.95,352.84,353.57,348.55,347.81,343.40,342.49,342.48,336.51,330.81,327.19,325.89,325.69,322.64,316.27,304.33,300.22,292.56,257.31
1999-09-27 22:04:48+00:00,L7,335.51,336.66,334.30,335.35,327.29,334.37,340.17,341.97,334.62,323.87,318.95,313.20,316.42,319.15,319.96,317.03,314.62,311.62,306.17,305.21,300.80,295.47,293.96,287.84,284.00,284.51,283.79,268.39,257.42,248.86,231.68,170.03
1999-11-14 22:04:42+00:00,L7,332.54,345.69,347.78,347.87,344.93,345.48,346.96,349.38,343.59,332.92,325.56,318.91,322.62,324.39,331.74,332.54,328.35,319.52,314.48,318.59,314.47,305.75,303.19,300.92,294.85,294.91,292.51,280.76,273.37,258.18,230.04,189.17
2000-02-11 21:58:45+00:00,L7,357.89,352.73,352.26,351.67,352.26,349.38,352.11,352.36,347.20,343.01,335.97,330.08,331.90,333.13,336.14,334.99,330.87,326.43,322.07,322.71,317.84,314.33,311.13,308.94,305.55,302.61,299.44,290.34,279.22,264.19,235.18,176.30
2000-05-17 21:57:43+00:00,L7,393.85,386.42,382.23,373.89,373.11,370.90,372.33,374.04,365.56,357.58,345.91,346.33,346.29,345.88,347.62,351.17,349.37,340.50,338.16,335.84,330.89,326.96,325.23,323.70,318.40,318.67,315.18,312.70,306.97,295.94,269.66,214.70
2000-05-24 22:03:46+00:00,L7,374.52,372.36,368.08,359.56,360.24,361.02,361.54,360.61,351.98,344.54,339.76,333.79,336.40,337.73,337.55,338.66,337.02,332.38,326.22,327.53,323.31,319.17,316.65,314.42,308.47,308.57,306.67,301.35,290.71,277.87,258.73,197.75
2000-07-11 22:03:17+00:00,L7,,396.97,403.10,404.62,398.52,397.97,392.89,391.62,389.43,377.67,379.92,367.55,369.65,372.46,365.42,369.98,365.35,357.06,356.76,345.94,344.35,340.22,341.11,339.10,325.88,348.82,354.09,340.44,333.26,331.08,339.44,303.37
2000-12-11 21:56:24+00:00,L7,,,,337.62,337.11,337.24,340.94,345.63,337.17,329.21,325.73,318.38,319.11,319.48,319.12,321.20,317.59,312.83,315.51,312.73,306.26,302.10,301.20,295.30,291.27,294.04,281.64,269.26,259.24,246.61,222.37,153.04
2001-01-03 22:02:12+00:00,L7,422.76,408.90,398.51,388.75,387.06,384.50,388.33,386.67,379.39,374.55,369.48,369.41,361.61,362.61,364.50,363.72,360.49,357.11,352.63,347.84,345.48,337.59,338.25,336.54,333.30,334.68,327.81,320.14,310.90,304.62,301.96,249.05
2001-02-13 21:56:03+00:00,L7,342.49,343.63,342.95,338.72,337.04,337.91,342.27,346.41,340.57,333.64,329.41,323.12,324.56,322.04,321.79,321.57,320.21,312.72,312.27,312.79,308.91,307.66,305.58,303.21,297.85,294.90,288.12,273.78,259.70,248.75,229.66,155.52
2001-03-01 21:56:21+00:00,L7,349.53,353.72,351.90,352.15,353.22,344.83,346.78,351.33,347.96,339.75,335.56,326.50,329.27,329.28,323.05,331.57,322.96,322.46,320.65,312.18,305.91,312.99,309.88,304.24,303.38,299.73,285.54,275.32,264.04,251.28,230.41,161.48
2001-03-17 21:55:52+00:00,L7,,,,,391.07,394.47,396.96,396.45,382.46,376.10,371.83,367.49,363.88,364.94,364.43,361.97,369.06,360.42,357.28,355.43,350.43,346.94,345.54,344.05,343.99,338.74,333.08,327.84,322.07,318.71,308.20,258.52
2001-03-24 22:01:59+00:00,L7,361.43,358.94,352.49,350.98,347.28,345.90,344.64,352.00,346.58,339.15,336.51,330.24,328.07,331.41,334.29,333.25,327.93,326.38,323.44,320.19,316.78,315.72,312.53,308.26,306.05,304.03,294.77,282.15,276.72,263.24,240.05,176.88
2001-08-08 21:55:01+00:00,L7,341.00,344.80,347.85,340.88,337.06,336.50,340.84,346.60,340.16,331.29,323.13,317.07,315.86,316.71,315.67,320.10,317.37,313.47,307.47,309.89,303.82,299.60,301.49,294.19,291.60,289.62,280.79,274.84,259.84,247.75,230.75,156.70
2001-08-15 22:00:38+00:00,L7,,,,,,,,,,439.05,426.90,425.39,418.92,423.45,421.13,425.22,422.65,415.43,411.59,402.97,400.58,394.93,391.92,397.59,402.68,400.11,399.53,397.05,384.36,382.53,366.82,354.76
2001-08-24 21:54:48+00:00,L7,330.96,334.37,,,,,,,,,,,,308.80,306.60,294.36,300.44,308.81,311.61,301.75,298.66,292.72,290.25,287.88,284.39,281.03,275.38,268.80,255.09,239.99,215.73,152.21
2001-09-09 21:54:12+00:00,L7,375.46,358.35,362.30,354.15,351.34,350.03,346.25,350.48,345.63,338.02,331.17,324.66,321.32,324.57,321.02,328.08,324.43,321.81,316.62,319.08,311.20,311.45,307.69,304.89,304.00,302.82,293.81,283.90,269.33,256.94,231.79,193.55
2001-09-25 21:54:04+00:00,L7,451.72,438.71,428.98,413.77,409.00,403.14,406.21,407.64,397.16,390.52,386.66,377.38,379.20,378.20,377.32,379.58,377.40,370.48,369.84,368.60,364.39,357.68,352.51,351.96,352.37,348.91,349.37,347.85,339.05,326.70,324.58,304.20
2001-10-02 22:00:04+00:00,L7,408.34,373.14,374.98,380.07,,354.58,355.60,356.66,346.23,342.70,339.47,332.42,333.52,333.99,335.59,334.55,333.44,,,,317.54,312.75,312.31,311.24,307.06,307.08,301.55,293.26,276.46,258.85,232.00,194.00
2001-10-11 21:53:46+00:00,L7,460.42,445.38,437.15,420.31,411.91,418.65,415.59,413.67,412.50,402.19,396.38,392.42,390.93,389.82,387.61,388.76,386.98,377.86,372.41,372.15,366.90,363.52,360.51,360.37,360.88,360.34,356.56,354.22,347.39,338.96,337.39,307.08
2001-12-05 22:00:18+00:00,L7,,,,,,,,,,310.54,308.52,305.99,304.64,306.21,301.87,304.55,300.04,297.73,293.39,289.89,291.87,285.54,285.49,283.05,278.22,276.47,268.24,264.25,253.81,231.33,211.87,137.26
2002-01-22 22:00:40+00:00,L7,433.35,425.97,410.96,400.62,393.56,388.57,390.99,391.25,384.07,377.98,369.56,366.34,364.68,365.11,367.51,363.10,361.73,358.74,352.22,349.74,347.86,342.55,340.59,335.84,334.89,333.03,327.83,323.04,320.41,314.38,305.03,263.16
2002-02-16 21:54:54+00:00,L7,319.29,334.23,328.58,325.75,324.85,327.78,324.24,326.13,319.47,312.69,309.86,306.69,302.78,305.65,304.74,308.43,301.15,299.86,296.35,292.56,295.17,289.34,286.85,282.94,279.78,279.17,273.22,266.59,252.33,239.00,215.76,151.83
2002-04-28 22:00:38+00:00,L7,337.04,339.86,338.28,328.93,327.77,332.86,336.79,337.71,322.12,317.97,314.69,308.78,311.40,312.12,312.12,311.15,309.54,305.26,304.80,298.53,300.75,293.52,290.29,287.03,283.19,282.97,280.00,268.81,258.95,245.69,214.89,152.36
2002-05-23 21:54:42+00:00,L7,480.53,469.10,465.23,455.88,453.93,450.32,452.46,449.24,443.77,437.55,429.11,423.84,422.52,421.66,423.44,423.30,419.15,426.68,421.17,416.77,413.37,404.18,403.63,400.05,397.13,393.64,394.27,,302.58,256.10,,151.20
