,dates,nzd0062-0000,nzd0062-0001,nzd0062-0002,nzd0062-0003,nzd0062-0004,nzd0062-0005,nzd0062-0006,nzd0062-0007,nzd0062-0008,nzd0062-0009,nzd0062-0010,nzd0062-0011,nzd0062-0012,nzd0062-0013,nzd0062-0014,nzd0062-0015,nzd0062-0016,nzd0062-0017,nzd0062-0018,nzd0062-0019,nzd0062-0020,nzd0062-0021,nzd0062-0022,nzd0062-0023,nzd0062-0024,nzd0062-0025,nzd0062-0026,nzd0062-0027,nzd0062-0028,nzd0062-0029,nzd0062-0030,nzd0062-0031,nzd0062-0032,nzd0062-0033,nzd0062-0034,nzd0062-0035,nzd0062-0036,nzd0062-0037,nzd0062-0038,nzd0062-0039,nzd0062-0040,nzd0062-0041,nzd0062-0042,nzd0062-0043,nzd0062-0044,nzd0062-0045,nzd0062-0046,nzd0062-0047,nzd0062-0048,nzd0062-0049,nzd0062-0050,nzd0062-0051,nzd0062-0052,nzd0062-0053,nzd0062-0054,nzd0062-0055,nzd0062-0056,nzd0062-0057,nzd0062-0058,nzd0062-0059,nzd0062-0060,nzd0062-0061,nzd0062-0062,nzd0062-0063,nzd0062-0064,nzd0062-0065,nzd0062-0066,nzd0062-0067,nzd0062-0068,nzd0062-0069,nzd0062-0070,nzd0062-0071
0,1999-10-04 22:10:38+00:00,229.85129692443712,202.20318872993562,227.8388846014296,245.991045607321,,236.4261363769028,247.5964261168568,232.4304520373515,237.49403158064453,220.56821632259096,,216.24174728923273,201.5687010009757,220.79703293779417,210.88939827986297,200.026634178599,201.51792917888739,205.4027870150641,208.2117403866171,,,,,222.46082817806376,224.51989557113998,,,,241.9086045819033,245.86024318501907,249.32116272015477,235.91238973329638,245.14413275111272,248.01395024883627,264.461364328171,,,261.4970599659839,258.9788892014264,261.6559115291815,248.33082638160298,242.755885816928,246.22972877696046,239.7244054455163,228.072455410808,227.54313206385942,245.35168540332458,253.50916320949565,246.41732892814022,,229.22567943105074,184.6750145279801,207.57751925549866,208.32858870647277,197.9139633590991,193.51644949793,182.94220683715906,174.73201009590525,187.32316392584738,193.47266495953284,208.22221482420932,203.97137041862658,195.20100360460532,,,217.20180388155111,198.16743387150365,195.34909617326542,207.01608617514137,186.23485822579892,232.22469898597413,
1,2000-04-29 22:09:53+00:00,240.93438354170186,224.38944482407172,220.8208569874077,224.66285327206998,212.50054077680232,240.437210505858,227.60450121654014,224.69153529020383,216.84694755206982,189.98351534475322,,222.74131748963194,219.43582116356308,225.34196770995638,231.30889686831475,224.10341019201678,175.0009794283297,208.60009123434773,199.99601401407304,,,,,206.14154285762697,224.16630538573872,186.63027974309455,179.88496427052425,185.18452357768325,211.2928329240927,217.84116439471762,224.81391433923912,225.64251172396536,237.35131385496643,229.1341361585918,256.89254457933134,,,256.3857781546944,254.42710455192093,249.28641600162607,260.27008256927223,258.61595045320297,248.46391745622373,233.4281973291805,221.93786279865702,222.13207717338776,213.99697181408294,223.06411783411494,232.29047397603432,200.87272664530042,223.08577400557533,185.95723781252323,208.50863729144362,207.02286458881116,199.52882710165431,206.94907910437277,206.0334514039821,195.8024414474226,198.1957200375519,182.0916146158358,187.4233252918243,212.61751762365708,224.33498536888982,197.44888849484053,187.21376073377644,189.5800684195686,195.04664667102054,207.3750367149496,209.56933708686847,180.57673684642526,218.6073124556738,180.97532510972204
2,2000-08-03 22:08:44+00:00,223.575658893537,202.5854483925996,215.69863248916235,214.81583266387335,201.60039601596463,234.45559041191865,236.05426669268002,233.12891338275003,220.33800207257062,210.1782339627304,,,,,,,,,,,,,220.96278866087906,226.579126898954,227.81604071509875,235.49690739557812,230.76918759908736,224.92905760492758,212.43722232227591,209.43865205462205,,220.0076967189981,227.3592392901245,232.8944310348595,244.80661156419887,243.31982075212792,251.23852397508574,249.3637200888567,230.99288232152958,230.13026047325795,248.9233922589218,252.319088619815,261.8370362922472,254.7293296219878,253.01281375247203,233.65189849533223,209.7959502274518,201.09748235013615,,192.0681289208491,208.84061510019941,185.114653971109,190.2385041656942,191.85392289260005,194.91073699916282,204.07731446459135,218.75839360571342,197.5725798019717,199.53180333509977,186.27980298726638,191.8125460257437,206.24639192241114,198.6071096441098,192.39957712893286,166.25535296707093,191.3512810521809,,191.46198121950655,191.33086553503165,185.79604163847657,208.1099382495962,168.03013771063806
3,2000-08-19 22:08:38+00:00,211.30379245870412,194.06966072930254,205.44283302960937,207.9413555124276,190.66779583985482,217.86252020644235,210.36371881364278,204.6057259697125,198.89739998730278,183.4316879513279,,,,200.1952475968127,190.0234783145974,196.9637988061074,186.26660984878183,,,188.2894153935323,191.97050522666808,191.48756751565136,191.9583759184425,204.34152331614635,213.80906813514633,215.99064598711468,214.86275830956058,217.4690357462167,204.35086979872523,,,202.3009634938248,204.23940008378142,214.45445026669069,231.5020387491677,217.9826310577439,233.4973888781683,233.09255888294462,210.32471502776994,211.76960412000375,239.66843967909594,252.30140923358573,250.3135274282506,245.03317268734537,242.21084329292682,223.95388195306555,192.13662050327932,179.6538964034461,,176.63562223031127,194.91665725332848,169.48649300306846,175.6537199144852,192.1642323554612,190.12132727825897,194.70997273682246,211.73263601032633,189.73418665690753,190.62049293862208,181.30854054681194,176.50759082307457,196.23861296566218,189.1324908020911,204.66813129236826,173.71269360929668,173.64882427918664,188.33088876163768,181.08717917779003,172.55201433884358,172.83081051909278,194.68946778186432,142.44008319755997
4,2000-09-20 22:08:03+00:00,222.06729657822132,223.98378289813192,232.21403992893747,220.44774451397856,216.3175018902121,212.41978566032452,202.292249182,198.2182503285358,214.72390987543915,206.33970202156982,203.54939227161574,,,201.09530257965622,196.52051131221629,194.5503499324567,187.37446408241613,179.2821487905085,182.60820485068177,204.45156878482683,205.26633048756395,192.5231448042396,198.07171999613496,207.17896726387534,213.19146601048823,217.5771176804522,217.74445159888862,210.30162408382648,204.03246589531983,,208.73309321236155,226.8650024593818,219.14963972985717,235.40378488690823,227.5553013984182,220.96715507874808,236.72817938335734,247.30896563448974,218.8087989576439,235.7661096894256,253.09717889229375,243.12046585384803,232.36232470370322,224.56867738163578,218.76757182325028,219.69647683308338,212.35556777321756,188.2525925082595,205.6759192940605,190.84039755992777,213.53306658655015,166.84447915355756,187.156972338424,201.76251625473253,193.591811625677,203.74115663944096,208.33581452337452,181.81211494651492,193.1192574765222,172.74753241267516,180.26833714174836,196.40780195882618,191.3397671272381,195.6604176103941,197.50974443792015,196.6924566820774,191.69605778859292,178.5796529879535,172.5886022909304,165.23866936829396,205.18924500459062,
5,2000-11-07 22:07:53+00:00,236.0962632032478,225.9021345680466,235.3872222146064,235.5470461425515,187.48047942326573,230.76168983081766,225.18583095228982,223.90211783104954,234.38768658639745,243.06765853510746,238.56392635355712,,217.21404847709894,212.45195427195958,207.43410836039664,214.0519555957853,225.7347305020226,,244.10369382486886,238.0316596636176,227.49160880034358,220.67095253673483,212.7175532447452,206.23732516236137,216.33698157049673,226.44895712384,230.3997134183534,230.80716363565602,235.9126913094306,,208.58641683844957,234.50248986623487,245.96056019069272,252.12019385868905,259.1414208703234,261.6260404320242,260.26130749810886,261.43176962904727,260.4981615526376,233.32424592122712,254.56253950409325,244.01757214524937,228.16725947427827,234.69641641083652,246.90140770487207,251.20517354667132,239.3972652402768,225.81172346395533,222.18204319030153,219.81102738323352,225.83341225560886,,215.17347721695316,216.3313799881466,204.18106076668766,202.06087807592422,208.51674951235864,204.07082264875666,202.32643241432106,191.4533535128305,194.38338739363826,213.6593493343066,230.82709847051268,197.59368262801345,235.83839673935603,211.87741572920916,199.94389751179614,191.6527952034458,191.18349482498363,196.2820075859916,233.48602391381849,
6,2001-05-18 22:07:26+00:00,258.2922536098987,256.2398098670877,252.49462016611275,260.76649352817026,,256.014984253722,239.76078712863173,232.67677806405328,243.4840074449064,239.59359976163552,246.87536200771336,234.25358325986377,218.759896126545,218.81002054817213,228.739175158166,224.7355571387265,217.63634273864656,209.48016002785712,212.8623321469213,215.7106306220595,227.81130785234518,238.41730486422838,239.5691321618501,236.01586664243771,223.7256695829184,206.61450970237468,200.82944336394687,216.63546409132348,237.78584495757477,,231.32446089533934,236.65991036467733,230.1812078474044,234.21450343042207,254.12791833387678,263.4282975230755,264.64231163516166,256.57575268245927,253.44983332687133,263.3600098991333,279.09707583933425,278.63330632705043,273.78995977922636,254.87278989665583,237.38467318454963,232.4300670900986,212.07254768432273,215.77011809097536,233.60933852191928,216.78305433112908,238.38500986716494,,227.57814572486322,233.5676005162473,210.6128163829977,213.85398367308093,219.680020740285,207.75567694629046,220.31596924524834,199.45236359434165,202.76032390164556,205.7390085533888,192.8872852140945,236.8906563144942,196.54546243698888,230.04624367787898,,213.90594174755566,217.3816811507087,222.76747680048933,236.7694665613713,197.41733461153996
7,2001-06-03 22:07:16+00:00,232.60212730203904,237.4958186225146,255.31685929632587,261.3662989180046,,246.14650431283354,226.03425627562478,217.39914131838995,207.0496591773325,177.83957587194567,209.48815996500417,219.39138841731554,230.22788572866236,225.8491671265121,220.7192504878284,207.44471376343415,,,190.0860401202685,193.3342333277255,202.12863822082494,,,211.19937048616765,210.03284365052102,205.90354743884933,205.3887030554161,218.43687575443425,221.63065657869996,223.77568020680857,199.60802126465677,220.6169220859696,221.04543880880732,224.6767102756322,,,248.3698031695322,239.2532115674325,235.08897949079753,243.4657823574576,266.64475977553093,264.50562939068215,258.7935711821211,254.80250630952418,249.75404167917262,,,203.40410583017984,215.9938101101533,199.3041605648926,230.05531832675962,206.81649202017314,209.55284552378114,215.98794124627196,203.57571136520767,201.1710336848776,198.8246409039418,187.46227786930962,195.8052478523012,190.44960202706096,193.027747573115,198.8698168915607,197.11609979286226,216.34536979556458,202.13704905103592,198.39844765117138,,204.1071765144705,206.51590670342392,200.27713642532245,218.39510593041462,185.57931925395633
8,2001-12-12 22:06:14+00:00,235.9348053589116,234.88236545011978,251.2413939042762,235.12986548058365,180.39388328831726,227.76071517012122,216.00836747682803,216.60216199576155,,194.24336414946197,201.04028289625603,202.10645600932392,208.49338302599816,194.38503812592782,193.44467902910245,180.13751083486721,,,181.06571690184353,181.55695338949363,179.31265363921432,,,205.4323767068751,220.3660635853937,224.15558477604696,222.05330322927642,221.74210770979022,208.99790693961742,214.35483421920935,211.01342834427103,205.7404408646588,210.35467170724138,209.75389241080165,,,237.7550550857751,239.19868614751175,214.15006285607507,224.65152724836804,249.6612930176758,247.29585547523507,251.19484005885698,244.8826636876387,239.30023930852371,220.59774852646098,189.92182980333132,186.10485847816508,198.77063687883685,187.4446670840383,210.04006621975634,179.57583167522677,194.06477329828226,204.57502410137812,191.41621784965184,179.66331111758691,181.5574869708825,178.04248007880352,186.93648489765496,185.32595207295245,189.2114308270799,207.37521623422862,207.05898799078565,215.8894308586713,191.24970005429861,179.62686004699248,188.68993850607464,185.8137839437033,177.40384650578025,178.46936505545764,204.5743872413486,159.93255473707836
9,2002-03-02 22:06:33+00:00,253.0191532998822,265.9744489985995,281.144813106955,275.44910224200214,,247.99111169095195,233.85590949754766,234.00790519635856,226.41165701034245,236.6782835768815,234.1661389073927,230.2150572849468,239.43843137561106,220.3336403803998,229.3524015070413,228.83977117247346,230.7686713011046,227.51574259060112,208.22257821584932,213.55148062691342,216.4586265368025,233.81960613547957,238.58963121382988,228.95067039510892,230.2243639176206,233.21159988811306,248.6119917579769,257.1669972161446,239.37243625836243,242.7764990982813,232.33651422052924,225.2754190985709,240.4519315451183,250.51117835087172,262.0126492265791,261.78537507605097,272.7633490543029,268.7243008310387,255.48551170716462,248.19374270108267,272.24691277548555,273.38137313699104,270.53094758637644,266.3826656677779,271.47708565215464,246.76743679140398,225.297734421855,232.67947546653517,240.4467151836801,225.4705902096959,225.2217306918145,206.07834685106968,213.64830858752413,214.12494688165526,204.4777294601367,211.1897239082342,214.25473826475346,203.44231660589548,209.13224796930842,202.08497641619957,205.067301043238,223.7494345141232,225.0644863641458,239.6745792977975,213.14037070394517,213.22985539247577,211.5766315960858,213.64535113463376,205.35247830411797,202.51684612690943,224.48753027908293,203.21028304550958
