,dates,jap0065-0000,jap0065-0001,jap0065-0002,jap0065-0003,jap0065-0004,jap0065-0005,jap0065-0006,jap0065-0007,jap0065-0008,jap0065-0009,jap0065-0010,jap0065-0011,jap0065-0012,jap0065-0013,jap0065-0014,jap0065-0015,jap0065-0016,jap0065-0017,jap0065-0018,jap0065-0019,jap0065-0020,jap0065-0021,jap0065-0022,jap0065-0023,jap0065-0024,jap0065-0025,jap0065-0026,jap0065-0027,jap0065-0028,jap0065-0029,jap0065-0030,jap0065-0031,jap0065-0032,jap0065-0033,jap0065-0034,jap0065-0035,jap0065-0036,jap0065-0037,jap0065-0038,jap0065-0039,jap0065-0040,jap0065-0041,jap0065-0042,jap0065-0043,jap0065-0044,jap0065-0045,jap0065-0046,jap0065-0047,jap0065-0048,jap0065-0049,jap0065-0050,jap0065-0051,jap0065-0052,jap0065-0053,jap0065-0054,jap0065-0055,jap0065-0056,jap0065-0057
0,1984-04-26 00:41:23+00:00,193.40645732686022,190.01482338346548,183.1987204359011,176.03149011999608,167.01463889619674,163.5489214158463,172.81530942398888,176.11316802288292,175.53536026092323,172.233089722121,181.35995479374128,,178.99319687989876,,164.297391552435,140.87667320309384,,137.88893155200634,148.59024482746005,151.01077762684628,150.82629118375326,149.54342104002936,137.11287809309385,142.45610716155855,150.26818961311182,145.60225117583377,146.61086493611194,151.81488915998585,151.19519588538753,154.2291184452679,161.17503191307625,169.29792614431207,170.2444186493772,163.76584857386985,160.96787217878415,149.34311247588954,146.83444220754075,140.34642440354142,129.70436092242684,136.72001542308584,142.65069459972506,150.1662881800794,154.88826631210173,164.27948871507706,161.09858237758806,168.56838557665228,158.0683260302481,158.57185674290352,155.9679371430272,159.27078978003615,160.22120012799658,147.81134296370706,144.13798329319644,140.91635501132959,137.7877780679987,,159.6589480426603,165.4876116788481
1,1984-06-13 00:42:30+00:00,194.82477722608695,192.34808579110936,194.87513709692016,196.21776139643532,184.20183216255546,164.2634369477065,159.38211314764158,157.62976799407872,148.23255264864585,148.0922846930349,151.66142393749405,150.80176827468,,,163.9620074064136,148.04479679300616,141.20700076894965,,139.76104151098912,150.33982738394826,151.76486707474552,140.17329258137931,132.536537347625,136.5121654507938,139.5046960777993,130.35569048801676,127.99062178473547,134.72765456737952,142.10316523431678,157.79871478552897,157.4855984552297,159.6894789919453,164.5771880707256,161.75691482068785,156.96868634317582,,148.06795157153624,139.81938946136881,128.6964733620219,119.57835234599646,129.94138193006808,134.45453835997657,130.50308000981576,144.02139161176476,144.60979973992488,161.8633640516998,155.29888697064408,153.66859388453796,152.88425387403421,158.9741920206069,162.18411974481515,155.6237144721588,143.37939284616965,121.98383516925233,106.48394399856343,123.78663870203476,147.66463178858126,153.59628673347703
2,1984-06-20 00:48:23+00:00,192.10931288430314,182.8337593402449,,,169.47248831318612,155.07534652541815,150.56265953235967,145.77799100966354,141.2307735863191,143.23416501948287,149.70092091430934,155.7095404444505,171.47259836990324,173.77519840875172,167.57750622472875,148.50381199935313,137.73300123767973,154.35684548954194,145.6597523363769,154.6908026774697,120.68912994671419,134.7703076854339,,126.24138300982747,113.62754358489705,115.14210598351421,131.44803380094706,145.55380341865495,146.0203941307652,154.34860697348327,160.18174991899036,166.79150791157403,165.23401044602204,159.5567235765284,148.6153835054386,146.47778644492357,147.89767173257582,144.21346552034677,127.03415374739944,123.1280881589397,126.32073258844652,136.84281531757995,145.01442062607939,151.84071291282962,151.02517428748297,154.56685826708232,153.91652177826387,153.89231672622455,147.75344320683203,150.11609765947676,140.20400468745945,130.75527554937776,115.04822257638654,109.43915034592641,107.8117798502717,,137.1996587322734,148.32966416683485
3,1984-07-31 00:43:30+00:00,193.39243843321105,194.72009576812192,198.88234084573978,189.27086760667964,182.97041706008622,170.22221626340098,161.96841997873224,158.32652290138464,157.7559757576214,155.4520584316187,164.88075950011375,168.32116185155974,179.9339715906881,183.18483239266283,175.150930831661,160.88758673413867,151.88435796811382,158.54164317237604,155.80811251055636,160.05407472813434,154.24921167400646,154.9584421546396,134.09685659165814,139.04559837167406,143.11891609321728,140.1742651597848,134.7704011201736,137.62085159199881,158.20126295785155,169.95767037038945,167.21688127114652,173.9652331038044,,176.20902192194583,,160.13149342967898,145.95360788973744,145.52987779081784,,135.54529287948333,,139.46275896302984,148.0547276590461,152.71929060337854,164.2292080954379,165.50775212853824,157.68849728172648,158.09345410229892,153.0863813091576,165.47681333203204,169.7437411227526,159.15461651769078,135.3046896288349,134.74755430917347,133.25417339904936,,161.68460945584025,168.41976656694013
4,1984-08-07 00:49:31+00:00,186.77620126851082,188.1220690096135,188.58571498723208,192.77616399473567,187.11790842746615,174.42337369437695,171.31827998670624,169.44712583953492,169.61961041279378,164.33380147064128,157.43252563972794,160.20194822459723,168.36049300687137,167.69295629231084,159.0970100029398,149.67866072864012,143.18880103277388,150.57969327652575,146.3469938845837,148.56357652948935,149.1062847501269,147.69925955436037,130.99654015411582,133.52957229385933,142.32879877337717,134.9531171772824,132.6543558178501,134.51103497698725,148.85607579644102,156.6754883832034,157.862386601699,163.84638003371353,170.20731942410492,169.0807609940634,163.15380767965013,,146.52229712849632,,136.30938887111708,135.1562117508559,138.63376549232325,138.57247682739012,131.48454111183815,141.64205427309628,151.8578099434015,147.19839569549862,145.62882816830364,149.27885927451646,144.44046381193317,154.76417351946432,160.06476370827073,157.48305404254734,141.00841367060013,135.36802858359863,135.3436024198446,143.44525595148002,164.76327392748613,162.88468797976236
5,1984-10-10 00:50:30+00:00,171.02053462949235,165.5230687658622,167.55867475660736,169.78590152852203,174.1944348398129,168.33224282970357,165.4553835710691,154.8533632734536,148.56342996550862,158.23546868774898,147.6882751902932,162.6344857411788,167.66312493287506,162.33786856052095,158.14692453732275,,136.83442307033437,130.28103338246214,,131.2697291567147,141.6193376667245,151.13499970204285,138.78049837598678,140.8384356417136,140.68172371509377,135.76841388493227,127.7697975260556,135.84407526020811,141.93493395158413,142.06069573603796,148.88945740385404,154.09365414840875,158.41576318629382,153.34167397805217,136.89348237962017,140.22916571463674,138.452771258168,151.9436795560855,135.22050375833126,,125.7959981407451,137.21276589385394,123.31381277649263,133.15490218659397,138.16496025306242,142.59037045867152,141.23875187090894,137.9895368066111,136.8148023374163,135.01531004711202,138.2309217704431,133.13949608085588,127.70216758093922,125.09928464281334,129.2646640862537,134.5079458008306,142.43121891406577,152.87684297778665
6,1984-10-26 00:50:26+00:00,,,,,,,,,,,,,,,,,,,194.6836507082635,200.3720550727596,194.05998160143173,197.63158602880168,,191.73525749486365,187.03315595760418,193.39630829438912,188.74753180128647,162.42630695041328,,,,,,,,,,,,,,176.0041924987757,,,,,221.63588682075715,209.49938842101463,185.9293988254714,152.6311661594509,115.3179879998202,96.8179362818765,,,,,,
7,1984-12-06 00:44:13+00:00,212.16808792568247,209.28651926407576,218.06669948440194,219.72642907171007,211.84234914528858,219.29629161353245,207.87671650373974,204.18980188953736,199.6925091221076,201.7755015325626,,202.83915410813887,208.36422172495125,,209.6922892629312,192.41981082948558,185.09870549521398,180.1206890236059,175.4252739055672,186.96540054455335,181.5172372342389,179.74229433354333,172.2674938072216,171.41506316578955,181.39608702078567,174.82914975368956,175.3555766292449,178.11258437278005,185.91501735600994,,197.77021131235102,199.9259889595008,194.8615551863101,,186.90458689238048,,181.02772353026612,,181.93470370538054,170.29570123549348,171.16095701401684,177.47370377148033,,185.1546669908096,,202.7023419797073,202.48059205882396,197.69965782665594,188.78107132843238,184.16505327019956,182.7486104104628,192.5958444700544,167.6565886185309,170.54775700375387,161.86063598723265,165.58851699029037,184.4291912142499,196.31664924731635
8,1985-01-07 00:44:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1985-05-31 00:44:21+00:00,190.59600088383996,182.33106395442334,183.6447145918184,188.91235604810137,196.3732838998207,192.45104351580227,181.24792134897965,172.58387276114087,162.14719652471052,162.59544645934122,160.7582167920663,160.67218256390507,169.10723285271055,169.96156995026286,175.4667130228197,162.27356089740846,,153.35278944810872,160.2708920530928,163.07853238925,156.22781214941,154.42620544536103,130.45960130929728,134.81847443938938,147.386815180145,153.19880460356265,148.7348467429115,142.01674884414604,147.5287534892023,152.3781058589542,164.04625469326086,176.85203729365878,173.0471400452291,,156.74690080283446,158.830677390077,159.6017812750163,,150.36703650387088,140.88029168796825,139.39406149256055,146.33593209154623,140.0646315903284,153.53712757759715,153.7499830077741,161.0619103054853,164.6586272892761,165.3024426880288,151.1377091406195,161.00680300662478,166.06442076658936,156.46320329861092,151.73943431707795,139.83993761305553,130.3346658814918,128.35045533336276,136.4425740768153,156.07684786236842
