,dates,mex0148-0000,mex0148-0001,mex0148-0002,mex0148-0003,mex0148-0004,mex0148-0005,mex0148-0006,mex0148-0007,mex0148-0008,mex0148-0009,mex0148-0010,mex0148-0011,mex0148-0012,mex0148-0013,mex0148-0014,mex0148-0015,mex0148-0016,mex0148-0017,mex0148-0018,mex0148-0019,mex0148-0020,mex0148-0021,mex0148-0022,mex0148-0023,mex0148-0024,mex0148-0025,mex0148-0026,mex0148-0027,mex0148-0028,mex0148-0029,mex0148-0030,mex0148-0031,mex0148-0032,mex0148-0033,mex0148-0034,mex0148-0035,mex0148-0036,mex0148-0037,mex0148-0038,mex0148-0039,mex0148-0040,mex0148-0041,mex0148-0042,mex0148-0043,mex0148-0044,mex0148-0045,mex0148-0046,mex0148-0047,mex0148-0048
0,1986-01-25 16:33:44+00:00,240.5234752534809,246.78392339564272,250.23160451998294,244.73966185417635,239.72864953288868,237.56751147383775,233.29120850376242,231.7511422710873,219.27611785701427,232.7591852192719,237.6997599805969,241.83107484231928,240.57196049807433,239.37013941064205,233.82093233618122,228.94252422456427,229.8287484726694,233.16124936436339,235.59841040683096,225.95991467088504,231.15888393146483,229.92812235352844,222.09649968808083,222.9064092751729,203.14875028033467,207.38475109199618,217.6526645842628,223.22444788101762,229.3645709249497,225.618766592239,222.4415979047701,225.37241242256752,223.68120326456707,221.155970208256,219.25951681057512,221.101178081667,223.5324388165138,214.0096373516021,222.2950337383634,230.2706723433609,233.4236939532451,227.7114876553434,234.74735515395426,233.58442054482896,246.89720963380566,242.19328214491475,229.8760902982799,222.5078459061998,243.7450737713253
1,1986-03-14 16:32:40+00:00,232.60332650587864,237.8291065385004,244.6177709871591,238.56066339633367,239.59365360917303,240.0808993199845,240.14240248245204,233.03290119439015,231.89763720151572,236.3806543471125,240.40445693908066,239.72351288499166,237.6351454306947,241.49590028560718,243.05748316800802,240.83703548053396,240.71666206139884,245.32388224513463,241.5875101405216,241.67023540130512,238.68026363162411,228.19182431208867,227.52388108010697,217.48897653127761,227.7176670143056,229.43297343981635,231.1525287467551,229.6336387377398,234.59652829814658,233.86184960396068,230.6014866939402,232.26866054001775,234.44406215510062,234.4427939306138,235.26411439555585,232.02796384486038,232.3942540740531,233.6622457654401,228.95674398074792,235.19323473300776,232.77112282550559,246.03747232363864,250.4967160062248,245.9258175927847,250.50663639643918,249.91444799032058,244.552915722075,243.90824572757484,236.48892568935176
2,1986-04-15 16:32:00+00:00,224.95730991275195,232.74005356187897,237.0115713203097,243.46925375353217,246.05206383935067,238.46833794541638,239.76269087957505,227.8422146851163,235.36525837481318,226.48268760218792,242.55826660038812,239.7279634366273,242.3180783027329,246.1669423345855,239.70757196022973,236.0379324243319,232.35929885459797,238.1825036891274,227.98852240612297,225.00468946270655,222.50793172759728,237.09302872642522,235.0079145512111,227.65558251212033,219.22133052402341,222.3012334334164,229.36269301334076,220.7589640437637,233.38190885706376,231.85769219731614,225.52091038200453,240.14588361982115,226.84225516565365,234.39866127763784,223.6520742892369,227.64504818916333,229.56983886669823,228.85314651525462,229.80634727489067,226.4282040122997,234.82396200777228,237.31972734577303,241.87593447613833,240.06642119562852,241.66952072508582,248.36804173015474,240.23403462692676,235.18434717335333,235.78158473131134
3,1986-05-01 16:31:37+00:00,207.14977208151248,,,,225.89450993300392,,220.99343275918315,220.85307912666252,218.16979964833396,215.1679541374564,223.04359978158374,225.42741904957526,228.98310442328574,228.4989570874843,224.5387866695507,213.86593349777502,224.35807027217834,222.7237601950469,215.2980981119607,205.15987603203652,215.78810373809193,215.64141458674396,212.3414085177559,200.77022545627773,,,,,,,220.67594799546703,220.01873832356557,215.5844361947589,215.50109067566268,211.85343200561033,208.5016179747729,204.6778512659378,208.43157974980676,,,222.58795275857184,215.23408791813125,221.2799763819298,223.0243318855289,231.7651240132153,224.08412699057993,221.90406921335506,211.97941960611342,213.81220202662092
4,1986-10-08 16:26:23+00:00,215.666480989378,,217.24225664678818,219.16246959103364,227.19260391946943,223.07726967094288,216.27294580219328,213.84575107499572,215.73910515159707,221.20492106392365,227.47816623545594,222.97632647618644,226.98211376909293,228.31303706200993,216.77904491202077,220.19216331364464,211.94756933361575,210.73247839587975,214.66384928540006,214.50625694045152,209.64155235308218,210.90514801491048,203.78751781899416,202.24755078564206,204.77943918691565,202.48272879072468,204.03707235724693,194.12748088609354,211.41807956134383,209.43848643045828,214.2567755913391,211.60456529024293,209.23967775355823,197.90242996996037,200.53943387233105,198.32433680735065,202.38332117658132,208.27658225218642,214.13286376653613,209.21354324347047,211.85381441710481,212.6300317186616,221.3561399388925,224.11812962203751,216.42093949567436,209.11183974373932,206.72853532526898,213.61125708332824,207.80711200020738
5,1990-03-25 16:26:48+00:00,235.73252999813758,,,,260.3831387003073,260.7705342097824,245.1203174135286,235.20376508104172,252.26019350826255,243.64440714549102,254.56680779186226,250.12006353396194,252.86068866173372,254.70865910881074,250.37625092322557,247.23169864087507,243.70272553324617,240.53212089621013,236.21868163727035,237.4183535112861,240.8945583258876,236.06862537228304,224.1178504614352,227.9915895631446,223.9119139713588,218.20311182742776,223.15984229037394,229.77190655930883,222.0751821840611,222.85209640918933,230.09060613631476,231.45563695550527,224.45615489820472,225.52356917589316,223.18422554175828,221.73338496901653,227.8052931250674,233.39988001253556,226.0647682740824,239.3881015690553,238.36704107623873,248.0386495531596,235.32353499753873,236.34010227462198,243.0030538305821,248.32110172850912,242.54092128089317,225.42119867814634,232.97544577380182
6,1992-08-21 16:29:02+00:00,204.62616055309778,205.8757726891958,218.07134268394543,214.0304252376118,209.32618651973598,211.45974689381114,211.662142865909,216.66639233019296,205.37221726550408,212.47220340058993,220.41580404238158,232.65927748453527,224.30845080983946,220.42847148016256,204.18759169140995,217.90885601487335,218.6023670094106,198.4151040925935,214.15116729628556,211.07530140988192,212.20077064298306,202.88184352996007,213.77768127522415,197.85057179589091,200.84017921908162,200.2885304882518,198.0379526791659,190.86182791774968,208.6581347086676,202.09148011129676,200.03992781819068,202.014069931319,195.43416017375563,199.92963742826964,201.73521686844788,188.42855913754317,195.71407216193677,202.23865894560393,207.56974031419986,195.9762739399731,199.216636694152,205.4018928348645,206.082612223608,208.4943889911045,212.01635375250788,211.03482661500664,208.45840771430602,189.09181131481432,212.0295055378839
7,1992-10-24 16:28:00+00:00,216.11532397230184,212.6750194912206,218.0988948083593,226.29910652726673,226.96440736593274,231.89134383658293,237.13079449187708,208.66011631955675,207.4069334391015,219.7565178131045,235.3660497314623,230.8690862712363,228.27498400597608,220.55022945156057,225.69661012279917,226.52596682909248,232.21735586710818,221.40670763627975,216.72019114095988,219.88482489225345,218.45839003774756,195.48338743980176,216.88608007087274,214.4238815128369,213.17937885666885,216.5500781053841,213.58340251782076,212.21722167671027,213.59849650879818,212.31152208012102,217.1356813625967,210.10821420440857,209.05079526912536,214.94204616229482,214.20049168106794,204.48768246101744,204.42922446348987,210.17255583609708,211.98502458560336,205.8021081737586,210.2595098485714,211.33959694625258,219.1471238455734,208.9531912703357,221.1038252338528,227.98876876088516,222.7885792947193,214.34499267601896,214.42955634982852
8,1993-01-12 16:28:11+00:00,223.4809503842403,229.43804641192943,238.078804023502,241.20571306163777,249.31223767832773,225.04559786445563,229.79172405970127,232.9574392693705,234.62708547273922,232.2613991424136,237.09699343748596,242.88027466088883,241.1002445956038,243.1276878760136,233.82621856536008,240.49616328371425,242.21064346681888,233.4633493423976,234.08005574026166,230.96909287908403,226.19947938715228,225.94407509598565,220.68078217469426,227.26200995202086,222.13279240162788,225.58302716120238,227.2953918215429,232.20430939848026,223.60435403731242,226.0161824009394,225.4381730028956,232.7358302202439,219.42023181391468,227.31467404882136,226.3075068725983,225.06609180771957,222.42939377572128,226.67774541758712,228.35595014230984,235.04760068617713,227.79586393300764,235.4138443063612,238.84095210426565,233.34158852627453,232.56247787957864,248.59133161980225,245.37140219549363,246.00900458277275,236.67974015378562
9,1993-02-13 16:28:31+00:00,226.37476706380355,242.38692677364753,247.0701825644478,246.6907871934451,247.15802810973534,215.09825272945224,223.37512990656256,228.96060331695094,231.37249918906082,233.10975935992053,238.78148091029848,241.55674816225905,246.37929636947408,242.91393482468297,241.96323563698593,238.3105118241623,238.01457390624876,232.67067857764948,231.93170860251385,226.83812143693208,235.53224576680554,227.91933715332553,229.38551685687364,228.7969990976597,228.56492386079196,230.53669515507156,228.12048616375975,229.92252153967655,226.1296534625836,224.65718247825257,232.80389544993318,237.8408500416743,235.53442127475554,238.82309089597948,229.06576704663493,227.90803376751467,221.80061050925593,225.47746557681936,229.41710060801842,228.03587655995588,234.67086200692617,235.5070911304847,235.4320999200194,244.99000630699115,241.61490797819917,244.8603658872176,239.52204200871526,240.03925833672366,237.20694981587283
