dates,sar1299-0000,satname
1999-08-21 09:53:13+00:00,185.53,L7
1999-09-22 09:53:17+00:00,185.36,L7
1999-10-08 09:53:23+00:00,181.39,L7
1999-11-09 09:53:16+00:00,179.41,L7
1999-11-25 09:53:07+00:00,178.22,L7
1999-12-11 09:53:17+00:00,175.91,L7
2000-02-13 09:53:05+00:00,177.40,L7
2000-02-29 09:52:59+00:00,177.81,L7
2000-03-16 09:52:55+00:00,177.27,L7
2000-04-01 09:52:52+00:00,177.61,L7
2000-05-03 09:52:36+00:00,179.48,L7
2000-05-19 09:52:25+00:00,180.61,L7
2000-06-04 09:52:13+00:00,182.48,L7
2000-06-20 09:52:10+00:00,184.27,L7
2000-07-06 09:51:56+00:00,183.62,L7
2000-07-22 09:51:40+00:00,183.60,L7
2000-08-07 09:51:26+00:00,183.34,L7
2000-08-23 09:51:20+00:00,183.05,L7
2000-10-10 09:50:42+00:00,183.27,L7
2000-10-26 09:50:39+00:00,182.29,L7
2000-11-11 09:50:41+00:00,180.93,L7
2001-01-30 09:50:51+00:00,178.69,L7
2001-02-15 09:50:46+00:00,179.60,L7
2001-03-19 09:50:34+00:00,181.29,L7
2001-05-22 09:50:12+00:00,183.84,L7
2001-06-07 09:49:59+00:00,184.15,L7
2001-06-23 09:49:46+00:00,184.74,L7
2001-07-25 09:49:36+00:00,185.10,L7
2001-08-10 09:49:18+00:00,186.58,L7
2001-08-26 09:49:07+00:00,186.43,L7
2001-09-11 09:48:55+00:00,186.48,L7
2001-09-27 09:48:46+00:00,184.29,L7
2001-10-13 09:48:31+00:00,184.14,L7
2001-10-29 09:48:38+00:00,184.08,L7
2001-11-14 09:48:50+00:00,183.37,L7
2001-12-16 09:49:01+00:00,181.52,L7
2002-01-17 09:49:08+00:00,180.09,L7
2002-02-02 09:49:11+00:00,178.17,L7
2002-03-06 09:49:16+00:00,177.17,L7
2002-03-22 09:49:08+00:00,176.69,L7
2002-04-07 09:49:09+00:00,176.99,L7
2002-05-09 09:49:10+00:00,175.69,L7
2002-05-25 09:49:00+00:00,176.80,L7
2002-06-10 09:48:54+00:00,177.37,L7
2002-06-26 09:48:46+00:00,179.11,L7
2002-07-28 09:48:36+00:00,179.88,L7
2002-08-13 09:48:31+00:00,181.14,L7
2002-09-30 09:48:05+00:00,179.84,L7
2002-12-19 09:48:38+00:00,175.07,L7
2003-01-04 09:48:41+00:00,171.30,L7
2003-02-05 09:48:58+00:00,169.92,L7
2003-03-25 09:48:59+00:00,171.06,L7
2003-05-28 09:49:03+00:00,172.96,L7
2003-09-01 09:48:41+00:00,185.51,L7
2003-11-04 09:48:44+00:00,181.64,L7
2003-11-20 09:49:00+00:00,177.93,L7
2003-12-06 09:49:03+00:00,175.55,L7
2004-02-08 09:49:27+00:00,175.58,L7
2004-03-27 09:49:38+00:00,175.21,L7
2004-05-14 09:49:32+00:00,178.24,L7
2004-07-17 09:49:19+00:00,182.77,L7
2004-08-02 09:49:10+00:00,183.66,L7
2004-10-05 09:48:54+00:00,185.51,L7
2004-10-21 09:49:04+00:00,184.72,L7
2004-11-06 09:49:16+00:00,182.85,L7
2004-11-22 09:49:22+00:00,180.46,L7
2004-12-24 09:49:38+00:00,179.19,L7
2005-03-14 09:50:03+00:00,178.79,L7
2005-03-30 09:50:01+00:00,179.35,L7
2005-05-01 09:49:56+00:00,179.97,L7
2005-10-08 09:49:22+00:00,189.46,L7
2006-07-07 09:50:12+00:00,182.18,L7
2006-07-23 09:50:04+00:00,183.69,L7
2006-08-08 09:50:02+00:00,185.29,L7
2006-10-27 09:50:02+00:00,184.08,L7
2006-11-12 09:50:15+00:00,182.15,L7
2006-11-28 09:50:25+00:00,180.71,L7
2007-03-04 09:50:51+00:00,178.39,L7
2007-08-27 09:50:18+00:00,182.15,L7
2008-04-23 09:50:27+00:00,188.47,L7
2008-08-13 09:49:31+00:00,188.43,L7
2008-08-29 09:49:24+00:00,188.90,L7
2009-03-25 09:50:35+00:00,178.85,L7
2009-04-10 09:50:40+00:00,176.93,L7
2009-05-12 09:50:47+00:00,180.20,L7
2009-05-28 09:50:48+00:00,180.35,L7
2009-06-13 09:50:47+00:00,181.63,L7
2009-10-03 09:50:28+00:00,182.22,L7
2009-10-19 09:50:33+00:00,182.69,L7
2009-11-04 09:50:49+00:00,180.93,L7
2009-12-06 09:51:12+00:00,177.21,L7
2010-04-29 09:52:32+00:00,177.32,L7
