,dates,nzd0367-0000,nzd0367-0001,nzd0367-0002,nzd0367-0003,nzd0367-0004,nzd0367-0005,nzd0367-0006,nzd0367-0007,nzd0367-0008,nzd0367-0009,nzd0367-0010,nzd0367-0011,nzd0367-0012,nzd0367-0013,nzd0367-0014,nzd0367-0015,nzd0367-0016,nzd0367-0017,nzd0367-0018,nzd0367-0019,nzd0367-0020,nzd0367-0021,nzd0367-0022,nzd0367-0023,nzd0367-0024,nzd0367-0025,nzd0367-0026,nzd0367-0027,nzd0367-0028,nzd0367-0029,nzd0367-0030,nzd0367-0031,nzd0367-0032,nzd0367-0033,nzd0367-0034,nzd0367-0035,nzd0367-0036,nzd0367-0037,nzd0367-0038,nzd0367-0039,nzd0367-0040,nzd0367-0041,nzd0367-0042,nzd0367-0043,nzd0367-0044,nzd0367-0045,nzd0367-0046,nzd0367-0047,nzd0367-0048,nzd0367-0049,nzd0367-0050,nzd0367-0051,nzd0367-0052,nzd0367-0053,nzd0367-0054,nzd0367-0055,nzd0367-0056,nzd0367-0057,nzd0367-0058,nzd0367-0059,nzd0367-0060,nzd0367-0061,nzd0367-0062,nzd0367-0063,nzd0367-0064,nzd0367-0065,nzd0367-0066,nzd0367-0067,nzd0367-0068,nzd0367-0069,nzd0367-0070,nzd0367-0071,nzd0367-0072,nzd0367-0073,nzd0367-0074,nzd0367-0075,nzd0367-0076,nzd0367-0077,nzd0367-0078,nzd0367-0079,nzd0367-0080,nzd0367-0081
0,1999-08-17 22:12:26+00:00,,,,,,314.55772227879186,,,,,,,,,,,,65.75852000613344,,,57.3679374407353,,26.581160936334435,,,,51.27173805113788,,,,,,,,,,,,,-0.4986766759659913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3306484645625716,,,,,,,,,,,,,
1,1999-08-26 22:06:20+00:00,,,328.9640499371539,312.24363895783546,,,338.7545346953639,293.2586412552896,282.97293435225725,242.44073092889187,,211.37325046249143,201.1011517492285,,,,,70.76291993932603,58.93571004811145,66.38923123734922,,62.79340606029256,59.08272530320603,,64.37149257028821,,,,,97.761960473053,,83.99033499977708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1999-09-18 22:12:27+00:00,285.06542727865286,295.7109749512355,291.76370247825537,,300.54215258078636,291.6165670344597,245.6010618660835,240.68048726443584,236.78582625674142,246.24507214723477,,,,,,245.22063745076915,180.82692730763245,,52.53736156923112,34.53874540514354,,34.239911763287836,35.194523945195684,,49.42339859527607,,61.46675939689956,,,,,104.01119370133931,,,,,,-62.0234252732378,,,,,,,,,,,,,,,,,,,,,,,,,-60.95599319235906,-46.16490317247916,-39.50874403763064,,-20.455907865485415,,29.892102340050055,,53.04176236081345,,64.89902581984458,100.82952095359822,125.8565332683044,,,,246.11533646876256,284.3396337622117,336.6219031131837,374.9816112415446
3,1999-10-13 22:06:24+00:00,299.6403150592053,299.8890527685293,307.56784283169617,303.38559801827137,298.4636377244375,292.88947249233905,257.8836355140145,227.79640328779755,210.41901310956794,220.40157077702472,,200.546176043423,208.13840568228505,,,232.3841045822959,191.28611952358472,,,,65.6589108292053,56.84556871996962,30.377513118934775,,48.127890206273705,,,,,86.20348847423477,,,86.42179215389116,,,,,,-70.50117457764719,,,,,,,,,,,,,,,,,,,,,,,-48.77485648509462,-26.08967365283885,-46.48102109026401,-18.230197331068076,,-6.6863392925065845,3.9073268532364893,,,29.73582099664302,,81.18452476379758,125.07871669515862,157.30651588902487,,,,244.42538315088288,290.88011955729166,336.22353666134694,390.7423652062449
4,1999-11-21 22:12:24+00:00,269.1319028794099,283.7682381994696,,293.3618188098043,292.3359660450141,281.9108882393889,,236.17903095546433,217.7940092237756,173.61283913034924,170.1405326877258,,,183.5374424752282,161.7807489996011,,,98.14217513923725,73.2345717284141,55.75068870630568,47.15001199111068,56.59204547586253,61.592931713976235,59.856465797014664,,36.42040530647936,,74.89376340331849,97.94789145658066,,,,,,-6.845098336538776,-8.19617775474871,-36.867727990005335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.514793843561034,,15.98908549634971,,,,144.66407773543492,185.6142496821479,221.8652451979678,262.3487506336648,,,
5,1999-12-07 22:12:29+00:00,258.1040756621672,268.2296821558856,,,281.8487796095825,267.97727797687355,,221.8171239521587,207.27004319309762,167.94693029322067,163.26802393846725,,151.27145124481436,163.37291067636374,175.99609596409414,142.1602639510146,,108.95017142099682,83.07233336609991,52.924986680671466,34.80230794106734,42.20407020282538,45.30309885041561,58.03021608347741,,30.49113874306374,,56.46059119945241,82.27230447185426,,,,,,-1.5957578526708094,-12.638392221998451,-50.02548143738394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.44404722691995,,9.00352579702404,,,,133.52812343281732,173.59609257148523,224.08659463947117,250.5017289473963,,,
6,2000-01-08 22:12:26+00:00,266.2180045077963,280.6582429296468,,,289.94796729940595,281.6618179747114,288.2892930714353,240.06494784632048,199.18859038080276,164.02103789862701,160.38347919710645,,153.98607135030298,150.77564120819093,153.65945981187565,139.87164459312405,,140.04344093443927,,,54.55804045107286,59.9597965188663,49.90233212787808,,,,,52.47558300504582,63.24526817107725,,,,,,30.86477776923584,14.870433333155429,-18.228765913241475,-43.327112137903704,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.727526983547243,,,,,,,,,,161.9777334247823,197.36816834339095,241.86183382410792,276.437762643614,325.9696153990326,402.48798154413697,446.98211811915957
7,2000-01-17 22:06:11+00:00,257.6760714863922,271.0996906928707,290.6559192969867,290.8823366655277,296.4477498741969,301.238478280506,,,,,,,186.03390790187655,171.70620739480663,164.31884320302504,155.30448762368465,166.06933440450413,159.93219598229712,,,,90.5962523942781,56.13955097382763,,,,63.92825771155145,50.09350142980981,55.54343699484102,,,,100.3103767392293,,45.97490201917248,16.060029369978793,-21.341506405122374,-20.83430017946878,-28.46310508557343,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.550359505278667,,,,,,,,104.52060759863049,,153.33990612661268,188.87056930790328,231.0306263035206,264.25175142984693,318.3029156001549,392.7475662673582,434.9618622452536
8,2000-02-09 22:12:19+00:00,,,,289.1774906049675,275.1790646116314,,,,,185.90535216894278,169.60565412875408,158.94254737615458,,156.53536946555738,151.89468034006774,156.54897991162923,162.1405174442623,174.23833521028425,,,,,,,,,,,,,100.67280942766304,128.42850731192755,134.35261622051078,,,,,,-24.38297900813533,-31.951386955422358,,,,,,,,,,,,,,,,,,,-74.84534927276714,-54.83833566433277,,-51.446171022944206,,-17.090522339390763,,,18.614369433725834,23.43245410914019,,,,,,161.27843192663622,,147.50940207448582,,200.7132805389557,247.32921057206391,303.75785054289287,353.95916536501596,407.1034922576629
9,2000-03-12 22:12:09+00:00,,,,,,,,,,,159.9025936799404,163.6858582019746,,156.7506602618533,,,178.86514999167989,,,,,,,,,,,,,,101.25220520514887,119.08569525037362,110.3224269016649,,,,,,,16.78750694122741,-29.606925878606013,-65.93749261367567,-104.11211810807525,,,,,,,,,,,,,,,,-55.90889602560385,,,-23.329283477817945,,,,,16.14501049026893,,,,,,,139.4089250309868,147.7705451512193,,,,,316.8353609364582,326.15351367687276,390.0985494655843
10,2000-03-21 22:06:01+00:00,271.54373675509714,283.51609734357226,290.26613590329197,278.2289883434162,269.6936815232717,,273.09287129375014,250.2918355735768,223.29353615018988,177.7138180731758,,,,,,136.73273208790843,,,126.89444504996867,133.32695789404755,,127.30448531387839,99.79107821796585,87.24248990457994,,,70.14570388490573,,84.10855371434707,70.85872223858608,,,,,36.51008837006312,31.50293163059873,-0.8804084527851455,-45.59075338436731,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.870406181928985,,,,,,,,,,155.61949359868623,182.670695200058,216.0207155398306,264.10188740925093,,,
11,2000-05-15 22:11:42+00:00,275.78461954194637,265.75646769048694,289.0321424870936,250.01087530391771,,,250.84881005301713,,,,,,,,,,,,,,,134.25474431913835,126.03074057839947,96.04356278699062,54.510223167746666,,50.80640102989052,63.150566814344735,76.63065987252673,69.38962005785264,,,,,,,,-65.11492275674848,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.729265455059178,,,,,,,,,,,,261.52591219219505,,,,
12,2000-05-24 22:05:22+00:00,,,,,,275.2601749454428,,233.6603758576109,207.36067870149807,205.35015339989386,175.52582944119902,168.87267738697543,144.01637173148848,124.41823541186923,99.81712093252325,,,,89.16916670518464,118.75554092715657,,,,,,,,,,,89.53276332392879,,85.62817396787628,69.1587125575763,,,,,-21.673565370680265,-17.355503288624554,-55.33895592587654,-63.21758426151015,,,,,,,,,,,,,,,,,,-85.45362374734941,-75.83941046839334,-10.774057081434862,,,-12.669331191170865,-47.72148445810567,,-8.952329502671937,,,46.06302601228911,,91.73193012048208,124.84248265698662,143.168382412497,,,204.25035743252644,,328.1054558421089,341.51856858534035,380.7738234851717
13,2000-08-03 22:10:43+00:00,,,,,,284.0250891074996,,237.52261211870123,201.33036191462412,190.39007168089657,189.6408019690378,195.06059871593683,,,,,151.85767108932168,138.1574768905205,,165.5013499275846,,,152.2839859869191,,,,,,,,86.40622008873127,160.9190613554188,106.28754889891027,76.79899500235632,46.20348074274972,19.13555491003951,-6.278589789360584,,-20.04797322921202,-33.19853963237491,-51.73241554709081,-50.23349019805442,-71.64294220453579,,-46.77432032632008,,,,,,,,,,,,,,-73.66808652022651,-67.06559894627676,-73.51072854362496,-59.547338833047604,,,-2.4035041139471858,,12.944131133170096,20.67859374776473,,,76.50088843340778,,119.6531545176823,,,,,237.48009846001736,,348.0017397403218,380.6366644447222,
14,2000-08-19 22:10:38+00:00,,,,,247.342291297069,,208.57623517613587,,165.56219967815107,151.66187675039436,,158.337984756545,157.6100367591462,151.40470043695896,,152.41424670001328,,,94.71707478430277,,,,123.12683174607858,,,,,,,,,,,,16.45566875720631,,,-74.53286987071756,,,,,,,,,,,,,,,,,,,,,,,,-66.65225020895409,,-46.390453155849805,,-39.5168700032962,,-6.10754620512211,6.410919129538989,,,,,106.16695979156437,126.41495835818425,142.48239694203178,162.16217633861606,,,,344.52424393534454,385.3051998822829
15,2000-09-13 22:04:02+00:00,259.08412707753655,263.0352775374177,274.8286946513439,242.21066363015711,,,,,,,,,,,120.78283820614286,,,,,,,,,99.81575799113605,75.51270061363523,78.96149837450008,54.07410115602754,61.9068579996125,81.57117749461739,74.82466492336164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.235684460003366,,2.0633144677430835,,,,,,,,,,
16,2000-09-20 22:10:03+00:00,,,,,,259.9193508706242,188.66432665998855,186.9151234574718,179.06880705206777,177.20605836176648,150.84430133982553,,123.43652575697703,120.56137291194466,,155.37149672024125,151.69138392882283,144.47551251578182,,107.93231078843445,,95.24168079330845,87.0554140647449,,,,,,,,,,77.59383806202592,,31.26467222161131,,,,,,,,,,,,,,,,,,,,,,,-67.6627707387412,,,-90.55233944145256,-53.02005889012159,,,,,18.003912885930816,,,,,,,101.67507357571286,120.58563038603656,114.88348789748716,134.41616486767276,,215.45774958143602,274.3865059237486,310.3055584751169,355.14384437064894
17,2000-11-07 22:09:53+00:00,261.564218225485,263.41413497005345,272.146687129269,254.72569110143485,251.04717450105548,235.6152855569568,206.807464721783,163.43152217562812,139.3291871679766,,92.33829220500999,,,89.25560329906727,,,113.72076459821686,,115.95661484095339,110.3662193286238,92.7459315760302,96.11081211030896,89.59439977112847,87.2754735992111,,,,,,,65.20119905776927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.393919404595612,,,,,,,,116.74771465304671,139.28827865124006,171.91132314654166,214.10676594529124,258.68468268657244,322.23395370299545,343.42612578622203
18,2001-01-10 22:10:03+00:00,261.1170752251885,268.712760459087,,268.00735318966963,271.3392226996658,258.2217798921495,267.01697881385627,200.88549771683512,163.82298082330837,,102.75482382347846,,,87.80887557413917,104.80301157753274,,132.35835124249448,,126.26582269369376,112.87591414417952,93.72602376263822,94.05601273591176,91.21779924816894,102.07029376923171,81.01477944487661,91.75900213872502,80.28689038278398,94.99596265846014,99.38139645997083,78.53811340009898,76.67466845158395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.801699809183908,45.56586073378503,,72.49483317549314,,,,,,162.36904062990016,208.6034573692677,248.79377377019676,299.6061592437944,389.62133230639324,418.9107763351714
