,dates,chi0518-0000,chi0518-0001,chi0518-0002,chi0518-0003,chi0518-0004,chi0518-0005,chi0518-0006,chi0518-0007,chi0518-0008,chi0518-0009,chi0518-0010,chi0518-0011,chi0518-0012,chi0518-0013,chi0518-0014,chi0518-0015,chi0518-0016,chi0518-0017,chi0518-0018,chi0518-0019,chi0518-0020,chi0518-0021,chi0518-0022,chi0518-0023,chi0518-0024,chi0518-0025,chi0518-0026,chi0518-0027,chi0518-0028,chi0518-0029,chi0518-0030,chi0518-0031,chi0518-0032,chi0518-0033,chi0518-0034,chi0518-0035,chi0518-0036,chi0518-0037,chi0518-0038,chi0518-0039,chi0518-0040,chi0518-0041,chi0518-0042,chi0518-0043,chi0518-0044,chi0518-0045,chi0518-0046,chi0518-0047,chi0518-0048,chi0518-0049,chi0518-0050,chi0518-0051,chi0518-0052,chi0518-0053,chi0518-0054,chi0518-0055,chi0518-0056,chi0518-0057,chi0518-0058,chi0518-0059,chi0518-0060,chi0518-0061,chi0518-0062,chi0518-0063,chi0518-0064,chi0518-0065,chi0518-0066,chi0518-0067,chi0518-0068,chi0518-0069
0,1985-01-25 14:06:27+00:00,188.42859905161473,178.6608430040158,,145.76264554935184,143.94988833807028,147.68832525623137,141.3434993615531,149.5741456454137,157.49767979977287,166.53221057538133,173.9623554274758,191.17598690617262,186.6938479614122,183.88359788045472,181.3327506074104,187.95179787181294,183.92202983322775,185.1890275770951,190.0923640514287,202.43673609561802,218.6932055071124,232.16783312856379,224.72980754720766,209.25433865752262,215.7283101382999,206.73267124002797,208.47205048059388,195.38706759078815,208.6563024571669,229.46041702190843,207.67281644861643,213.04854570204682,210.0349813986685,220.52652951317316,210.3119817604902,219.00564985791164,215.62105005305634,203.42719651957538,227.72741430212992,212.45842142303212,187.53975977167073,187.97875445846765,200.89470579518428,187.43813851765293,190.4014166793032,181.17781999881524,183.37711697546254,179.8193587981759,184.1850469086683,145.85273505880667,180.0915347704012,187.8103898078815,176.7289651884825,177.561913144117,170.78301783640717,170.68686120666734,167.03791023672827,158.76065062067565,168.13940290449557,176.78008356017043,189.93272366405267,201.00460366817086,201.7483108664608,193.59317381331508,189.90029913517833,186.81376378519352,185.5474287267952,188.8044092590568,160.64147092887228,154.4439542297756
1,1986-01-12 14:03:30+00:00,199.1766159992277,185.15517114160568,175.42213151364123,163.21303795469328,,154.9292450749199,143.94057606858155,150.4738225373869,168.44810676179682,160.83647080496496,180.97918019775517,192.70518924982673,185.38554879501956,185.86963370844308,192.3275261426851,196.36785697708697,197.93192847685313,200.07488554639906,201.10354514450418,209.68566466622684,219.15399150536106,218.29682525315647,219.58210378047886,209.90101065415445,223.63799529359056,218.76794103171002,225.98334056654616,225.3571732833804,224.27708868139473,232.8334925787668,227.07207799845278,231.50569840836772,230.59048108478964,220.8355792965758,229.61516412526896,228.21926253803474,225.38604653343327,222.7962625292015,227.8444002568917,217.93667184939926,209.6579085729773,206.4978687721009,195.0431556958472,181.15642879692695,198.7957468369189,197.27385681248208,195.485133984655,179.54932211255917,185.4730813490116,182.73313633255995,184.67655338341342,200.0373769184493,185.18644780580414,174.1156303289908,166.71857948068472,157.07160801321524,168.00490597379914,168.76555489134807,182.26479076665134,191.55618417712094,204.01083290636763,219.15467287093298,224.9297814439815,223.69290858249377,215.18750880672837,209.01588833027364,200.9051889800687,201.87465805578177,175.72064238885204,169.3301539841003
2,1986-02-04 14:09:11+00:00,206.7102219983771,197.15147079247802,187.17888692675987,166.0410791234052,166.6718335314769,171.78622970036213,175.75098684092845,173.4111985626217,169.04018739203963,192.59477463302565,204.0493215664417,201.4970368973309,182.35086799868668,186.83959627519118,195.38486506561776,195.17280029107005,,,,,238.6355951658257,240.67447266081967,230.2611873136443,242.32785045799713,223.2064722157831,211.73932490812746,228.3922691136467,227.00920182051217,222.20709596657053,241.64451923986724,231.91042646010314,233.18026427802747,230.4372805274119,224.87382744847682,221.4492668681156,222.0625259203358,224.81746103890472,223.54272525795244,227.16632731359022,222.8549100301084,208.05270831314778,201.02908061521353,203.8763805830823,186.78888834863167,196.42414919738476,200.08048496358165,185.71276702341277,176.79933981804228,184.91667763967487,183.66438648908746,192.20648469438592,203.49033020166442,196.20129687137793,180.69250161578063,170.45053043079807,165.42484572626378,168.68942883056013,171.28588898090058,177.5604554809348,190.74797614507256,209.52588874887445,221.63690012048824,224.90985467964876,227.85546644858314,215.1974655575259,219.3682782005704,197.6096919853425,188.33803890780135,174.10825775964992,165.03140383648469
3,1986-04-02 14:01:46+00:00,166.88077801743674,175.06781912187654,130.19167037399126,157.3822664174336,148.45783083911348,153.24673983228018,152.3676327120666,163.97251057475813,168.88112389202934,177.65331892100068,184.91349680474264,197.89203435660912,189.03600394867283,166.97816097889728,170.85728159559295,173.64788217283086,180.22549849673163,185.46440947278907,,,195.99705440357104,204.5027814955768,208.23033752460154,188.96129773452552,184.52052181342685,,189.1442416675332,180.51766782036708,217.4024088040287,229.54390725994026,216.5748032163788,209.20612432984598,212.19741727921007,198.55888523719798,202.09247142658592,204.5725777601372,203.58522156796695,195.20596632571812,207.50598463253235,202.70704175815246,189.5385355064419,185.82730153013264,189.07826273438465,170.1639660892303,178.6244972982083,162.8843998279345,,,161.37645028990215,146.07872476091543,162.60135242181775,178.80852532897845,168.40025212561198,148.52576046633268,147.96961076037064,126.72568424842333,142.16733160044927,128.66638293937262,136.35321109779412,149.38587549412364,,185.98017532531472,197.77957344974863,214.58681017214226,187.22269744914587,,,,126.56816976041142,131.23364478696405
4,1986-08-15 14:03:53+00:00,199.39241504120173,190.26982558187123,169.3378775272749,,,,,157.10681892906126,160.2724748495036,158.25696589456328,175.23238740029242,195.97996100041564,208.35592907806156,196.544230581753,202.37850499397982,200.84739865460796,206.69294544191789,211.85499216148375,211.4066577935109,216.45455353221232,227.58097292042993,232.0204945155735,227.6408375309276,223.56597374908625,224.74339675003975,222.2242989823571,223.54046023589387,197.92377732960506,221.35522485984671,243.54474309175075,245.62083599674324,233.2399256740888,223.24529610079384,221.33195993514363,217.78564712479778,223.64203856404393,229.7934146209316,225.58183317037626,225.64952273651508,224.1032810585738,221.23221408827632,216.13372461317752,208.82463907043459,204.5775755574078,204.90473123409674,193.45328800909567,186.33566691672564,190.20920296811047,190.0806160275877,183.16778638746553,207.36732768996885,210.07723597405302,198.81731873606358,187.64564084794404,179.80246969011998,173.90315160126912,174.00536036594374,175.1202322917937,178.57822813698297,204.23736271447143,203.83451857463933,238.75706490956676,228.29741702638944,224.94884337107808,220.61320301983443,212.38830166802578,200.53242237969383,192.00105812885505,167.5326879907117,157.98817308169666
5,1986-08-31 14:03:16+00:00,201.10655109458838,183.33453282478445,150.0712651919484,,,,,,,143.00599230891905,152.36419962536837,172.14095391707414,178.61404411807385,174.50452730460452,177.65884702577642,187.0287533352136,180.93311075612894,195.3674389271404,186.89787078310377,197.78431783368825,213.69749440099238,205.95095691758996,210.3550426260004,196.58873396824956,209.10394597690922,198.55582900312834,210.6698493079285,195.65861188486238,205.61418522698273,224.8927494164275,219.81425547457823,213.87695973707966,207.76010452881735,211.56515621197894,206.39770773640012,213.48173664409128,204.97840572217413,197.1626931330082,216.19468333568835,215.9366263464835,198.53066038284348,196.59257141630815,189.70657048649716,189.46342422072902,195.75638181417295,188.2353661809008,172.41831410082563,171.12109537894338,181.0967310544436,175.76735782495797,194.57129110657561,197.47653177758963,184.012945842747,174.3883285940153,169.48052083395515,160.60490746977152,167.4541684268668,163.60981438737232,160.17801171103318,179.54326110937137,186.00843866598422,210.8902496627061,,196.56246965219617,,185.89781806855828,173.9091082014969,170.484249497438,145.17094566863028,151.25622906714912
6,1986-10-18 14:01:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0275174337314,210.32847581017356,236.57156655576082,223.78576927778968,225.13019916657473,213.08021717504877,217.32348040220992,202.99336264150895,213.11079074861632,205.46468891215275,185.95003493820988,210.64429186534622,224.87017992949973,205.0675553139518,196.45803582817447,182.4012104358121,184.3900159982039,189.31307875010378,193.70999765517652,176.9693294323835,168.789461252305,179.07294460135031,172.74372501626982,188.74989681198974,190.87758510767236,181.38847845596945,177.84653001173734,175.54304832077003,158.92355039973464,164.0202503186622,164.49875825294598,169.23061040403473,194.93684526006902,175.1105712404625,219.52166544674498,204.4144906207311,210.92344610905874,194.20448935331726,195.81212955905096,194.3665290271654,177.16120600690795,155.9782237622697,150.81076446293685
7,1986-12-21 14:01:13+00:00,211.15901279820932,203.2193345997824,195.3773936505157,181.5299512610235,184.39491606447683,176.86323443300347,171.77434106930022,175.8375868115387,183.74205902241243,188.42861209365498,,200.1669950096413,196.29349900707805,194.53839824201398,197.87515731754726,198.16132897004758,202.99193359092934,208.3309570760182,208.67589747464945,218.1721407523997,237.10447583675884,243.70613198817097,232.36987599886592,226.5960675202426,231.74785541786494,226.43923644196113,230.64558380709096,234.49676273952306,244.79569715710386,250.32751728998616,246.4201153043036,228.46930106188748,224.3220350435951,222.32511543277087,226.70082751089362,227.0552826517228,227.11942311637495,220.38025230648623,227.74389378727508,225.10573334331463,213.1741637760349,210.33972509142237,210.7067101382594,195.6847751931886,199.6809406647315,203.82593869351948,188.40707738526126,181.49775210089467,187.82059657005394,187.59789412285426,194.02991911313103,196.93945295815521,180.28947038461482,182.94440698559455,180.72864844717404,174.51740390448322,172.86620642702724,172.62412771678922,181.22916507197402,192.7303910660007,208.4977197675211,220.9931860627364,221.16527704472398,222.0587336640813,225.2855345547736,222.70453092636748,208.73862662301272,202.05876078186319,183.2800655496094,174.3655276863129
8,1987-01-15 13:55:47+00:00,209.61754344742818,204.36666249654056,188.43269664983816,163.19961871642133,173.15671165955087,181.40502322473284,180.2110150047701,183.20166123239886,192.65510534434625,195.81926425058504,,212.17524172458707,204.80065781045568,202.37977502723135,206.52196127513693,207.5016979938552,201.85636232259552,201.8242943396523,199.7930205453432,212.0582901457074,230.89832793401303,237.1730007027887,229.00526662589385,218.60349323636723,219.39068072780756,219.71706673047757,222.6955152035419,215.41582474057606,222.2768254906018,242.3410535132775,238.98254329328012,230.35802460390357,227.59060299757516,225.42392001438878,218.88096739424802,223.70123683888784,224.82689422773672,217.87449354025318,217.67177583996113,219.54354115159623,215.3903678302,,215.04850935200423,198.3256822690914,203.04208125135875,205.1684433327092,192.43314655512734,181.9885630672091,187.24991111280397,181.24250026438457,193.0227200790564,197.08389433768528,192.49541881664211,190.1701724624447,188.39420687814325,176.67242599010905,174.38247099147392,175.0028836008202,188.49010964860116,198.82182913777413,207.0415244658823,223.3210084688887,222.81087709854103,226.58109413229943,224.89376390427682,224.04167992040004,217.13910866196414,208.7021158648194,182.64581174762367,169.77148908543472
9,1987-01-22 14:02:09+00:00,217.24309853263208,207.6185459159616,201.06910847436788,178.38774252367034,181.21010425061388,180.85657326358688,182.02660688725507,194.08392822368523,199.78812292205185,207.36667199241705,,219.19534810960727,210.52059226519788,207.90107943944975,212.26535836788665,214.4402180862826,212.06434610909534,206.65280076384863,205.29605245233762,218.72649651210875,239.0971337949484,244.1035249940471,234.44375514893792,226.71797757256834,225.69366013800425,223.7323091073129,227.49677885484147,231.74290814852986,238.517883728191,249.4479952816832,244.1043484824298,232.4041001684877,231.2478106276104,231.28784483009653,230.06931644869422,230.86315355435926,234.8214977862738,229.43993555438203,227.34105652250256,233.26784171030422,225.22689812255598,221.17108180005542,216.99522333953627,208.76002180863935,211.40571388887176,205.27638394593666,196.5648036239835,187.60323073834763,198.0041181202051,192.24283737344993,198.35382902948027,200.93813512633284,194.8785898158339,185.8318902614218,182.1212215875754,182.069569034853,183.24471946808063,179.49455123065204,194.41273846032433,196.62946780253552,207.54744829443973,224.7188087060793,227.55796534393423,230.69019568548117,230.94655257655938,226.52507290811218,212.1830621990033,207.65625028890216,183.10110646112554,180.38386803785355
