,dates,aus0137-0000,aus0137-0001,aus0137-0002,aus0137-0003,aus0137-0004,aus0137-0005,aus0137-0006
0,1987-05-22 23:07:20+00:00,184.48866461449398,192.89420323412614,176.97347871741258,,190.74882947550464,155.25796859185533,159.11419695406263
1,1987-09-11 23:10:05+00:00,186.49111987729896,193.61854949980025,192.78029200974393,,203.63126877249474,168.99791267713272,181.97795623468733
2,1987-09-27 23:10:27+00:00,216.12043213405457,219.25490624904515,209.03045450623267,,213.58520403795694,201.71173878061404,195.8375935951193
3,1987-10-06 23:04:27+00:00,195.598794476759,194.53116678802553,189.44901488626203,214.4135786536463,205.46163660438705,175.4903428975391,172.4785982714187
4,1987-10-22 23:04:43+00:00,199.85554501274936,197.18768452594392,190.62063409627146,222.69865378456205,210.76149752646333,176.8499405811731,175.39077333238575
5,1987-10-29 23:11:01+00:00,210.96880895766483,209.92970788448915,188.53593190406633,,200.40869811417366,176.33866989911024,167.87535315701854
6,1987-11-14 23:11:23+00:00,197.1522979765661,198.16877128963216,184.21369221542506,,197.1077271154708,169.5990075946245,171.16563053332476
7,1987-12-16 23:11:53+00:00,,221.968543994003,204.8037988579502,,218.3585912047507,189.27735563405778,195.1619479550354
8,1988-02-18 23:12:59+00:00,194.4527422803462,192.0677092257577,189.67881112444238,239.6267665531521,201.74902740483876,160.80476912162004,172.45692676744864
9,1988-04-15 23:07:14+00:00,177.29703049991497,188.66470779298885,170.26963291793922,200.6129649951951,194.80589652870393,167.2196392478667,169.38288846068457
10,1988-04-22 23:13:28+00:00,183.57988394450044,188.98051184707882,169.82647722378587,,202.99293175495586,170.8253318891241,167.79650163537056
11,1988-05-08 23:13:38+00:00,174.79173241765383,175.80905763547233,164.23412378518057,,196.58464190214798,173.6942282825344,181.19079408759012
12,1988-06-09 23:13:51+00:00,164.06197762718554,179.4366702736179,172.6000746240565,168.62065560211965,197.6231479714337,182.37559247429147,173.99677865356028
13,1988-06-18 23:07:44+00:00,157.46740017760564,170.15451032044305,164.6841562257561,169.83635978621692,193.74495823582274,161.08848427242057,159.5468549667911
14,1988-06-25 23:13:57+00:00,175.74654370498584,188.39473322992126,186.58435757684433,,199.54062566757727,188.17147733221626,179.63555073360195
15,1988-07-27 23:14:02+00:00,153.95787866813833,162.65481396611887,160.79010704258624,166.43346609986293,194.07527849856393,145.99019357942515,156.79342200431122
16,1988-08-28 23:14:06+00:00,180.49958816596845,184.74595858152952,178.66341346244414,208.42850636630922,199.8773458049437,181.04551523225226,177.33814861514102
17,1988-09-29 23:13:57+00:00,201.8725237474924,183.41200818888302,181.19403331180362,220.28001314618245,205.24298604999709,188.62247853291382,188.91385483572546
18,1988-10-08 23:07:45+00:00,195.23166317769247,184.43155164202207,177.79682142960317,208.98588244714267,207.88137663748077,185.34454301733163,189.16162244242815
19,1988-12-02 23:13:51+00:00,,198.8225788247285,200.69302375622047,,212.28608266756152,196.4213998286664,171.54053370839713
20,1989-01-03 23:13:38+00:00,199.57131531639627,168.52632952934263,160.10367943470794,173.62313961316408,188.7880145289099,160.34498128719588,159.48385010649338
21,1989-01-19 23:13:18+00:00,210.0160851106856,183.13537573690226,178.92524844420856,213.3447523279958,202.5661137613609,177.82988979385573,173.33098948329902
22,1989-03-08 23:12:51+00:00,175.80008355301277,181.13880899544273,173.7238284264966,225.14336403859886,197.97502994385226,185.58552615040412,176.20684920165687
23,1989-06-12 23:11:17+00:00,153.00655470025475,165.3406597726601,,,204.14441179769483,157.37242011060385,157.61360441696024
24,1989-06-28 23:11:01+00:00,155.4375751283518,165.41836434754407,159.18192427883307,,210.67256517335372,163.59844735352567,153.43853203626503
25,1989-07-07 23:04:39+00:00,162.38175357697247,167.72228280327465,160.6438656933002,,216.0440244059453,167.49763238030846,163.1696492349132
26,1989-07-14 23:10:41+00:00,155.0639680016051,157.61443916469128,150.22105775578794,135.7608829465909,204.9593347489826,149.09445576234995,156.6107048225197
27,1989-07-23 23:04:20+00:00,,164.67759468058543,179.02739588582202,,217.29706570545852,172.7926380158649,161.8874418815908
28,1989-08-08 23:04:00+00:00,163.006313319113,160.82117608205138,157.97242158089264,170.0860002155388,208.27337629750988,161.80443862755718,157.74129118981682
29,1989-08-15 23:10:00+00:00,153.1276502888246,157.32672882834188,138.23268979442057,157.55577687147758,195.05658281478054,151.07097921664032,147.19606302647284
