dates,sar2127-0000,satname
1999-08-05 09:52:52+00:00,247.53,L7
1999-08-12 09:59:01+00:00,243.49,L7
1999-08-21 09:52:49+00:00,244.81,L7
1999-08-28 09:58:41+00:00,246.13,L7
1999-09-13 09:58:59+00:00,247.73,L7
1999-09-22 09:52:53+00:00,248.69,L7
1999-09-29 09:58:45+00:00,248.48,L7
1999-10-08 09:52:59+00:00,248.86,L7
1999-10-31 09:58:37+00:00,248.02,L7
1999-11-09 09:52:52+00:00,246.12,L7
1999-11-16 09:58:37+00:00,245.17,L7
1999-12-02 09:58:32+00:00,243.99,L7
1999-12-11 09:52:53+00:00,243.12,L7
1999-12-18 09:58:40+00:00,242.01,L7
2000-01-03 09:58:33+00:00,241.07,L7
2000-02-04 09:58:30+00:00,240.48,L7
2000-02-13 09:52:41+00:00,240.98,L7
2000-02-29 09:52:35+00:00,240.15,L7
2000-03-07 09:58:18+00:00,240.93,L7
2000-03-16 09:52:31+00:00,239.25,L7
2000-03-23 09:58:44+00:00,239.25,L7
2000-04-24 09:58:27+00:00,238.48,L7
2000-05-03 09:52:12+00:00,239.46,L7
2000-05-19 09:52:01+00:00,241.47,L7
2000-06-04 09:51:49+00:00,243.30,L7
2000-06-11 09:57:36+00:00,244.03,L7
2000-06-20 09:51:46+00:00,245.99,L7
2000-06-27 09:57:49+00:00,246.29,L7
2000-07-06 09:51:32+00:00,248.01,L7
2000-07-13 09:57:37+00:00,247.58,L7
2000-07-22 09:51:16+00:00,247.97,L7
2000-07-29 09:57:19+00:00,247.64,L7
2000-08-07 09:51:02+00:00,248.55,L7
2000-08-14 09:57:13+00:00,248.91,L7
2000-08-23 09:50:57+00:00,248.86,L7
2000-08-30 09:56:38+00:00,249.19,L7
2000-09-08 09:50:41+00:00,247.72,L7
2000-09-15 09:56:19+00:00,249.09,L7
2000-11-02 09:56:06+00:00,248.09,L7
2000-11-27 09:50:19+00:00,246.79,L7
2000-12-04 09:56:03+00:00,245.40,L7
2000-12-13 09:50:21+00:00,244.68,L7
2001-01-05 09:56:33+00:00,242.41,L7
2001-01-21 09:56:15+00:00,240.65,L7
2001-02-06 09:56:08+00:00,239.78,L7
2001-02-22 09:56:07+00:00,238.03,L7
2001-03-03 09:50:17+00:00,237.88,L7
2001-03-19 09:50:10+00:00,238.97,L7
2001-04-04 09:50:00+00:00,239.91,L7
2001-04-11 09:56:14+00:00,240.28,L7
2001-05-13 09:55:39+00:00,241.15,L7
2001-05-22 09:49:48+00:00,241.99,L7
2001-05-29 09:55:55+00:00,243.86,L7
2001-06-07 09:49:35+00:00,245.41,L7
2001-06-14 09:55:43+00:00,246.08,L7
2001-06-23 09:49:22+00:00,246.65,L7
2001-06-30 09:55:29+00:00,246.44,L7
2001-07-09 09:49:19+00:00,247.61,L7
2001-08-01 09:54:52+00:00,249.09,L7
2001-08-10 09:48:54+00:00,249.49,L7
2001-08-26 09:48:43+00:00,250.39,L7
2001-09-02 09:54:23+00:00,249.82,L7
2001-09-11 09:48:31+00:00,250.06,L7
2001-09-18 09:54:11+00:00,249.96,L7
2001-09-27 09:48:22+00:00,249.53,L7
2001-10-13 09:48:08+00:00,250.08,L7
2001-10-20 09:54:02+00:00,249.04,L7
2001-10-29 09:48:14+00:00,249.04,L7
2001-11-05 09:54:31+00:00,248.29,L7
2001-12-07 09:54:17+00:00,245.57,L7
2001-12-23 09:54:25+00:00,244.35,L7
2002-01-08 09:54:52+00:00,242.72,L7
2002-01-17 09:48:45+00:00,241.88,L7
2002-02-09 09:54:38+00:00,240.43,L7
2002-02-25 09:55:04+00:00,239.09,L7
2002-03-13 09:55:01+00:00,238.84,L7
2002-04-14 09:54:56+00:00,236.61,L7
2002-04-23 09:48:42+00:00,238.68,L7
2002-04-30 09:54:34+00:00,238.61,L7
2002-05-09 09:48:46+00:00,239.99,L7
2002-05-16 09:54:51+00:00,241.19,L7
2002-05-25 09:48:37+00:00,241.91,L7
2002-06-10 09:48:30+00:00,243.69,L7
2002-06-17 09:54:38+00:00,243.46,L7
2002-06-26 09:48:22+00:00,245.07,L7
2002-07-03 09:54:34+00:00,244.80,L7
2002-07-12 09:48:20+00:00,246.21,L7
2002-07-19 09:54:03+00:00,247.72,L7
2002-07-28 09:48:12+00:00,246.88,L7
2002-08-04 09:53:55+00:00,246.97,L7
2002-08-13 09:48:07+00:00,247.70,L7
2002-08-20 09:54:16+00:00,248.06,L7
2002-09-05 09:54:07+00:00,249.27,L7
2002-09-30 09:47:41+00:00,248.20,L7
2002-10-07 09:53:26+00:00,247.86,L7
2002-10-16 09:47:41+00:00,248.25,L7
2002-12-26 09:54:29+00:00,244.98,L7
2003-01-04 09:48:17+00:00,244.07,L7
2003-01-11 09:54:07+00:00,243.24,L7
2003-01-27 09:54:37+00:00,241.88,L7
2003-02-28 09:54:49+00:00,238.72,L7
2003-03-25 09:48:35+00:00,238.43,L7
2003-04-01 09:54:27+00:00,240.44,L7
2003-04-17 09:54:29+00:00,238.77,L7
2003-04-26 09:48:42+00:00,240.42,L7
2003-05-03 09:54:54+00:00,241.31,L7
2003-05-12 09:48:41+00:00,242.78,L7
2003-05-19 09:54:48+00:00,243.73,L7
