,dates,jap0283-0000,jap0283-0001,jap0283-0002,jap0283-0003,jap0283-0004,jap0283-0005,jap0283-0006,jap0283-0007,jap0283-0008,jap0283-0009,jap0283-0010,jap0283-0011,jap0283-0012,jap0283-0013,jap0283-0014,jap0283-0015,jap0283-0016,jap0283-0017,jap0283-0018,jap0283-0019,jap0283-0020,jap0283-0021,jap0283-0022,jap0283-0023,jap0283-0024,jap0283-0025,jap0283-0026,jap0283-0027,jap0283-0028,jap0283-0029,jap0283-0030,jap0283-0031,jap0283-0032,jap0283-0033,jap0283-0034,jap0283-0035
0,1984-05-24 01:09:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1984-06-09 01:09:32+00:00,,,,,,,,,,,,,,,,144.47042711733005,135.7114469246701,135.79670599998414,135.19028608865824,129.99109724875944,127.65435772998165,128.00093484619876,123.66690178014922,125.40192613833078,111.17343041439167,114.61167053957323,116.08765316850771,107.52718740427171,107.50718801945405,110.63694691710873,106.44608647749595,110.24697561017304,108.59441793968116,107.57591802264712,99.08759564156745,121.7729490455759
2,1984-07-27 01:10:28+00:00,164.7994228880793,158.55277446160898,150.09484469303558,150.90552409922964,147.9706413469002,145.5188344678737,144.31938065270566,127.87617976705558,136.79269681896665,143.38677168575924,136.80854605035154,140.2661507264327,134.84594548671805,138.0246603513782,145.50972742020056,153.70438907561888,138.9486313356241,140.9568391336934,143.08340328808532,134.39539499351747,138.79953813145772,138.8353073884346,141.109434569948,136.44908872851062,130.16793213545435,130.44731759169957,135.30653413841708,126.52775389702649,120.73080746397336,120.1699833462859,120.68207587309153,125.3799988145704,120.42491410227316,118.32405333109426,119.61507742470272,128.4098081291833
3,1984-09-22 01:05:16+00:00,173.23118081662392,169.37845496116717,165.3797818639884,166.60621674957991,161.97107431121967,155.00192321752783,148.48478534132323,152.53743019825774,141.3194288918824,150.12125524705047,146.5447300101352,142.3541040507609,150.85329036886222,157.0901341026655,160.2413879025458,161.1441168053183,157.1825253359745,155.90929892762333,157.00129038629547,149.5984118264234,149.98310875163736,148.30623990487763,149.7789958802477,141.338272938291,141.81732388378367,135.92078414860123,139.17252583895066,132.15798188210925,127.93834317321964,129.4290247945919,131.9755573747213,134.8919956685539,135.0745537810305,134.34989436959694,131.56303098703304,127.49189033768809
4,1984-10-08 01:05:16+00:00,172.11189757813816,163.55880013260762,162.56754779579185,157.29452972113356,157.6352240091556,145.4578348638851,150.1266209955028,150.83739747825317,140.23434364609074,143.98037245787393,138.48068232327802,139.38543166271785,140.2599904195213,150.6935165600484,153.86848305958142,153.3432539543891,144.30256716850386,146.15178999671465,141.38504981324908,142.74711041687067,143.0734510569097,148.23847082766832,145.1506971463138,140.7341711196238,135.0083815547908,133.67483050796156,133.57642912348658,133.08906265959206,124.80775485385477,130.6451651581526,131.02531315360437,130.72554833326745,131.97367835052046,125.87583266405859,125.82081761006513,123.75798515344184
5,1984-10-24 01:05:11+00:00,,,,,,,,,131.06128028823775,128.28995404089028,116.62372233701771,117.15724303067762,128.15605765177958,131.50264245771322,139.09461689982953,133.17428113195828,127.12288077977492,111.65406276310445,,,,111.57900723414272,120.09067686348061,117.27273806930344,113.83616027557352,120.95336394602651,130.75788943800936,128.6345744254557,119.73934217846379,121.32547366302208,126.49774575632945,127.14264121612752,123.91651216325663,122.75829707249909,120.64996453767571,120.14267707640268
6,1984-10-31 01:11:19+00:00,168.5985737803785,161.17805204089888,152.29294549419666,153.88579221812827,156.58980675248893,145.5193002367756,140.3260327102735,142.63137331431415,145.1251763528135,141.46026675160587,135.27218591815645,135.4198322615188,139.89766163027258,143.46529710875086,151.95789197146775,151.93752343813895,148.34535232931927,145.92754397723667,144.09511063231307,142.33602917945404,141.37946216559516,144.14050215084833,138.9615342313262,135.0664873987046,131.76531482094788,135.57188156307572,131.6996419981871,131.75602250315433,129.450865498247,125.24419218758166,128.05877715812565,135.24914052400487,130.53107775821698,129.1336337591624,125.36448271284019,124.55855510589544
7,1984-11-09 01:05:04+00:00,157.58605393285075,154.35923290957726,141.47585970061093,141.080856269516,141.276215139597,,125.97697515344919,124.81250715671442,130.74624854366772,128.06794218924023,124.38003079338452,127.71061443408516,127.97148385502564,136.7012574668806,137.1678208607787,137.4535445762534,135.37916966481475,136.11174925409,128.95603913563366,133.30517070814108,127.20358980056527,131.89293705009962,125.77883730495728,122.2490401007016,118.95252213911417,120.46479954196167,125.01641524216174,121.1858122506772,119.0983755517866,117.54864975937926,118.21666125779038,126.28991485938738,119.24186650135712,119.81260238415463,117.49396137995667,115.16068714429574
8,1985-01-12 01:05:29+00:00,161.34341500780528,155.376242797099,139.22943782555083,138.711961156514,134.06764213997087,,119.6212424359722,,121.59033480406718,123.45665386173832,118.06765654284303,115.72526436787426,124.22787344364222,128.71632372011504,125.83879450850006,131.99949175254795,125.21540197807059,123.25929730661058,124.93658595205353,125.20368334452377,126.31705649698289,126.79915948146254,118.914704169999,117.89506878234023,115.64799756814818,116.38351587989084,118.33335787465953,113.12448176875861,116.70716489371088,113.22668156464695,115.03106461528903,112.96333676144498,114.72307489978637,117.54839215771806,124.5862340540347,129.4454634210642
9,1985-01-28 01:05:33+00:00,152.41417750423136,150.5736114463036,137.88843191396379,134.18337995771884,131.25612491382597,,111.54054728409,101.48838684735753,121.30719062861269,113.32811286441492,110.96942064932895,113.49361680645471,119.53383982348583,123.43388867881693,126.30340218670287,132.30641825705447,129.47443655691146,126.38314404419039,122.14128049901328,120.32636200163876,118.06043962411356,126.02374812810756,113.9263699244284,117.0255694856137,109.47809230812317,111.56453119976342,108.60716339440032,105.45555650524922,103.93758569142449,107.76370004432398,110.52350554797285,110.84350170580598,115.42605473730335,104.07589911046846,105.2025781229585,109.28154479493261
