,dates,jap0283-0000,jap0283-0001,jap0283-0002,jap0283-0003,jap0283-0004,jap0283-0005,jap0283-0006,jap0283-0007,jap0283-0008,jap0283-0009,jap0283-0010,jap0283-0011,jap0283-0012,jap0283-0013,jap0283-0014,jap0283-0015,jap0283-0016,jap0283-0017,jap0283-0018,jap0283-0019,jap0283-0020,jap0283-0021,jap0283-0022,jap0283-0023,jap0283-0024,jap0283-0025,jap0283-0026,jap0283-0027,jap0283-0028,jap0283-0029,jap0283-0030,jap0283-0031,jap0283-0032,jap0283-0033,jap0283-0034,jap0283-0035
0,1984-05-24 01:09:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1984-06-09 01:09:32+00:00,,,,,,,,,,,,,,,,141.19427709857297,133.42806963886972,133.2849909856037,133.15376040132276,127.70771996295906,125.56126188466465,125.71755756039838,121.63037609281375,123.24902755457613,108.89005312859129,112.32829325377284,114.10472026241791,105.24381011847133,105.22381073365366,108.35356963130835,104.16270919169557,107.96359832437265,106.23968511369952,105.42301943889247,96.9346970578128,119.48957175977552
2,1984-07-27 01:10:28+00:00,159.2729474944523,153.02629906798197,144.56836929940857,146.10621652055355,142.4441659532732,139.43971153488397,138.95544865300886,122.51224776735876,127.67401241948207,135.78786801952208,130.51979818863802,135.05547392672722,129.31947009309104,131.94553741838848,138.49535480521243,145.77509829345837,133.4221559419971,134.87771620070367,138.15438469376934,128.86891959989046,133.7336023539663,133.30883199480758,136.18041597563203,131.23841192880514,124.64145674182733,124.92084219807255,130.50722655974099,121.00127850339946,115.20433207034634,114.64350795265888,115.15560047946451,119.85352342094338,114.7257363525953,113.11337653138878,114.40440062499724,122.88333273555627
3,1984-09-22 01:05:16+00:00,168.2296773227985,164.37695146734174,160.37827837016297,162.2628058207315,156.96957081739424,149.50026937431986,143.63038489143383,147.68302974836834,133.06694812707045,143.2441879430405,140.8533639654373,137.63840075658263,145.8517868750368,151.58848025945753,153.89332577576735,153.96804657504703,152.18102184214908,150.40764508441535,152.5404899728836,144.59690833259796,145.39839721563072,143.3047364110522,145.31819546683582,136.62256964411273,136.81582038995825,130.9192806547758,134.82911491010225,127.15647838828382,122.9368396793942,124.42752130076646,126.97405388089585,129.89049217472848,129.916753303023,129.63419107541867,126.84732769285478,122.49038684386265
4,1984-10-08 01:05:16+00:00,168.52890819308257,159.97581074755203,158.98455841073627,154.18298630779583,154.0522346241,141.51654654032396,146.64901365118416,147.35979013393452,134.32241116074903,139.0537620534225,134.403487505801,136.00718452823688,136.67700103446572,146.75222823648727,149.32084268624166,148.20244309757024,140.71957778344827,142.21050167315352,138.1894106319833,139.16412103181509,139.78904412060876,144.65548144261274,141.955057965048,137.35592398514282,131.4253921697352,130.09184112290598,130.46488571014885,129.50607327453648,121.2247654687992,127.06217577309702,127.4423237685488,127.14255894821189,128.2787205471819,122.49758552957762,122.44257047558416,120.17499576838627
5,1984-10-24 01:05:11+00:00,,,,,,,,,126.05511235435614,124.11814742932226,113.17119272744418,114.29657563988812,125.1220164797301,128.1651971684588,135.24371848915135,128.82109162423512,124.08883960772545,108.31661747385003,,,,108.54496606209325,117.38464014246352,114.41207067851394,110.80211910352405,117.91932277397704,128.1230642096506,125.60053325340623,116.70530100641432,118.29143249097261,123.46370458427998,124.10860004407805,120.78765720458061,119.89762968170959,117.78929714688621,117.1086359043532
6,1984-10-31 01:11:19+00:00,169.5953217048251,162.17479996534547,153.28969341864325,154.75138909988453,157.58655467693552,146.61572295366685,141.29346451929518,143.59880512333584,146.76981042815038,142.83079514771995,136.40641631494051,136.35962316171128,140.89440955471918,144.56171982564211,153.22299510634227,153.36764002538843,149.34210025376586,147.02396669412792,144.98410202438706,143.33277710390064,142.29314776300453,145.13725007529493,139.8505256234002,136.0062782988971,132.76206274539447,136.56862948752232,132.56523887994337,132.75277042760092,130.4476134226936,126.24094011202826,129.05552508257225,136.24588844845147,131.55897405530254,130.07342465935488,126.30427361303269,125.55530303034203
7,1984-11-09 01:05:04+00:00,156.98264837574678,153.7558273524733,140.87245414350696,140.55684618045203,140.67280958249304,,125.39131681861299,124.22684882187822,129.7506293744462,127.23825954822227,123.69339688357657,127.14168919452999,127.36807829792167,136.03751135406625,136.40195996137751,136.58778877693032,134.77576410771078,135.44800314127565,128.41786661173012,132.7017651510371,126.65046803988663,131.28953149299565,125.24066478105374,121.68011486114644,118.3491165820102,119.8613939848577,124.49240515309778,120.58240669357323,118.49496999468263,116.94524420227529,117.61325570068641,125.68650930228341,118.61960452059367,119.24367714459946,116.9250361404015,114.55728158719177
8,1985-01-12 01:05:29+00:00,164.7959956805666,158.8288234698603,142.68201849831215,141.71025489864883,137.5202228127322,,122.9722766183582,,127.28709291412335,128.20395228678512,121.99645523943349,118.98055471647778,127.68045411640354,132.51416246015248,130.22091613162019,136.95319445694463,128.6679826508319,127.05713604664803,128.015914660192,128.65626401728508,129.48192211368075,130.25174015422385,121.99403287813747,121.15035913094376,119.1005782409095,119.83609655265215,121.33165161679435,116.57706244151993,120.1597455664722,116.67926223740827,118.48364528805034,116.41591743420629,118.28354871857148,120.80368250632158,127.84152440263823,132.89804409382552
9,1985-01-28 01:05:33+00:00,155.07405495500038,153.23348889707262,140.5483093647328,136.49327353338666,133.916002364595,,114.1221930451305,104.07003260839804,125.69598842238155,116.9854443592223,113.9961777484799,116.00150126003692,122.19371727425484,126.35975387466283,129.679400489602,136.12276416467958,132.13431400768047,129.3090092400363,124.51360363078022,122.98623945240776,120.4986606206518,128.68362557887656,116.29869305619535,119.53345393919591,112.13796975889217,114.22440865053242,110.91705697006813,108.11543395601822,106.59746314219349,110.42357749509299,113.18338299874185,113.50337915657498,118.16905335840889,106.58378356405066,107.7104625765407,111.94142224570162
