,dates,per0081-0000,per0081-0001,per0081-0002,per0081-0003,per0081-0004,per0081-0005,per0081-0006,per0081-0007,per0081-0008,per0081-0009,per0081-0010,per0081-0011,per0081-0012,per0081-0013,per0081-0014,per0081-0015,per0081-0016,per0081-0017,per0081-0018,per0081-0019,per0081-0020,per0081-0021,per0081-0022,per0081-0023,per0081-0024,per0081-0025,per0081-0026,per0081-0027,per0081-0028,per0081-0029,per0081-0030,per0081-0031,per0081-0032,per0081-0033,per0081-0034,per0081-0035,per0081-0036,per0081-0037,per0081-0038,per0081-0039,per0081-0040,per0081-0041,per0081-0042,per0081-0043,per0081-0044,per0081-0045,per0081-0046,per0081-0047,per0081-0048,per0081-0049,per0081-0050,per0081-0051,per0081-0052,per0081-0053,per0081-0054,per0081-0055,per0081-0056,per0081-0057,per0081-0058,per0081-0059,per0081-0060,per0081-0061,per0081-0062,per0081-0063,per0081-0064,per0081-0065,per0081-0066,per0081-0067,per0081-0068,per0081-0069,per0081-0070,per0081-0071,per0081-0072,per0081-0073,per0081-0074,per0081-0075,per0081-0076,per0081-0077,per0081-0078,per0081-0079,per0081-0080,per0081-0081,per0081-0082,per0081-0083,per0081-0084,per0081-0085,per0081-0086,per0081-0087
0,1986-03-16 14:48:34+00:00,192.24349457098452,192.7579558472317,197.577445377819,201.83626707800352,203.64695573182405,213.15263659269772,212.95290895816152,214.50870562977906,202.3976954278228,197.24598215636973,208.24448796798117,213.66635954691282,227.78629428517024,236.6703202482207,,,,,,,,,291.1175419805605,291.8821899161536,298.1844386643556,277.275143949329,,222.51813412522876,208.56634827603642,212.14953442247923,217.87364062779739,,,,,,210.46786834065185,,,,186.40548135505145,183.70567408106433,168.05266284921004,147.04624595597232,142.28813774916784,134.58601599761235,125.60173305380611,,,132.26103668848305,144.25592936641155,149.28184492820023,155.5457712815503,158.13702280896464,158.61151845195033,144.32192870028416,,,,,180.8951983295311,184.55844494006467,184.36941947763682,184.1512861653142,193.55971637553245,203.37973740939444,197.23792718288047,195.95083679026303,189.88224098833504,184.09945401913436,185.5819312341476,184.99490999963655,185.24587016553872,180.99668856188575,185.8762063595598,188.8095252417688,188.16202405816023,193.4105720004647,202.93974400853088,208.62017717751743,219.06571002384652,230.40596823041753,,223.44852162301575,215.6710783607474,210.9330914250111,211.09069416121116,201.30337423700126
1,1986-05-03 14:47:30+00:00,159.89621665936752,189.05786525412955,194.67462085529843,195.36354011108102,193.09671988334455,206.29746775807698,206.88578949345055,201.70727180308353,199.46432067521903,193.14496826202875,199.98033775866185,194.24797771069908,195.0552620089823,,,,,,,,,,,,,,,,196.2290069794874,189.37162171264768,182.8205576405615,182.20703057245476,,,,,,,,,161.92199095737405,170.65123739921566,149.236262332559,128.5537642729884,118.39678178195905,113.85742090832673,87.19241843173127,74.27188148930584,,,,,,,,112.3095939387873,98.22120385508521,101.644458063446,102.64667484885659,,143.84217912428164,162.77862715456914,162.63813849674025,169.53500077752838,174.61673902852678,169.22317587054744,158.44149746054356,159.69782378512824,149.9692241135775,153.9832736485225,157.7099444812097,156.86306356669635,156.14456399026494,152.59574698527413,159.80146631286138,159.596095666069,163.09360711756491,157.24497713308526,168.74405264642084,170.64767859488302,183.33304659308868,187.98403669213215,186.6572062548998,189.0740335007521,198.0224475365938,201.21660770807082,197.31960701090395,196.4231122663386
2,1986-09-08 14:43:16+00:00,179.2966367162845,190.9600098481844,194.92005480086067,194.92413299111863,201.4976636337224,212.23018530576527,213.05453429702652,216.12095471075017,207.3262345063757,198.915404149712,192.92931482684452,198.0934073093139,198.2456356823404,210.14006027498166,219.13906076936252,238.68294681621302,263.49198792494707,265.7599997885749,262.7231676847894,281.98076805009487,289.3666436782335,294.6651543887797,288.67480641614543,273.1783721865248,263.7559495863803,249.75578321686837,240.19770248309666,226.1107267516789,210.57103256536882,200.08528485233555,184.9763498342078,190.9151374818871,,,,208.29491106193566,184.68979279480192,171.73547529487956,163.77604218754036,167.22924051122416,175.61066875215363,170.78660078294754,159.8858281163172,142.20495974715644,128.69486005668125,113.29786417816331,104.31770165193487,93.20206810364203,87.91623848186671,93.37950081020682,104.04367056172937,117.7854803987164,133.73266870260338,142.2328711086871,139.3905632213548,121.63644557465626,112.3654181833637,109.34288620254054,120.66655010396212,,145.5104307152983,151.4765354071291,154.57194828983648,155.65280536270947,167.09717093297877,172.58545222176707,168.42752096524717,166.70813427266796,163.93853537350347,160.72855442643973,155.55914485459945,154.28034804144664,158.40660454004973,160.45678957338023,158.83500214542028,160.56595408751085,162.18021018372352,162.14037914785035,158.34863472028798,180.25333249108098,186.47726483228413,192.41995147372896,199.50949878766218,198.81925550357752,202.9251124808204,204.23292396365267,208.10769848988193,206.82943895636487
3,1987-04-04 14:45:05+00:00,174.1115719310076,189.09437684105288,197.7844060723022,190.6132067022473,194.27736980894235,212.19669170700465,213.50234532977632,210.53829979267724,210.77761965552142,208.92942531956587,208.02531455987585,205.92277635203442,208.2288686343664,217.54665746499194,224.32494574602342,231.9124705063307,247.62549152089116,249.4055905324199,250.09440199306593,262.9345335507868,278.9105031101084,282.63227656424834,277.53995056255053,275.7744928975837,282.78299815432257,266.4333043011751,244.46291585188064,234.22286318127667,224.24053861871482,219.11675611812956,225.63947645529603,237.92896982160187,253.61419932950193,278.5993271792272,268.76312122901385,245.3652380161791,217.3271551283836,199.85694177229493,191.68716655834413,193.26364088570568,197.9771380677761,188.4570182016428,174.17632078784436,152.33454659738322,144.42126803664203,130.10892326239045,109.61407466091664,110.11417711210271,107.11298726229343,106.6111167765787,126.42352091631275,135.19901769864813,157.73893884379112,168.90553212290155,178.10446303217515,169.45955300908287,165.96888751142245,,182.93002335597717,201.22927680194968,204.97309173240785,200.71020468288265,190.3312565610245,185.7480887278901,194.16386958081387,201.68183380697877,199.33002022529075,195.21028366924037,185.85123094944214,180.64526000370608,181.23749060288884,179.0477115910635,180.0833342436198,180.63237174819474,184.01266113941014,187.76159581258395,188.1998167777599,197.96756386396333,200.98150740897864,205.43100901237813,216.79157700065656,231.46987963341059,238.56478093306035,242.5455490757556,228.29434238519383,218.20584025352167,210.2357393790467,210.69952018511142
4,1987-06-23 14:47:16+00:00,,148.49380494808472,,,,,,,,,,,,,,,,,,,,,,242.76597399959422,250.82246516460253,240.5442784505411,224.19831895678047,206.35712795953535,198.64178264492836,186.23616603828572,184.2017181844535,201.27382927582292,217.28813672515705,241.77175300962224,,,,,,,,,,171.3716400577419,164.81910564526336,157.34892323019625,145.7684073772289,,,,,,,,156.60360648386032,137.3723947347551,,,,,,,,175.28153654738728,176.259900006297,184.479353816802,184.64881285293154,205.3572826245104,204.22320901167393,160.08173415013823,182.83907619105935,205.5145136135693,175.48796631505223,166.89495292220602,165.27790104518527,165.40347855024737,192.73492292949996,,,193.66821626276098,197.53787725214667,211.16940414231053,214.48620448013145,209.03270685769175,209.35430968716977,202.19195426018644,197.76621406534818,196.0690090425281
5,1987-07-25 14:47:55+00:00,168.22612200689548,,,,,197.80625496343373,202.2906700912409,205.92707791123982,200.89290856682126,198.00276845521705,209.49487120977034,204.9327520325266,205.54211535770338,208.6437305740899,223.27007411959627,232.99050834612348,251.67960520299366,251.15528794476606,254.89277647757703,273.99753650567607,302.14561830336663,,,,286.8421150346123,,232.28951586620957,211.80563165057825,197.32047486208359,185.24742685514317,190.2736028866224,200.79758901592098,219.81794917874439,241.9277750884078,236.74983737803439,218.8568973493559,196.31112799175332,182.3483700683109,183.11758153264742,186.17259166818067,192.03662848107277,200.30706784418538,194.27289522816378,168.98430854763546,156.34227236626225,145.57592401030377,134.27354049830433,121.01818058659481,108.75599509218327,108.56734655277988,121.13788905280008,130.765412191886,150.49467528838198,159.76923522499033,154.2239702256749,141.2240447583633,128.05738880494062,136.88082904075603,143.45923163779443,158.52369510345068,158.8250468207914,156.39135980030838,173.43877538946384,183.84293871227135,191.8642602461254,197.92812895000597,189.42542658813036,193.66091850136283,192.4631533812421,185.54050857996324,183.13434721513428,182.06897413607138,182.44569653509868,180.0306480751604,186.12763331449105,187.5603211752616,188.6598638030716,193.90846407245851,198.66599704097032,204.7241412380419,211.17663356274934,217.12343297766586,220.78452673048938,223.8344306309794,215.6980121907937,215.1878144955478,211.3284903191671,205.87888320578486
6,1987-09-11 14:49:16+00:00,165.76410530009585,175.40651731863608,180.2703662232011,191.63696596571566,193.32332670263747,205.53073945653296,204.7635300290407,205.46057030051801,200.96166105683133,192.28232681731438,201.45544819797436,216.90915724919572,210.42075357740393,205.71480060836498,208.8416182416265,204.4815902586406,229.69392153382535,233.1777607582646,246.98513232236286,252.75413808856342,249.8132042640772,256.969999430557,241.5396763397252,220.16818006446485,,211.34341572329544,206.21006702252674,184.84967138000167,179.8853642211478,173.28724966377203,175.6284672790788,184.0605071145106,200.70396012247951,227.46288209100197,223.15327661552996,214.64593046774462,190.65996795021044,162.55166242819203,146.17554003940862,149.9709015484295,158.0345765932104,153.76426172580233,144.6241442978489,130.88157625920553,120.10254629006782,120.38926824980953,120.15640306066909,110.85628609086216,104.08274784277498,112.03450735952713,119.33055740618019,126.77507820053094,132.84909071690518,138.82362818276616,124.9914255742677,108.39888365268747,102.85107095437985,94.86209734587378,108.99864641271002,129.82383377576178,132.4044907122104,139.47186231104277,149.87912885352128,161.5805896712365,164.39842664417887,174.56117172987538,175.64964821629113,168.6985975696059,166.0073862281007,166.55915630272875,165.911767542987,164.08905301133981,161.07273568951368,168.27450591782738,165.70362820523053,161.81144891525568,160.50279215658406,163.08555916524153,163.97492602464192,169.0717313408945,177.58020274119397,191.68120619420574,191.2941136037537,191.13874541878513,196.1371303060521,201.30942057683967,198.3546559301342,198.61772866656403
7,1987-09-27 14:49:38+00:00,173.25188020407023,182.05137541284765,183.76035837253042,196.38226202685883,201.04354466145458,215.27467822504065,219.91199626236647,206.89610668382034,200.70356035743674,198.30099650309808,200.16433137369356,215.38876250934385,221.7858814366894,203.82762691277784,213.65427842674757,219.53560949490435,234.85559420380093,241.46149451753183,254.36022466748972,254.57321674564352,259.26313858005165,263.08020213248943,245.45751064306125,232.95075012576342,,220.53697961161004,200.92707379280048,192.02865293288198,181.02165005941472,182.29309022085417,184.69911631872654,197.9212908829933,218.61369510111865,244.762867916585,236.37077062776294,238.15968552574247,214.14102620208175,180.61417847591002,164.03038488644012,163.63377524509747,171.1663170097426,165.69375628257066,150.90884971674947,139.62022037883796,133.99291383296696,130.170665036284,130.88712402694037,118.56682589470752,115.2311158903738,119.26027023110439,129.79125065753925,143.62405404089688,155.06869965881066,157.10937348988966,132.9428773029713,133.24970169606362,108.72443576750767,105.43961872789363,117.00444464870446,139.73196966492537,143.4387662696694,150.62478692810856,157.41703784654055,163.24972443660812,174.27340243735657,186.26687488273558,174.62028332958025,174.7099900973386,174.35941627993319,174.80023278856484,172.28117359580457,174.5240915622553,171.650825262128,175.83517119478293,171.07357111408737,173.13900970388,175.4925935350559,172.8499933267371,173.77886861143944,180.28442838384993,190.0444252694986,198.09455605450282,202.4411998392153,196.32362915682168,201.60841268852414,203.13143990521678,199.8671297025674,200.7953173805657
8,1987-10-13 14:49:57+00:00,175.65855112134054,183.89860231973663,188.1004904859397,199.8136705085029,199.80487273229468,212.36885495193522,234.09935828872952,247.20204498753023,243.00002801406762,220.30766573337505,210.16437547703637,220.6809586986421,223.2424568186768,220.9827397929892,221.5133483129276,217.8214157519234,214.76774564172695,233.35814212754357,,,,244.2188689649581,,230.20453296643402,,,208.912028334214,193.45943261479377,188.17786715950052,186.10202539725586,197.47087292381403,211.61993018889385,233.04872966760684,257.84945904587045,258.88699066311784,243.9768492004521,217.6927439791132,193.97435029209308,185.74087389866327,182.1091232971941,191.41440915913714,189.49124369382574,176.9615148577929,150.5871619792629,151.13860590739736,138.22815803366058,135.5314268399226,132.1680799514158,132.70480200731615,127.56960189703211,138.13542598713786,144.39769524973752,156.95491676172668,162.37858017951982,163.14528297832297,129.8778991847724,120.71974264381176,121.55761015621334,133.87197365839108,146.86696807260878,161.80678893632032,171.12207284496793,177.4845519537217,175.38707690407594,184.10993707907286,186.35921407954905,186.44671959396524,191.35787768108986,184.8951533525146,186.06303137281122,182.7402040516324,179.52873178146146,178.4655471675964,180.7436865785468,176.9490516361643,177.97784959031034,174.52433815797824,180.58910976882672,189.70402899267694,191.76587677823403,199.99752248369586,201.2738230056396,205.01145574674007,211.72410778112342,215.77468770406148,215.99887127120274,211.48144936273584,203.6221125612625
9,1987-11-14 14:50:35+00:00,176.53254902400332,187.1507573106168,200.57408911771117,207.4591949031468,206.33883632680002,221.85898250035206,221.5408001589837,220.10418127995462,217.38946958587016,214.44019963095417,215.6827934249238,215.01960188510594,220.6159414631033,225.7635167821944,232.27001027763302,255.36942629926995,268.34034774515834,254.93666712322357,259.86848648155694,264.4142510876906,262.69459942980546,265.3084546706832,247.4675241421371,234.7348823046635,229.3807390095923,214.70114561668208,194.91489768642703,184.12953755567017,174.95285774559986,177.03149605758293,181.87042195021297,201.40209000970856,227.26919979020735,258.94137647937373,258.8266390181676,257.9227054067957,240.27183950558245,205.3946503057909,185.20810163068526,181.2268085191132,189.8256198236255,188.1671960416629,176.47901078649076,162.16682775644506,149.1632890501816,134.07593282198744,129.23886389179142,123.7257315841041,120.18388603766788,126.76983349916179,137.83365209523475,144.92851535707638,155.3487720320034,160.0939071943438,143.8416351200039,125.1780905050565,114.14896209384587,114.96171259917097,117.2803819516636,134.61712382251037,145.53309344654375,153.43891137416094,163.39546728308977,174.3517551621374,182.8642461312647,186.8090930623778,189.1816159507821,186.59998905612795,183.88441048792424,188.05363162527087,189.39284373697762,190.15791963854184,189.1163521928229,188.72262256513298,184.99956573461904,184.42828783255368,186.15420158564183,183.78746782138785,192.34964787592875,194.87856527688191,204.43369626807396,210.36196300156502,214.8029497987975,212.93663307031932,212.1875763335252,202.95124901810803,204.01670872863033,202.84367542255254
