,dates,chi0451-0000,chi0451-0001,chi0451-0002,chi0451-0003,chi0451-0004,chi0451-0005,chi0451-0006,chi0451-0007,chi0451-0008,chi0451-0009,chi0451-0010,chi0451-0011,chi0451-0012,chi0451-0013,chi0451-0014,chi0451-0015,chi0451-0016,chi0451-0017,chi0451-0018,chi0451-0019,chi0451-0020,chi0451-0021,chi0451-0022,chi0451-0023,chi0451-0024,chi0451-0025,chi0451-0026,chi0451-0027,chi0451-0028,chi0451-0029,chi0451-0030,chi0451-0031,chi0451-0032,chi0451-0033,chi0451-0034,chi0451-0035,chi0451-0036,chi0451-0037,chi0451-0038,chi0451-0039,chi0451-0040,chi0451-0041,chi0451-0042,chi0451-0043,chi0451-0044,chi0451-0045,chi0451-0046,chi0451-0047,chi0451-0048,chi0451-0049,chi0451-0050,chi0451-0051,chi0451-0052,chi0451-0053
0,1986-02-04 14:07:59+00:00,,,,167.12053222475834,168.98674537859256,178.75947569115286,172.78831032989208,190.04199304536255,194.37646034197786,,190.37283101100675,188.22418456583284,176.04884560190578,,169.804617083256,162.12350965541194,161.94322776865155,167.38799100556577,,,,,,171.30192718559698,170.66446300329662,169.33453174604347,165.82040568409167,,162.94930669768854,,164.50555825836867,177.56006153060213,,,,,184.24348791575744,182.981715905487,199.20607721352883,181.5086430699066,,,164.92774004562006,,184.04629270514124,190.95765676043015,,189.4198391529215,,,,181.98275860431355,181.41240585437748,161.24923018698786
1,1986-08-15 14:02:41+00:00,,,,,,,,,159.62171069394768,149.0355666216813,160.9895630141356,156.05215454197253,141.50461937269202,136.41499585521797,,,,,129.94598816700292,120.58240209225217,105.45106232332502,,,,,,133.43176661299205,126.59239782374407,134.3090701186852,124.44297239822721,,,,148.68392613052248,154.70896667994444,152.48351695076514,153.03794671015174,157.86599552321536,166.22355965545447,165.8429522261574,149.16923852310177,142.976389256462,151.3968495852411,142.7813748485086,174.7186429382047,158.10348512640323,156.3665611328283,167.19212331895844,153.26038148727716,143.88801411032608,,150.38854785203105,163.7282094316401,146.77512993768417
2,1986-10-18 14:00:32+00:00,,,,142.57169308796102,152.89891747382828,162.98181744160894,154.7387301889235,167.92349883270742,159.0906612405337,151.57339014032638,173.05257992985136,171.269528781907,159.51363476764038,155.8508047470173,148.8015396207198,137.91400265983427,148.29686228837062,154.94560158311316,151.91100279442776,144.7527992452958,132.98574368003614,134.75960303480852,135.66639947796722,146.1956026168318,147.7482386064612,152.13759902562052,152.30879132278108,140.80335817359887,150.19189107333074,154.2186826844283,140.72859188060292,149.4576965042513,155.4505486993727,154.61841306601278,171.73022315788577,175.67558123583044,170.92367567624024,162.97442467671596,157.29744374846157,174.4985848979501,171.226939741451,168.61321545523847,169.37143233174544,167.91851701291128,163.94860272044102,162.69809595974493,163.55412470315125,153.7700247802184,147.8982734987139,,,,,
3,1986-12-21 14:00:01+00:00,,,,169.5805143282978,176.06795876864518,185.69632667019746,184.83025403338056,183.31692360851275,173.4866617542274,168.37049536755543,176.7003140517281,174.5536029321048,167.83207206782114,170.50929956014465,168.9142722930346,163.8904414361798,164.06557542919217,166.26481512600773,152.5915710275945,148.5337606979278,156.7768856852521,158.17207387711977,159.25714070431005,158.27101120898473,143.90590113582616,158.35112034377673,157.15986238083832,159.49606101749643,178.2909395624753,179.28058864284736,166.97341382198525,172.35201936897715,163.10631587929305,158.44112761887425,156.309517396653,181.37338761579952,184.95524971027115,196.18948298543464,184.1469648075231,173.4581821917102,164.90046882929934,172.8166589207644,164.12147991997244,170.24768310339533,174.5310487585897,168.73415803088182,177.11975095830033,170.81270489935244,170.0572016095942,162.43102051863605,177.91883328626022,174.31123639395213,178.1130642696897,178.86198249439758
4,1987-01-06 14:00:30+00:00,,,,148.51186774023307,156.37710038960583,169.6747151996342,187.13914543108675,188.3644535308057,174.80989050080623,171.03780688553312,171.78426424407988,162.62448108091704,150.6498714944757,162.00154933957327,156.03236753114834,162.68319781629202,159.77887175937423,163.56331986079493,167.05007879049558,147.6906395700322,151.07793237468024,152.80527428534052,147.90586778121695,154.9880587479858,140.19420759399372,159.2617863844605,156.3971224348804,143.63478816748315,165.52268001805294,176.50282762650005,164.39147168935878,167.66976657016428,161.5773666755433,157.7023739894542,156.56727725950486,178.58229131219406,168.9602629189824,174.50752895184073,175.15483568450793,163.62048117667712,163.38105361137107,160.76464661513327,157.9712235621541,156.50573514386824,172.172615335658,166.29122542756028,178.46784958230637,170.7111026298964,153.3053007427351,167.10946419897206,156.68026924644485,154.46144844720186,162.57654698926547,164.08474498423146
5,1987-01-22 14:00:58+00:00,,,,163.23754327938548,172.88612373835775,175.90356474929814,191.49470076957653,175.91689534577205,167.9255787039108,171.45878423084613,175.13814662794456,176.53378765919177,178.75744127029878,168.32388107221556,171.3195098039119,169.96578595293172,172.483771130267,168.7899310985199,163.85085101837075,158.41764832081128,157.87665767490574,168.53290376219368,163.53354733408977,162.11381883994227,163.53890288817274,155.83156897147262,160.26669233557004,162.14213671786305,169.7017827259415,176.70698833463914,169.60563906046156,159.1942770692557,170.78418879446147,177.31899951003754,176.997185437882,179.5860710332678,178.19842443202822,181.94714590872317,184.40135885353237,180.54946657843794,180.12238476820082,182.47954335270526,180.69730476970102,169.72364992452876,178.36712237052546,181.51267891973862,180.29236229209437,173.5944024578805,178.75117872755175,166.8825148887084,176.2886008025045,174.703062830329,177.18670680779204,172.47857668096626
6,1987-02-07 14:01:33+00:00,167.91700775018288,176.29661680314305,165.10111166648835,198.28744911385886,193.77697822021503,183.18870658776805,215.3365382300066,219.82157441369418,180.6492349740306,163.57999915830385,164.05698414623922,175.40422614244247,192.43253840493188,205.92971973573188,202.21249426220868,205.1825029910041,186.40938662862592,176.14735417609208,182.6367646255001,160.61812664346522,169.1334777055211,176.8901953637331,183.55367588821778,178.36198789668325,172.2425765585514,173.09086197986198,172.1041548733063,181.67779077626398,181.01062495637086,169.98688239933745,175.9590687496666,193.2682839802278,202.70300739711888,190.20826796302228,198.70357753946,202.20936750303898,190.40102052717998,188.09560892594845,191.97208034656134,198.13700706659438,187.03614177116663,184.4271581543102,195.65132194811684,191.8712345591681,205.40878855561962,194.1600603722248,190.0218249081268,192.68557340319916,194.53705079516973,199.42470188856228,187.23808712077653,191.55913722903045,186.63488046145227,192.56879696240622
7,1998-03-09 14:17:33+00:00,151.13534146503554,152.4401961760191,139.8428012694461,195.15233684140867,197.1990683334982,190.80246726705323,180.0352534571924,189.46021771346554,179.87650631226566,178.4465810334445,175.2967650296628,169.6277404305057,168.4479301916968,165.70725815575932,171.82315456936485,176.8372016016823,180.35244118018304,165.4945337182073,154.8243135502911,150.3057481344311,158.47025713355336,159.82275299369374,164.88859858491577,170.6867801148922,175.09691790987313,164.27086174900057,144.38120182111334,,,,,,,173.45193552437973,175.82565847533616,192.47659238717176,202.03694309797044,205.99475165890286,192.58403943248615,175.04541272519313,185.23722957187985,197.4682332705785,206.47277285412372,,,,194.9956740588882,199.18837239283164,200.44852431323284,192.85603836576576,169.90777847374375,185.12509741527776,179.18442211832865,191.37719809846902
8,1998-03-25 14:17:47+00:00,168.4252410481532,168.26522910074377,167.3587577542925,184.356753075922,199.81116341997824,197.87533410804636,188.40354394135773,188.8708810169194,198.02833733847856,186.66373944294105,173.94710923877307,178.27850225710944,173.40215799848465,172.85401748759662,177.32966781127854,184.0411746862982,193.2492052227595,188.2776453312355,178.7119929144118,168.40645109485112,160.84587654868386,160.920025317854,169.4381933708029,175.95340768720936,171.74427280773247,167.92409399648133,163.08179570124375,182.4410197592846,190.97585877313023,185.70254709656567,174.62249345993854,,,194.04194537292685,192.35755620293375,194.07389414054745,202.14307021895195,214.17848700137182,200.83380137675724,192.47865662711774,190.88855809169604,204.2101532548073,202.19361028078404,203.8743058829997,209.70499041799218,209.54202537114068,166.5753028799173,220.75723444563343,216.35735556715585,211.8703501501167,202.90714368215626,199.71917349902208,192.50187136623808,183.0460277460674
9,1998-05-28 14:18:42+00:00,,,,,,,146.25102324700018,155.48264560994164,,132.84064594124595,145.01266010628336,143.94124244885387,140.3744122035598,134.72261654660142,130.051970171175,122.76152917013377,129.78726442229393,125.65300170616258,,,91.76224660541158,,,,47.360282751621796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
