,dates,aus0268-0000,aus0268-0001,aus0268-0002,aus0268-0003,aus0268-0004,aus0268-0005,aus0268-0006,aus0268-0007,aus0268-0008,aus0268-0009,aus0268-0010,aus0268-0011,aus0268-0012,aus0268-0013,aus0268-0014,aus0268-0015,aus0268-0016,aus0268-0017,aus0268-0018,aus0268-0019,aus0268-0020,aus0268-0021,aus0268-0022,aus0268-0023,aus0268-0024,aus0268-0025,aus0268-0026,aus0268-0027,aus0268-0028,aus0268-0029,aus0268-0030,aus0268-0031,aus0268-0032,aus0268-0033,aus0268-0034,aus0268-0035,aus0268-0036,aus0268-0037,aus0268-0038,aus0268-0039,aus0268-0040,aus0268-0041,aus0268-0042,aus0268-0043,aus0268-0044,aus0268-0045,aus0268-0046,aus0268-0047,aus0268-0048,aus0268-0049
0,1987-05-22 23:08:32+00:00,,182.68879598288663,198.330133442108,194.7956013723928,205.22283505563286,228.62257724184326,222.5232616624449,216.90117401676855,220.43793598515066,206.92432342110035,202.59616137839134,193.63467091797008,216.7019180385929,188.4051662052013,193.56088444751265,194.59723151322524,188.14019446024838,178.86699720383098,191.65386254788285,175.06070730500664,188.50705471966495,192.10928149683454,195.6020248805579,196.20423614831878,192.64984236629806,196.0345751563997,198.89631273223503,201.5402894469724,191.25386209175528,187.58221929830506,184.9979150216954,187.5470406752023,194.88926999604556,196.85239664596762,203.79937528700634,191.758992538932,190.2431040403193,165.20780257162468,185.09440060889204,190.23254961513277,172.3842053228591,195.41812270890384,179.04442217694668,171.5207726068437,173.24853129157222,176.9940402407097,167.89638581587647,182.20509586155168,161.23220424035708,161.70979558300976
1,1987-05-29 23:14:53+00:00,186.2866865641245,184.99935793451021,206.90354567469006,212.63628219156632,213.65824417938765,237.40575955763006,223.97469878096,221.9284257633413,224.56478998214726,224.2061016826867,211.01343705484055,201.5129786385814,214.73452995171357,194.50832995647406,198.6358093682206,202.23310106724713,192.8556571114985,182.14519724135482,195.30992567788954,173.68735987930555,185.08612498208294,197.37715346245773,200.48125947986213,199.09847333730596,194.69246341509188,197.7216076975984,202.15775944560932,204.32418693853188,189.14160379561966,185.2254011289407,182.11960541152823,189.54032294169767,206.86006820990679,207.28111720711718,207.72396900607995,207.06939310973806,196.68234946629005,178.447477521122,194.1438556400429,199.50565564804722,186.82146910476195,201.2899584395419,187.44265709646328,181.79118545836556,179.07069223239642,184.2607739420947,174.4069090535291,182.28883102062096,169.35543206421505,169.78940226424373
2,1987-09-02 23:16:50+00:00,166.4859325136445,174.7581711297699,207.2764554233741,208.64726199965514,208.33772865768705,218.18382270229426,210.6647189642373,204.78860955321278,206.39701692029007,207.64201628698828,212.9602188978576,203.8095931559039,218.36923715650587,194.16476280023952,196.09133655288983,195.75614400268483,193.0380065744616,181.94434842258667,191.42688576562836,178.2428761512538,189.3676408492837,190.05666475391064,203.89639428813487,199.27945610182655,194.5799771189233,199.144065217473,207.29697918990675,208.51028700318597,190.8637876332271,176.79181709047998,172.37459889022597,178.2394738169293,188.0783474653683,206.06508002191902,206.51842854477513,203.62331881641225,201.76327893214108,177.38848179086352,188.40012697139753,188.30507210830373,168.8857041822115,188.26740954264034,177.07373832465686,168.18253198263338,168.2409798598153,169.80795186780625,167.29569829486948,173.0167172158562,152.20764851511686,152.91649874518978
3,1987-09-18 23:17:14+00:00,194.59666405129317,191.5667436961648,232.75327646774085,247.50068417801285,245.54284946707435,253.6748449000299,236.2976250855582,216.4223396461435,229.57726229166468,248.36901325705153,248.86833775036828,234.49199821255198,251.4302873675387,216.24149600224501,211.03424773382665,219.08265693996995,213.47443875884375,207.12107164914397,215.76638163984407,206.81530117523403,202.5140658175601,211.04130753352663,211.38398159851837,217.2790324235296,200.24518425836183,206.2553710682089,211.84977388902587,218.3579870320487,207.57025201204547,200.2626855355285,186.04446056315902,187.3627540379039,211.8979850765897,208.96440781259045,226.7470974730668,220.2334483539194,217.488333549127,193.82484184897595,200.73745169114028,203.87305550517812,189.92132071019532,213.60511565310873,188.4927030258512,177.38702902338443,174.32885007602405,176.88949404948883,169.6196618788853,185.17105381402303,166.12380648322528,150.1613326633005
4,1987-09-27 23:11:39+00:00,203.42482550572993,210.77327257828335,241.27492160369638,245.90260538713628,248.04522606583365,262.64045714458456,240.46865048470409,222.11309092009554,233.7369479755211,255.204849912388,252.84741768120972,232.8276049786185,258.1884545113574,228.21918981074705,223.1874810399957,226.1426716552146,214.1707538200918,211.05566546547232,217.3349889270794,206.4528556060419,206.85867693066731,210.39579297684634,209.9107476004947,212.63133135155346,205.7421451615096,210.1013331712131,212.71287552558303,207.1704636849798,198.55083231697543,187.1892970484431,183.2762740422997,177.90879605889765,209.6544906509282,213.8478493348045,,226.29993070042008,230.85090876527647,200.86221641179384,207.71336864679688,222.77700502538158,200.3719860848163,217.83003626956295,200.6096265302071,187.74518812680705,177.73491145028615,185.4393815417633,182.50900613874018,196.39977333938378,173.17324334890978,
5,1987-10-04 23:17:58+00:00,170.7286063499636,183.67200301213148,223.17726870828534,233.16651115546847,238.31523482096873,244.6797236560289,235.58920613723438,216.13841413691088,222.555606757507,227.24922928439835,227.12915302046568,220.82301945500694,233.62803554139754,201.28069270180882,196.42852405138382,205.41636833100068,195.53525721069795,196.23651313132177,210.56490092042185,191.43927656341862,196.1173637995675,192.63061251411364,206.02456068405397,196.4624832996458,195.14735660928613,199.61919126504188,202.4672421209622,209.79971080681258,206.6588760230452,193.13101799773128,179.6423787856291,182.4818673566108,202.94235207069346,214.17703595898246,215.80395933676897,218.96538620084056,216.35631122742976,191.84519213425384,201.42158051630014,204.05425706113755,182.14715169996467,206.66895080831807,182.3693828942653,172.07787609369095,169.1461476073471,172.31845610567137,167.7160315305958,181.6832327361644,152.03403513599858,141.56479135435427
6,1987-10-29 23:12:13+00:00,,,,,,,,226.37765855591576,229.02135051607232,238.09621058168983,237.5958146232314,225.46077148245217,237.4362950045142,222.17318664106529,215.6723771185409,218.22688270041613,214.12150683449238,216.59119739958118,219.5293020574529,207.8867058120193,218.27635089427022,215.63469969443543,215.78159838502455,212.506957714752,212.1763645566591,211.96578520070258,224.2201390738488,221.48286953023162,215.9338250978825,207.95668865063456,201.0511971505151,200.4686383609412,219.47666210064196,229.0276924537194,218.35474886596884,219.22989061600754,224.13810060833808,202.76357777911355,205.14607536855132,213.5966571395414,187.31788675612353,205.75673682139052,183.43127442096664,173.1659837011832,169.71284248352944,170.32102714608067,165.66329577789108,176.11600074237143,157.90538722891526,141.3183325691003
7,1987-11-14 23:12:35+00:00,206.12846840007316,216.73033899661203,245.45103766063997,241.96108870545027,257.7215715466202,268.81684948079845,246.35668679194114,237.35203108593814,235.66444154843796,246.3068957370054,241.69397244661073,227.3542862942089,237.76654211766143,222.75401712303133,219.76549199801548,220.35317628089203,209.194780827246,217.46952342936055,221.9088122624136,202.4276243949974,205.02220764925752,203.8536147980554,211.90339042495572,209.7663775860253,212.57540533913834,208.42951217594234,211.6611567639131,211.89867665777157,211.98147781629197,199.7887787827472,195.01183531689864,188.62345672958483,214.04032501229997,220.49458485799832,215.50115486219727,213.48789093686185,220.62064462321862,198.8011948644519,203.514402929065,214.33934557711493,185.70906570191718,205.09925235113894,183.81420422501844,176.5845038285606,166.49063881992197,169.49303682845374,164.4183682083342,177.004379412723,151.69205478540124,141.86199900312656
8,1987-11-21 23:18:29+00:00,187.2752460057669,205.83445477611113,231.8315430523522,235.54899378924208,256.32324895793283,251.35510801420241,233.47431796795286,225.75102190240554,234.14826284999694,246.5862265032696,241.80896707185747,225.9208766801279,232.7218100472978,216.53505551590297,208.0130197027422,212.31626328786416,200.39835055650232,205.8486799490971,214.3693928810143,199.37755450476843,201.9032212480353,204.5414724685115,212.45785252620166,213.07553088467657,209.18729924152623,209.449367071844,209.3597877804869,215.20053624270489,215.2860939659718,199.44836802428725,196.9044569135215,194.39623019849188,223.70598955438427,226.11432473676186,219.98377719023827,219.03851490502072,222.0963663031817,191.1268170679406,197.39443731068795,212.62460010649917,181.92294082286335,200.80846100184093,187.1448497122213,182.59341026713219,176.944274525717,174.88344781482132,171.74516011725038,178.86832935282726,145.37126913781313,140.54810684254323
9,1988-01-24 23:19:32+00:00,,207.639073869981,238.3078035009753,251.92700922038097,259.9892199962071,255.36013337665526,237.5585193096178,253.33579553777957,249.75848960210556,242.5618611625369,231.69372245709962,220.3202154920966,231.7372073759036,209.55427120720674,220.20836422329452,212.78665501825915,212.90620354379686,222.89847480155285,213.48687465549835,193.21959589206043,222.11088053572882,210.44923311568434,209.1263075005709,214.47212470165312,201.83954250623864,216.98166481672962,217.6206290360174,214.21146607609813,208.5502685282258,201.7285406317193,190.95071302838426,200.20951864153375,207.9165034735277,219.0105405881623,212.04781299278173,220.32097393973044,221.01961530252223,196.49745401159285,212.63486571062126,212.6305244381909,188.4909604338716,198.98490463060634,187.79273910146983,170.2069834207441,173.59382895559807,171.1815752180341,168.61636917750823,169.70123493437274,154.1203722702365,138.99670244113616
