dates,satname,nzd0202-0000,nzd0202-0001,nzd0202-0002,nzd0202-0003,nzd0202-0004,nzd0202-0005,nzd0202-0006,nzd0202-0007,nzd0202-0008,nzd0202-0009,nzd0202-0010,nzd0202-0011,nzd0202-0012,nzd0202-0013,nzd0202-0014,nzd0202-0015,nzd0202-0016,nzd0202-0017,nzd0202-0018,nzd0202-0019,nzd0202-0020,nzd0202-0021,nzd0202-0022,nzd0202-0023,nzd0202-0024,nzd0202-0025,nzd0202-0026,nzd0202-0027,nzd0202-0028,nzd0202-0029,nzd0202-0030,nzd0202-0031,nzd0202-0032,nzd0202-0033,nzd0202-0034,nzd0202-0035,nzd0202-0036,nzd0202-0037,nzd0202-0038,nzd0202-0039,nzd0202-0040,nzd0202-0041,nzd0202-0042,nzd0202-0043
2000-10-31 22:02:34+00:00,L7,409.71,411.46,416.40,427.38,423.59,423.02,419.26,426.24,435.30,440.61,429.41,416.09,412.49,409.19,410.43,421.32,419.76,422.39,415.12,406.93,402.47,401.00,403.73,408.05,402.75,404.88,400.07,401.84,399.22,392.15,392.55,393.31,396.69,401.29,389.43,367.87,325.85,299.99,230.05,111.33,,,,
2001-01-03 22:02:36+00:00,L7,495.88,487.96,492.33,477.02,449.65,439.17,446.42,460.18,480.70,493.13,490.53,482.13,470.18,462.54,457.45,456.14,469.37,482.77,464.27,463.92,469.23,476.05,473.28,472.51,463.72,449.01,462.95,476.59,491.02,492.76,474.02,445.06,448.27,439.69,434.75,429.59,459.90,477.65,500.35,551.63,545.69,477.00,435.33,380.75
2001-02-04 22:02:38+00:00,L7,439.51,443.97,451.36,455.82,441.47,429.31,419.79,426.15,450.02,462.44,467.27,460.71,451.73,447.96,442.10,439.87,448.78,450.60,444.51,441.42,447.45,448.91,438.49,429.04,429.68,422.69,425.81,434.28,445.36,451.96,451.14,439.94,426.37,406.94,386.70,354.21,347.30,350.19,349.95,336.32,207.65,,103.38,
2001-02-20 22:02:36+00:00,L7,420.32,421.46,432.11,438.36,435.41,420.66,415.45,415.68,422.81,441.57,448.67,442.07,433.28,420.75,416.36,422.65,431.22,433.90,433.52,427.95,422.90,424.60,427.97,414.79,409.90,409.19,411.31,416.33,421.72,425.52,425.67,417.03,405.87,382.30,363.03,338.38,313.50,308.61,282.63,242.16,,,,
2001-03-01 21:56:21+00:00,L7,453.92,452.41,468.02,474.19,466.56,456.48,458.41,458.03,463.45,474.67,476.12,474.40,465.16,458.72,458.05,463.06,472.41,469.34,465.79,465.99,478.47,479.77,487.79,481.25,444.49,453.32,470.68,463.92,465.92,482.83,505.88,475.55,453.83,435.15,405.63,386.75,344.33,359.88,406.77,442.76,460.21,469.12,428.81,399.62
2001-03-24 22:02:23+00:00,L7,408.76,403.90,410.69,416.98,416.76,412.15,410.62,414.60,420.57,428.59,424.51,421.04,415.09,408.06,408.99,414.15,406.32,405.09,403.13,409.77,413.73,411.86,408.85,402.18,397.11,388.35,388.55,393.02,399.15,399.18,398.70,393.26,382.40,362.78,341.74,308.35,282.50,264.88,257.03,225.44,,,,
2001-08-08 21:55:01+00:00,L7,416.76,412.08,417.39,434.48,433.30,428.12,429.60,419.94,421.47,434.51,445.49,436.66,420.36,409.84,406.30,426.03,433.48,433.59,428.05,428.53,429.59,435.06,437.22,437.87,440.34,438.45,438.34,425.50,421.40,424.35,423.29,424.44,409.89,400.47,377.38,349.70,314.68,277.16,248.04,191.80,121.93,97.02,102.06,102.83
2001-08-15 22:01:02+00:00,L7,435.64,418.44,422.25,437.91,441.97,440.49,434.60,423.12,429.88,,,,,,,,,,,,,,,445.20,441.10,438.06,430.90,431.42,433.54,427.58,427.89,424.28,417.28,399.33,382.14,353.87,315.94,284.22,257.88,185.72,133.27,114.38,119.11,144.09
2001-08-24 21:54:48+00:00,L7,439.04,433.84,420.90,,,,,,,,,,,,,,,451.95,443.82,443.77,436.60,435.95,437.42,445.49,441.35,438.96,446.51,438.22,443.67,443.61,438.25,430.55,421.62,409.00,384.79,352.45,316.41,285.29,262.09,180.67,138.51,149.85,187.39,211.59
2001-09-09 21:54:36+00:00,L7,,448.33,437.89,448.16,453.56,464.74,474.28,478.70,487.01,496.19,483.80,445.36,436.04,455.17,483.26,487.73,478.42,469.74,468.13,465.41,468.45,471.91,470.17,474.42,489.41,481.99,482.24,485.63,480.52,472.23,472.15,473.19,456.80,443.17,427.70,413.07,373.93,341.05,293.70,192.91,303.48,397.76,474.68,460.68
2001-09-25 21:54:28+00:00,L7,454.00,452.18,451.57,459.00,456.70,454.35,462.79,471.11,479.35,486.55,474.56,454.10,451.33,464.11,470.51,471.60,475.51,479.93,477.80,476.23,472.98,474.13,474.82,476.98,481.28,473.95,474.76,472.37,465.40,459.09,451.73,442.97,441.26,433.27,422.35,390.74,360.70,330.08,300.75,233.93,355.76,389.16,453.22,469.66
2001-10-11 21:54:09+00:00,L7,454.05,449.88,458.71,458.83,455.37,452.91,454.38,465.53,474.40,477.07,466.59,454.07,454.42,454.57,455.86,457.76,459.34,462.70,463.55,481.50,477.45,459.27,460.43,463.43,464.94,453.87,462.02,458.95,462.53,449.82,439.96,433.06,434.19,419.97,404.87,387.83,364.40,321.53,268.82,238.32,241.52,231.53,230.53,373.14
2001-11-19 22:00:44+00:00,L7,419.30,418.50,428.31,443.61,438.88,439.51,445.10,444.63,449.93,453.51,444.70,429.16,422.55,421.55,422.73,426.47,433.67,437.91,443.84,446.64,445.06,432.10,429.91,422.22,423.61,421.68,419.49,416.68,415.80,415.11,408.97,408.54,400.09,383.80,357.43,322.90,290.35,263.10,170.90,,,,,
2002-01-06 22:00:55+00:00,L7,,,,,,502.44,497.19,486.10,479.28,481.49,473.37,455.31,461.82,477.38,474.50,473.87,471.64,471.78,471.90,471.09,476.87,,,,,,,,,494.54,550.98,573.33,573.51,,395.95,,345.34,258.84,370.45,368.59,367.83,371.58,372.64,412.45
2002-01-22 22:01:04+00:00,L7,446.63,463.54,479.85,484.32,481.17,487.64,486.06,484.99,469.84,462.63,461.53,457.59,470.90,481.98,475.31,474.51,474.37,483.22,485.10,480.10,473.33,466.59,465.59,465.27,471.14,453.52,444.57,437.90,444.38,455.16,,550.35,550.38,522.41,,351.93,307.69,279.39,231.90,352.86,354.47,336.61,350.39,396.30
2002-02-07 22:01:06+00:00,L7,432.74,442.48,450.41,463.03,462.14,464.07,459.12,454.41,443.33,441.72,438.56,445.21,453.03,460.72,456.12,451.07,451.67,451.66,454.51,449.27,444.89,444.95,440.05,437.67,435.23,432.26,427.63,417.89,418.99,432.33,433.29,439.98,424.73,379.39,357.06,300.28,267.34,244.45,171.61,111.38,,,,
2002-02-16 21:54:54+00:00,L7,429.45,437.45,458.59,472.88,469.44,465.15,464.20,450.65,438.68,443.36,447.45,445.38,459.27,462.43,451.97,443.70,444.72,452.53,455.82,456.14,446.82,445.81,445.83,437.76,440.29,440.64,440.35,427.16,428.97,436.91,445.15,443.34,440.31,,341.09,295.39,269.89,243.53,197.76,119.46,,,,
2002-04-05 21:54:49+00:00,L7,,,,147.13,,,618.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-14 22:00:55+00:00,L7,408.78,410.40,419.06,419.09,417.90,409.07,412.91,417.30,428.25,439.17,433.09,430.73,425.18,417.69,416.81,408.09,410.72,404.70,408.22,416.18,422.84,425.64,420.93,408.28,388.24,387.09,394.10,403.56,410.87,419.25,411.81,404.93,375.34,356.10,324.50,,228.83,204.15,125.95,,,,,
2002-08-02 22:00:25+00:00,L7,,479.09,492.17,492.77,453.73,439.31,434.20,446.08,472.50,491.37,495.96,493.53,481.31,466.96,454.68,446.35,460.82,483.34,486.44,479.22,474.00,478.78,481.39,472.10,477.61,453.32,457.51,457.79,470.20,476.33,473.73,471.75,467.82,460.00,,,,,,,,,,
2002-08-27 21:54:00+00:00,L7,439.14,445.27,451.00,450.97,443.11,426.78,416.23,420.18,446.34,463.01,460.25,449.08,438.38,430.59,420.75,423.65,430.79,439.25,435.85,433.50,434.02,436.83,431.48,428.92,426.00,423.01,423.32,424.39,429.84,441.15,445.11,434.66,434.63,410.50,373.57,329.31,290.52,219.38,137.62,,,,,
2002-09-19 21:59:59+00:00,L7,574.90,563.31,,,430.72,406.14,,377.70,407.20,434.21,,413.21,,,,,,,,,,,,,,,,,,,,,,,,,175.44,,,,,,,
2002-10-05 21:59:55+00:00,L7,409.39,409.57,413.50,418.45,415.46,403.54,398.20,403.06,409.35,413.18,411.88,407.41,407.65,402.11,403.65,404.83,406.53,398.98,394.23,392.27,391.27,395.21,396.38,395.94,392.42,387.74,384.93,378.50,383.06,384.63,384.62,382.32,380.65,364.57,326.08,277.13,236.15,143.07,,,,,,
2002-10-14 21:53:43+00:00,L7,463.44,467.15,488.61,490.29,468.07,452.13,447.20,448.40,455.56,463.94,462.54,458.91,458.85,462.97,472.61,481.91,471.44,453.99,441.92,438.74,439.89,444.36,448.45,469.77,472.90,455.40,454.26,466.22,468.83,471.46,471.01,474.99,465.84,450.26,430.60,392.39,358.24,268.41,425.57,420.66,446.47,438.05,537.33,574.71
2003-01-18 21:54:30+00:00,L7,395.54,397.12,407.97,431.47,432.57,418.56,408.84,408.06,406.05,419.44,419.83,410.02,410.21,414.76,419.51,417.86,403.53,393.09,386.92,384.42,387.81,400.16,407.67,404.41,399.24,389.76,378.79,381.65,377.46,378.30,385.62,383.88,370.99,352.22,324.01,285.94,241.24,189.92,,,,,,
2003-01-25 22:00:42+00:00,L7,444.34,433.47,451.12,480.64,479.03,477.89,467.68,453.11,450.63,454.28,460.23,460.11,458.63,462.76,469.90,465.18,450.19,433.10,418.86,423.42,443.59,464.76,480.34,481.47,468.91,455.63,439.83,441.34,458.17,453.76,439.11,435.50,439.84,421.05,,326.51,315.59,370.33,365.76,335.74,353.33,397.17,393.52,462.00
2003-03-23 21:54:40+00:00,L7,454.09,461.74,480.05,490.55,487.92,486.12,487.74,488.19,494.27,498.40,488.47,482.40,466.63,466.78,494.10,487.01,476.75,476.04,487.17,493.19,,486.92,488.54,510.49,544.03,525.32,520.53,515.09,479.63,469.11,468.35,468.60,439.43,450.39,453.52,,321.74,311.09,392.23,358.60,322.00,342.35,382.66,401.86
2003-04-24 21:54:46+00:00,L7,431.57,436.14,448.90,464.23,468.37,468.25,466.01,468.61,472.35,474.03,470.43,459.91,454.58,441.46,442.79,451.22,455.73,458.92,463.88,466.38,463.82,454.04,435.96,439.43,457.37,473.21,481.74,475.02,,,,,,,,,,,,,,,,
2003-05-26 21:54:43+00:00,L7,426.29,444.24,445.40,454.23,448.63,440.67,446.81,438.48,453.08,468.23,458.68,447.53,440.31,442.91,444.19,425.15,423.01,426.45,445.65,453.75,436.66,430.96,433.53,430.31,436.79,438.09,460.91,463.52,470.04,455.90,434.59,408.46,392.09,368.94,349.91,315.87,284.80,245.06,182.49,,,,,
2003-07-29 21:54:29+00:00,L7,,,380.08,400.31,401.11,407.42,418.36,409.77,406.97,,,,,398.91,395.15,397.20,396.78,401.63,395.07,405.96,416.72,411.01,403.60,,,,,,,,,,,,,,,,,,,,,
2003-08-05 22:00:35+00:00,L7,,,,,,,453.12,451.99,446.84,,,,,,,,,,,,493.51,488.38,455.86,453.80,459.25,438.44,448.49,462.84,474.49,,,,,,422.62,407.65,408.36,439.14,427.90,396.72,373.28,,,
2003-08-13 21:49:09+00:00,L5,411.77,413.25,423.81,434.62,421.99,421.11,417.57,423.82,423.88,427.29,432.23,432.59,433.44,427.52,414.92,404.14,397.02,400.71,406.45,421.12,418.30,418.82,411.46,405.42,408.35,412.32,423.13,430.58,425.05,422.82,413.27,399.29,379.26,358.41,330.06,285.97,256.14,241.50,208.37,148.64,,,,
2003-08-30 21:54:22+00:00,L7,,,412.46,422.53,426.79,426.07,433.54,439.44,435.72,429.30,421.75,417.65,,,,,401.22,403.46,405.45,421.20,423.17,422.07,423.77,417.63,407.31,411.47,,,,,416.11,397.89,388.67,368.31,341.03,302.89,268.34,233.05,197.90,,,,,
2003-09-14 21:49:42+00:00,L5,400.43,405.48,412.97,423.61,431.79,435.22,437.87,431.88,435.01,432.82,432.84,430.24,427.04,422.85,416.55,414.89,405.61,412.84,421.28,425.23,437.13,441.02,440.63,438.12,428.76,421.42,429.72,434.00,437.71,431.47,422.02,411.72,395.42,379.52,352.74,313.68,272.17,245.19,209.13,149.16,,,60.66,
2003-10-16 21:50:08+00:00,L5,,,,,,457.87,441.93,442.22,452.40,458.21,458.19,464.24,454.83,446.93,442.63,444.90,449.09,458.64,451.42,455.98,460.83,456.63,457.01,459.06,469.57,475.90,466.79,469.63,452.22,444.94,438.88,431.12,413.66,393.56,378.90,331.37,293.27,277.38,254.84,217.96,170.46,160.94,161.59,136.90
2003-10-25 21:44:04+00:00,L5,376.29,385.25,390.90,403.07,407.35,402.60,409.53,413.87,414.32,419.91,416.69,411.38,404.87,394.52,392.17,390.87,390.00,396.69,398.25,396.06,405.12,405.36,407.05,404.19,400.51,397.25,390.37,376.87,374.87,374.22,367.61,359.16,345.28,329.62,305.48,279.71,231.12,195.11,165.48,,,,,
2003-11-17 21:50:33+00:00,L5,423.27,434.77,465.59,490.14,499.34,497.50,499.07,498.94,496.46,483.24,463.86,443.99,445.47,455.17,451.60,453.60,460.85,475.87,475.90,483.74,488.19,488.35,491.49,496.18,484.41,467.99,454.50,454.84,445.35,441.64,449.31,447.87,443.63,441.22,409.76,376.27,365.40,315.54,344.96,269.01,233.61,297.41,431.72,526.60
2003-11-18 21:54:39+00:00,L7,,,463.34,481.02,484.23,486.36,489.44,486.24,484.34,481.76,466.93,455.54,452.28,,,,,462.77,464.90,472.57,480.09,481.19,486.80,490.97,486.72,474.26,463.19,460.39,,,,433.39,428.91,427.98,395.20,363.25,347.95,324.80,351.56,212.76,,,,508.22
2003-12-03 21:50:43+00:00,L5,404.38,414.42,450.09,462.10,468.03,468.27,467.08,469.83,467.40,449.99,432.69,421.24,414.85,418.96,427.15,431.73,443.75,440.21,439.16,441.45,443.69,447.52,451.40,437.79,434.54,429.96,426.64,418.38,415.79,415.27,412.51,406.89,401.09,388.05,376.02,329.57,286.20,250.02,192.20,148.63,,,52.76,
2003-12-04 21:54:43+00:00,L7,406.08,414.19,,,,,460.04,453.29,453.96,448.12,437.57,423.29,419.11,421.41,432.30,441.49,,,,,435.41,436.14,438.22,437.13,436.17,438.24,437.59,428.41,420.37,415.14,,,,372.60,359.61,313.46,283.70,248.10,212.80,145.13,,,,
2003-12-19 21:50:51+00:00,L5,,434.83,447.93,467.14,473.87,476.26,477.10,464.90,460.76,453.44,436.92,426.49,413.68,422.70,457.20,463.62,458.30,450.22,446.31,455.96,459.70,,447.63,441.81,437.77,441.24,429.62,428.72,440.31,437.76,425.16,412.77,405.85,394.05,373.98,330.03,286.23,261.16,223.05,208.94,,,63.16,
2004-01-04 21:50:58+00:00,L5,392.50,404.54,412.74,435.73,439.34,439.88,444.11,451.36,452.97,451.41,436.88,427.37,423.73,419.47,426.73,425.75,424.15,423.42,418.36,419.61,427.53,442.38,441.56,436.24,424.45,427.83,426.21,409.96,399.01,396.07,390.27,380.00,372.94,356.24,353.90,315.26,280.13,240.03,200.67,133.72,,,,
2004-02-05 21:51:05+00:00,L5,390.20,396.71,401.91,413.66,423.46,430.64,421.71,422.24,428.76,431.79,427.26,412.76,402.89,408.03,415.34,417.76,411.98,407.90,408.11,416.20,420.00,413.93,415.96,415.82,405.71,394.17,390.25,396.84,386.31,380.79,371.74,372.79,367.44,349.71,338.60,314.76,280.15,238.28,193.39,88.73,,,,
2004-02-13 22:01:19+00:00,L7,424.82,438.32,453.07,,,,,,,471.91,466.69,452.88,452.33,465.11,465.51,462.41,461.97,,,,,,,,463.47,449.35,446.10,452.11,447.44,454.30,465.04,487.73,,,,,,470.08,427.38,186.35,172.91,153.90,153.71,101.81
2004-02-21 21:51:11+00:00,L5,378.14,380.25,388.51,397.95,399.57,394.06,400.12,403.09,404.84,410.42,405.29,404.23,395.74,393.67,397.76,397.84,394.02,392.42,396.97,390.70,400.58,397.52,390.12,381.75,378.19,378.60,374.58,369.89,364.30,360.07,354.79,353.85,349.04,336.16,311.30,278.67,237.33,,,,,,,
2004-03-01 21:45:02+00:00,L5,434.01,429.45,433.02,448.48,451.68,447.35,445.70,438.67,439.70,452.49,455.71,455.71,451.41,452.81,453.94,455.22,456.23,455.98,454.55,460.39,461.26,464.23,465.86,463.35,453.12,443.20,447.72,453.27,450.90,433.16,418.17,415.94,413.75,404.10,382.14,349.40,320.18,268.60,229.07,176.11,97.92,58.36,83.83,75.73
2004-03-09 21:55:15+00:00,L7,398.90,397.86,406.81,420.32,422.00,422.14,421.87,416.85,419.29,430.59,,,,,420.97,423.73,427.30,422.40,421.10,425.20,430.70,432.88,434.49,424.78,417.43,,,,,406.20,389.38,384.37,381.79,373.44,349.39,315.36,268.30,226.13,,,,,,
2004-03-17 21:45:08+00:00,L5,406.07,404.98,415.59,433.55,435.60,428.82,426.53,422.80,424.97,428.44,423.06,423.11,430.44,427.70,425.36,421.08,427.70,430.43,427.41,427.54,428.62,431.15,430.92,428.82,414.84,410.49,405.37,405.28,398.00,395.16,385.49,364.39,372.44,368.64,342.13,310.61,275.79,231.90,187.50,117.27,,,46.69,
2004-03-25 21:55:18+00:00,L7,428.88,426.08,431.46,445.40,448.35,447.86,442.87,,,,,448.98,457.52,459.61,451.76,449.21,451.06,454.34,459.66,455.63,458.31,461.52,,,,,436.09,434.54,438.24,433.34,422.03,421.73,408.99,400.48,390.96,,,,244.89,172.45,99.74,65.56,85.37,83.64
2004-04-02 21:45:18+00:00,L5,415.80,410.74,407.73,416.32,423.78,417.67,415.61,408.37,413.75,428.92,428.80,425.36,430.72,434.15,428.81,427.51,422.02,423.46,422.85,425.79,426.59,426.68,422.21,424.92,423.79,417.63,405.67,406.31,406.15,396.56,385.15,380.64,372.18,365.46,351.34,321.90,282.49,235.22,190.88,96.12,,,,
2004-04-10 21:55:14+00:00,L7,,,,440.01,444.16,453.79,459.51,450.21,447.39,459.81,457.16,462.64,460.35,466.57,,,,452.24,452.61,460.93,470.70,469.68,470.57,471.46,467.74,459.82,442.70,439.74,,,,,,,,,,,,,,,,
2004-04-18 21:45:49+00:00,L5,400.97,397.89,399.25,410.09,410.98,406.86,393.47,397.43,409.74,414.87,411.78,414.35,419.74,426.90,424.16,420.64,416.57,418.39,420.35,420.85,417.01,420.96,414.28,413.63,408.68,404.95,398.28,391.63,386.98,379.62,379.73,381.71,374.80,359.80,330.58,310.42,276.22,235.20,190.34,,,,,
2004-04-25 21:52:11+00:00,L5,441.75,435.43,440.08,445.24,452.86,454.63,455.12,456.06,462.62,471.79,467.54,461.36,464.10,468.64,469.07,458.96,449.13,458.98,467.95,473.12,483.94,481.62,488.78,483.32,474.38,462.52,456.28,444.08,437.33,433.36,436.15,442.55,450.60,433.33,409.51,386.77,352.23,331.78,292.60,254.86,338.66,320.95,242.28,124.00
2004-05-19 22:01:23+00:00,L7,,,417.13,419.48,412.79,409.29,412.14,422.52,430.16,,,,,,,,427.22,428.54,434.95,436.45,434.45,436.06,434.62,430.15,,,,,,,400.18,401.49,393.61,379.19,357.19,323.40,292.90,,,,,,,
2004-06-04 22:01:19+00:00,L7,,,395.08,374.68,397.17,380.90,377.95,,,,,,,,,429.46,400.80,400.23,,,532.25,562.10,572.95,578.04,594.01,,,,,377.41,361.52,339.89,,,,242.53,,,,,,,643.25,605.57
2004-06-21 21:47:40+00:00,L5,417.01,409.50,418.48,429.15,425.30,421.14,411.96,398.62,397.66,404.35,402.39,383.71,371.46,,358.57,370.33,,360.14,,334.36,,278.75,,,,,,,,,,,,,,,,,,,,,,
2004-07-14 21:54:31+00:00,L5,413.66,412.97,409.94,425.96,437.64,432.22,431.08,410.18,406.59,409.57,414.44,429.89,434.90,435.14,437.07,438.53,436.55,439.78,435.67,433.90,428.79,427.03,416.14,416.72,417.99,415.88,417.04,416.34,,,,,,,,,,,,,,,,
2004-07-30 21:54:52+00:00,L5,390.17,387.74,386.75,397.80,399.62,397.12,395.34,407.22,414.10,423.48,400.13,388.42,393.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-31 21:54:51+00:00,L7,391.97,392.15,392.11,397.21,399.20,393.90,,,,,407.37,395.66,398.66,401.51,396.09,399.39,406.01,412.90,415.09,408.94,407.87,,,,,,,,,,,,,,,,,,,,,,,
2004-08-23 22:00:59+00:00,L7,,428.77,429.91,,,,,,,470.63,463.40,447.05,450.19,461.86,467.40,465.12,464.58,,,,,,,446.67,450.35,442.05,445.53,460.22,469.07,455.66,463.38,462.85,,,,,327.43,292.95,289.97,283.17,361.86,377.19,468.93,378.76
2004-08-24 21:49:18+00:00,L5,,434.47,437.43,433.50,438.89,451.34,470.52,481.13,477.62,475.80,462.23,453.86,452.73,462.45,464.47,475.91,476.28,470.47,461.68,458.15,464.33,459.34,456.03,449.47,465.52,455.81,468.15,471.47,475.90,464.83,469.48,467.40,460.67,424.58,404.66,366.96,337.57,318.35,323.85,303.46,428.72,475.75,563.91,662.53
2004-09-17 21:54:39+00:00,L7,,,,,404.20,407.76,416.48,421.95,421.84,422.73,413.79,408.34,408.57,412.30,,,,,399.48,405.59,403.84,398.73,402.62,402.02,406.09,405.23,402.29,396.38,,,,,380.68,356.20,322.39,293.42,263.82,239.90,207.97,163.68,,,63.79,
2004-09-25 21:50:07+00:00,L5,424.60,414.47,408.22,413.77,416.94,419.05,422.27,433.04,440.84,443.92,433.31,428.88,430.61,438.84,437.26,439.36,438.21,433.28,426.50,422.25,423.06,431.13,435.45,,,,,,,,,,,,,326.58,297.48,284.46,248.33,216.14,142.87,101.64,107.14,92.07
2004-10-02 21:56:26+00:00,L5,428.54,423.00,425.12,431.89,432.86,432.04,437.39,438.50,450.53,448.04,434.53,429.78,429.24,431.57,449.02,451.91,448.60,435.71,429.64,424.58,431.61,433.24,431.97,434.70,434.71,437.26,435.46,441.67,445.33,443.05,436.63,436.69,423.57,403.19,378.09,,292.39,283.68,258.71,219.90,170.50,149.11,155.52,155.60
2004-10-10 22:00:44+00:00,L7,423.99,425.33,419.34,424.19,,,,,,,440.27,433.41,435.21,436.67,442.88,436.39,431.07,432.59,,,,,,,433.35,435.91,436.45,438.26,438.62,433.65,428.76,424.67,,,,,,278.40,261.56,209.63,147.40,107.49,112.14,105.21
2004-10-18 21:56:47+00:00,L5,432.56,440.03,445.45,448.53,439.62,441.26,447.10,451.61,455.14,458.24,445.77,441.50,437.20,408.28,412.51,436.76,405.66,,,,,424.08,445.01,437.56,438.68,440.92,451.98,450.96,451.03,453.15,453.77,449.40,434.27,418.14,390.52,347.51,308.70,287.06,281.08,250.24,215.07,176.48,168.35,149.83
2004-10-26 22:01:00+00:00,L7,409.52,406.24,,,,,,,431.06,436.49,431.54,428.97,421.95,421.08,428.12,425.51,,,,,,,408.59,409.08,409.05,411.32,412.27,408.69,407.41,406.41,,,,,,298.36,263.61,238.31,215.89,156.15,,,,
2004-10-27 21:50:47+00:00,L5,399.81,389.68,390.98,393.66,392.17,385.38,389.37,406.51,424.59,430.14,423.29,411.91,406.67,406.07,408.11,405.94,403.29,396.13,392.42,389.76,395.18,398.23,406.77,403.90,402.81,402.69,401.49,403.39,399.70,385.50,374.47,367.27,362.05,344.59,319.16,294.96,252.53,225.86,185.51,141.68,,,,
