dates,nzd0202-0000,nzd0202-0001,nzd0202-0002,nzd0202-0003,nzd0202-0004,nzd0202-0005,nzd0202-0006,nzd0202-0007,nzd0202-0008,nzd0202-0009,nzd0202-0010,nzd0202-0011,nzd0202-0012,nzd0202-0013,nzd0202-0014,nzd0202-0015,nzd0202-0016,nzd0202-0017,nzd0202-0018,nzd0202-0019,nzd0202-0020,nzd0202-0021,nzd0202-0022,nzd0202-0023,nzd0202-0024,nzd0202-0025,nzd0202-0026,nzd0202-0027,nzd0202-0028,nzd0202-0029,nzd0202-0030,nzd0202-0031,nzd0202-0032,nzd0202-0033,nzd0202-0034,nzd0202-0035,nzd0202-0036,nzd0202-0037,nzd0202-0038,nzd0202-0039,nzd0202-0040,nzd0202-0041,nzd0202-0042,nzd0202-0043,satname
2000-10-31 22:02:34+00:00,416.73,415.97,423.07,433.71,438.58,435.83,437.01,438.83,446.79,450.88,441.51,434.60,429.62,424.61,422.61,423.87,427.42,429.21,431.88,432.35,431.30,430.69,434.48,433.09,430.81,425.78,425.89,429.60,425.73,427.31,427.05,429.00,417.42,411.78,392.45,393.57,315.98,283.69,240.45,,496.24,,,571.52,L7
2001-01-03 22:02:36+00:00,431.45,429.47,435.88,439.47,435.56,430.88,433.58,439.11,450.21,456.38,448.70,441.42,434.70,429.03,426.25,428.31,431.59,435.89,433.00,429.43,429.26,427.52,429.07,427.02,424.37,418.87,422.73,426.02,424.15,424.77,420.16,413.17,411.91,412.09,398.84,380.12,315.98,283.69,240.45,,513.29,436.50,,,L7
2001-02-04 22:02:38+00:00,432.77,432.10,438.71,442.44,436.40,430.22,430.48,436.21,449.87,457.29,452.12,444.98,437.81,432.52,429.12,430.32,434.73,438.53,434.96,431.48,432.56,431.50,430.61,427.13,425.09,419.34,422.95,427.27,427.99,429.81,425.95,418.12,414.40,410.30,395.38,373.14,323.38,299.82,294.00,,513.29,436.50,,,L7
2001-02-20 22:02:36+00:00,434.19,433.44,440.72,445.26,440.24,432.63,431.97,436.29,448.86,458.17,455.04,447.99,440.55,434.06,430.50,432.55,437.64,441.26,438.72,434.89,434.95,433.85,434.17,428.57,426.56,421.14,425.68,430.12,431.62,433.76,430.57,422.61,417.65,410.30,393.71,371.79,326.21,307.18,301.41,,513.29,436.50,,,L7
2001-03-01 21:56:21+00:00,435.37,434.69,443.16,447.75,442.12,434.16,433.87,437.75,449.30,458.88,456.41,450.12,442.42,435.94,432.79,435.26,440.97,443.63,440.71,437.46,439.29,438.77,439.95,434.45,427.24,424.10,429.91,432.76,434.33,438.58,439.14,427.98,420.63,411.89,393.50,371.73,327.04,313.41,301.41,,513.29,441.31,,,L7
2001-03-24 22:02:23+00:00,438.68,436.50,444.99,450.38,444.16,435.50,433.82,438.65,450.30,461.11,458.97,452.42,444.21,437.28,435.40,439.29,444.80,447.12,442.65,439.72,442.07,441.90,442.62,437.82,430.23,425.81,433.20,436.06,439.78,441.85,442.24,431.03,423.47,411.35,391.66,369.15,330.19,322.67,303.92,,513.29,441.31,,,L7
2001-08-08 21:55:01+00:00,437.19,433.35,442.94,453.25,452.01,443.35,442.52,439.31,444.33,457.08,460.95,455.79,445.72,436.59,434.68,443.72,448.11,447.73,446.62,447.06,450.17,450.07,454.46,446.27,436.96,434.58,443.55,441.02,443.38,449.30,454.72,443.90,429.33,411.51,385.95,362.13,327.75,318.97,294.83,200.60,,446.12,116.73,,L7
2001-08-15 22:01:02+00:00,435.98,429.57,438.00,449.28,448.97,441.75,439.91,435.17,440.54,457.08,460.95,455.79,445.72,436.59,434.68,443.72,448.11,447.73,446.62,447.06,450.17,450.07,454.46,445.16,436.76,434.37,439.82,437.90,440.21,443.76,448.15,438.78,425.72,407.87,384.16,359.28,324.36,310.82,283.80,189.56,,446.12,111.92,,L7
2001-08-24 21:54:48+00:00,431.67,424.89,428.61,446.77,446.36,441.03,440.03,434.80,439.72,455.26,458.04,453.37,442.87,434.87,433.78,443.75,446.74,442.18,437.70,439.52,442.10,442.85,445.32,443.25,433.85,432.28,436.13,431.55,433.87,436.64,439.93,430.75,418.14,402.48,379.31,351.36,315.75,295.42,262.56,176.33,,446.12,119.97,,L7
2001-09-09 21:54:36+00:00,428.99,423.41,421.91,439.32,442.04,442.02,442.92,439.03,444.67,461.18,459.35,442.44,431.91,432.44,440.93,450.72,447.49,441.34,437.21,438.30,438.52,439.94,439.84,441.13,441.98,437.26,437.44,434.89,435.79,433.52,432.19,429.28,417.73,403.08,382.87,355.62,320.81,290.65,263.91,174.38,,367.26,119.97,,L7
2001-09-25 21:54:28+00:00,427.55,424.00,421.02,437.08,437.45,438.00,441.39,440.41,446.62,463.50,459.03,436.46,426.99,434.12,444.44,452.87,453.55,447.30,441.31,440.34,438.76,442.76,441.77,445.89,447.15,444.18,441.08,437.16,435.44,431.90,429.19,425.62,415.90,403.58,387.33,358.50,324.79,290.09,256.33,180.85,,361.21,119.97,,L7
2001-10-11 21:54:09+00:00,428.95,425.42,424.41,437.53,436.58,436.52,439.53,441.53,448.27,462.02,456.05,435.99,428.98,434.36,442.42,449.22,450.12,446.48,441.30,444.12,442.04,442.16,441.04,445.56,446.40,442.55,440.24,436.46,435.62,430.56,426.65,422.53,414.62,401.98,386.54,359.05,327.68,291.00,253.21,185.22,,361.21,134.61,,L7
2001-11-19 22:00:44+00:00,427.80,424.78,425.32,439.00,437.49,437.54,440.98,442.51,449.01,460.87,454.33,435.17,428.24,432.35,439.03,445.22,447.38,445.51,442.25,445.06,443.07,440.94,439.71,442.62,443.60,439.96,437.80,434.16,433.31,428.87,424.65,421.05,413.07,399.91,382.83,354.41,322.79,287.54,253.21,185.22,,361.21,134.61,,L7
2002-01-06 22:00:55+00:00,427.80,424.78,425.32,439.00,437.49,442.61,444.81,445.05,449.65,460.01,453.21,434.24,429.55,435.56,440.65,445.70,447.13,445.59,442.28,444.57,443.69,440.94,439.71,442.62,443.60,439.96,437.80,434.16,433.31,432.79,424.65,421.05,413.07,399.91,380.79,354.41,321.93,279.66,253.21,185.22,,347.50,168.48,,L7
2002-01-22 22:01:04+00:00,428.10,427.76,430.27,443.08,440.99,445.85,447.57,447.95,450.08,457.99,452.01,435.18,433.06,439.80,443.21,447.42,448.63,448.20,445.24,446.62,445.00,442.22,440.67,443.36,444.65,439.56,435.85,431.83,431.91,432.80,424.65,421.05,413.07,399.91,380.79,351.31,318.22,277.15,246.34,185.22,,336.40,191.35,,L7
2002-02-07 22:01:06+00:00,429.45,430.84,433.68,446.23,444.05,449.41,450.33,451.45,452.00,458.09,450.09,435.47,436.80,446.14,449.40,450.07,450.30,449.64,447.62,448.29,445.99,442.70,440.01,442.52,443.08,437.97,433.43,429.80,430.52,432.72,424.84,422.03,413.95,395.66,377.32,344.05,312.14,272.55,233.94,182.15,,336.40,206.28,,L7
2002-02-16 21:54:54+00:00,429.85,434.22,439.22,452.51,449.44,453.78,455.32,456.02,454.23,456.81,450.32,437.27,440.17,448.74,450.28,449.84,450.17,450.46,449.10,449.73,446.65,443.65,441.38,442.72,444.26,439.42,436.11,430.77,431.45,435.09,429.02,426.47,418.95,396.05,373.47,338.24,308.16,269.36,227.40,183.06,,336.40,231.07,,L7
2002-05-14 22:00:55+00:00,430.23,437.01,449.78,459.44,457.16,459.12,458.57,454.43,449.63,451.73,447.87,441.98,446.88,451.71,447.66,444.37,445.88,448.38,451.04,451.05,449.44,445.87,443.72,437.09,434.96,429.89,429.03,424.44,427.60,439.66,435.14,434.53,420.45,384.88,356.41,314.13,282.72,246.36,186.40,,,311.60,304.85,,L7
2002-08-02 22:00:25+00:00,433.07,444.52,457.22,464.38,453.59,447.19,445.39,444.55,448.13,456.34,456.20,456.15,457.13,454.39,447.33,439.74,444.42,450.50,454.03,452.99,449.93,451.23,449.84,441.39,438.13,430.76,433.15,429.85,435.51,444.46,444.25,443.25,430.30,400.83,351.65,300.17,266.12,243.27,180.17,,,,,,L7
2002-08-27 21:54:00+00:00,437.08,447.22,456.37,456.86,441.20,428.01,424.07,430.44,451.61,467.10,465.68,460.36,450.87,441.00,433.33,428.61,436.69,445.01,446.46,445.92,446.57,449.67,447.55,439.02,433.57,423.72,428.42,432.02,440.41,449.02,446.99,440.56,429.37,412.31,364.03,331.31,274.68,229.26,152.79,,,,,,L7
2002-09-19 21:59:59+00:00,437.08,447.22,456.37,456.86,444.94,428.90,424.07,422.81,446.07,464.44,465.68,454.14,450.87,441.00,433.33,428.61,436.69,445.01,446.46,445.92,446.57,449.67,447.55,439.02,433.57,423.72,428.42,432.02,440.41,449.02,446.99,440.56,429.37,412.31,364.03,331.31,274.68,229.26,152.79,,,,,,L7
2002-10-05 21:59:55+00:00,439.94,445.86,453.71,456.32,447.33,432.11,427.96,426.11,445.98,461.44,461.29,452.04,449.13,440.34,434.97,431.73,438.21,442.57,443.76,442.87,443.11,445.12,445.12,437.31,433.64,423.79,429.63,430.73,438.16,445.00,443.48,438.08,429.27,412.46,365.19,328.38,275.64,216.64,152.79,,,,,,L7
2002-10-14 21:53:43+00:00,441.69,447.18,457.76,459.81,447.64,432.31,428.03,427.08,444.82,459.11,458.24,450.44,447.77,441.56,439.20,438.47,441.56,441.55,439.62,438.27,438.69,441.66,442.01,440.50,437.72,426.81,430.16,433.42,439.89,445.90,444.59,441.06,432.19,415.62,365.19,342.39,275.64,224.09,152.79,,420.07,,,541.71,L7
2003-01-18 21:54:30+00:00,440.69,446.17,457.18,464.14,451.85,435.65,429.33,427.08,442.67,457.36,457.44,448.53,446.63,442.83,441.59,442.27,441.97,441.08,437.47,434.03,433.80,438.42,441.47,441.58,442.03,429.20,429.56,431.51,435.68,440.17,441.82,439.32,433.78,417.31,368.55,339.61,283.30,223.61,140.02,,420.07,,,541.71,L7
2003-01-25 22:00:42+00:00,436.52,440.43,452.54,462.81,451.73,437.68,431.06,427.30,440.30,453.42,453.82,446.68,444.55,442.07,442.22,442.00,439.26,435.67,429.70,427.60,430.76,438.72,443.29,444.14,441.85,429.52,425.83,427.70,433.98,436.99,435.92,433.24,429.35,412.49,368.55,330.45,284.38,223.61,140.02,,367.10,,328.19,541.71,L7
2003-03-23 21:54:40+00:00,436.26,436.39,450.83,465.18,459.92,450.96,445.25,443.06,446.07,452.75,451.49,446.67,443.29,444.78,454.85,454.26,444.59,433.94,429.13,429.72,424.00,441.18,447.59,455.32,441.72,429.45,439.53,440.42,437.29,435.32,433.61,432.92,423.21,406.77,365.19,330.24,287.54,224.35,,,344.20,312.85,335.76,541.71,L7
2003-04-24 21:54:46+00:00,426.76,428.00,442.90,462.10,461.69,457.42,452.28,449.87,451.20,456.91,455.12,448.49,442.89,441.81,451.95,450.69,441.93,435.66,433.92,436.57,430.31,446.85,447.84,454.33,440.41,438.28,449.05,447.11,436.08,431.39,428.69,426.99,414.42,392.97,362.87,312.56,290.86,235.25,,,306.26,312.85,335.76,,L7
2003-05-26 21:54:43+00:00,427.32,431.83,443.98,461.17,459.82,454.81,451.93,448.24,452.23,459.83,456.48,448.94,443.02,442.68,451.05,446.23,438.79,434.47,437.01,440.75,432.83,444.32,445.72,450.17,440.44,439.05,452.29,451.25,445.65,438.60,431.25,423.44,409.92,386.40,358.25,315.10,290.27,242.32,,,306.26,312.85,335.76,,L7
2003-07-29 21:54:29+00:00,429.07,440.04,450.78,453.83,453.22,452.33,456.44,452.76,458.17,471.97,464.28,455.03,445.59,439.02,445.56,441.64,439.57,442.26,449.66,456.53,446.97,447.23,442.12,451.83,441.37,450.65,476.72,473.54,467.16,454.84,443.80,430.86,408.09,373.27,353.62,320.20,296.69,249.39,,,298.40,312.85,343.33,,L7
2003-08-05 22:00:35+00:00,429.07,440.04,450.78,453.83,453.22,452.33,449.78,447.36,450.65,471.97,464.28,455.03,445.59,439.02,445.56,441.64,439.57,442.26,449.66,456.53,451.11,450.21,438.87,445.76,437.33,437.83,476.72,473.54,457.94,454.84,443.80,430.86,408.09,373.27,373.12,320.20,296.69,249.39,,,314.84,312.85,343.33,,L7
2003-08-13 21:49:09+00:00,432.12,439.90,450.60,455.89,453.72,452.83,450.03,448.35,451.11,468.18,463.64,456.79,449.93,442.62,445.33,440.04,436.96,439.85,447.76,456.19,451.29,449.90,439.92,443.59,438.51,438.83,473.16,472.63,459.55,457.27,446.73,433.45,411.59,385.50,370.00,322.75,294.41,265.11,255.57,195.84,314.84,312.85,343.33,,L5
2003-08-30 21:54:22+00:00,432.12,439.90,446.21,453.37,452.70,451.84,450.65,449.69,451.52,464.05,458.91,452.62,449.93,442.62,445.33,440.04,434.04,436.83,444.18,453.84,450.08,448.53,440.59,442.31,436.44,437.01,473.16,472.63,459.55,457.27,445.16,430.64,411.94,387.88,367.98,324.24,293.11,262.53,241.33,195.84,314.84,312.85,343.33,,L7
2003-09-14 21:49:42+00:00,427.63,434.66,442.04,450.44,451.23,450.98,450.38,448.62,450.61,460.39,456.11,450.43,447.20,440.86,442.08,437.39,431.30,434.72,442.42,451.26,449.74,448.75,441.92,443.03,436.92,435.95,466.94,467.37,457.65,453.91,443.00,429.32,411.10,388.88,367.04,324.68,291.04,261.28,235.53,179.90,314.84,312.85,343.33,,L5
2003-10-16 21:50:08+00:00,424.70,431.16,437.06,446.21,447.92,447.92,445.51,443.62,446.12,454.69,452.06,448.40,446.04,438.56,434.50,431.38,428.21,433.09,438.29,446.92,449.87,445.71,438.83,436.54,440.16,440.41,457.79,459.88,453.77,449.86,438.70,423.43,407.55,387.48,367.35,323.69,286.71,262.17,236.86,187.92,331.28,,,,L5
2003-10-25 21:44:04+00:00,424.76,430.78,435.33,445.27,448.32,447.61,446.38,443.72,445.81,454.92,452.36,449.56,447.20,439.98,435.31,430.57,426.75,432.13,437.98,445.94,450.47,446.56,443.15,439.43,441.10,437.48,454.31,455.05,450.00,446.00,436.24,422.10,406.56,387.22,365.41,325.75,285.50,260.38,236.10,187.92,331.28,,,,L5
2003-11-17 21:50:33+00:00,420.36,427.93,437.34,448.75,452.26,450.91,449.63,447.57,449.16,456.04,451.07,445.84,443.49,439.22,434.71,430.93,428.45,435.04,439.79,447.74,452.05,448.93,445.92,443.96,443.58,438.74,449.79,450.46,445.44,440.72,434.21,421.88,407.95,391.03,368.03,329.06,285.50,264.35,236.10,199.99,331.28,,377.05,485.60,L5
2003-11-18 21:54:39+00:00,420.36,427.93,438.70,450.47,453.62,452.50,451.50,449.59,450.83,456.94,450.74,444.74,442.11,439.22,434.71,430.93,428.45,436.06,440.23,448.15,452.74,450.30,447.89,447.13,446.03,440.63,448.18,448.35,445.44,440.72,434.21,420.24,407.49,392.57,368.70,330.25,285.50,268.83,236.10,199.99,331.28,,377.05,478.41,L7
2003-12-03 21:50:43+00:00,414.23,420.41,438.26,450.36,454.79,454.46,452.52,451.85,451.38,453.56,446.40,440.36,437.22,434.55,431.02,430.62,429.95,436.62,438.40,445.67,452.45,451.08,448.68,446.99,444.67,438.75,441.62,440.24,436.02,432.00,429.39,418.58,407.15,393.50,370.49,330.50,284.06,267.99,227.32,199.99,331.28,,377.05,478.41,L5
2003-12-04 21:54:43+00:00,413.54,419.97,438.26,450.36,454.79,454.46,453.62,452.34,451.98,453.40,445.86,438.91,435.46,433.41,431.68,432.48,429.95,436.62,438.40,445.67,451.31,450.09,448.14,446.40,444.27,439.10,441.78,439.43,434.73,430.36,429.39,418.58,407.15,391.77,369.86,329.20,284.66,266.37,226.16,199.99,331.28,,377.05,478.41,L7
2003-12-19 21:50:51+00:00,413.54,421.42,438.89,451.64,456.25,456.04,455.08,452.95,452.28,452.88,444.44,437.14,432.45,431.64,433.94,435.35,432.51,437.45,438.59,446.10,451.51,450.09,447.60,445.51,443.14,438.82,439.65,437.46,434.57,430.41,427.98,417.16,406.23,391.30,369.69,328.59,284.11,265.15,224.72,200.10,331.28,,377.05,478.41,L5
2004-01-04 21:50:58+00:00,412.71,421.01,437.49,451.58,456.30,456.15,455.57,454.00,453.50,454.14,445.14,437.64,433.11,431.94,434.74,435.92,433.20,437.56,438.34,445.27,451.01,450.72,448.48,446.01,443.03,439.17,440.34,436.74,433.05,428.85,426.05,415.48,404.94,389.96,369.82,329.22,285.60,264.71,224.76,193.11,331.28,,377.05,478.41,L5
2004-02-05 21:51:05+00:00,413.77,421.37,436.69,452.94,458.56,458.29,458.58,457.42,458.08,454.86,446.23,438.15,433.18,432.88,436.78,438.00,434.75,438.16,439.55,446.23,450.26,449.97,451.42,447.61,444.02,440.25,439.54,436.87,431.86,428.18,424.75,415.35,405.28,390.05,368.27,331.46,288.60,265.96,226.58,185.28,,,377.05,478.41,L5
2004-02-13 22:01:19+00:00,409.03,419.12,435.08,451.69,458.88,458.64,459.25,457.79,458.51,454.32,444.86,435.59,430.26,431.54,436.74,438.73,436.14,438.95,439.49,445.37,450.10,450.13,451.98,448.77,443.76,439.09,435.45,432.65,427.30,424.52,423.13,413.02,403.95,389.35,368.68,332.02,288.46,264.60,223.36,179.01,,,236.72,338.54,L7
2004-02-21 21:51:11+00:00,409.26,418.17,433.51,449.62,456.72,456.20,457.46,455.98,456.79,453.49,444.35,435.72,430.13,431.10,436.20,438.01,435.31,437.72,439.05,443.83,449.12,448.35,449.97,445.93,441.62,436.98,434.05,431.09,425.58,422.67,420.92,411.65,402.96,388.58,367.04,331.24,288.46,264.60,223.36,179.01,,,236.72,338.54,L5
2004-03-01 21:45:02+00:00,411.51,419.01,433.72,450.17,456.87,456.00,456.52,454.21,455.41,453.69,445.39,437.07,431.59,432.72,437.49,439.26,438.45,440.63,441.38,445.26,450.34,450.32,451.53,448.03,443.34,437.84,434.87,432.56,427.44,423.29,418.62,410.80,402.76,389.29,368.52,332.84,291.62,265.35,223.18,178.20,,,183.75,271.72,L5
2004-03-09 21:55:15+00:00,412.55,419.03,433.26,449.63,456.19,455.46,455.97,453.18,454.48,453.76,445.39,437.07,431.59,432.72,438.07,439.91,439.52,441.11,441.98,445.88,450.94,450.87,452.32,448.09,443.45,437.84,434.87,432.56,427.44,424.44,418.85,411.27,403.68,390.53,369.16,333.96,292.03,264.75,223.18,178.20,,,183.75,271.72,L7
2004-03-17 21:45:08+00:00,413.63,419.45,433.94,451.11,457.19,455.53,455.64,452.97,454.19,453.89,445.11,437.00,432.34,433.64,439.22,440.87,441.88,443.10,443.08,446.66,450.84,450.56,452.13,447.86,442.96,437.48,433.63,430.99,424.82,422.29,416.50,408.02,402.46,390.34,368.89,334.36,293.11,264.34,221.89,175.46,,,159.82,271.72,L5
2004-03-25 21:55:18+00:00,415.23,420.23,434.02,450.96,456.83,455.29,455.06,452.97,454.19,453.89,445.11,438.14,434.42,435.95,440.41,441.75,442.90,444.27,444.71,447.71,451.70,451.72,452.13,447.86,442.96,437.48,434.19,431.63,426.26,423.46,417.34,409.48,403.37,391.44,370.79,334.36,293.11,264.34,224.83,175.84,,,147.06,235.70,L7
2004-04-02 21:45:18+00:00,416.76,420.78,433.37,449.78,455.98,454.17,453.89,451.16,452.67,453.51,445.32,438.57,435.46,437.20,440.92,442.08,442.78,444.16,444.72,447.71,451.49,451.30,451.56,447.59,443.15,437.44,434.00,431.65,426.66,423.37,416.87,409.25,402.98,391.42,370.96,335.31,294.14,264.07,224.54,175.84,,,147.06,235.70,L5
2004-04-10 21:55:14+00:00,416.76,420.78,433.37,448.28,454.22,453.29,453.44,450.34,451.57,453.20,445.36,439.37,436.31,438.40,440.92,442.08,442.78,443.95,444.39,447.74,451.89,451.78,451.97,448.43,443.88,438.18,433.61,431.22,426.66,423.37,416.87,409.25,402.98,391.42,370.96,335.31,294.14,264.07,224.54,175.84,,,147.06,235.70,L7
2004-04-18 21:45:49+00:00,418.04,421.25,433.09,447.98,453.91,453.13,453.45,450.19,451.56,453.15,445.10,438.91,436.77,439.90,442.52,443.30,443.49,444.10,445.56,448.63,452.18,452.23,452.36,448.24,443.11,436.28,432.87,429.89,426.05,422.80,416.69,409.77,404.25,392.95,370.98,337.86,297.01,265.19,224.86,172.32,,,147.06,235.70,L5
2004-04-25 21:52:11+00:00,419.20,421.68,433.45,447.51,453.19,452.84,452.78,449.72,451.50,453.31,445.21,438.96,437.40,441.56,444.36,444.55,444.20,444.97,446.45,450.02,453.59,454.03,454.06,450.23,444.21,437.35,432.88,429.98,425.82,422.36,416.90,411.04,407.08,395.48,374.16,340.81,302.90,266.33,229.25,172.32,327.46,306.95,147.06,214.75,L5
2004-05-19 22:01:23+00:00,420.46,422.04,432.24,445.00,450.42,449.78,449.80,446.58,449.34,451.93,445.10,440.20,438.54,442.05,445.31,445.37,445.40,445.25,447.84,450.66,453.50,453.29,453.29,447.53,441.49,435.15,432.89,429.75,426.42,422.94,418.20,412.83,408.63,395.30,374.54,342.10,304.92,260.76,229.25,163.20,327.46,306.95,89.57,82.92,L7
2004-06-04 22:01:19+00:00,423.37,423.44,430.77,441.52,448.52,446.70,445.54,444.21,447.58,452.53,447.05,443.31,442.26,445.82,448.03,448.17,445.10,445.16,448.99,451.85,455.78,455.32,454.85,449.34,442.65,435.48,433.18,430.97,428.12,424.19,418.25,413.94,409.87,397.97,375.80,346.02,309.09,263.94,235.47,163.20,327.46,306.95,89.57,82.92,L7
2004-06-21 21:47:40+00:00,423.40,422.22,429.43,439.67,446.03,443.75,441.86,439.69,443.32,449.44,445.01,445.32,445.34,448.40,447.67,447.32,444.49,445.17,449.71,452.01,455.95,455.32,456.05,450.50,443.64,435.43,434.14,431.82,427.60,423.64,418.25,414.68,410.87,398.96,376.51,348.32,312.30,265.34,238.07,156.97,327.46,306.95,89.57,82.92,L5
2004-07-14 21:54:31+00:00,425.00,422.77,429.10,438.82,445.75,443.04,440.77,436.09,439.29,445.79,442.78,445.37,446.17,449.64,448.43,448.22,445.29,446.28,450.97,453.01,455.86,453.88,453.53,448.54,442.85,434.04,433.07,432.15,428.52,424.30,418.89,416.11,412.63,401.20,377.03,349.74,314.14,266.17,239.92,156.74,327.46,306.95,89.57,82.92,L5
2004-07-30 21:54:52+00:00,424.63,422.13,428.06,438.09,444.96,442.26,440.03,436.17,439.66,446.38,441.73,443.12,444.25,449.64,448.43,448.22,445.29,446.28,450.97,453.01,455.86,453.88,453.53,448.54,442.85,434.04,433.07,432.15,428.52,424.30,418.89,416.11,412.63,401.20,377.03,349.74,314.14,266.17,239.92,156.74,327.46,306.95,89.57,82.92,L5
2004-07-31 21:54:51+00:00,424.90,422.31,427.84,437.82,444.71,441.85,440.03,436.17,439.66,446.38,441.89,442.28,443.55,448.67,447.11,447.27,445.09,446.50,451.42,452.83,455.38,453.88,453.53,448.54,442.85,434.04,433.07,432.15,428.52,424.30,418.89,416.11,412.63,401.20,377.03,349.74,314.14,266.17,239.92,156.74,327.46,306.95,89.57,82.92,L7
2004-08-23 22:00:59+00:00,428.45,422.24,426.64,437.82,444.22,440.83,438.88,434.63,438.00,444.84,440.23,441.87,445.38,451.29,448.79,448.67,446.81,448.89,453.65,455.16,456.93,457.11,456.62,449.53,444.29,436.75,434.45,434.08,434.19,426.61,421.02,420.04,415.56,405.10,380.91,352.70,312.23,263.11,241.21,164.48,325.66,318.32,87.30,90.96,L7
