,dates,mex0442-0000,mex0442-0001,mex0442-0002,mex0442-0003,mex0442-0004,mex0442-0005,mex0442-0006,mex0442-0007,mex0442-0008,mex0442-0009,mex0442-0010,mex0442-0011,mex0442-0012,mex0442-0013,mex0442-0014,mex0442-0015,mex0442-0016,mex0442-0017,mex0442-0018,mex0442-0019,mex0442-0020,mex0442-0021,mex0442-0022,mex0442-0023,mex0442-0024,mex0442-0025,mex0442-0026,mex0442-0027,mex0442-0028,mex0442-0029,mex0442-0030,mex0442-0031,mex0442-0032,mex0442-0033,mex0442-0034,mex0442-0035,mex0442-0036,mex0442-0037,mex0442-0038,mex0442-0039,mex0442-0040,mex0442-0041,mex0442-0042,mex0442-0043,mex0442-0044,mex0442-0045,mex0442-0046,mex0442-0047,mex0442-0048,mex0442-0049,mex0442-0050,mex0442-0051,mex0442-0052,mex0442-0053,mex0442-0054,mex0442-0055,mex0442-0056,mex0442-0057,mex0442-0058,mex0442-0059,mex0442-0060,mex0442-0061,mex0442-0062,mex0442-0063,mex0442-0064,mex0442-0065
0,1986-04-02 17:01:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.4886533220669,375.8396079967052,364.0447131792878,360.55982285352763,350.7433954496112,343.1104464707076,331.96700668083093,328.8478704064311,318.31980893005266,316.04366149484616,309.32815531982664,311.78342390319693,306.0563083968828,304.35258476260793,296.8665823986054,292.2149487473618,285.2365112947787,286.8679373150588,286.33549824775196,283.7831599570783,278.03966689398834,274.140389808105,269.4528804503122,272.69272033721046,264.94684732179434,265.42429287012766,261.836410549061,251.8886641579008,235.75671105083745,245.28073522234428,245.99558063077444,238.41646513765295,227.07851388425092,226.47405743018692,217.3354751067585,217.29239858744987,223.21880044989712,221.81991060962943,211.29824543903857
1,1990-03-12 16:56:08+00:00,,409.81094947074547,358.1325859880249,309.20525694448696,271.47379597448247,313.6916989999535,349.6763581835108,392.80712746917783,,,,,,,,,,,,,,,,,406.8146509251374,394.0912736408018,381.5900842921952,379.14456999386937,368.8796854755652,362.38680347206054,351.3582849354924,347.54684487191884,341.07001158970326,335.94502739710805,329.0804374682189,322.1779617933925,316.86617532757833,311.7015987946543,303.381774920145,302.8503707807084,293.15023569164,295.7435876568765,286.2212348090222,286.8968917423524,281.39114733267695,285.9275806742465,279.17509999114117,276.9735160119241,272.14017673410507,270.2753468500601,266.4433019509695,256.6208312205679,254.72815746445266,249.07729844080504,253.04900401051984,248.402932085323,239.1792017730615,232.65662686121,227.70170288117913,223.29783319886687,215.14120983144701,213.89670166290216,213.55398409690716,222.4515342634008,222.09139472115817,218.6929217170467
2,1991-03-31 16:57:07+00:00,,387.43434408057914,324.0153871692428,276.1764065737141,249.3328138440673,296.24706049695465,335.3032519155089,375.5673384397333,403.6381007083226,,,,,,,,,,,,,,,,405.7352111275681,397.87632279402317,382.76245752572675,371.7530292154987,364.9810959407278,357.6217019576569,351.0408228265532,344.15985493910495,336.9504800109925,337.7375091888096,331.99926874896585,324.01641820957474,313.73739522891987,305.41227250184437,297.8613728294957,289.25803153822557,290.2111502677368,283.9878598042601,285.11228156367446,282.36276874612514,280.4006345210401,277.34530334214065,276.2333885813492,271.9239732453904,266.3781015938549,260.54227808867955,256.69233128852346,256.2818956873518,254.4193924689423,254.3075715533199,249.9743425244586,245.07798935505448,236.48847683890565,226.9120864092394,221.7648162594058,216.6462895047075,213.8695734897785,211.7849938161895,210.43867240155822,218.19992132081947,215.3046863974209,207.44175096522218
3,1993-01-15 16:57:08+00:00,337.9558859644367,281.6619281322217,241.53579531582716,202.17228587480315,186.35228255304372,223.73184193899104,269.9826662391696,317.059938168586,353.4667700631573,378.2618584791213,379.75448940820405,384.8078796980662,,,,,,,,,,,,385.51145401289574,383.8030763855694,371.6952805464932,364.94087094049326,361.76906061880834,366.74656478171073,359.7045072153604,351.96558274963036,343.87802272400137,339.3090323375169,336.12527672506144,334.29746972468854,323.9938171041937,323.5299460397403,313.13309585471404,310.40113478873104,304.0968698195182,303.4362375993396,302.0872631117922,299.23134339727005,295.0449999684675,293.02992774709367,284.19379491231797,278.2574080683593,283.8156912975783,287.99178795797263,284.7632423702827,,,262.2564806158272,265.6824862387891,263.01327586349953,247.8931946362005,243.85278022328703,235.97184660639934,228.61444579629514,226.51289155560508,224.7111415350649,217.2654293783629,218.05958942256524,225.04720119158486,220.06685134338298,210.94524848529565
4,1993-02-16 16:57:27+00:00,332.13440969807243,281.39341812646774,230.91916695256094,208.16022058559093,191.6363714053266,228.48438478611757,272.826783348432,319.3891207443821,357.1396719655882,372.11000120736986,373.76218525403647,384.05069042892274,392.64165907241767,,,,,,,,,,,389.1750594467935,385.82184357586885,380.1569194870851,372.1952767014192,369.1774589199751,358.8901696042539,354.25521750496495,347.65173904839804,347.0348953988159,345.5404815912988,343.0676333868915,335.6828682898487,327.62817562311574,318.53614135350966,311.7573339084972,303.8934981054617,301.2486818451858,298.05539418900963,303.4551573605035,296.8984800507781,294.0869844255799,289.00226678284724,289.33012055887843,290.22795997916165,286.8665584759431,281.04279439745545,275.0135506060313,,,265.3897134257484,263.56272405995895,258.1008979633262,249.98699534048995,241.89643393444132,235.17166740568848,227.63356231804752,226.24422960340152,224.07118537850533,217.21021821246225,220.25904918812938,223.0324283858642,223.40981994582683,215.72060643079553
5,1993-03-04 16:57:35+00:00,325.965138683244,273.0565886348275,224.3250980345738,195.55201593927947,183.59290166487935,217.2304657904312,255.0925668272863,307.5524921321224,347.38650374099797,365.7208325328672,367.3770476614231,377.41545863032053,,,,,,,394.81997353727587,381.62551311842094,376.1856682230555,375.023336086374,372.44307275897506,371.51324490819616,370.2934420780642,367.4131292190875,361.2371597810422,354.11637179311214,350.1069085619215,340.85304956434345,336.7186157169866,330.21463909150884,327.24358649645734,322.37745875448445,317.2087957444145,308.4096284221702,309.9665866664206,299.8758057461183,296.74863950477913,289.17663464631397,289.6454676544224,287.0820966638037,281.53182993883155,279.0416606729189,278.3825251228894,276.129586206928,272.6615697203697,272.08611111040005,269.02953038709126,261.2503144237851,255.23072330530192,248.44928369570664,249.6425415432036,245.85599792591853,244.94056053445792,242.5925931063006,236.58915314137369,227.57818788443254,219.5902343629333,212.85675683520552,208.7863473736124,204.8959368381467,209.29793552526786,213.1689793855581,217.55623892699518,206.3720803350323
6,1993-03-20 16:57:40+00:00,337.3595248696378,290.7476437573105,235.10365174103188,206.89278833822144,183.29849111843595,237.85676359956423,275.29651186817944,324.92662313460977,357.749890465791,379.4859993235291,379.48812591511256,392.2509232139166,399.62607784314434,,,,,,,396.35455513853856,383.63223966551993,389.4315700884475,386.0337077976531,386.18624854960905,386.2278469200522,373.1734195311141,377.51416941271344,370.0713753366154,365.45031959623367,361.7815601026825,352.54494681666824,345.46754972567675,345.634840286331,340.23307259630826,329.3686231114768,332.6382490620257,322.3886150508396,317.24345812814875,307.4330720872135,304.7860121397045,303.8024303400699,300.8285173563643,292.0243171019981,292.12459960491555,290.89186643079205,286.78868369206236,288.16403729308894,284.6252376014713,278.0420225650608,277.4599008658698,267.59320078323583,266.54920016864065,259.9955854277318,257.3421137877676,259.68163682574067,252.16032116185346,245.13266321963624,234.10665737223508,230.1867957952366,227.93283529272938,217.91017397821383,216.28276646851555,213.33039648822114,231.76735253603857,225.499670609145,216.41748205797273
7,1993-04-05 16:57:44+00:00,328.9546580060274,279.9592436858508,226.751521219952,194.13739397969374,190.08741346049376,246.22083796955314,287.51244531853047,324.8026168083475,361.04143207749934,373.0033582861316,381.5881475828153,391.7444413913279,394.87527037573847,,,,,,,397.0914601983603,386.43285867351284,385.91686436342275,382.7900122269797,388.2480140330449,387.0791620965123,380.2638829747919,377.3387555608789,365.66276086843675,358.37691874790227,351.23936094570746,344.12091397267665,343.7601857620951,338.2316358768893,331.3918505870149,331.92525240395753,324.6263626064796,318.8527098123076,318.6281382585597,310.311123439842,303.2703607273023,293.7510943093766,299.1201493118322,298.4118440630021,291.3841737469576,287.9433381901759,283.260289974456,280.67106848881906,277.34626660128845,278.28315226849196,273.83046685723457,271.47617531148404,271.580855139469,268.0641341557298,265.13900945935154,259.29942839948933,253.47149503237327,247.76380472953525,233.58676264156693,234.60576642197879,223.57548805455744,230.04330340298532,226.46562883620442,227.24916378663585,231.2562933143205,224.82609617609597,212.3219370687853
8,1993-04-21 16:57:53+00:00,322.4979027918623,278.65037972838013,221.35774666875753,196.0324785149292,184.09096990731456,231.02025022551894,273.92987112788796,314.23542818193107,346.05119404439813,366.67485046489446,373.4334102126524,382.6167177329875,390.69932166176693,,,,,,404.49358811084437,392.83777964049136,387.8889606134288,379.0970880250087,381.7443662099828,384.71664327936503,378.87359180057047,371.91170956772373,367.6786464783537,361.4843522586158,351.639125339911,345.96929126028397,341.0294817287056,344.3772730575855,336.40748504378746,332.15978721726844,328.79233755252227,327.22532400728767,317.71447934144345,311.9778825607105,305.5065898945223,294.9130816862383,293.6835978305339,296.77130490748834,291.376851048481,290.7501536707214,286.82268649420234,286.10509560938965,279.6708838323859,279.00229365408063,272.6281237434332,270.27246316278877,278.28054435270127,265.11525690299516,265.44687846207535,257.29722306147886,254.5410472668419,254.10279350549365,241.40883698238036,234.67736381267082,229.1336612835682,227.4743397021091,227.8331276113846,218.95108655689128,223.47585417788247,224.81783592802063,221.42028037002882,212.64279902227514
9,1993-05-07 16:57:57+00:00,336.181472988172,278.91180920454053,222.69487822533378,182.63329244547324,174.55577605335856,230.03574774740554,273.7302427280433,312.62136372777536,343.15348912821764,364.37566884526086,370.84925367620093,385.15392665511746,392.91834947011336,399.1011766564369,,,,,404.8368310824537,393.0271714562281,384.80205807430315,379.3063417686169,378.51003590756966,381.9634310364497,379.1096304252869,369.63750836136353,364.9062106028431,359.0591269085077,355.8403274068861,349.6628490857899,340.29168840859234,331.90850104624,330.1111211625172,331.30082077647705,327.34687015261545,324.7294828471991,322.90790303179267,320.12374413774114,312.941480209126,306.89018874357646,302.84768882769856,297.047512360273,302.7062550035464,296.3094694022263,290.1701477928101,284.4965614909089,283.09130918866543,282.17723633477596,278.4804060808723,274.42945281436585,267.7297202078328,271.34544236517013,264.8471125445773,263.854603904655,263.00323274049566,251.6654497185797,242.51259657735253,234.7342912940099,230.62198339475944,226.50108702721244,219.08398925935978,222.70743720316418,222.645017556842,231.37228916581483,224.72841036263068,216.8938442043726
10,1993-05-23 16:58:00+00:00,319.60141831365365,265.5838551520553,206.49163982852346,170.00203399793406,162.25809288042294,222.08685809901664,257.6734699892782,302.8401948044947,335.1334299474585,352.98515000970997,355.5582369859178,365.81265078919836,373.88380231295065,390.21215125395815,401.2378690395198,,,405.0166269746523,391.4384831840197,377.9486145358354,366.48812694009536,367.3679389150249,370.0496996625897,366.3167282398969,370.64031435848744,359.6064272206687,354.64855246838533,344.0276547182426,337.1357197424537,333.03178686768155,327.8878594189445,319.2456061432619,316.3992487085518,311.65711120080186,311.71855636715725,305.11558826005677,301.2260900422342,297.13098692161145,294.37912752917595,289.34782407865146,289.0172432343246,287.231791727689,279.06634098451843,278.0848329599926,277.4622193959888,271.88446601685354,270.5605629193763,265.5448442367475,265.61506501199744,257.0776972250828,255.66994336804174,245.69527914297083,246.25490633743703,245.0509756120701,244.3021470958817,238.90940612787466,227.03585692782656,219.1227121672514,217.8302477097975,207.5651715643582,200.03784835412864,200.07906437944405,206.40646800474337,215.3266797291127,212.80721520085373,202.76760285176505
11,1993-06-24 16:57:57+00:00,321.21675836897043,265.2189107573679,212.99288810341434,183.5183714458387,161.7813878936018,212.844530322817,252.61744308098133,296.31841466221283,328.52101835090923,346.27216512133447,354.87557539547896,368.8957869183153,381.4462819580787,389.6399652080926,,,,399.05165347367125,389.45150650904225,377.89462988883133,370.30683818662055,368.1298362092477,369.68597469971434,364.1191060271729,363.8908651276039,355.2518773440588,356.06716746863617,345.59382306513373,338.968693384649,329.7202767601501,326.1994787313589,321.00390323720427,317.05786393293295,308.48071773195613,301.15070300064804,302.54799345797414,297.7324831575522,293.0599947980168,288.6763534717593,285.9075781760896,283.7892087169475,281.49591146307586,280.47280193473574,277.2176663940305,276.7393390129715,275.045358566869,274.7609566844062,269.88366470963877,269.748687521625,264.5394388853191,263.2335755508819,251.35049040066667,250.7299714164422,243.65747155329422,241.35919786659727,232.96007580957473,228.43184979746525,223.0456706186677,214.04376089789332,208.96947214545258,203.64222881621686,197.66132298209064,198.71880338112342,217.0113815650239,213.3053737824483,201.13130712307208
