,dates,per0195-0000,per0195-0001,per0195-0002,per0195-0003,per0195-0004,per0195-0005,per0195-0006,per0195-0007,per0195-0008,per0195-0009,per0195-0010,per0195-0011,per0195-0012,per0195-0013,per0195-0014,per0195-0015,per0195-0016,per0195-0017,per0195-0018,per0195-0019,per0195-0020,per0195-0021,per0195-0022,per0195-0023,per0195-0024,per0195-0025,per0195-0026,per0195-0027,per0195-0028,per0195-0029,per0195-0030,per0195-0031,per0195-0032,per0195-0033,per0195-0034,per0195-0035,per0195-0036,per0195-0037,per0195-0038,per0195-0039,per0195-0040,per0195-0041,per0195-0042,per0195-0043,per0195-0044,per0195-0045,per0195-0046,per0195-0047,per0195-0048,per0195-0049
0,1984-05-08 14:32:57+00:00,151.94136326144852,158.89304673888418,155.47868070237243,159.04085590913732,164.23625119078787,173.10322885224215,176.46908588445015,,,181.67110069540902,189.14334913778453,194.73561464164732,197.5974416241251,198.12233815640218,,188.9481269455692,178.13739853251457,186.05464493711258,182.8189673655708,197.64356532677832,200.8505479199999,210.47931482243064,206.83975927615296,202.9767840427423,,205.89237586928346,206.18945689695786,204.91301888520692,,,188.01765380939972,,189.36994311857586,187.79484400907958,196.15447752975584,189.59621464820538,,175.12191444120688,176.39981717247775,,184.60114757064747,193.70748643324725,191.64311619164695,175.8091005783725,,,,180.89012234899312,175.32022316100762,156.36222918025635
1,1985-01-26 14:42:08+00:00,,,,180.85939629856708,193.75817937348674,185.6235925259616,194.299288237273,221.27768622011766,216.7343909552397,194.6611745658326,195.795078847182,212.38644929472935,201.48095131152385,209.92332061952936,,217.2411285198478,194.82822818041268,186.66682606383122,206.21646940795304,232.41747922760703,226.3709763647362,215.1486903195195,212.3535918401268,229.35875690998884,,230.23634472806944,203.65944913512718,206.26099566512113,237.26865746280447,,223.76634541040042,229.62163477791523,213.94364013544427,218.5036546345952,212.18487362335608,205.4983435051942,223.83161235574218,205.4029462740257,206.76497306628343,208.3952959366,193.51806386482147,203.92812509679374,202.15470927131366,203.90765520866097,212.66885201991443,208.49882404162557,210.89137605540836,207.89922492911668,193.6474920285273,176.00000315130686
2,1985-03-24 14:35:57+00:00,150.1687186215739,164.93797844239717,171.84425300796923,170.24579823265336,178.08644687674246,178.7548990186504,191.54949998181038,187.47167585650786,188.65629355776582,186.17872302006677,174.93938496823645,187.464651346868,192.57191075492955,201.86528663822938,195.78871571555112,,175.23162170392112,186.20215770710894,198.76680900752262,208.764414657043,215.38633756297577,215.07726378318054,216.92323454196654,209.88731369903007,212.48169221108995,196.67842684929863,202.90824263247757,210.83020939084352,203.63949856564105,189.37061491550665,192.79864235817953,205.35140753695708,217.80791025341443,213.91077777145617,191.19202467244082,195.55564872047722,206.39595984205832,187.13267068399574,159.89695551953483,176.79915475688136,201.12174587110744,192.43125719337792,187.51232488440118,183.44332674634887,187.52857907973808,185.88763353528824,178.58978041907315,184.9984460772826,175.12562316262188,163.7640298668915
3,1987-10-31 14:39:29+00:00,153.3769835852853,155.79566474511827,158.3305964665629,165.75142665318626,175.07952517874168,185.31854039759668,188.48502258641625,196.30059449493453,187.8790175086654,173.52157122514913,177.15965606150206,189.00393530318112,181.47811976130814,182.50251894615695,194.605017595619,203.97839232371555,200.45797528157124,196.9513534552034,205.64467720130136,209.03199113556198,208.35484584037144,213.5141557412102,222.9128897685027,227.69388992999885,218.87271503393936,208.5552631461985,210.07243002407517,219.68132286798289,225.75401497292157,215.65099105897116,211.9124524727649,204.80154147032633,210.88072237528058,208.38228506074162,200.12694000868538,204.0263758335074,194.22244712623652,188.6766055402958,176.05956799393454,165.57983025775295,186.45624468542215,161.9924609406781,154.29905099378715,169.36741820171528,193.14433337874235,167.3584915719596,161.33552858258534,176.87220375219698,176.81034044279005,154.74075935426822
4,1987-11-09 14:33:31+00:00,164.03318123459815,178.69480966898672,179.96150777006682,177.1932594447929,185.50548417698369,184.986103389936,190.271367618644,197.69008873693963,193.2294080324913,194.74437976951293,195.85563529310156,201.52928492411908,192.72085777894333,201.1685697090963,208.41291983307923,212.5257766544565,204.525394492367,207.69217003379862,206.2109597359728,208.07173985503096,213.40425278545922,215.91267693261602,230.50549542548075,223.83034823096298,231.63346985697953,232.04786085109765,234.60195857377323,228.08540506540317,216.55473403130597,212.19746036346328,219.41886281675505,227.6119815895642,216.95906274655414,217.92176845216164,224.51767942440316,217.6146742780893,199.00462519835753,186.22636959196694,179.68616220426236,196.82637291641876,190.62186220013783,178.65052689999828,180.70739700971387,185.8354456345304,176.29405817286744,171.72348835390704,176.74895294039328,179.0982852618224,167.61319304659122,162.49002490197358
5,1987-11-16 14:39:51+00:00,,,,173.59942711081302,174.18487212269247,177.1533303876908,175.73998582459657,184.85068505782445,178.81493424870928,171.75430319352395,186.50256077014495,180.91095065325337,175.17868466157512,179.45158726121178,191.0923786804101,200.48268872054854,200.0605076803489,199.31072227193914,196.83687319276657,197.11156693914592,197.64331304681167,210.84707360441422,212.65806066301056,215.20201063725546,216.82786732656714,224.47576203862752,217.67664505209208,195.04780652799053,208.02179746254612,218.1990359433386,222.9459920723748,216.11028747216028,196.64859905612786,204.4098598249907,213.42808496544134,198.3582702459134,170.77655569180638,168.80220267705604,175.62051470292556,185.36283904057333,163.40236315848938,166.17576708656514,178.54494064587206,164.14190465263556,168.820620173344,166.23942674141605,159.7227475082202,168.75152223809457,169.7630850327822,153.1490941409664
6,1987-12-18 14:40:20+00:00,150.84272626042377,173.22851212177747,188.945400309083,180.01635269016612,181.80496684008025,186.11840068247272,178.9210499384298,173.66050890231935,174.48028775010428,169.11620666872005,178.3826622252107,178.18085748329744,167.71941200631414,182.03645387733872,202.15735084585504,199.04884277806542,187.0427463108057,191.39040806607457,218.6920437889443,214.8512339024554,198.3346961672227,201.83783007974284,220.5520924906656,229.60365578622353,222.89600927810713,217.91462894477246,205.93984679836194,194.84351415090802,204.48867495273905,220.35142433603878,219.12410440841177,221.75837354290957,190.05794070575746,167.56140081969275,195.56320943736938,218.13580112452235,192.07093455447736,161.45743634708657,173.89991787651306,205.4454927194099,172.21465737606334,152.67102254185366,181.3386131386326,154.1053584729596,160.05550978174497,176.0807306446025,178.176360176657,173.20337988500265,178.82554112301113,153.11689500263836
7,1988-03-07 14:41:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.53963103267526,188.11729637034315,207.488018651132,188.90778266472523,201.80438388726654,197.17250619698441,200.61558808860838,197.7190314693244,187.4688465153632,169.34427789798883
8,1988-03-16 14:35:30+00:00,185.05469083490127,187.91888433645644,186.98860382563822,188.13224540478132,195.14159065175704,206.43886299137634,214.3419839416194,211.8510784277446,199.30815349141784,201.9262756198859,211.93682794334114,205.7107606024304,202.12952797095292,190.7431437334278,181.68363932186415,189.83531120836116,203.41332832800384,218.41949957118942,219.96218836161268,231.182791267369,237.6104363883842,236.94855723052808,239.7946730124202,236.51342157854762,241.38433805302148,229.71987035748646,213.78196474834277,224.4922023204301,214.13589405516666,217.41723831310335,232.71316097761482,206.86393301504015,216.6113739501931,223.99719723200826,191.3887196326269,184.46844867298222,212.66018245829645,197.04344234922922,179.03576382324033,189.40752238565312,170.58186997261703,182.36251322243513,194.47252717731166,186.94454772336326,194.6259747971087,191.42211057653367,191.01309409229836,188.36203109044422,184.76891462079047,166.91795378775223
9,1988-03-23 14:41:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.26885173468332,190.69471811674921,188.79626454647894,193.74317698674923,195.79630580285823,198.54665820984948,197.582292793012,196.65350136261458,190.52899062935123,188.10407600597938,184.20708180777055,163.81771252015628
10,1988-04-08 14:41:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.87311770264498,218.65961658474623,224.07201889077896,224.275166230514,224.41791562134364,226.01970505123782,208.44114238532129,197.9357118219103,208.9253554015676,215.22808242962253,193.4993056639383,193.57635463555334,195.24636625439098,199.58872067112387,208.31234268634108,193.29901624833158,205.41568979238338,196.67027739960673,196.8889526397599,197.45411109811693,201.66609524370597,194.21602862546376,162.70362555252746
