,dates,chi0429-0000,chi0429-0001,chi0429-0002,chi0429-0003,chi0429-0004,chi0429-0005,chi0429-0006,chi0429-0007,chi0429-0008,chi0429-0009,chi0429-0010,chi0429-0011,chi0429-0012,chi0429-0013,chi0429-0014,chi0429-0015,chi0429-0016
0,1986-02-04 14:07:59+00:00,196.8369437142629,,181.0318986925547,187.8530664480044,175.36329188716928,184.95206002154873,197.91638047685302,196.42521553077995,208.51664496595657,210.92506388258712,219.7284090525061,226.21923894181282,,207.04112790556283,210.4108605739336,210.38966317703728,199.45194606471983
1,1986-08-15 14:02:41+00:00,197.32261914273164,116.55942322264728,152.8915999914409,,168.40630381000594,189.08172120883916,212.84744660478518,215.17449169089045,209.85076915565023,209.74916625385939,220.4151403398343,193.36709065034032,,184.35387180879175,209.7368474458718,188.24030359828294,170.49688670626202
2,1986-10-18 14:00:32+00:00,176.29353112645242,159.84162041296364,179.8278127311306,185.5796089871935,187.25406951543596,180.4951257211884,220.8982052875813,213.93722795415502,227.51428413641275,,,,,,199.68873573454806,206.3168220245569,183.50195395846927
3,1986-12-21 14:00:01+00:00,189.51603286700552,179.48202121649317,182.8042046799593,178.99604775628384,210.38556436172277,255.6148949907038,242.62415788485794,205.22081598216516,201.00869391566832,218.19606899826678,231.93592421768324,227.4627165606316,215.94996981571722,212.32260036330473,206.76416265429407,215.5743877020746,208.15583757282232
4,1987-01-06 14:00:30+00:00,198.91709423408702,174.09809182919437,172.6791027203871,180.27610213179722,207.61576797169047,226.64204433374775,228.4162942701216,203.61475656214313,193.94687028126114,211.5183330184226,221.53643443584778,223.1983520194933,207.27017597669604,200.9704914163293,192.59604801792986,202.96224230310796,202.8747172674623
5,1987-01-22 14:00:58+00:00,202.36807741520545,171.3160351857284,175.16961042557259,195.88761990772485,222.2683710816384,228.98857591914353,227.19321105236207,210.58854399238012,192.6966563698232,193.7122697192209,211.27139374720343,222.589803286149,209.97198120220654,200.75664294594623,195.23525119473516,196.42561877537847,195.55769458398152
6,1987-02-07 14:01:33+00:00,210.47517884043995,175.69154520538558,188.84215430597274,218.84647543137928,229.05237296073113,241.26604564259796,242.74483043084174,236.1473709798183,202.26702280620137,191.78165211640422,206.14731021533356,231.68359340257118,223.01657296153908,205.8925702249888,198.41205369168733,200.85560587595566,196.93735823722386
7,1998-03-09 14:17:33+00:00,199.10729297090649,168.50260268686398,194.47676587663278,222.32240966405976,249.90246322229072,258.10868000229124,226.38729447545833,184.322515155253,173.79589393126207,197.67128604619765,225.31277751686875,224.56454493031544,219.60678991044963,205.1887358056697,179.6639130456515,164.42784904815466,174.1065740474818
8,1998-03-25 14:17:47+00:00,190.67224112144223,195.09663436962978,211.6573761735824,220.57672090380296,249.78394616522485,258.98508630734113,231.57209089674612,184.09952556424474,178.82206351130247,207.65626173825086,220.76340088954535,211.76017316016035,208.94513273169807,213.002972860979,184.7238136022159,172.23524644510675,175.84592137501684
9,1998-09-17 14:19:50+00:00,218.58719973922658,160.8312700590256,168.2931301913418,166.9997580300957,147.83420190103524,179.28109720729833,210.26041129020902,201.68819425231646,196.58216220322615,193.39252064919867,181.6547977373463,,,,168.39406816126137,147.24348318500154,128.6265919482511
10,1998-12-22 14:20:06+00:00,187.02171683244663,170.65021537968565,178.15532326568456,152.40771673091166,157.44681952400362,193.16954096367544,208.5630544127416,204.95599723588973,184.5742230083516,174.30420928813317,192.81883548927456,213.61885650243542,221.1990505871901,199.52509450926726,158.73515887915698,133.16493943459417,134.96777040580173
11,1999-09-20 14:17:38+00:00,213.4933403416218,148.26639544196962,164.6984882449033,142.5953578964464,144.7812726978551,185.83270905983537,199.82660168049685,177.6130318753012,172.1603050817766,173.45570414186002,163.67374803682267,,192.0244689021151,202.38842203533488,185.13072244485656,169.77851334140215,163.25243854781445
12,1999-09-28 14:34:03+00:00,,,172.23302346282662,151.44469255046698,162.49231052410846,204.743687543254,197.71982957201044,177.7224684295215,175.73073770493954,181.3862848473761,153.88023191728306,,207.62745551189246,204.15670949638462,173.8287323920131,171.50776833058217,171.29615183751133
13,1999-10-06 14:17:39+00:00,191.15011310074016,153.09036639697794,182.90027242726504,164.52180777420983,181.0437856477069,204.74118640507675,209.4153812099143,195.39155910721766,200.58127719258715,200.13872458839518,155.26556397110426,200.97085662821905,227.98755191994368,217.3952774421934,194.5091407366536,195.92604311696564,194.25442033265398
14,1999-10-30 14:33:56+00:00,180.48358710534333,164.9440840838311,174.59130902975386,163.11726111885932,179.7194915448669,188.780448708956,202.2218870814567,210.2152065398685,210.45486729532755,189.78017605636896,182.5401555366071,205.11864032779974,203.61853934699576,195.6748410310282,182.0250286152267,179.56086018668864,172.33913696703308
15,1999-12-25 14:16:08+00:00,203.6727570753495,170.82045248413888,179.87288680527976,157.4617816809102,168.3508565052708,214.47491301229917,233.93436155991984,216.314871711778,211.7392354170808,204.37153580160833,217.9122333079509,200.44440344460557,202.70523261843937,212.65434443317199,191.70363025490275,183.5210965281697,170.43089198868998
16,2000-01-18 14:33:49+00:00,203.25383326594812,160.83071591415626,,,,,,,201.8198497944572,216.78040199635106,204.41457055835687,201.55650564046167,215.7122877279291,217.82448195734474,182.79861498733007,161.9587096923619,151.37480232116476
17,2000-02-03 14:33:49+00:00,185.2602263860141,159.148811646605,167.61719761430837,171.9874957692168,196.8873108934562,203.9983589305789,217.43153706549904,194.163133091916,194.11383606450997,200.51359645366338,196.2457069418814,193.04180297061092,208.92444096463427,211.8406115322051,183.5260221954627,150.52742902759263,146.06087087891575
18,2000-02-19 14:33:42+00:00,196.02386655042787,152.13250321718607,169.27053328650865,172.41618839597422,187.67877285095568,197.32554702054105,216.834289571952,198.14187158507988,188.68662796103345,193.08675495658505,183.8177754339732,189.6096681163542,197.53135018122276,202.88104250520377,165.91886885275673,154.4954221512745,138.31218098177825
19,2000-03-06 14:33:38+00:00,185.6889002892414,157.5955462959676,167.27193248819432,179.56632388059313,181.75709455380755,201.03580868419198,219.83240861858874,193.13178261703362,177.24809911140193,188.85602608882164,168.77389545520515,,199.54309346069502,196.22157737093255,166.27335007233967,164.3613559907169,136.10437098640884
20,2000-03-22 14:33:39+00:00,209.36309659548266,159.0061224274691,171.20854413088614,191.35472870493584,186.43251995354788,210.0101099714142,224.47231727586944,196.4954591573936,199.39009656069916,191.84602842059837,169.87116025943453,,209.94642456666446,206.09126273621433,178.78067734893042,173.5070589097731,142.56639934867064
21,2000-04-23 14:33:21+00:00,179.4161859106273,148.74543512293002,163.10998888573556,182.4442159312584,181.1330049639959,201.40348295465276,210.66521341165,193.7719704529818,197.2756604280826,185.24913393602654,175.82639188256547,,182.71751400649444,158.70756765077763,159.09800591688335,172.53458066050922,145.8231432800257
22,2000-05-09 14:33:10+00:00,215.04486614490875,153.2202288200537,166.79510672472628,194.23076785668218,191.86439513516717,210.89088477608718,221.7334392707379,198.0960881507755,206.11251983031644,186.0693612199811,169.54731760717,185.30178152330447,187.37977640749912,162.9220273947209,119.86972497215281,149.82047059278102,153.11810738479357
23,2000-07-12 14:32:32+00:00,211.59288521263667,142.05801656756546,164.4358432295275,173.59135422227604,172.96270112205033,212.7666199823866,223.37928898122598,215.3446050895894,203.84025670267653,170.30283870477626,157.97096574678727,,,194.6515218734768,180.72655135188853,156.27764032144862,136.22813858195994
24,2000-07-28 14:32:14+00:00,196.50988311346396,137.94419271363225,157.94558650466183,146.5420082027433,145.01198660444103,179.72645807290704,193.15028281145854,189.956207104419,171.80221979749987,161.06279695776632,144.34914339965383,,,177.030473573424,156.3270221546292,126.83337800794902,121.43853060990816
25,2000-11-01 14:31:25+00:00,177.96624593621237,166.3019285622431,173.2137958244653,192.00979229950502,198.16456571455285,225.75195454827636,231.17166697318322,207.43261522136098,197.6187998377337,200.84421480726058,219.41876447886133,218.46569037090933,224.30891264587098,,212.4550445023362,180.98448186048543,177.613835556766
26,2000-12-03 14:31:23+00:00,183.36333963972214,184.70207535550554,189.05054385244978,209.41006384371053,201.31457129145429,233.3449655765414,233.57663374375693,187.94088411548924,193.8219164922072,212.2063361707223,230.53977014501857,213.08909828191798,210.41134222958914,,205.74910231689034,177.6278960373059,180.6721144548161
27,2000-12-19 14:31:28+00:00,194.25451183674838,169.69114369831777,186.08995535501342,186.0813777576347,188.3516341347573,201.4305356576989,202.59496960939953,183.3207579137256,184.8282007817022,200.0157409573219,191.3061925145251,186.54527510656027,,188.06966068268025,185.43443116290882,161.27977833568872,155.08482507995598
28,2001-01-20 14:31:33+00:00,186.6621202503974,190.88154547407424,197.3226966601863,181.20897815222526,192.85480460360142,231.7925176693046,216.1456430889324,194.91299958885102,204.5192169681301,209.51852154394143,201.49478780900452,,,227.77381945560234,208.53607502489749,168.6842991304462,167.1931107427798
