,dates,mex0310-0000,mex0310-0001,mex0310-0002,mex0310-0003,mex0310-0004
0,1985-09-24 16:53:30+00:00,157.24483419611948,157.07971639417764,158.0886173943097,172.96052209604514,176.86134148619377
1,1986-03-19 16:50:19+00:00,191.89742427107154,177.29578864492595,155.40615560206393,167.7919455981162,145.48080635372597
2,1986-04-20 16:49:38+00:00,198.48246768364592,181.6890418036824,175.90116232525048,175.55010858067234,147.8536629059204
3,1987-09-14 16:51:10+00:00,178.9472408565959,154.77583343650608,164.65555717624818,175.4874439036932,175.17541290189317
4,1990-02-10 16:45:58+00:00,205.5839567432325,189.8785232594021,179.21742393736127,181.27206991427968,160.93530116734945
5,1990-04-15 16:44:33+00:00,198.99438352726244,180.3662850712883,174.55448986921476,176.79095753494767,165.76018325898679
6,1993-01-17 16:45:59+00:00,224.48304353568594,201.23991247385882,183.56536568426208,177.26720561645297,154.6526780524582
7,1993-02-02 16:46:10+00:00,214.80436710076026,196.07730312947507,180.19550520798762,177.65743654210038,156.57452811310952
8,1993-02-18 16:46:17+00:00,200.8121913563963,194.9978183116304,172.43596872231606,182.6312419983177,159.93380379306754
9,1993-03-22 16:46:29+00:00,210.48073973382722,190.09895541812494,172.20553845761174,174.06790610017714,156.53537770253237
10,1993-04-07 16:46:35+00:00,200.09224558813509,180.08119125502395,172.92360808799333,173.15735035565984,157.3126641787029
11,1993-04-23 16:46:44+00:00,199.91513337996162,179.49354568300348,170.07261019173154,172.05875604149531,152.50822300487914
12,1993-05-09 16:46:47+00:00,198.47361129339072,177.84420209876356,175.24065663025263,172.33651394865663,160.87771269100296
13,1993-05-25 16:46:51+00:00,175.45387131360437,180.9279696170039,176.17884283573775,177.02961939759598,161.04435027674097
14,1993-06-10 16:46:51+00:00,194.7357759946924,184.1747938454073,175.81537605139889,178.81584722397486,172.19283946135073
15,1993-06-26 16:46:46+00:00,180.63361616244956,179.5468802832445,179.03919973983741,184.3798762200992,174.22959128301312
16,1993-08-13 16:46:43+00:00,171.07353962483947,168.60491254578963,167.44553378102654,177.24166085451844,185.947363524793
17,1993-08-29 16:46:42+00:00,163.6631257464519,157.05112892958113,158.5740666860717,169.31697804574085,161.33133577335283
18,1993-09-30 16:46:36+00:00,166.71754266081078,170.55287140576272,176.1427427233993,184.44959429347756,187.61724082882486
19,1993-10-16 16:46:30+00:00,156.49864003511513,,161.7789864944555,169.6017575501573,167.67542926012098
20,1993-11-01 16:46:25+00:00,178.3763392182775,180.77633451743068,180.65562516379865,188.53785487396837,194.0554812719852
21,1993-11-17 16:46:14+00:00,195.46532319043294,185.59745539924347,182.62413948742574,191.5442689558365,198.61681600520808
22,1993-12-19 16:46:05+00:00,186.3508914798394,177.86188088049616,166.13947093627115,167.2231291640824,152.52616228306525
23,1994-01-04 16:45:53+00:00,225.24077908498816,201.77077030141612,184.10207152463997,187.21857693532112,167.98620522638802
24,1994-02-05 16:45:29+00:00,201.20254445049983,194.8320490812928,179.77378078377686,180.12729036280123,150.70628920112864
