,dates,per0150-0000,per0150-0001,per0150-0002,per0150-0003
0,1984-12-25 14:41:08+00:00,207.26581964977152,,,
1,1986-04-03 14:36:38+00:00,,,,
2,1986-04-19 14:36:16+00:00,188.99992258625272,120.63974331649851,116.24645663879801,
3,1986-05-05 14:35:53+00:00,198.99689483727326,125.8436758278057,122.31713268980029,167.18633707398473
4,1986-08-09 14:32:48+00:00,,,,
5,1986-08-25 14:32:12+00:00,,,,
6,1986-09-10 14:31:38+00:00,,,,
7,1986-09-26 14:31:09+00:00,,,,
8,1986-10-12 14:30:38+00:00,,,,
9,1986-10-28 14:30:05+00:00,191.54392076664024,130.01919497631118,,168.4616167419236
10,1986-12-15 14:29:44+00:00,,,,
11,1987-02-01 14:31:12+00:00,,,,
12,1987-03-05 14:32:27+00:00,200.42612178886384,,,199.9348204318517
13,1987-04-06 14:33:36+00:00,201.5563877189964,114.25402770189659,111.70798809931408,
14,1987-05-24 14:35:00+00:00,,106.8925594586063,102.56594437081242,
15,1987-06-09 14:35:23+00:00,,,,
16,1988-01-03 14:39:48+00:00,204.71673962344803,,183.35858761166133,187.7344810547089
17,1988-03-07 14:40:48+00:00,,,,
18,1988-03-23 14:40:56+00:00,208.85450348018227,132.18646026461332,183.9999533353692,191.58375108376518
19,1988-04-08 14:41:02+00:00,222.73303177112533,146.7294344927441,195.45989047366197,201.78341357521057
20,1988-05-10 14:41:17+00:00,,,,
21,1988-06-11 14:41:30+00:00,,,,
22,1988-06-27 14:41:35+00:00,,,,
23,1988-09-15 14:41:41+00:00,,,,
24,1988-11-02 14:41:33+00:00,186.35792833470643,,183.48565173729452,179.81816916829334
25,1988-12-20 14:41:16+00:00,142.8227731568783,,,
26,1989-03-10 14:40:26+00:00,,,,130.16849321481868
27,1989-04-27 14:39:44+00:00,,,,
28,1989-05-13 14:39:30+00:00,,126.83440542281066,,129.72362102510746
29,1989-06-14 14:38:51+00:00,,,,
30,1989-07-16 14:38:17+00:00,,,,
31,1989-10-04 14:36:35+00:00,,97.66141959095594,,138.09946067931898
32,1989-12-07 14:34:35+00:00,,,196.96310900171443,172.68550047854887
33,1990-01-08 14:34:00+00:00,189.09860438194113,,179.3582369839936,180.89924000276795
34,1990-01-24 14:33:08+00:00,179.6257536920847,,174.97943931815905,181.40982256148806
35,1990-02-09 14:32:37+00:00,198.89885061630315,,189.86056209910063,174.75945458141103
36,1990-02-25 14:32:08+00:00,,,,
37,1990-03-13 14:31:33+00:00,202.01940947441722,124.5670609601145,179.62138217089353,157.20011196616076
38,1990-03-29 14:31:26+00:00,211.75215807270743,,181.25092237941325,193.0963074128799
39,1990-04-14 14:31:10+00:00,228.70345517586853,137.06579676168838,189.20526188698895,194.41293904766505
40,1990-04-30 14:31:25+00:00,211.53811662806805,136.8274130595584,,
41,1990-05-16 14:31:13+00:00,,,,
42,1990-07-03 14:31:05+00:00,,,,
43,1990-08-04 14:30:57+00:00,,,,
44,1990-08-20 14:30:53+00:00,,,,
