,dates,per0150-0000,per0150-0001,per0150-0002,per0150-0003
0,1984-12-25 14:41:08+00:00,209.89349287845187,,,
1,1986-04-03 14:36:38+00:00,,,,
2,1986-04-19 14:36:16+00:00,190.87391009353786,122.51373082378365,118.12044414608314,
3,1986-05-05 14:35:53+00:00,203.52842942436337,130.3752104148958,126.8486672768904,171.71787166107484
4,1986-08-09 14:32:48+00:00,,,,
5,1986-08-25 14:32:12+00:00,,,,
6,1986-09-10 14:31:38+00:00,,,,
7,1986-09-26 14:31:09+00:00,,,,
8,1986-10-12 14:30:38+00:00,,,,
9,1986-10-28 14:30:05+00:00,196.95671490910786,135.4319891187788,,173.8744108843912
10,1986-12-15 14:29:44+00:00,,,,
11,1987-02-01 14:31:12+00:00,,,,
12,1987-03-05 14:32:27+00:00,194.7583422546884,,,194.26704089767625
13,1987-04-06 14:33:36+00:00,199.95821151087472,112.65585149377489,110.10981189119238,
14,1987-05-24 14:35:00+00:00,,110.49899192117738,106.1723768333835,
15,1987-06-09 14:35:23+00:00,,,,
16,1988-01-03 14:39:48+00:00,213.2535108014511,,191.8953587896644,196.271252232712
17,1988-03-07 14:40:48+00:00,,,,
18,1988-03-23 14:40:56+00:00,201.33021881704315,124.66217560147417,176.47566867223009,184.05946642062605
19,1988-04-08 14:41:02+00:00,215.894276786938,139.8906795085568,188.62113548947465,194.94465859102326
20,1988-05-10 14:41:17+00:00,,,,
21,1988-06-11 14:41:30+00:00,,,,
22,1988-06-27 14:41:35+00:00,,,,
23,1988-09-15 14:41:41+00:00,,,,
24,1988-11-02 14:41:33+00:00,190.92943315575377,,188.05715655834186,184.38967398934068
25,1988-12-20 14:41:16+00:00,153.51175339789327,,,
26,1989-03-10 14:40:26+00:00,,,,124.09187885561923
27,1989-04-27 14:39:44+00:00,,,,
28,1989-05-13 14:39:30+00:00,,125.182266008246,,128.0714816105428
29,1989-06-14 14:38:51+00:00,,,,
30,1989-07-16 14:38:17+00:00,,,,
31,1989-10-04 14:36:35+00:00,,98.50907256129209,,138.9471136496551
32,1989-12-07 14:34:35+00:00,,,201.14009987943945,176.8624913562739
33,1990-01-08 14:34:00+00:00,199.64211403756337,,189.90174663961585,191.4427496583902
34,1990-01-24 14:33:08+00:00,188.49000084039363,,183.843686466468,190.274069709797
35,1990-02-09 14:32:37+00:00,206.32424745833396,,197.28595894113144,182.18485142344184
36,1990-02-25 14:32:08+00:00,,,,
37,1990-03-13 14:31:33+00:00,198.9484152507868,121.4960667364841,176.55038794726312,154.12911774253035
38,1990-03-29 14:31:26+00:00,203.85407436826142,,173.35283867496724,185.1982237084339
39,1990-04-14 14:31:10+00:00,221.8375399251855,130.19988151100534,182.33934663630592,187.54702379698202
40,1990-04-30 14:31:25+00:00,201.88194423380008,127.17124066529044,,
41,1990-05-16 14:31:13+00:00,,,,
42,1990-07-03 14:31:05+00:00,,,,
43,1990-08-04 14:30:57+00:00,,,,
44,1990-08-20 14:30:53+00:00,,,,
45,1991-02-12 14:31:42+00:00,209.7755464560758,,202.4521750863637,173.74742518440146
46,1991-02-28 14:31:58+00:00,201.9833071257692,124.1611659117326,166.75729454928194,187.15554953836758
47,1991-04-01 14:32:59+00:00,,,192.21295239668723,190.59691339146104
48,1991-04-17 14:32:53+00:00,,,,
49,1991-05-19 14:33:26+00:00,,,,
50,1991-06-04 14:33:43+00:00,,,,
51,1991-07-06 14:34:09+00:00,,,,
52,1991-08-07 14:34:28+00:00,,,,
53,1991-12-13 14:35:48+00:00,168.7690181305488,142.26237841284177,135.91089549384847,137.57423891542675
54,1991-12-29 14:35:16+00:00,,,,
55,1992-01-14 14:35:12+00:00,227.94924501899834,,,
56,1992-01-30 14:35:17+00:00,199.4114781115004,142.28457269284007,163.05076388598957,172.35336835697092
57,1992-02-15 14:35:04+00:00,,,,
58,1992-03-02 14:35:06+00:00,205.401509473384,,,192.9324308484852
59,1992-03-18 14:35:08+00:00,220.48520793207288,132.72372298707856,183.6055909706845,191.13267387687966
60,1992-05-05 14:35:07+00:00,207.0191744810765,118.93778731810201,,
61,1992-05-21 14:34:57+00:00,,,,
62,1992-06-06 14:34:50+00:00,,,,
63,1992-06-22 14:34:13+00:00,246.58366365558385,,,
64,1992-07-08 14:34:01+00:00,,,,
65,1992-08-09 14:33:37+00:00,,,,
66,1992-08-25 14:33:20+00:00,,,,
67,1992-10-12 14:32:28+00:00,,,,
68,1992-10-28 14:32:19+00:00,,,,
69,1992-11-13 14:31:59+00:00,208.8805994498749,191.40819944048937,188.05950434440655,188.20609085537586
70,1992-11-29 14:32:03+00:00,,,,
71,1992-12-15 14:32:14+00:00,,,,
72,1992-12-31 14:32:23+00:00,221.9500225159515,185.12216195774883,186.3070710951796,190.37521912100766
73,1993-01-16 14:32:36+00:00,,,,
74,1993-02-17 14:33:18+00:00,203.7215651939049,171.217176452206,166.7775396275631,171.33991761555478
75,1993-03-05 14:33:27+00:00,200.57034180153948,,,134.9791135599235
76,1993-04-22 14:33:45+00:00,231.86926688280033,,,
77,1993-05-08 14:33:24+00:00,,,,
78,1993-05-24 14:33:28+00:00,,207.06263440454626,,
79,1993-06-09 14:33:29+00:00,265.291112074794,,,
80,1993-07-11 14:33:21+00:00,,,,
81,1993-08-28 14:33:19+00:00,,,,
82,1993-09-29 14:33:14+00:00,,,,
83,1993-12-02 14:33:14+00:00,,,176.19127234563382,
84,1994-01-19 14:32:15+00:00,,214.42221460709703,214.60161772172236,
85,1994-02-04 14:32:07+00:00,,,,
86,1994-03-08 14:31:39+00:00,,,,125.24598342217183
87,1994-03-24 14:31:25+00:00,,,,124.38823341116127
88,1994-04-25 14:30:50+00:00,302.4853236671114,251.87341733321998,252.81710130663123,
89,1994-05-11 14:30:55+00:00,,,,
90,1994-05-27 14:30:39+00:00,,,,123.18077005725404
91,1994-06-28 14:29:33+00:00,,230.0028280198726,,
92,1994-07-30 14:28:39+00:00,,,,
93,1994-08-15 14:28:15+00:00,,,,
94,1994-09-16 14:27:28+00:00,,,,
95,1994-10-02 14:27:00+00:00,,,,
96,1994-10-18 14:26:30+00:00,,,,
97,1994-11-19 14:25:23+00:00,,,,
98,1994-12-05 14:24:54+00:00,,,,
99,1994-12-21 14:24:24+00:00,,,,
100,1995-02-07 14:22:37+00:00,,,,
101,1995-03-27 14:21:04+00:00,,203.11120992750324,,
102,1995-04-28 14:19:19+00:00,,,,
103,1995-05-14 14:18:36+00:00,,,,117.65641127454722
104,1995-05-30 14:17:51+00:00,,,,
105,1995-06-15 14:17:07+00:00,,,273.20574174597886,
106,1995-07-17 14:15:40+00:00,,188.60117405440496,102.25177908481379,
107,1995-09-03 14:13:28+00:00,,,,
108,1995-11-22 14:10:38+00:00,,,,
109,1995-12-08 14:11:54+00:00,,87.77845864576884,86.7191105918501,101.874895551978
110,1996-03-13 14:18:36+00:00,206.08520620678473,117.94955459574958,116.85129931690071,162.21944664807322
111,1996-03-29 14:19:37+00:00,204.25025735220368,134.97028581853448,125.79043986469185,143.5513028736204
112,1996-04-14 14:20:37+00:00,217.88897762920558,124.09510934802546,,
