,dates,nzd0267-0000,nzd0267-0001,nzd0267-0002,nzd0267-0003,nzd0267-0004,nzd0267-0005,nzd0267-0006,nzd0267-0007,nzd0267-0008,nzd0267-0009,nzd0267-0010,nzd0267-0011,nzd0267-0012,nzd0267-0013,nzd0267-0014,nzd0267-0015,nzd0267-0016,nzd0267-0017,nzd0267-0018,nzd0267-0019,nzd0267-0020,nzd0267-0021,nzd0267-0022
0,1999-08-21 21:46:56+00:00,,150.03002622852142,133.86072829290876,94.39201744725753,83.6308517152852,103.92144266450066,127.77799300241547,160.62818419101433,151.25848881045698,140.88733323825176,140.34966341708866,132.41112440387982,118.62007562138848,156.69468860236188,151.3335573501319,,,,,,66.72752405722802,,118.04905853476562
1,1999-09-06 21:46:59+00:00,,162.12317758962118,113.4555034131269,96.30896279202771,96.83360949956106,100.61380073812147,115.00591396670737,154.7388918060778,151.27569812780538,146.8807892028399,166.78110662510602,158.36145823848787,130.2574439451502,171.89555419331245,172.91426481507645,,,,,127.22867520877267,65.5865048783154,,110.03250069204927
2,1999-09-22 21:47:00+00:00,193.89255877154613,133.51974644737243,113.82571638303365,94.64368928596448,106.99270199500504,94.97869441652345,100.41582409227902,151.47410250640755,143.86124002208055,139.43770232636905,144.19329051029231,135.8835230155693,124.13356342615303,157.41944017282984,149.05438742143184,144.5450776824803,137.9898926796238,161.94599016393042,130.31490966086403,99.94931546955478,56.81517128054178,64.47281865144586,110.49859469796728
3,1999-10-24 21:46:56+00:00,181.49623328861307,144.171572968185,109.78870577249377,98.88854412814301,98.24310093210181,102.1993082853302,115.58775605876447,154.63853159435143,146.9932199092556,139.5845904673596,148.7308766165597,142.892874698719,119.09289215209115,152.6141919776693,149.8722881153572,138.1288818867941,136.6658897795273,151.8622642050795,126.02289638655164,97.60052985052542,67.89884685740522,,103.36395779193343
4,2000-01-12 21:46:54+00:00,197.63263443780014,157.07910292150737,126.93709109605075,106.85765368943144,79.95897879886306,107.51437818121752,133.01695709767523,165.55784389511507,167.1433387003114,166.53201516575282,152.67546862525808,147.79145699305562,139.61019328173916,155.97745407818235,154.33824761849067,154.02706785144863,157.98919310694288,169.1341496092716,142.8584342568725,111.58585148079757,73.4767714760036,,134.78821699131748
5,2000-04-01 21:46:34+00:00,194.61198821341128,125.07929807152487,113.98166360385073,,95.84351191226385,97.87511816989901,119.41566293957683,145.44287277932645,143.83673665618196,136.53564196707,131.25578289364367,121.77025777415176,104.4607579531663,129.29537944004923,122.87886321243985,121.44502057664472,124.03711843352536,127.63306508860646,114.81462506944374,77.4538854848559,48.371237389616645,63.92216002590333,106.90876823536807
6,2000-05-03 21:46:19+00:00,,133.03116671164557,134.7295493705782,,,,146.27264556755458,162.68347298724242,141.11905665436217,117.37728374814182,121.36458922571951,,,,,,101.88976196288611,91.35986100041848,78.0488203511923,51.92023220160979,,,
7,2000-05-19 21:46:07+00:00,173.85192230252633,129.22001076783823,,73.48980130934919,83.03393597800857,87.26371198586614,118.60779998618428,160.63744946784968,153.31793557261247,139.73973012129565,135.4225588253835,125.9235638005461,119.48684071259778,137.24794863762415,136.002976710993,126.24597417574857,,137.43593369114564,122.24151299164696,92.27051928492625,64.74726289188236,,113.3246101482114
8,2000-08-07 21:45:08+00:00,165.62176334742293,122.76479269094445,,81.80900840710306,73.74271710569181,99.14684234573676,118.51896751884816,152.16812675780088,153.51734470146252,140.43772233800343,135.72873021627493,123.00358288369361,111.37862343199957,136.83391970895036,133.29762759497245,134.4885997090586,129.9203508135648,142.32948416535822,128.45698073311792,92.78464214552535,53.8526323447176,64.58959074840061,106.77541311385079
9,2000-10-26 21:44:22+00:00,156.781950475112,102.25749767885722,,42.63225684300245,75.23524976408895,88.7192265730138,112.13090515559904,139.67597666912698,145.20511410407354,145.58516827345127,138.8447832567272,130.55090239885726,112.26031744213314,136.73336415386262,,,,96.97110931221661,,,56.64236238278381,,101.26465091892773
