,dates,mex0175-0000,mex0175-0001,mex0175-0002,mex0175-0003,mex0175-0004,mex0175-0005,mex0175-0006,mex0175-0007,mex0175-0008,mex0175-0009,mex0175-0010,mex0175-0011,mex0175-0012,mex0175-0013,mex0175-0014,mex0175-0015,mex0175-0016,mex0175-0017,mex0175-0018,mex0175-0019,mex0175-0020,mex0175-0021,mex0175-0022,mex0175-0023,mex0175-0024,mex0175-0025,mex0175-0026,mex0175-0027,mex0175-0028,mex0175-0029,mex0175-0030,mex0175-0031,mex0175-0032,mex0175-0033,mex0175-0034,mex0175-0035,mex0175-0036,mex0175-0037,mex0175-0038,mex0175-0039,mex0175-0040,mex0175-0041,mex0175-0042,mex0175-0043,mex0175-0044,mex0175-0045,mex0175-0046,mex0175-0047,mex0175-0048,mex0175-0049,mex0175-0050,mex0175-0051,mex0175-0052,mex0175-0053,mex0175-0054,mex0175-0055,mex0175-0056,mex0175-0057,mex0175-0058,mex0175-0059,mex0175-0060,mex0175-0061,mex0175-0062,mex0175-0063,mex0175-0064,mex0175-0065,mex0175-0066,mex0175-0067,mex0175-0068,mex0175-0069,mex0175-0070,mex0175-0071,mex0175-0072,mex0175-0073,mex0175-0074,mex0175-0075,mex0175-0076,mex0175-0077,mex0175-0078,mex0175-0079,mex0175-0080,mex0175-0081,mex0175-0082,mex0175-0083,mex0175-0084,mex0175-0085,mex0175-0086,mex0175-0087,mex0175-0088
0,1985-09-26 16:41:55+00:00,,210.71549530207847,221.89108905947703,217.99773505431978,214.820964456294,217.82100518504174,214.24993145198007,210.61215935797864,,,,,,220.0139731602401,,,,,217.6709254726435,210.62425950434184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.64593539035445,200.26155069879894,,,,,191.94044157008213,,198.00812461434228,201.9065371574586,211.39211493060932,211.65575115461812,203.9977069908993,202.92206406495617,215.0360040127787,224.1624707595939,220.62602502048745,213.2576830182692,230.87203412690934,243.5590942582376,239.681509449824,200.96325393730768,231.00443753281888,231.413050500015,,
1,1986-01-25 16:33:44+00:00,240.62593820756206,235.02794197309956,241.93388023474566,236.6359343695968,241.4258724084697,241.36783745021503,234.3527444290903,237.17336287325094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1986-03-14 16:32:40+00:00,258.21650423995834,260.4357003526584,273.55348200401613,277.23258430890206,266.6259657741025,257.8437117643751,253.9819991343838,254.08044846541006,255.80676890686843,268.69238311533235,265.6943146351708,259.61504888844235,240.027625465053,241.05581929484308,249.04561668722408,257.35844804156864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-04-06 16:38:23+00:00,240.28250230137454,239.81261586175074,254.76857911427913,256.8532423116752,261.39743859731317,258.47998277235456,241.66614694320745,236.6411059666287,246.34131173930334,249.41960367690652,251.54416963280238,250.49988862296556,237.44944018625947,240.34390166527623,233.85353486482498,243.57517500859333,247.20404598922562,246.58006656248762,246.16839795983387,246.16940888964737,253.08036333512976,261.32254526748295,263.6733984486034,251.7188290738794,234.82164282521532,228.91921981005999,226.3824488325201,225.60624651482075,234.124450859149,239.25043370672316,246.20313147199323,259.93147869742836,261.53568480832774,269.22715369023086,262.3610864571964,254.60779665415842,257.04852324953936,264.83854158231486,252.47841852831587,247.1300350218239,245.85607946409326,238.92607197133958,250.34821994679382,248.99037549227901,244.73789211207813,256.3620946514654,255.66511614251385,251.81124745590617,251.58570584234528,257.99624552638375,254.50084688212817,247.5264727235182,250.69369206738946,248.90377949073897,251.239258811548,249.9134508752669,244.40458292598115,244.7763125605927,240.74368380312313,243.0262471849371,233.03401310172254,243.96671197875963,253.78382609584096,232.10684611454565,235.6352111342368,239.56221506965454,239.52056608610616,242.54717681860345,237.55093058329686,223.66642061150603,236.0058531940658,227.83571754714072,231.88523618766934,236.57264042057017,242.14005772516424,231.97719960086278,217.18786255191685,228.4147257111418,232.5366456163116,228.6001887481437,230.4157247742266,240.3259681458051,240.3542619200981,239.4738345449409,234.4607778822482,250.7880372420034,241.92430173962825,220.9285550339404,238.8757806673654
4,1986-04-15 16:32:00+00:00,237.04735484870736,238.87195013546685,242.07022365314052,264.50405586531406,265.8678503661384,257.7034692729323,242.021617509616,240.4141883390104,250.65452636759892,253.1550211822307,252.50650177346884,252.75377667457738,238.28022197410337,240.4077217011225,235.16158832519363,251.44664692881386,242.6026508406535,253.85049789819806,244.9988851897689,246.89243169479167,244.21709579565967,264.0758703507304,264.56038248388774,252.74115928889617,233.75300441043396,238.24403860724385,239.12096871638303,231.65761673917487,240.20036992338035,240.96695100196223,248.44165970349883,261.7471891555835,259.57168937067513,266.10914139025255,258.4732126049756,246.64896912001228,255.74359173410002,251.46830162314478,254.64821587641575,246.65471600196915,244.39365491760356,246.4437424851577,244.89146155009405,254.52809309636987,252.79182891276923,261.64561621581726,260.1327010551309,257.75825825469406,255.5388102937658,261.5556905933909,260.41948141793034,250.85216760762884,248.41799170177057,252.0799210510927,253.81745294229557,255.39469108492844,248.38459669565046,242.0389969171585,246.2870856706986,231.99477987879123,234.92492449760928,242.56473548283552,252.74350667709342,222.7236530994095,240.87190617238306,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-04-22 16:37:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.30771739278507,250.11827380292814,248.4081268388324,251.16063929376784,255.87064894757629,253.01850023492844,237.4678155774718,235.98472975618435,248.04893373907078,245.16387130764375,242.03613681713642,241.6567546750786,237.30450367054686,236.71267316447884,232.60987509266113,229.52281814637217,232.3799748404239,240.46734719322424,224.82174397125993,228.82561057768973,233.55954878120733,232.05980058373333,228.25173273486354,220.58163475319742,227.9978186243943,224.70153889948057,229.41245236473867,232.06206928612278,235.8806777304085,237.26741439613093,233.11967683851455,220.1018917285094,231.01080549422534,232.82416969246947,223.50787892206637,226.56523883333176,234.1767812957528,240.1589410174457,233.71238089326658,232.56129217423893,241.07513360055387,240.07740945827646,229.47266092807962,234.70105662472702
6,1986-05-01 16:31:37+00:00,242.50894309601262,234.22410842450432,238.81636643642705,239.423967595941,230.60483788746856,233.5589646888067,235.55870213214058,225.75428903161168,226.60389429852927,226.02882019624144,248.7591862494979,245.97762808109206,243.45204714968432,247.84105603521851,241.6569765717773,242.10200822064303,244.69388879016017,242.2595834922411,242.28425284918916,243.86097815134144,238.58364142906163,242.29445466569965,241.1866855892605,231.480380314359,220.03470717439916,218.85279918727207,210.32453105709794,206.69281423269388,206.54975498048685,225.18560231194806,248.3968902297871,249.67695794142378,249.25042708395893,249.5172841352624,244.3766138813931,244.2651203128735,250.2911254648254,248.46850282442583,239.36747616088317,234.70652893255726,241.56002236649982,234.1800429524207,235.9675405559637,240.12267198128433,234.52538784728284,240.21968830766122,245.82281039717066,239.35357683989926,237.83786014265033,247.32512772663526,237.57621386182512,232.2918963229338,235.48567098437564,242.8256381681648,236.24464017556895,238.68279213772792,245.66815103335244,238.70219885553536,240.63648390367862,233.87915990243297,228.00173769026276,231.4322059481235,241.8181590560793,225.79739496825385,232.25364065792698,239.8372283441899,232.52682827784324,224.76285988887474,231.67801215234718,224.51925167435184,223.15361511741463,224.44349195995207,232.24199245111367,232.15780362560747,233.62657938960834,225.30791060755124,228.29036958910746,229.35471545262226,234.29895453684685,219.65127000467635,,,,,,,,,
7,1986-10-08 16:26:23+00:00,210.5340951687083,204.29495645283578,210.91352850590562,208.58563661006573,204.02255699564844,210.8992595781143,209.1534759712516,206.05779599179252,207.64401003216514,216.64151541090146,224.45062517689414,215.22045933568486,219.96035948481006,224.3181382422798,205.9352048167288,213.05146237615514,204.24756997609182,205.5459617958915,215.3419308092685,211.61936080856327,208.95259936694487,216.7134939227734,214.74004586382222,,,190.05385689291913,178.6781895347643,177.25379534278585,186.67398980601556,194.9026306054155,,216.15334948433505,218.98813642505618,217.4276867962968,211.86010117732255,214.37142564245323,217.05230435391766,,206.61001700739925,203.5296639810548,204.14989818635704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1987-09-16 16:39:39+00:00,205.99629832447818,200.0427812228629,208.49286303961435,209.96982907431521,204.85485975363733,210.63834570778786,206.9386394478242,203.40883948385238,199.45874803753068,208.8620989722037,208.11515472681774,201.49846740493638,204.75103052776745,220.58480908805225,195.21423319246688,201.91966494598148,201.7257551952997,205.1602744701045,218.14529030258902,197.91353948591714,210.54866694811977,213.83349091767593,207.99832847566276,,,184.14001413674345,169.77503717247538,168.44349070437687,171.8620734777689,175.87076535323067,,199.6393539959646,201.19093201517614,206.82191055739577,191.32003475963083,196.5374692075657,197.31829956597096,,186.82618632028493,191.79484850844122,,,,,,,,,,,,,,,190.0337221218295,,,,,178.92720084189378,182.4306191976829,,,,,,,194.0237947744288,195.93709933045378,195.23560565778953,199.716338316159,198.19562445493816,199.85381504097467,208.46067704394704,205.70169802059252,203.7012462779047,202.97222079762136,201.5403818764044,202.5152302332202,203.4229457966181,200.39020267447154,205.04919680920398,204.28966737571355,215.55988366205,205.5810203700036,211.01559114297382,214.17774387986384,223.69913800082327,234.37080372950044
9,1990-01-27 16:34:51+00:00,236.53118176977605,235.46276313946902,242.8659540756722,239.27864105040996,240.75319506789137,245.54015819454025,239.20333485862844,239.80342405582115,239.53202750445848,241.85040976218932,239.05507061041274,235.28246046234327,231.41554507188093,241.975538616982,238.17903645849424,235.34857417877402,226.73951345228912,233.95815308317125,239.04606103389395,236.84654887501432,242.5007363868745,249.82258652317435,241.78452569652094,228.37810718586613,221.18098337833007,219.5960114210593,210.8159012898718,212.01524568025556,221.63999911063897,224.70964458758422,237.46693332381008,230.29086483774518,242.2761165101165,245.36251888443178,240.22318736411813,232.2987328663232,246.7233306919367,254.51999885276086,222.0118909678673,225.3977037415991,233.39375292690005,235.28162801297134,242.99701412795625,233.09728056702417,232.0480184708761,227.49948771190756,243.84143020395777,235.34942042718575,238.704988083438,238.54805835575394,240.51339332704936,248.47361690814043,244.52600534536649,237.7457993408448,225.96577667793187,235.00078605920078,233.10101230047292,240.76419399003183,237.3111674172285,211.80698870751067,214.1851131406263,233.87939438750317,254.22017905759887,234.74222335402635,235.23994132149278,239.4057996081361,231.13331885787056,233.2674233008637,231.9209826624327,218.20524288956656,220.45903896980354,220.5606340166897,229.86418968136283,229.32038789154953,231.17089834368244,231.2847928730675,221.03648699785165,223.61389404962344,218.5284702074216,217.04396784332422,213.39021992951936,215.99950299336894,226.3868263455921,226.31052365089698,226.9025574984806,244.70944874267062,246.78533062117202,244.75686222668244,256.37910855294933
