,dates,mex0175-0000,mex0175-0001,mex0175-0002,mex0175-0003,mex0175-0004,mex0175-0005,mex0175-0006,mex0175-0007,mex0175-0008,mex0175-0009,mex0175-0010,mex0175-0011,mex0175-0012,mex0175-0013,mex0175-0014,mex0175-0015,mex0175-0016,mex0175-0017,mex0175-0018,mex0175-0019,mex0175-0020,mex0175-0021,mex0175-0022,mex0175-0023,mex0175-0024,mex0175-0025,mex0175-0026,mex0175-0027,mex0175-0028,mex0175-0029,mex0175-0030,mex0175-0031,mex0175-0032,mex0175-0033,mex0175-0034,mex0175-0035,mex0175-0036,mex0175-0037,mex0175-0038,mex0175-0039,mex0175-0040,mex0175-0041,mex0175-0042,mex0175-0043,mex0175-0044,mex0175-0045,mex0175-0046,mex0175-0047,mex0175-0048,mex0175-0049,mex0175-0050,mex0175-0051,mex0175-0052,mex0175-0053,mex0175-0054,mex0175-0055,mex0175-0056,mex0175-0057,mex0175-0058,mex0175-0059,mex0175-0060,mex0175-0061,mex0175-0062,mex0175-0063,mex0175-0064,mex0175-0065,mex0175-0066,mex0175-0067,mex0175-0068,mex0175-0069,mex0175-0070,mex0175-0071,mex0175-0072,mex0175-0073,mex0175-0074,mex0175-0075,mex0175-0076,mex0175-0077,mex0175-0078,mex0175-0079,mex0175-0080,mex0175-0081,mex0175-0082,mex0175-0083,mex0175-0084,mex0175-0085,mex0175-0086,mex0175-0087,mex0175-0088
0,1985-09-26 16:41:55+00:00,,205.6335904669564,216.80918422435496,212.18984381418028,209.73905962117195,211.04513207154565,210.86199489523202,206.54663548988097,,,,,,217.8742237559782,,,,,213.15367673031275,206.1070107620111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.935586144956,198.12180129453702,,,,,189.03649595001238,,194.31219382516258,198.2106063682789,207.32659106251165,209.26426652632537,202.80196467675293,200.66343969379082,212.49505159521766,222.12970882554507,218.8584059474015,211.22492108422037,228.1616848815109,241.62313051152444,236.97116020442556,196.89773006921,228.10049191274913,229.90730091923808,,
1,1986-01-25 16:33:44+00:00,239.10522825001684,233.50723201555434,240.41317027720044,234.89798013240227,239.90516245092448,239.34022417348808,233.33893779072685,235.95679490721477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1986-03-14 16:32:40+00:00,259.17346810952404,261.3926642222241,274.51044587358183,278.32625730269143,267.5829296436682,259.11966359046266,254.6199750474276,254.84601956106263,256.6574034575935,269.38835683865284,266.1727965699537,259.89859373868404,240.45294274041555,241.45875145044968,249.47093396258663,257.6054064595211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-04-06 16:38:23+00:00,236.96249450594036,236.49260806631656,251.44857131884496,253.05894768832187,258.077430801879,254.05330571177566,239.452808412918,233.98509973028135,243.39019369891741,247.0050525529544,249.8841657350853,249.51618260950357,235.9738811660665,238.94600364614607,232.377975844632,242.71839880331999,245.72848696903264,244.1655154385355,243.21727991944795,243.21829084926145,250.12924529474384,258.9079941435308,260.72228040821744,247.2921520133005,231.50163502978114,226.26321357371265,224.48530152084345,223.3929079845313,231.70989973519687,237.0370951764337,244.80523345286306,258.1608078731968,259.7650139840962,267.4564828659993,260.3180047369292,252.56471493389122,256.02698238940576,262.4239904583627,250.06386740436375,244.91669649153442,244.4581814449631,237.15540114710802,247.69221371044648,246.77703696198955,243.17553550246205,254.7020907537483,253.62203442224666,249.5979089256167,247.79141121899193,255.3402392900364,251.54972884174225,244.87046648717086,247.74257402700354,246.6904409604495,247.91925101611383,247.70011234497744,242.6339121017496,242.56297403030322,239.41568068494945,241.62834916580692,231.76924822727142,242.75943641678356,251.74074437557377,230.3361752903141,234.23731311510664,238.57850905619256,238.60470186667604,241.74232644395275,235.50784886302966,221.76927329982936,234.34584929634872,225.4211664231886,229.4706850637172,233.91663418422283,240.57770111554817,231.19602129605474,215.71230353172388,226.75472181342474,231.20864249813792,227.4454034279927,229.0877216560529,238.55529732157353,239.089497045647,237.70316372070934,231.80477164590087,248.89088993032675,240.94059572616626,218.51400390998828,235.92466262697948
4,1986-04-15 16:32:00+00:00,240.71705123892332,242.5416465256828,245.73992004335648,268.6979945969894,269.53754675635435,262.59639779322026,244.46808176975998,243.34994545118317,253.91647871445755,255.82389128420596,254.34134996857682,253.84109412353027,239.91119814753267,241.9528570233187,236.79256449862294,252.3936653520954,244.2336270140828,256.5193680001733,248.26083753662755,250.1543840416503,247.4790481425183,266.7447404527056,267.82233483074634,257.6340878091841,237.42270080064992,241.17979571941663,241.2179380822207,234.10408099931885,242.8692400253556,243.4134152621062,249.98679502569502,263.7043605636987,261.5288607787903,268.06631279836773,260.73148730664695,248.90724382168364,256.8727290849357,254.13717172512003,257.317085978391,249.10118026211313,245.93879023979974,248.4009138932729,247.82721866226683,256.97455735651386,254.51874486110614,263.4804644109252,262.3909757568023,260.204722514838,259.7327490254412,264.4914477055637,263.68143376478895,253.78792471980162,251.6799440486292,254.52638531123668,257.48714933251154,257.8411553450724,250.34176810376565,244.48546117730248,247.75496422678498,233.53991520098742,236.3229040748344,243.89917053382314,255.00178137876478,224.68082450752468,242.41704149457925,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-04-22 16:37:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.30029547035792,247.6476006676332,245.7315642755962,246.5722463282201,252.65877387169286,249.4497501506135,234.25594050158838,232.41597967186942,245.3723711758346,241.14902746278946,239.35957425390023,239.51550462448964,234.62794110731068,235.10673562653713,230.91941452640668,227.99335382452293,230.92003162411325,237.9966740579293,222.68049392067098,227.1351500114353,232.36996541976902,230.95225745411835,227.2784372573231,218.1109616179025,225.70362214162043,222.69411697705343,226.49256593211737,229.14218285350148,232.66880265452508,235.3780761161995,232.17500769854882,218.31751668635195,229.0033835717982,231.21823215452775,222.11141149776924,224.95930129539005,232.03553124516384,238.62947669559645,231.57113084267763,229.3494170983555,238.78093711777998,238.88782609683815,226.55277449545832,231.1323065404121
6,1986-05-01 16:31:37+00:00,246.65433000397587,238.36949533246758,242.9617533443903,244.1615526336133,234.75022479543182,239.0861472327577,238.32229340411607,229.07059855798227,230.28868266116325,229.04364703839653,250.83187970347953,247.20589086863674,245.2944413310013,249.58648210172936,243.4993707530943,243.17178548721418,246.53628297147716,245.27441033439618,245.96904121182314,247.54576651397542,242.2684297916956,245.30928150785473,244.87147395189447,237.00756285831,224.18009408236242,222.16910871364266,212.69332357593407,209.45640550466936,209.56458182264194,227.94919358392355,250.14231629629793,251.8878309590042,251.46130010153934,251.7281571528428,246.92762120937047,246.81612764085088,251.5666291288141,251.48332966658091,242.38230300303826,237.47012020453275,243.30544843301067,236.39091597000112,239.28385008233428,242.8862632532598,236.47615815691262,242.29238176164284,248.37381772514803,242.11716811187475,242.57544518032262,250.64143725300585,241.2610022244591,235.6082058493044,239.17045934700963,245.5892294401403,240.3900270835322,241.4463834097034,247.87902405093286,241.46579012751084,242.29463866686393,235.62458596894382,229.58093270282018,232.93961936920104,244.36916638405668,228.00826798583427,233.99906672443782,241.06549113173457,233.67038328693656,225.7678021695931,234.22901948032455,226.88804419318797,225.22630857139626,227.45831880210716,235.25681929326876,235.47411315197806,235.5773496992381,226.28329576236612,230.13276377042445,231.4274089066039,235.95710930003216,221.093143711794,,,,,,,,,
7,1986-10-08 16:26:23+00:00,207.0156090428937,200.77647032702117,207.395042380091,204.56450960913475,200.50407086983384,206.20794474369484,206.80781855404186,203.24300709114084,204.51646680921883,214.08261641030902,222.69138211398683,214.17794492803608,218.3965878733369,222.83667039983152,204.37143320525564,212.1434659565901,202.68379836461867,202.98706279529904,212.21438758632218,208.49181758561696,205.82505614399855,214.15459492218096,211.6125026408759,,,187.23906799226745,176.66762603429882,174.9081379255761,184.1150908054231,192.55697318820577,,214.27682355056726,217.1116104912884,215.551160862529,209.69487894605203,212.2062034111827,215.9696932382824,,204.0511180068068,201.18400656384506,202.66843034390877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1987-09-16 16:39:39+00:00,199.72458134383913,193.77106424222387,202.2211460589753,202.80215252501344,198.5831427729983,202.2760564002691,202.75749479406483,198.39146589934114,193.88388849918485,204.30085025901167,204.97929623649821,199.64018089215443,201.96360075859454,217.94408614883582,192.42680342329396,200.30115733807463,198.9383254261268,200.59902575691245,212.57043076424318,192.3386799475713,204.97380740977394,209.2722422044839,202.42346893731693,,,179.1226405522322,166.19119889782448,164.2623460506175,167.30082476457684,171.6896206994713,,196.2944382729571,197.84601629216866,203.47699483438828,187.4605166176991,192.67795106563398,195.3885404950051,,182.2649376070929,187.61370385468186,,,,,,,,,,,,,,,183.76200514119046,,,,,176.28647790267735,180.04139368124896,,,,,,,192.50337853669814,192.07758118852206,191.65176738313863,196.5804798258395,193.6343757417461,195.29256632778262,203.4433034594358,202.75030179440944,202.22554816481315,200.18479102844844,198.4045233860849,200.00654344096458,201.24147902074367,197.88151588221592,201.7042810861965,201.90044185927962,212.2149679390425,200.56364678549238,207.43175286832292,212.3194573670819,219.13788928763122,228.7959441911546
9,1990-01-27 16:34:51+00:00,233.62112670270096,232.55270807239393,239.9558990085971,235.95286383089558,237.84314000081628,241.66008477177346,237.26329814724505,237.47538000216107,236.94531188928062,239.7340060770438,237.60004307687518,234.42022192395063,230.122187264292,240.75025227295038,236.8856786509053,234.59759222598043,225.44615564470018,231.84174939802574,236.45934541871608,234.25983325983645,239.91402077169664,247.70618283802884,239.19781008134308,224.49803376309933,218.27092831125498,217.26796736739922,209.15301268011459,210.07520896887218,219.52359542549345,222.76960787620084,236.24164697977847,228.73883546863846,240.7240871410098,243.81048951532506,238.4323842459181,230.50792974812316,245.82792913283666,252.40359516761535,219.89548728272177,223.4576670302157,232.16846658286843,233.72959864386462,240.66897007429617,231.1572438556408,230.67858079225252,226.04446017837,242.05062708575772,233.40938371580236,235.37921086392362,236.22001430209386,237.9266777118715,246.14557285448035,241.93928973018862,235.8057626294614,223.05572161085678,233.0607493478174,231.5489829313662,238.82415727864844,236.14714539039846,210.58170236347905,213.07652073412152,232.8211925449304,252.42937593939882,233.19019398491963,234.01465497746116,238.54356106974348,230.33054504626364,232.56195540581518,230.13017954423265,216.54235427980936,219.00401143626598,218.4442303315442,227.74778599621732,226.99234383788945,229.80146066505887,230.6000740337557,219.74312919026272,222.15886651608588,217.36444818059158,216.0317747765155,212.22619790268934,214.44747362426222,225.27823393908733,224.75849428179026,224.57451344482052,243.0465601329134,245.9230920827794,242.64045854153693,253.79239293777147
