,dates,nzd0202-0000,nzd0202-0001,nzd0202-0002,nzd0202-0003,nzd0202-0004,nzd0202-0005,nzd0202-0006,nzd0202-0007,nzd0202-0008,nzd0202-0009,nzd0202-0010,nzd0202-0011,nzd0202-0012,nzd0202-0013,nzd0202-0014,nzd0202-0015,nzd0202-0016,nzd0202-0017,nzd0202-0018,nzd0202-0019,nzd0202-0020,nzd0202-0021,nzd0202-0022,nzd0202-0023,nzd0202-0024,nzd0202-0025,nzd0202-0026,nzd0202-0027,nzd0202-0028,nzd0202-0029,nzd0202-0030,nzd0202-0031,nzd0202-0032,nzd0202-0033,nzd0202-0034,nzd0202-0035,nzd0202-0036,nzd0202-0037,nzd0202-0038,nzd0202-0039,nzd0202-0040,nzd0202-0041,nzd0202-0042,nzd0202-0043
0,1999-08-26 22:05:08+00:00,,277.51822285337425,287.1039632364374,308.3624221645504,310.0868247085708,310.83795509523634,306.99451696285166,308.2022313340036,307.9814612856655,316.4798040876874,313.9929451012272,306.8486690378557,315.8710325562255,316.2989525018778,298.43179032286207,,285.98426452110107,293.59915128243557,298.8084125500508,312.6812913852111,,297.3172423964708,305.11758018335934,327.3040913765492,316.777574694178,342.46316293030543,,,318.63733315946337,320.1411600098262,310.8934248635519,309.7297247145206,,284.3330565051949,252.1778620119067,213.3074454519989,145.39513174018884,,,,,,,
1,1999-09-27 22:05:12+00:00,,281.00971232348627,283.9434488167893,298.9640494570586,303.7658440137274,312.0066186109468,311.58129842520043,317.0487584617588,315.68782124156456,317.148165866795,317.55003499268133,311.8743607756022,318.1732605589647,310.44427549648714,299.3300733166693,297.2951188691775,289.4987834174631,295.3430234975761,299.72604245020096,,300.0120700442695,291.33861430818956,293.6500131654467,321.9517856789374,315.76098064737744,326.4605460366747,350.3145015626038,346.7564165567176,323.9340250533939,326.38982298357473,312.42995845409786,309.8583990674654,303.783037705161,270.3904191711637,247.30839159605495,211.35326251427216,144.24980166493995,,,,,,,
2,1999-10-13 22:05:12+00:00,280.6560358896101,279.1100480676189,288.9191636701437,312.572803314916,,,307.2736059494634,305.5637784677585,303.3224819037664,308.34855063406457,313.26010477317124,315.79505660180064,309.9170699552519,301.05801781827273,285.19342516057804,285.34494231866944,288.1415683157248,303.0963911415809,306.37069801321417,306.4653268741904,303.0731114100757,304.12645502628015,,316.3880094977268,308.73581444354625,324.32307357318814,333.55632033561693,338.2321064062093,328.7395010439539,,308.0211633612529,296.11487978696107,280.06225445675574,260.14909469878774,,217.06078209890603,,,,,,,,
3,1999-11-14 22:05:06+00:00,,296.4053422467184,,,,,,315.4752695157505,,,,314.317219015648,310.95484298238296,,,,,,,,,,,,,,327.757950827639,,,,,,,,,,,,,,,,,
4,1999-12-25 21:58:52+00:00,286.90086367998305,279.08842594981274,297.2011332727909,,330.81489159342976,325.3238253855785,316.5508230335883,,310.548773343074,311.746159603154,312.42831155171115,309.3545664338419,304.1789447926673,298.8807760712862,293.1795590014617,306.8148488828586,311.433551594871,311.9761225910045,309.90658042839874,313.4011367449155,311.782082076044,305.8728317702969,,327.9317284150796,322.7884058968452,324.4638958367485,325.479875583048,,325.7275907457263,,317.24789865525884,305.00307734393704,297.420293789262,272.4628206126258,245.16553592287306,197.57054486013607,148.465057185273,94.81814854008606,,,,,,
5,2000-01-01 22:05:01+00:00,271.9538161883897,270.8822925562064,299.67107425072805,330.2290977147044,,320.51846670692294,302.11386200152816,302.9997506148861,296.37538010481734,296.320666086279,293.90180505869273,309.9304933478574,305.91263283692064,,294.2911581370736,300.1493824327332,315.7798226650117,311.3976918404313,,297.4216775284376,300.2312505109251,,,,321.1381908393841,318.72070619135104,315.11698226052204,312.44175562663145,320.03432143551,,319.52655229577033,306.3808980340443,292.2029872908238,266.00729928315013,234.37218517762133,191.02845128355324,146.0212746969497,111.93720952165032,,,,,,
6,2000-02-18 22:04:53+00:00,294.2713330126308,284.96570718074327,299.5498433311886,,323.5358001963468,,320.33136130749784,322.1381663884701,,322.45584549272786,325.26177131921224,,319.9247066268888,316.1172559485909,316.160131187329,319.6154516157347,,,310.34011459945725,,,,318.4328501728362,335.10917522896193,,,,,,339.80525416107383,,,,286.49135363976177,271.0213273123811,,,,,,,,,
7,2000-03-30 21:58:33+00:00,295.64980183533225,,,,338.7098976377916,,,,,,,,,319.5663684940705,314.57715920667283,314.3978482971121,319.7177976746603,327.3958634889927,,313.45735788302693,318.12403700150895,334.7783064405204,,,,331.2417571734307,332.66996134431145,326.471810567603,331.9667508471378,335.1888637423955,335.6366983736201,324.5539641675333,299.1517983003074,,,221.86380107827446,176.05917093006343,134.4113761193953,,,,,,
8,2000-05-24 22:04:10+00:00,,264.44127230632455,,321.29482491754845,,310.17749181364525,,,317.235373540536,,,313.3026439414967,288.1133453847803,274.5768503415371,283.6928778388137,285.73528062621375,290.51304213295913,296.7696628347345,,307.5107352586732,,311.79556673136085,,,,318.22123907633227,315.57761713413373,311.6701619726859,311.7485954578005,319.01806563321827,321.35285892008784,316.34111588893524,307.20392673205896,,,233.8633840138988,199.19102238752484,150.54525096502445,,,,,,
9,2000-06-25 22:03:56+00:00,269.5480218207948,277.173996035049,,313.492935096773,,309.0424353629177,,,,,,316.41040127629833,300.3283002765211,292.90658662158404,283.70354336083176,277.9095148566622,294.82021351861334,298.7584451432554,,316.4890603464289,329.90412832164907,,,,336.0013759246365,314.0822893259727,309.7540114046103,333.1287929817084,,,346.1920097282011,,316.4938119996435,,,,,,148.35589544067244,,,156.3041047792803,,51.39398787940064
