,dates,nzd0079-0000,nzd0079-0001,nzd0079-0002,nzd0079-0003,nzd0079-0004,nzd0079-0005,nzd0079-0006,nzd0079-0007,nzd0079-0008,nzd0079-0009,nzd0079-0010,nzd0079-0011,nzd0079-0012,nzd0079-0013,nzd0079-0014,nzd0079-0015,nzd0079-0016,nzd0079-0017,nzd0079-0018,nzd0079-0019,nzd0079-0020,nzd0079-0021,nzd0079-0022,nzd0079-0023,nzd0079-0024,nzd0079-0025,nzd0079-0026,nzd0079-0027,nzd0079-0028,nzd0079-0029,nzd0079-0030,nzd0079-0031
0,1999-08-17 22:10:26+00:00,,,,200.2760755676566,,,176.6802804462412,,,,,190.61641769418293,180.97902208808014,190.66845885925227,171.89691308334474,176.0051357544979,180.9458813954273,162.43532723490796,152.97225993440358,161.8718770574699,164.46849990593932,159.3019251156758,185.76821576508553,200.20331373723923,205.51594084682546,198.9252817973448,204.6974344431443,216.01336750668926,211.97700198805336,208.61312078245777,,
1,1999-08-26 22:04:44+00:00,,,190.5581535672202,187.43786028143137,192.86099080739618,191.2779439380888,178.2628313704141,178.1137168784515,,,,189.61243561128447,173.1668671143776,175.82465271239454,190.04955778800962,172.89489230370023,175.58233080864213,158.3982062228412,166.7734567281376,158.4212946351321,158.54050301328292,161.99545150492307,188.14102940777673,201.227249117716,201.25603613803838,195.317075996213,195.1800098187267,208.69976087026222,207.43544125201652,199.68885166882728,,
2,1999-10-04 22:10:38+00:00,190.934298382886,,180.62146943063703,180.36751205840307,183.5339529610009,188.06921521388642,172.70340243153709,181.090233454221,,223.13113973538705,213.72938078585958,183.72386936365942,184.14655486756385,185.61843233767576,168.87137380640263,173.03863066641895,167.9243216984727,162.51354790352087,153.8134884228153,161.38960164569923,165.43191798199862,167.10814537214304,185.62831030414858,196.04282059067287,195.43265293670294,186.96729333020815,189.60828628632592,195.24225042699283,196.77619019170618,189.7494419236308,,225.21998073027922
3,1999-11-14 22:04:42+00:00,218.5134275045812,,195.64868282008544,189.45113649451577,191.87029925635653,200.1156325807766,181.30775491554328,188.49079323558277,,244.09914330677444,218.22638853544228,189.97449437027004,184.3749862049848,187.32142676667613,174.08372192198024,175.94792186742478,178.99326672844592,169.60404380626963,164.28279222169803,168.07684239468256,171.2865639483685,170.62275382364874,189.9023843730457,203.17153246407787,201.81803640012419,191.4472961286753,191.7252545096614,209.14112342786558,206.16006860345084,195.41459122591488,,234.7373546020195
4,1999-11-21 22:10:48+00:00,,182.3072942493593,176.90262532712126,169.95833435075244,173.09233010577938,176.64774575618452,165.43098093506114,165.87870302004967,180.1348629111657,,189.99373243445154,173.7823388263749,170.7993735374174,173.536783421457,174.85059652442465,162.0300702370848,166.78249814418496,154.9042925846995,162.56428409927253,157.30096586022,,,167.92588284089567,182.5177940798519,186.25371922084702,173.24214930866515,174.41784288360034,181.25334879726162,178.83534410251252,174.37238722164687,188.74427062172722,
5,1999-12-07 22:10:53+00:00,,194.55228948341758,199.17350655937332,180.85272795364105,183.5335893365519,189.11082788400319,175.29806770829606,177.57073215058364,194.13685412198427,,203.0705690106131,182.9999963217915,177.35307456789906,180.14522147509226,181.9972454438423,165.94403427090808,172.21478805167573,158.95660696988006,172.4203717791209,164.75896153865247,163.4789168615363,158.78286803383887,171.67738191061375,185.26665453053096,186.65137759286404,179.07762041601558,178.97798603843566,187.06571036022382,182.01011896677113,178.69643060823353,196.76711607889635,
6,2000-01-17 22:04:35+00:00,181.49702564692274,179.06303557980644,177.11410372520535,174.80778049240547,183.6897690413847,180.4131373019034,177.97189399404115,184.22768178451958,185.8820565653389,206.34726945370738,198.58796033524672,185.2694622027709,182.98410092033404,187.85272081853307,174.04321465192476,171.29692829791966,176.42037532323943,166.31482859926024,164.76677210045898,165.47526020799165,170.90200681236644,170.95370661696316,185.81014604722847,192.61796912742855,190.4110241690705,180.94686273610924,180.88751754373203,187.65404449714438,182.6156121504672,183.78713172303688,192.3670022385608,218.51091691009356
7,2000-03-28 22:10:07+00:00,200.0761032264753,204.12988103180095,187.45336406509827,180.91383208754988,188.11067727339835,189.9925496226425,175.6204960547051,180.95135778443216,,230.19216251640847,210.59237131036502,179.54222071498793,175.11440369713486,186.84671077127393,167.16345327821367,174.59655252754814,169.85126185818393,159.71843160962322,147.45218047328376,154.94282852552374,163.12910634642427,,,196.00318036048964,,189.49579632999257,191.07380972268373,204.1288491046189,201.08567459620886,193.58884095366042,,
8,2000-04-29 22:10:17+00:00,187.5317474967079,189.20181783995346,175.65173433668588,172.23614586876093,173.57079899211604,177.54222311426904,171.81647249330138,177.70275767681244,184.55317678276248,220.43272718626116,203.34803854978242,184.34796611002795,169.76940817513574,177.61493622340822,163.7258779317788,171.74890024146276,170.22328835774013,,,,,,,,,,,,,,211.1918857860696,225.7216268938402
9,2000-08-12 22:02:54+00:00,,,163.24021274761947,175.87782505363825,177.3590741178795,177.04889497959041,165.8529589402306,174.6553633480476,179.31590194440872,,188.30421322512495,179.27651789487965,149.27261447031654,164.75160416840538,170.6722004446467,164.0228187590445,163.80510801293178,151.97992039108672,156.7687762138578,151.13568440120528,147.4781435251256,149.56754276406542,185.4333539531242,195.44613961250545,194.60948068025453,188.4334122500157,190.5078400977407,200.04859661389074,197.72231976603248,195.02792755554697,205.48585540726975,217.5472810295542
10,2000-09-04 22:08:46+00:00,,,,193.70902282346788,198.88851669975838,,181.6197320036324,189.66055294646222,,246.1170704260672,,191.80536645164813,180.00764548162445,184.06809348460152,168.21865980954806,173.9056852023705,172.50896510402347,161.5574154503684,149.6357226879353,164.12288863296627,159.9768455171029,161.58146632488493,185.19285400216737,198.26024257540192,200.03689726216982,194.91571136084178,198.39447574880668,209.80648590435104,208.1118693564642,199.91319642914743,,
11,2000-10-31 22:02:10+00:00,168.16121626432363,178.09517895978973,178.3842570796751,173.59725722784248,175.9066060738134,178.85375244860901,166.9028568452482,175.435054240715,185.85650994167608,,193.6773566182423,179.4633620001727,172.1285757921983,177.68916824031405,166.64357076843652,165.85100478441126,168.75757939034366,155.76096786281033,158.9843180193069,156.82715406011448,156.72029220945828,149.90037917246335,175.32433166764048,183.9754060454029,192.52923145171917,179.1489783443096,177.658892781564,187.10277197227202,181.62930745532068,183.0031042025943,196.48939771994148,217.46500146592774
12,2000-11-23 22:08:18+00:00,155.32782950534212,177.94261383650044,177.30817354058775,170.29690598213537,175.65905752414753,176.96632720853108,162.28751367300814,170.27508812370374,179.96710881846136,,186.8387157312903,174.0889897380138,168.3784037761454,173.35064293820335,170.49657087299747,157.7148470123999,166.44345108292444,154.9375982959394,161.15993852227567,155.2636513936012,157.5724974285863,153.01895091699592,166.42142784189235,177.1550668593189,177.79605813208252,171.1214765520894,169.70783639691265,176.37306313554012,171.56568110078567,171.9787619267975,181.69405017942137,194.14350893501629
13,2001-02-11 22:08:25+00:00,191.10275272360676,202.3130212408037,195.53359394572158,186.4418726777761,189.6656381497186,191.72279756718643,182.7718887409958,185.15628887726115,205.5002029117774,,,193.44535495803603,192.89269588103525,192.15465450255482,182.3245549855143,176.46430411508837,180.84049647646734,168.44751185933234,169.0091396248402,170.83184807476263,173.83952318308573,165.45731256949128,195.562501105468,203.732803741859,202.94137632260166,193.9959786104856,190.29850214701037,199.19653597250357,197.086683974112,193.66201760888788,206.9689611136591,246.2513726402196
14,2001-03-08 22:02:09+00:00,,,,,,,,,,,,,,,204.30139239637,178.7172702311361,177.80862542030138,159.0051127475189,172.2789910452174,166.01845601230562,164.8556534254671,161.70118456747974,178.82686832171404,197.05315206981888,202.3020545033969,192.46655690784542,193.19637466980146,204.5183038304222,207.2161255285701,200.59049759450022,222.82892422290456,246.3476431935113
15,2001-03-15 22:08:16+00:00,,,,205.73677220041824,209.7503420948634,205.43169002700577,186.917904844774,200.85079014902325,,257.60881453155855,,202.81532437674872,187.98436222657796,194.76767475194384,174.81657617245713,179.46529603557263,182.43437786061517,165.9532472614864,159.94833221745085,169.9070893872607,171.08089976520256,167.85488534092835,187.76557370688212,203.00842820240555,205.2310509028092,200.06865748291375,205.62106181909945,,,214.68265376192318,,
16,2001-03-24 22:01:59+00:00,193.97451903859258,201.04821568064585,204.0790068445952,189.20381166269314,189.99287951213768,,179.3131861674924,192.7124957099687,205.33259722201882,,211.07412384668777,191.57263632751796,173.89135723932213,176.44719876038843,193.05732785873377,172.68376859950516,176.56226036700843,159.87409240715837,176.29839269562774,166.66386624545794,166.93943173880774,163.39869391687319,191.41168244518707,201.82822214334718,201.81516099974974,196.69924675372582,194.87310189412676,209.02183229662975,207.01808349162965,200.97936133191095,211.69324237414833,246.0685477510824
17,2001-05-18 22:07:50+00:00,,,,143.87773699307704,154.47484633992315,,149.75242598288756,168.50731495853094,172.40351531312078,,196.77459258192138,177.02558434070986,154.38544024184935,166.6096077839129,161.6895837256805,175.19533335336942,162.84461100130522,150.41595882847392,149.1782091203331,148.84106161033944,142.27662983447527,154.1574296745643,178.78469949393434,195.94856210541207,202.47212906931878,188.59158556776222,187.15580697971694,191.89694723798806,190.32930650923112,191.8291179905936,196.47068916812853,216.31410180999708
18,2001-06-03 22:07:16+00:00,151.9538511742542,165.48136955549813,,168.88670527627474,172.84834058633223,,163.69310914424648,177.68983539167706,180.61125267524153,,194.22473432248543,179.33379185121944,127.47238646567388,153.30789466802023,172.95686050283254,169.14195452606998,,,,134.80054875077005,126.90776137128091,154.47596306252257,182.26887854446548,,205.66578735467326,198.43353368318319,195.9334345689314,201.8769587933713,201.03066783948543,201.3452957280795,210.1761464185697,222.02574169377965
19,2001-06-12 22:01:24+00:00,,,,202.662583874424,206.55361383039792,200.17600005114107,182.08372348324886,186.4448866206098,,257.20543521992084,,193.78244094815875,,171.27526062313345,164.02584713030507,179.2387733986114,,,,,139.3503824601489,153.6175715753131,188.263766099817,,216.03474202388844,203.21890168855015,209.86949781386085,224.2590891568637,216.33127253703984,215.67384821655173,,
