,dates,usa_CA_0093-0000,usa_CA_0093-0001,usa_CA_0093-0002,usa_CA_0093-0003,usa_CA_0093-0004,usa_CA_0093-0005,usa_CA_0093-0006,usa_CA_0093-0007,usa_CA_0093-0008,usa_CA_0093-0009,usa_CA_0093-0010,usa_CA_0093-0011,usa_CA_0093-0012,usa_CA_0093-0013,usa_CA_0093-0014,usa_CA_0093-0015,usa_CA_0093-0016,usa_CA_0093-0017,usa_CA_0093-0018,usa_CA_0093-0019,usa_CA_0093-0020,usa_CA_0093-0021,usa_CA_0093-0022,usa_CA_0093-0023,usa_CA_0093-0024,usa_CA_0093-0025,usa_CA_0093-0026,usa_CA_0093-0027,usa_CA_0093-0028,usa_CA_0093-0029,usa_CA_0093-0030,usa_CA_0093-0031,usa_CA_0093-0032,usa_CA_0093-0033,usa_CA_0093-0034,usa_CA_0093-0035,usa_CA_0093-0036
0,1984-04-18 18:01:41+00:00,200.77004695281437,209.6824973492498,205.3924999915764,197.17586982680788,197.55809294936603,195.28125888940542,200.3531901448164,195.93168542998646,196.84232612832582,201.25723232050348,196.4632293667215,191.15468831890266,195.3605029811388,200.08476550765306,198.93486228942686,204.8046060918867,206.70520173851668,202.7309632943022,205.15926768555585,198.98211128975484,197.63414347430455,191.4400512895717,198.6974061316371,206.2110261756885,219.81962644770604,210.90900968307784,196.42980297119828,194.77511361214968,193.36883560748893,181.28634907790382,184.34006449874923,198.283171014292,193.5366012106015,200.00882973879843,190.25038037448724,198.9145451520035,206.2641841588444
1,1984-04-27 17:55:28+00:00,189.20978867198724,195.4477148940848,202.28885099587563,197.70246554512744,196.95828615745023,197.29219826902312,200.56029534269172,202.79372874589205,195.47923537818372,193.12940520814098,188.60197257402365,186.95671223657496,188.35804508463374,184.95842519429362,185.64247721943252,194.6203441971873,209.0431813347458,209.15541011540944,207.8691746412596,203.49842266239168,196.73536857505195,190.6775202412213,197.92210109869072,205.4140614350616,224.62737331685003,210.3171168493063,204.77640972267014,198.29595131190644,185.75640873192134,175.94320094264657,181.5578187307725,191.18413055363135,185.43679370305597,187.3884280668065,192.67939087887447,197.8527265441644,207.18224146603526
2,1984-05-04 18:01:45+00:00,201.52210830419946,209.39504751620714,204.50474317798137,197.0596921819665,199.34121074426577,197.66519603575878,200.18332204297744,195.825746177187,194.75978607774036,195.50721182625273,195.9128624431316,194.03348574697335,191.02587098910607,193.27855822389873,194.01238858023532,199.99159031466897,208.62742052530524,205.1653573156826,205.32520560795544,200.65118708396832,192.98151913411857,189.7713507759679,195.87087515940914,203.0902387367588,220.33165477155123,214.21875834036183,205.73969276910572,197.71494799737232,191.70213135960094,184.13071716212568,193.66923535318617,195.12231971060172,193.91066626802817,197.4750691787664,189.51654989195634,196.02655095521965,201.64733719872655
3,1984-05-29 17:56:19+00:00,204.96219727921118,211.29330505514295,208.4288074870119,199.7416988537898,196.48556326105373,196.52633719766183,204.71199090569147,200.73901331610716,201.86373182720888,198.11580620462524,199.9306598037858,199.74928816267226,196.96087942969524,193.96492308324235,192.11538055296938,203.52778932227002,199.2507219320837,205.78013904839486,201.903260941716,197.76714804680245,191.54128808415976,198.06498797474785,208.99122444716787,211.60671311977433,227.38702822521105,226.32605238648142,213.16405813405817,198.1564701820812,194.3373148584852,185.28205288818873,188.98742383098988,189.84004488914533,186.8790671963665,195.4906330508221,183.49711461731985,195.56471455913515,203.6528714322113
4,1984-10-27 18:04:31+00:00,201.90498108675172,206.35383281988828,203.38503251238112,207.07139344805054,205.3390708363564,205.9214397583546,207.70309280794731,204.4868295107649,210.05732392021392,206.53445375780325,209.00146929230743,208.02660165514044,211.42612641328338,205.8651230077581,208.70284417272273,222.27812548296885,220.21202056145415,216.81627632507565,223.6897075471145,219.86049081599737,213.68934392798144,210.06336280736582,205.59707293628426,216.98154775445676,225.9163110199495,221.53073784973668,207.60707658613808,204.40888150495368,206.66338151345116,190.376165575346,198.8619171396725,210.23908132670095,200.08732573468566,201.92302506456053,199.55574422856893,208.90912612968597,211.52606476178025
5,1984-12-14 18:04:35+00:00,200.29108797984932,202.54943678169894,204.18388448763244,197.96533971562855,199.34898091211863,201.87562338374877,203.8585073681488,204.9081775129259,203.9314070261194,202.90160726006798,202.790856398619,201.42487226028217,200.83911153716662,196.63701223450494,204.0198545095759,215.63790839514857,214.25434708035738,210.7193985968862,212.1494166699629,206.2282437271443,197.42043633095932,196.61611295963945,195.36500038742835,196.28457404016982,212.87128880243523,211.9662083556371,201.81173498305185,198.5457715507389,193.1230871791617,180.714473248778,188.78301001795546,193.37501124029058,194.0180745924022,198.73547863872483,198.61720723024283,203.18572514863186,210.5894081464873
6,1984-12-30 18:04:44+00:00,205.51946880760926,212.0103211094825,216.18571375235854,211.4270156456158,212.62731463367908,208.82210388245738,209.83829958777923,204.3357964084071,203.87693013633051,206.28888499726094,200.3579737389182,201.08213343116338,202.47678200961636,196.0221054476991,199.2193721780316,203.43446055688716,212.1906450297818,205.90030382905988,213.34663576522485,212.769960225213,205.1314760600013,206.12394913274684,200.88460769119342,203.36646993790606,227.38929700618505,218.0397895446719,220.31877055437513,208.42766730591973,205.33564727993192,193.21087070531794,205.39832229577493,211.0557319640524,202.04686823561636,208.91839559211616,204.84595946720654,206.16571382382693,213.4225481108852
7,1985-01-08 17:58:37+00:00,203.38684649491321,205.84751831392168,194.93858066933373,189.62577082426148,193.32091460455808,191.8709389370595,193.1643928205969,190.59196340178707,192.36870638365636,202.0532860108653,202.70723964025993,197.88190887893037,205.51698663256093,195.8810509413347,198.47879215098783,211.2758573211837,209.47379576378611,206.89581191833713,206.12175940424882,201.9471690071535,198.4693021690644,195.9556729296848,195.2704283600554,196.81939341253252,215.29948973970775,202.5396815727423,,198.5326492132104,193.53384904381653,182.00726604774718,187.78928269985119,191.12645666845034,186.78570997953065,193.75481719639663,194.803447587649,197.3022962969404,201.99450966378308
8,1985-01-15 18:04:51+00:00,208.23256634746488,216.19855007557453,212.60364582741752,204.14103676366506,204.21654713116322,205.69669076159562,204.92055118779626,198.90436739552146,196.78297236337076,195.05496093171502,196.9720007207931,196.83437882366175,198.9438129485277,198.19635732455626,201.44813864607147,206.56163348997194,204.59856029055445,207.17841562430613,204.92534779670785,207.7002896832442,197.9085638549846,202.84431968453273,203.11081463341569,198.29071709714273,231.01610642184724,216.7350000189465,209.18344832075778,206.2419216468429,205.04528101098583,192.1450651129545,199.9212205214817,207.20226325093984,200.1949669311808,207.14806719300287,209.5427311013891,209.22797764868022,214.95986799532213
9,1985-01-31 18:04:55+00:00,207.81666962343323,221.86121395559852,217.85693480431095,209.7050498949493,209.02611465121956,206.58996545266115,208.47544794885536,198.62318478784076,204.35515537121307,200.64950016221144,201.12342217847228,203.0860901058496,201.7819996525862,198.62868225235772,201.6910252279687,210.0915730577049,215.08171641460729,211.89451308095497,217.07283803144935,214.87501789000294,210.80966016092188,209.0528907171008,211.2689352173562,205.47406245425321,231.3841740885653,222.90073126349435,214.21482255973743,212.5523693333055,213.78436441932425,196.9791910321906,205.69315833819556,215.65566751188337,203.94672949484462,208.4513892384916,215.1926959236012,217.26703550045454,219.20322538090468
