dates,satname,sar1400-0000,sar1400-0001,sar1400-0002
1984-04-13 09:27:07+00:00,L5,192.20,237.08,249.00
1984-07-18 09:28:46+00:00,L5,186.67,233.44,246.96
1984-08-03 09:29:20+00:00,L5,191.30,238.56,248.42
1984-08-19 09:29:51+00:00,L5,181.42,233.46,251.58
1984-09-20 09:30:04+00:00,L5,198.42,226.77,247.10
1984-10-22 09:30:00+00:00,L5,195.55,234.10,248.20
1984-12-09 09:29:58+00:00,L5,196.71,237.21,242.61
1985-01-10 09:30:15+00:00,L5,,,
1985-03-31 09:30:19+00:00,L5,189.76,230.49,246.78
1985-05-18 09:30:04+00:00,L5,191.97,234.67,244.98
1985-06-03 09:30:04+00:00,L5,173.33,234.47,245.11
1985-06-19 09:30:02+00:00,L5,174.04,221.44,236.14
1985-07-05 09:29:57+00:00,L5,,,
1985-08-22 09:29:32+00:00,L5,188.94,238.71,250.32
1985-10-09 09:28:59+00:00,L5,194.07,241.73,255.09
1985-11-10 09:28:33+00:00,L5,198.47,232.85,243.34
1986-01-13 09:27:22+00:00,L5,199.29,234.60,240.07
1986-03-18 09:25:58+00:00,L5,174.50,233.29,242.42
1986-04-19 09:25:17+00:00,L5,181.74,227.26,242.81
1986-05-05 09:24:53+00:00,L5,192.25,234.35,248.53
1986-05-21 09:24:27+00:00,L5,193.28,229.38,245.97
1986-07-08 09:22:57+00:00,L5,192.39,226.82,243.09
1986-07-24 09:22:23+00:00,L5,,228.59,244.66
1986-10-12 09:19:38+00:00,L5,193.27,234.84,242.18
1986-12-31 09:19:14+00:00,L5,196.93,237.68,226.88
1987-02-01 09:20:12+00:00,L5,185.11,228.47,230.32
1987-02-17 09:20:59+00:00,L5,198.10,229.31,234.83
1987-03-21 09:22:02+00:00,L5,194.97,240.52,247.21
1987-04-06 09:22:36+00:00,L5,189.45,239.28,248.73
1987-05-08 09:23:35+00:00,L5,195.42,241.79,254.88
1987-05-24 09:24:00+00:00,L5,174.92,226.72,242.79
1987-06-25 09:24:44+00:00,L5,189.10,237.81,253.17
1987-07-11 09:25:03+00:00,L5,190.60,232.48,247.76
1987-07-27 09:25:25+00:00,L5,194.72,235.16,246.76
1987-08-12 09:25:55+00:00,L5,182.04,226.64,243.66
1987-08-28 09:26:22+00:00,L5,181.23,237.28,240.07
1987-09-13 09:26:45+00:00,L5,187.99,235.89,246.55
1987-10-31 09:27:40+00:00,L5,196.25,244.82,248.75
1987-11-16 09:28:03+00:00,L5,194.54,241.26,247.75
1987-12-02 09:28:18+00:00,L5,191.91,234.36,240.07
1988-01-19 09:29:05+00:00,L5,164.98,216.86,230.07
1988-02-20 09:29:38+00:00,L5,173.32,235.91,243.52
1988-03-07 09:29:48+00:00,L5,174.80,,231.62
1988-04-24 09:30:07+00:00,L5,188.38,235.27,245.47
1988-06-11 09:30:29+00:00,L5,182.48,236.84,247.69
1988-06-27 09:30:35+00:00,L5,180.92,238.40,248.30
1988-07-13 09:30:39+00:00,L5,191.63,241.65,252.86
1988-07-29 09:30:42+00:00,L5,,228.36,248.40
1988-08-14 09:30:40+00:00,L5,178.42,220.38,226.76
1988-09-15 09:30:41+00:00,L5,191.53,227.02,251.27
1988-10-01 09:30:34+00:00,L5,193.23,241.95,248.53
1988-10-17 09:30:31+00:00,L5,179.18,226.63,241.13
1988-11-18 09:30:32+00:00,L5,193.58,241.69,240.07
1988-12-04 09:30:29+00:00,L5,198.22,232.53,240.07
1988-12-20 09:30:18+00:00,L5,195.93,233.84,234.76
1989-02-06 09:29:59+00:00,L5,195.01,234.96,240.07
1989-03-26 09:28:53+00:00,L5,197.00,234.43,245.33
1989-05-29 09:28:17+00:00,L5,178.38,225.43,240.94
1989-06-14 09:28:10+00:00,L5,188.28,227.97,242.10
1989-06-30 09:27:39+00:00,L5,182.18,224.76,243.72
1989-07-16 09:27:19+00:00,L5,192.10,228.35,244.50
1989-08-01 09:26:59+00:00,L5,191.26,226.42,243.33
1989-09-18 09:25:44+00:00,L5,189.37,228.73,240.08
1989-10-04 09:25:36+00:00,L5,173.47,221.63,231.86
1989-10-20 09:24:51+00:00,L5,191.15,226.56,244.12
1989-12-23 09:23:10+00:00,L5,196.94,241.62,242.04
1990-02-09 09:21:38+00:00,L5,198.92,241.06,240.19
1990-02-25 09:21:09+00:00,L5,178.73,226.93,233.53
1990-04-14 09:20:11+00:00,L5,197.04,238.29,246.35
1990-05-16 09:20:13+00:00,L5,186.49,237.24,249.53
1990-06-01 09:20:08+00:00,L5,184.29,226.76,242.73
1990-07-03 09:20:06+00:00,L5,196.50,241.73,255.13
1990-07-19 09:20:01+00:00,L5,194.97,233.00,242.53
1990-08-04 09:19:56+00:00,L5,194.64,241.45,248.72
1990-08-20 09:19:54+00:00,L5,193.04,244.67,249.51
1990-09-05 09:19:46+00:00,L5,193.55,233.64,247.41
1990-10-07 09:19:31+00:00,L5,193.29,236.39,243.73
1990-11-08 09:19:27+00:00,L5,194.79,235.91,240.83
1990-11-24 09:19:19+00:00,L5,197.48,241.01,241.01
1990-12-10 09:19:16+00:00,L5,195.98,230.98,225.07
1990-12-26 09:19:37+00:00,L5,203.05,243.73,225.07
1991-01-11 09:20:03+00:00,L5,177.96,226.63,221.70
1991-02-12 09:20:42+00:00,L5,198.39,244.25,247.37
1991-04-01 09:21:34+00:00,L5,191.53,226.92,239.61
1991-04-17 09:21:56+00:00,L5,189.80,241.30,253.15
1991-05-19 09:22:26+00:00,L5,184.88,228.74,246.06
1991-06-04 09:22:42+00:00,L5,188.13,236.29,250.97
1991-07-06 09:23:10+00:00,L5,177.82,225.44,240.71
1991-07-22 09:23:22+00:00,L5,189.66,226.81,249.42
1991-08-07 09:23:28+00:00,L5,195.10,233.61,246.23
1991-08-23 09:23:34+00:00,L5,178.53,219.72,236.00
1991-09-08 09:23:48+00:00,L5,,223.09,248.79
1991-09-24 09:23:55+00:00,L5,189.94,225.82,244.00
1991-10-10 09:24:01+00:00,L5,,,242.97
1991-11-11 09:24:09+00:00,L5,197.14,239.51,244.66
1992-01-14 09:24:13+00:00,L5,192.46,224.22,225.07
1992-02-15 09:24:02+00:00,L5,193.83,234.31,240.07
1992-03-18 09:24:09+00:00,L5,181.19,226.65,235.96
1992-04-19 09:23:54+00:00,L5,196.29,239.72,244.01
1992-06-06 09:23:26+00:00,L5,191.14,237.22,251.76
1992-07-08 09:23:02+00:00,L5,191.56,231.66,250.43
1992-08-09 09:22:38+00:00,L5,192.37,236.57,247.50
1992-09-26 09:21:49+00:00,L5,191.21,234.22,244.35
1992-10-12 09:21:28+00:00,L5,190.00,228.46,243.06
1992-11-13 09:21:00+00:00,L5,189.92,228.23,225.07
1992-11-29 09:21:04+00:00,L5,182.30,219.57,226.36
1993-04-06 09:22:12+00:00,L5,,228.20,243.72
1993-04-22 09:22:22+00:00,L5,184.45,223.41,230.58
1993-05-08 09:22:25+00:00,L5,187.45,240.20,249.92
1993-05-24 09:22:27+00:00,L5,192.93,230.79,248.25
1993-06-09 09:22:29+00:00,L5,165.17,222.55,235.16
1993-06-25 09:22:24+00:00,L5,192.13,231.37,250.45
1993-07-27 09:22:20+00:00,L5,196.30,239.24,252.78
1993-08-12 09:22:21+00:00,L5,187.00,235.26,249.44
1993-11-16 09:21:53+00:00,L5,192.63,228.36,232.12
1993-12-02 09:21:51+00:00,L5,195.15,238.05,234.99
1994-03-08 09:20:40+00:00,L5,195.04,228.20,234.83
1994-03-24 09:20:26+00:00,L5,197.65,241.84,255.65
1994-05-11 09:19:31+00:00,L5,183.53,233.09,251.03
1994-07-14 09:18:08+00:00,L5,194.75,239.94,250.24
1994-07-30 09:17:41+00:00,L5,189.07,225.94,247.61
1994-08-15 09:17:16+00:00,L5,184.96,224.10,232.01
1994-08-31 09:16:53+00:00,L5,180.65,224.67,238.74
1994-12-05 09:13:55+00:00,L5,184.79,232.18,222.91
1994-12-21 09:13:24+00:00,L5,192.58,242.41,240.07
1995-01-22 09:12:15+00:00,L5,196.15,226.04,228.94
1995-02-23 09:10:59+00:00,L5,181.98,226.89,225.78
1995-03-27 09:09:40+00:00,L5,195.30,239.78,247.88
1995-04-12 09:09:01+00:00,L5,172.43,226.06,243.89
1995-05-14 09:07:35+00:00,L5,190.66,223.88,240.07
1995-05-30 09:06:52+00:00,L5,190.33,241.20,255.07
1995-06-15 09:06:08+00:00,L5,177.09,226.74,244.56
1995-07-01 09:05:25+00:00,L5,194.80,233.19,245.33
1995-07-17 09:04:40+00:00,L5,196.02,235.37,250.37
1995-08-02 09:03:58+00:00,L5,190.46,228.99,246.27
1995-09-03 09:02:29+00:00,L5,177.50,237.32,244.25
1995-10-21 09:00:00+00:00,L5,195.10,229.84,235.50
1995-11-06 08:59:27+00:00,L5,195.57,243.35,247.33
1996-03-29 09:08:13+00:00,L5,192.68,238.94,244.99
1996-04-14 09:09:13+00:00,L5,197.77,234.68,250.07
1996-05-16 09:11:06+00:00,L5,193.48,237.13,253.08
1996-06-01 09:12:00+00:00,L5,194.25,232.88,248.47
1996-07-03 09:13:43+00:00,L5,185.40,233.66,241.34
1996-07-19 09:14:34+00:00,L5,191.74,226.64,241.69
1996-08-04 09:15:24+00:00,L5,197.52,226.44,246.43
1996-08-20 09:16:14+00:00,L5,191.58,230.09,248.31
1996-09-05 09:17:07+00:00,L5,185.27,241.56,245.08
1996-11-08 09:20:26+00:00,L5,197.13,235.60,247.99
1997-03-16 09:26:11+00:00,L5,192.73,240.04,251.17
1997-04-01 09:26:46+00:00,L5,,249.77,245.32
1997-05-03 09:27:54+00:00,L5,186.87,233.14,249.17
1997-05-19 09:28:27+00:00,L5,191.92,230.92,248.58
1997-09-24 09:32:37+00:00,L5,190.62,232.76,244.61
1997-10-10 09:33:04+00:00,L5,196.74,229.22,251.70
1997-10-26 09:33:30+00:00,L5,195.93,224.86,229.09
1997-11-11 09:33:54+00:00,L5,194.67,230.95,247.42
1997-12-13 09:34:40+00:00,L5,201.86,233.47,225.56
1997-12-29 09:35:03+00:00,L5,198.24,241.11,241.47
1998-01-30 09:35:46+00:00,L5,192.30,237.73,249.20
1998-03-03 09:36:21+00:00,L5,194.71,241.04,252.63
1998-03-19 09:36:37+00:00,L5,191.11,241.83,247.21
1998-04-04 09:36:47+00:00,L5,182.11,233.68,247.22
1998-05-06 09:37:15+00:00,L5,186.31,233.26,243.10
1998-07-25 09:38:16+00:00,L5,199.13,241.01,256.90
1998-08-26 09:38:33+00:00,L5,189.90,236.49,253.63
1998-10-29 09:38:50+00:00,L5,194.62,243.02,255.07
1998-11-30 09:38:56+00:00,L5,192.82,231.40,240.07
1999-03-22 09:38:51+00:00,L5,199.40,239.58,249.18
1999-04-07 09:38:38+00:00,L5,189.53,230.44,248.07
1999-04-23 09:38:41+00:00,L5,196.86,235.14,250.27
1999-06-26 09:37:48+00:00,L5,178.50,238.61,251.25
1999-07-12 09:37:41+00:00,L5,183.15,234.55,249.43
1999-08-05 09:52:52+00:00,L7,183.74,227.21,250.19
1999-08-21 09:52:49+00:00,L7,185.77,,247.99
1999-08-29 09:37:15+00:00,L5,193.76,227.79,240.78
1999-09-14 09:36:43+00:00,L5,189.08,233.02,245.68
1999-09-22 09:52:53+00:00,L7,194.50,233.87,249.51
1999-09-30 09:36:28+00:00,L5,187.85,233.00,241.94
1999-10-08 09:52:59+00:00,L7,193.58,233.53,248.00
1999-10-16 09:36:34+00:00,L5,198.90,240.18,255.07
1999-11-01 09:36:10+00:00,L5,182.73,229.22,246.72
1999-11-09 09:52:52+00:00,L7,178.61,234.04,236.58
1999-11-25 09:52:43+00:00,L7,187.66,228.44,247.57
1999-12-11 09:52:53+00:00,L7,195.77,231.47,246.08
2000-01-12 09:52:47+00:00,L7,196.05,232.01,247.76
2000-01-20 09:34:42+00:00,L5,196.62,231.50,240.07
2000-02-13 09:52:41+00:00,L7,204.52,234.05,252.30
2000-02-29 09:52:35+00:00,L7,198.74,233.85,246.50
2000-03-08 09:33:21+00:00,L5,197.48,231.96,244.59
2000-03-16 09:52:31+00:00,L7,194.03,227.66,250.22
2000-04-01 09:52:28+00:00,L7,195.13,234.03,251.28
2000-05-19 09:52:01+00:00,L7,187.97,,252.06
2000-06-04 09:51:49+00:00,L7,183.35,230.17,250.72
2000-06-20 09:51:46+00:00,L7,179.44,,250.65
2000-06-28 09:36:38+00:00,L5,194.32,227.18,247.71
2000-07-06 09:51:32+00:00,L7,188.27,229.94,250.29
2000-07-14 09:36:58+00:00,L5,,,
2000-07-22 09:51:16+00:00,L7,189.18,230.99,252.26
2000-08-07 09:51:02+00:00,L7,187.41,235.57,251.91
2000-08-31 09:37:56+00:00,L5,165.49,207.92,230.05
2000-09-16 09:38:11+00:00,L5,177.52,229.21,251.09
2000-09-24 09:50:24+00:00,L7,175.31,233.92,251.16
2000-10-10 09:50:18+00:00,L7,184.40,233.95,248.85
2000-10-26 09:50:15+00:00,L7,182.80,228.18,241.91
2000-12-13 09:50:21+00:00,L7,182.47,233.88,245.73
2001-02-07 09:39:58+00:00,L5,194.28,233.17,240.07
2001-02-23 09:40:02+00:00,L5,203.25,241.69,245.77
2001-03-03 09:50:17+00:00,L7,177.71,231.92,247.01
2001-03-11 09:40:03+00:00,L5,199.71,237.41,247.72
2001-03-19 09:50:10+00:00,L7,198.52,237.22,253.56
2001-04-04 09:50:00+00:00,L7,195.55,233.79,253.53
2001-06-07 09:49:35+00:00,L7,195.21,228.89,250.05
2001-06-23 09:49:22+00:00,L7,195.84,246.90,254.92
2001-07-25 09:49:12+00:00,L7,177.83,231.20,249.44
2001-08-02 09:40:17+00:00,L5,189.86,241.98,250.30
2001-08-10 09:48:54+00:00,L7,191.13,222.40,249.18
2001-08-18 09:40:15+00:00,L5,206.10,236.77,247.70
2001-08-26 09:48:43+00:00,L7,186.76,231.76,251.03
2001-09-03 09:40:07+00:00,L5,182.65,234.61,255.07
2001-09-11 09:48:31+00:00,L7,187.07,229.78,251.26
2001-09-19 09:40:01+00:00,L5,187.20,229.82,249.04
2001-09-27 09:48:22+00:00,L7,196.13,237.72,253.98
2001-10-13 09:48:08+00:00,L7,192.28,245.13,253.66
2001-10-29 09:48:14+00:00,L7,194.07,238.45,251.89
2002-01-17 09:48:45+00:00,L7,194.43,237.59,246.13
