dates,nzd0511-0000,nzd0511-0001,nzd0511-0002,nzd0511-0003,nzd0511-0004,nzd0511-0005,nzd0511-0006,nzd0511-0007,nzd0511-0008,nzd0511-0009,satname
1999-08-26 22:07:32+00:00,304.79,296.02,291.56,297.28,308.11,316.36,347.06,381.10,,,L7
1999-09-02 22:13:44+00:00,334.11,316.70,304.17,301.87,309.88,329.66,350.65,356.58,339.09,336.88,L7
1999-09-18 22:13:39+00:00,289.89,283.66,275.79,275.23,279.15,298.99,329.66,348.17,361.31,374.85,L7
1999-12-07 22:13:41+00:00,280.51,278.95,282.56,288.31,283.69,297.49,358.21,376.29,369.15,378.63,L7
2000-02-25 22:13:25+00:00,,,,,,,,,,279.18,L7
2000-05-08 22:06:44+00:00,279.43,274.87,277.99,288.15,304.64,327.27,353.96,337.15,313.47,283.46,L7
2000-05-15 22:12:54+00:00,286.14,285.05,289.92,302.71,318.53,345.95,376.78,377.18,323.09,301.50,L7
2000-05-31 22:12:42+00:00,281.97,272.07,279.95,284.32,301.25,319.37,344.86,341.76,308.32,,L7
2000-06-25 22:06:19+00:00,277.78,290.00,290.74,294.81,308.02,333.08,348.98,356.67,327.12,,L7
2000-07-11 22:06:05+00:00,291.90,288.89,290.12,295.42,307.73,327.95,361.76,377.68,340.90,,L7
2000-07-27 22:05:48+00:00,266.59,,,,,328.71,352.97,361.21,328.47,287.07,L7
2000-08-03 22:11:55+00:00,286.57,286.92,284.49,297.03,313.01,335.13,356.66,359.74,315.10,301.69,L7
2000-08-19 22:11:49+00:00,291.03,277.22,,,,295.04,311.39,304.38,306.03,310.84,L7
2000-09-20 22:11:14+00:00,277.69,269.90,274.74,282.75,297.08,313.91,334.84,340.47,343.19,338.44,L7
2000-10-22 22:11:02+00:00,276.97,270.80,279.11,281.95,294.18,321.93,353.93,371.34,357.84,342.02,L7
2001-01-03 22:05:00+00:00,299.45,291.19,297.35,300.97,317.06,350.15,396.28,397.63,359.41,330.71,L7
2001-03-31 22:10:55+00:00,,,,,,363.15,370.42,357.75,325.69,318.00,L7
2001-04-16 22:10:54+00:00,299.87,291.44,304.89,316.83,325.70,341.92,344.61,336.93,321.96,279.58,L7
2001-06-28 22:03:56+00:00,277.68,,294.54,,,343.78,348.05,324.15,,,L7
2001-07-14 22:03:57+00:00,267.40,256.65,295.93,298.16,312.04,335.06,341.23,325.70,,,L7
2001-08-15 22:03:26+00:00,293.83,290.79,288.14,286.55,279.21,295.47,311.02,332.36,327.06,336.06,L7
2001-10-02 22:02:52+00:00,287.19,278.46,278.07,270.61,283.38,308.72,337.62,346.73,328.79,342.48,L7
2001-11-19 22:03:08+00:00,278.03,271.76,271.57,278.39,291.96,313.99,337.72,333.89,330.77,327.73,L7
2001-12-12 22:09:26+00:00,282.24,280.56,273.26,274.13,306.95,339.06,363.39,355.83,328.38,328.05,L7
2001-12-28 22:09:25+00:00,266.10,264.51,271.47,285.52,311.07,335.00,356.28,352.13,334.56,330.32,L7
2002-01-29 22:09:33+00:00,301.85,285.59,280.58,288.70,301.66,293.00,308.49,364.80,,,L7
2002-04-12 22:03:25+00:00,279.63,268.50,264.03,258.22,266.65,276.70,295.51,324.02,336.53,363.42,L7
2002-05-05 22:09:37+00:00,261.14,252.61,239.69,250.69,262.54,285.81,293.23,336.10,325.90,,L7
2002-06-15 22:03:07+00:00,243.39,242.99,210.83,,274.24,289.92,276.46,,,,L7
2002-09-10 22:08:43+00:00,257.75,251.36,254.38,267.84,298.60,317.14,,303.60,,,L7
2003-02-01 22:09:21+00:00,284.75,285.52,277.58,292.66,,,,,343.89,337.78,L7
2003-03-14 22:03:20+00:00,277.19,272.56,280.48,293.64,311.43,,,,338.15,325.66,L7
2003-05-24 22:09:28+00:00,,,,,,,,320.34,262.09,234.63,L7
2003-08-05 22:02:59+00:00,,,,312.94,325.93,345.42,348.90,344.69,244.93,228.56,L7
2003-08-12 22:09:11+00:00,,312.84,330.21,335.19,351.00,375.08,410.39,413.21,271.20,199.14,L7
2003-08-13 21:51:32+00:00,294.36,314.61,338.85,339.91,354.52,377.69,404.84,408.30,260.94,251.99,L5
2003-08-29 21:51:49+00:00,300.83,298.61,306.03,310.65,330.02,343.44,377.05,372.09,298.31,306.60,L5
2003-10-07 21:58:35+00:00,298.17,301.58,302.68,307.82,314.69,330.04,355.10,359.04,324.68,306.65,L5
2003-11-17 21:52:57+00:00,280.53,287.80,293.13,297.57,304.68,324.51,353.80,347.17,322.48,297.98,L5
