,dates,jap0229-0000,jap0229-0001,jap0229-0002,jap0229-0003,jap0229-0004,jap0229-0005
0,1984-06-04 00:50:30+00:00,130.25650573937983,135.4497628113549,149.90612701132846,146.012253262048,144.431755589115,143.95005404665807
1,1984-07-31 00:45:29+00:00,145.09348197834984,147.97970675015577,153.18276029318278,153.3464348039559,146.74380445747946,142.68288933286004
2,1984-08-07 00:51:54+00:00,161.33628660165562,159.01097333064754,169.53708985395912,164.0422077860638,170.0606386926919,164.11014085195202
3,1984-08-16 00:46:00+00:00,149.74164489366834,159.89090359661148,163.3624214962999,158.6351734414907,151.31224232476083,153.94429385514505
4,1984-09-17 00:46:20+00:00,147.48571125990716,153.28871926589025,164.68443817353082,157.03544931601192,153.55927887027937,149.55999985318488
5,1984-10-26 00:52:25+00:00,146.885259681316,149.15981267098695,160.15769475067725,152.45788013886659,153.07764384577436,142.17299217894322
6,1984-11-04 00:46:10+00:00,157.0296178393279,159.83281721631036,171.6562515013194,167.48312398490015,162.0432302987781,153.38578875025442
7,1984-11-27 00:52:18+00:00,147.10010362589867,149.12459209844346,160.12079738277163,150.0232216089054,151.15286405210065,147.4910856605458
8,1984-12-13 00:52:28+00:00,152.10569429180566,154.31582523271393,165.27508483616202,156.24849000147285,155.95183095233904,154.05952067360604
9,1985-01-07 00:46:30+00:00,,,169.68590929457818,168.20876091605703,160.63990479667186,155.43617391632395
10,1985-01-14 00:52:44+00:00,162.61235893647302,163.92390236527828,176.00913138704973,167.13704578366014,167.55277150604294,163.35447974496424
11,1985-02-15 00:52:50+00:00,160.25031528664607,153.4377551470845,163.67261138361138,162.67930818324749,157.16190790050112,155.75219682058966
12,1985-08-19 00:45:50+00:00,,,,,,
13,1985-08-26 00:51:56+00:00,149.00583256040613,158.24015974661214,163.06908940980264,156.2417708000068,144.79691750177273,148.8718722738737
14,1985-12-09 00:44:17+00:00,155.48572227173642,161.0583543071537,161.7940483927807,155.76472977877762,150.9640420505598,146.7753886402175
15,1986-01-10 00:43:42+00:00,155.1642965997604,156.8109259177152,173.82370665653968,168.60351073284818,163.5393004426916,157.56020376847934
16,1986-01-17 00:49:45+00:00,160.24906896138967,162.29227807069955,174.30350450032003,164.7703823723289,161.49572336266638,156.2805883410138
17,1986-06-10 00:46:19+00:00,135.8246834003253,136.18029328936902,142.52164184650252,145.50908553118137,138.6806141284826,137.4455984500608
18,1986-06-26 00:45:48+00:00,137.91547737526193,136.84618349720932,149.8887537181803,149.06937809538644,139.02139045423877,142.813817796165
19,1986-09-23 00:36:32+00:00,162.24544142659678,156.34898134377337,168.0815936228712,165.45920468775233,161.64629684969933,153.89918080204183
20,1986-09-30 00:42:29+00:00,155.71438487629734,156.85114036645678,170.3297304534479,161.4756981068913,162.78382273709576,157.50033617613855
21,1986-10-16 00:41:58+00:00,157.86073214784454,160.1419099806899,170.75994790362438,166.91704914824714,163.67388363550674,156.4391292827727
22,1986-11-10 00:34:53+00:00,157.84969790080436,159.46772410209758,168.82933284660183,161.59922659065455,162.3833332125976,153.57607475381877
23,1986-11-26 00:34:27+00:00,159.96693266444396,163.7417782765086,172.71862526798074,170.16596801860243,164.61359590017793,160.4019685557535
