dates,satname,nzd0572-0000,nzd0572-0001,nzd0572-0002,nzd0572-0003,nzd0572-0004,nzd0572-0005,nzd0572-0006,nzd0572-0007,nzd0572-0008,nzd0572-0009,nzd0572-0010,nzd0572-0011
1999-07-02 21:59:57+00:00,L7,,225.63,224.58,219.85,215.93,213.67,211.78,223.66,216.88,225.71,225.82,231.46
1999-07-25 22:06:15+00:00,L7,227.68,228.74,232.09,229.63,224.27,225.96,225.99,232.19,225.43,228.78,229.84,235.68
1999-08-26 22:05:56+00:00,L7,221.30,221.25,225.25,223.63,215.17,220.01,210.05,219.97,218.72,220.88,222.22,219.21
1999-09-20 22:00:08+00:00,L7,275.21,233.29,235.95,234.70,237.43,244.30,276.64,240.88,241.13,244.31,,239.22
1999-09-27 22:06:24+00:00,L7,216.32,214.31,220.62,222.36,214.80,218.16,213.81,214.48,215.24,211.87,217.94,218.21
1999-11-14 22:05:54+00:00,L7,256.24,223.31,225.72,228.41,223.13,230.33,267.27,229.82,223.95,231.93,,223.45
1999-11-30 22:06:11+00:00,L7,,241.25,240.76,243.35,257.07,285.30,303.30,277.03,,,,
1999-12-09 22:00:09+00:00,L7,212.44,210.57,213.75,212.33,211.53,205.94,204.44,209.81,212.67,208.49,215.97,218.21
1999-12-16 22:05:57+00:00,L7,,259.00,254.45,260.81,278.72,322.58,317.19,288.53,276.46,288.73,311.50,
1999-12-25 22:00:04+00:00,L7,221.97,222.41,223.00,223.05,218.46,219.79,212.82,221.23,220.15,219.93,222.76,220.34
2000-01-17 22:06:11+00:00,L7,232.74,226.02,228.60,228.03,224.66,227.17,233.17,224.46,221.36,228.08,238.02,226.82
2000-01-26 22:00:02+00:00,L7,303.33,,248.35,255.33,269.33,307.10,312.78,285.86,265.27,282.19,308.20,248.88
2000-02-11 21:59:57+00:00,L7,,,247.19,256.37,271.07,315.85,314.75,291.21,278.96,288.17,318.88,252.58
2000-02-18 22:06:05+00:00,L7,212.46,214.37,212.61,216.23,212.64,213.34,207.81,215.22,218.57,217.55,217.97,218.67
2000-02-27 21:59:52+00:00,L7,,,240.98,253.28,259.51,294.78,303.87,279.56,260.87,277.14,309.47,249.67
2000-03-05 22:05:36+00:00,L7,213.67,216.61,218.96,215.75,212.03,213.55,210.43,214.86,215.95,216.17,220.41,220.62
2000-03-21 22:05:37+00:00,L7,215.06,215.80,218.19,216.30,210.62,210.65,207.54,213.71,213.61,210.17,214.55,219.07
2000-03-30 21:59:45+00:00,L7,240.55,229.56,230.10,227.79,224.77,228.16,242.24,230.79,226.90,232.77,249.68,230.69
2000-05-01 21:59:30+00:00,L7,225.43,229.39,230.55,229.42,223.96,223.52,219.32,225.27,222.55,216.53,227.41,227.84
2000-05-08 22:05:33+00:00,L7,277.95,238.42,238.70,236.51,238.44,236.35,277.56,244.55,243.70,244.70,,243.16
2000-05-24 22:04:58+00:00,L7,,254.26,243.78,248.13,250.71,265.99,292.85,,249.90,260.22,308.38,252.12
2000-06-18 21:59:03+00:00,L7,229.92,229.22,232.14,230.21,230.11,227.95,226.74,235.16,225.32,229.75,226.11,231.82
2000-07-04 21:58:50+00:00,L7,234.99,233.51,235.12,231.15,234.90,227.76,226.80,235.14,231.69,225.52,229.83,237.53
2000-08-05 21:58:20+00:00,L7,306.36,,261.95,268.35,280.33,323.99,328.73,308.44,293.72,289.03,332.60,
2000-08-12 22:04:29+00:00,L7,221.00,225.47,224.52,226.97,223.25,221.63,219.40,225.08,219.10,217.41,224.66,226.10
2000-10-24 21:57:29+00:00,L7,217.91,228.01,225.26,223.85,222.46,221.31,215.96,220.62,219.80,211.52,217.59,216.30
2000-10-31 22:03:22+00:00,L7,220.17,222.60,223.00,223.96,218.98,222.53,219.39,220.00,218.78,221.32,223.64,219.26
2000-11-09 21:57:33+00:00,L7,217.43,219.74,219.78,218.91,216.21,217.58,211.65,216.29,218.61,218.74,220.21,217.89
2000-11-16 22:03:20+00:00,L7,244.08,223.59,226.64,225.80,222.93,225.60,257.44,225.94,223.63,231.96,,224.50
2000-11-25 21:57:34+00:00,L7,215.94,210.24,212.92,206.73,209.78,208.08,206.22,207.67,211.24,213.64,211.67,212.49
2000-12-11 21:57:36+00:00,L7,210.85,211.36,212.60,213.93,208.60,208.35,200.87,202.38,204.49,205.88,205.37,207.27
2001-01-03 22:03:24+00:00,L7,,,260.64,271.94,283.82,332.45,325.45,300.32,290.20,291.40,326.51,
2001-01-12 21:57:42+00:00,L7,217.83,218.44,221.46,221.73,216.54,219.53,210.91,211.98,214.24,212.96,216.40,218.73
2001-01-19 22:03:31+00:00,L7,240.00,226.48,232.00,227.36,224.08,226.72,251.77,227.85,225.07,233.65,246.77,227.72
2001-01-28 21:57:44+00:00,L7,219.11,219.93,223.57,221.73,219.97,219.74,215.69,220.02,218.41,218.73,220.63,221.07
2001-02-04 22:03:26+00:00,L7,224.39,220.83,222.03,224.72,217.56,220.23,229.23,218.99,220.78,225.93,235.93,221.19
2001-02-13 21:57:39+00:00,L7,,,239.11,245.00,254.51,286.77,300.15,275.81,258.03,273.36,307.12,244.07
2001-02-20 22:03:48+00:00,L7,217.99,223.41,226.43,221.71,216.58,218.15,212.00,218.97,219.64,216.67,219.81,218.10
2001-05-20 21:57:04+00:00,L7,222.80,224.92,225.81,224.65,217.90,221.64,211.44,224.79,218.25,218.82,221.89,219.75
2001-05-27 22:03:12+00:00,L7,277.54,236.60,243.24,235.76,239.25,236.97,276.57,244.53,249.81,253.55,,244.82
2001-06-05 21:56:52+00:00,L7,227.69,232.03,234.87,227.77,225.43,226.16,216.33,231.49,224.01,229.98,230.92,233.95
2001-06-12 22:03:00+00:00,L7,,263.00,256.42,259.40,265.02,300.85,309.41,296.99,269.41,276.29,312.87,260.20
2001-06-21 21:56:41+00:00,L7,201.09,197.63,225.41,,204.82,193.78,196.49,213.93,203.41,225.89,216.53,229.51
2001-06-28 22:02:45+00:00,L7,,,315.51,318.84,324.41,,392.74,,322.49,327.14,379.65,
2001-07-07 21:56:36+00:00,L7,236.62,232.37,235.72,232.37,236.05,231.69,225.15,233.15,228.16,229.43,227.89,232.88
2001-08-08 21:56:12+00:00,L7,239.23,229.14,230.11,230.96,226.58,227.45,234.71,233.95,230.11,235.57,244.43,234.83
2001-08-15 22:01:50+00:00,L7,255.40,234.57,233.99,230.65,228.71,230.65,257.17,235.17,231.15,243.61,255.34,234.15
2001-08-31 22:02:05+00:00,L7,222.81,222.91,227.62,226.96,221.40,222.00,212.23,224.16,220.44,228.02,221.79,222.53
2001-09-09 21:55:48+00:00,L7,,351.71,,254.33,243.24,,317.31,300.48,276.09,289.42,,
2001-09-25 21:55:40+00:00,L7,,,251.08,256.82,269.25,306.65,316.38,298.41,279.64,290.34,317.36,
2001-10-02 22:01:16+00:00,L7,213.35,210.31,214.11,217.30,212.91,216.41,205.54,209.52,212.35,211.49,214.07,213.55
2001-10-11 21:55:21+00:00,L7,,245.89,239.96,248.88,265.43,288.49,303.15,282.94,267.60,282.60,305.57,247.69
2001-11-03 22:01:46+00:00,L7,208.89,207.04,208.19,210.81,209.91,207.63,199.99,208.00,212.03,210.91,207.82,207.49
2001-12-30 21:55:49+00:00,L7,211.82,209.43,216.50,214.71,211.33,210.79,204.64,209.72,217.65,207.42,208.54,208.01
2002-01-22 22:01:52+00:00,L7,,,244.79,252.62,269.21,309.33,313.60,293.34,275.65,283.88,312.97,249.64
2002-03-04 21:56:09+00:00,L7,283.45,237.46,235.98,235.63,241.68,260.89,287.63,260.43,249.78,262.37,,238.94
2002-03-11 22:02:19+00:00,L7,221.25,221.16,218.97,219.31,216.21,219.05,209.99,214.89,215.97,217.60,215.26,215.58
2002-03-27 22:01:49+00:00,L7,213.08,215.68,212.85,209.53,208.10,206.75,198.57,209.67,213.22,211.22,210.27,209.68
2002-05-07 21:56:03+00:00,L7,244.31,235.35,236.22,233.04,240.97,235.37,240.14,239.31,236.84,238.71,254.32,238.01
2002-05-14 22:01:43+00:00,L7,221.75,221.17,218.92,216.53,219.10,216.65,201.33,220.43,224.27,218.82,223.03,217.69
2002-05-30 22:01:37+00:00,L7,243.47,234.51,236.51,235.41,236.92,227.32,234.96,231.30,226.51,232.77,251.42,238.75
2002-07-17 22:01:44+00:00,L7,,356.60,335.29,302.80,313.67,,420.12,367.69,327.87,,398.49,362.42
2002-08-02 22:01:13+00:00,L7,,,282.85,284.95,298.15,358.29,,324.74,305.62,307.48,354.42,
2002-08-18 22:01:09+00:00,L7,251.62,232.97,236.29,231.27,236.86,234.23,248.31,235.63,234.06,241.69,257.36,233.83
2002-08-27 21:55:12+00:00,L7,242.98,233.19,234.49,230.28,235.76,228.38,240.68,235.82,225.20,231.93,242.77,231.77
2002-09-03 22:01:00+00:00,L7,248.38,232.26,232.50,228.83,232.31,231.00,252.45,233.58,233.25,236.19,254.58,238.53
2002-09-12 21:55:07+00:00,L7,,283.74,261.01,268.46,281.89,323.49,316.13,296.10,277.66,286.23,324.80,
2002-09-19 22:00:46+00:00,L7,,,,,,,,,,,,
2002-10-05 22:01:07+00:00,L7,215.16,214.75,212.86,216.11,211.23,210.63,202.98,208.03,212.67,212.62,212.04,211.97
2002-10-14 21:54:55+00:00,L7,299.96,254.93,245.27,251.60,261.80,294.27,303.04,285.59,266.07,276.93,,246.21
2002-10-21 22:00:48+00:00,L7,213.46,209.89,212.11,211.46,208.30,208.99,198.45,205.69,208.39,214.66,211.23,212.61
2002-10-30 21:55:01+00:00,L7,,262.26,249.39,258.76,266.02,307.33,308.29,288.09,267.84,280.85,312.93,249.61
2002-11-22 22:01:09+00:00,L7,214.23,214.86,215.54,216.30,211.78,213.01,201.58,214.46,213.14,220.65,216.50,217.41
2003-01-18 21:55:42+00:00,L7,214.95,214.76,212.92,214.95,211.62,210.13,203.63,208.53,204.92,209.76,207.91,209.63
2003-02-26 22:01:40+00:00,L7,244.01,231.37,233.60,232.12,229.61,227.56,239.46,231.07,230.41,235.07,246.37,231.16
2003-03-07 21:55:58+00:00,L7,232.10,227.87,236.50,230.58,228.66,228.01,232.73,232.66,232.38,228.84,235.47,225.37
2003-03-14 22:01:44+00:00,L7,229.89,225.43,228.91,228.46,223.29,225.34,223.05,226.78,224.28,231.70,228.04,225.94
2003-03-23 21:55:52+00:00,L7,,259.51,251.37,260.25,272.58,306.94,301.18,292.25,268.42,274.43,313.13,
2003-04-08 21:55:59+00:00,L7,289.54,236.85,237.07,236.77,240.33,261.31,287.52,259.88,252.98,260.65,,242.20
2003-04-15 22:02:09+00:00,L7,218.00,216.22,221.17,217.91,209.68,211.74,206.13,212.80,210.26,213.01,211.11,211.87
2003-04-24 21:55:58+00:00,L7,,245.11,240.16,244.91,249.96,263.92,288.13,258.92,253.21,260.17,297.56,246.46
2003-07-20 22:01:56+00:00,L7,,,,265.32,277.61,330.95,318.76,308.59,287.34,290.55,338.64,
2003-07-29 21:55:41+00:00,L7,,,,,,,212.22,221.54,219.60,222.16,223.09,221.87
2003-08-13 21:49:56+00:00,L5,233.87,227.42,231.78,226.99,230.36,227.09,217.15,220.69,219.86,216.06,215.61,226.66
2003-08-22 21:44:19+00:00,L5,266.42,232.56,233.89,233.43,236.19,236.89,267.09,250.13,239.42,249.89,284.95,238.92
2003-08-29 21:50:14+00:00,L5,221.06,218.26,222.85,223.06,216.57,221.05,212.91,222.48,220.15,222.21,220.97,224.13
2003-08-30 21:55:34+00:00,L7,229.07,226.89,227.85,224.49,,,,,,230.02,226.71,231.66
