dates,nzd0572-0000,nzd0572-0001,nzd0572-0002,nzd0572-0003,nzd0572-0004,nzd0572-0005,nzd0572-0006,nzd0572-0007,nzd0572-0008,nzd0572-0009,nzd0572-0010,nzd0572-0011,satname
1999-07-02 21:59:57+00:00,,231.13,230.08,226.62,224.73,226.24,229.38,234.66,226.66,236.71,243.42,236.96,L7
1999-07-25 22:06:15+00:00,240.68,233.19,234.34,232.12,229.70,233.53,238.08,239.93,231.82,239.25,247.03,239.57,L7
1999-08-26 22:05:56+00:00,250.37,235.66,237.76,237.24,235.19,243.79,249.41,246.19,238.94,246.04,259.43,239.24,L7
1999-09-20 22:00:08+00:00,255.48,233.88,236.12,235.14,233.85,241.20,252.42,242.49,237.38,243.23,259.43,238.05,L7
1999-09-27 22:06:24+00:00,255.50,233.89,236.95,237.42,236.32,245.56,257.25,244.74,239.93,244.81,264.75,238.01,L7
1999-11-14 22:05:54+00:00,253.80,231.36,234.30,234.97,232.89,241.26,256.46,240.71,235.89,241.12,264.75,234.81,L7
1999-11-30 22:06:11+00:00,253.80,230.83,233.28,233.77,233.23,243.11,256.92,242.00,235.89,241.12,264.75,234.81,L7
1999-12-09 22:00:09+00:00,252.37,230.34,232.88,233.61,233.79,243.14,256.91,242.07,236.73,241.14,265.48,234.78,L7
1999-12-16 22:05:57+00:00,252.37,232.05,233.81,234.82,236.43,243.14,258.90,244.29,238.75,243.78,266.08,234.78,L7
1999-12-25 22:00:04+00:00,250.92,232.10,233.74,234.89,236.25,243.12,257.53,244.01,238.69,243.38,264.52,234.24,L7
2000-01-17 22:06:11+00:00,248.14,231.39,233.39,234.78,235.92,242.71,257.27,242.59,237.70,241.97,262.84,232.72,L7
2000-01-26 22:00:02+00:00,253.85,230.96,233.52,235.51,238.03,247.92,261.15,244.96,239.17,244.57,267.17,232.50,L7
2000-02-11 21:59:57+00:00,253.85,230.96,233.93,236.38,239.71,252.62,263.37,247.50,241.52,247.11,269.99,233.72,L7
2000-02-18 22:06:05+00:00,254.03,231.45,233.95,236.91,240.32,253.52,264.47,248.40,242.91,248.33,271.85,234.36,L7
2000-02-27 21:59:52+00:00,253.28,230.43,232.86,236.43,240.18,254.34,264.62,248.57,242.10,248.22,271.32,234.53,L7
2000-03-05 22:05:36+00:00,253.51,231.14,233.40,236.82,240.58,254.92,265.59,249.19,243.01,249.03,272.91,235.16,L7
2000-03-21 22:05:37+00:00,252.64,232.00,234.04,237.87,241.74,257.09,266.71,251.12,244.59,250.53,273.82,235.71,L7
2000-03-30 21:59:45+00:00,250.55,231.38,233.12,236.26,239.86,253.83,263.60,249.06,242.37,248.69,270.46,234.89,L7
2000-05-01 21:59:30+00:00,250.36,232.25,233.76,236.79,240.05,253.54,263.09,249.03,242.44,248.01,269.97,235.27,L7
2000-05-08 22:05:33+00:00,252.42,232.56,233.93,236.57,239.68,251.91,263.53,248.39,242.21,247.41,269.97,235.68,L7
2000-05-24 22:04:58+00:00,252.96,235.00,235.02,237.75,241.34,254.19,264.88,250.38,243.86,249.20,271.38,237.76,L7
2000-06-18 21:59:03+00:00,254.41,236.38,236.45,239.32,241.81,255.62,265.87,251.32,243.93,249.61,272.02,238.69,L7
2000-07-04 21:58:50+00:00,255.48,237.38,237.30,239.84,242.93,256.03,266.67,252.29,244.67,249.86,272.31,239.93,L7
2000-08-05 21:58:20+00:00,258.46,238.86,239.20,241.96,245.44,256.20,268.57,256.97,249.05,252.33,275.51,241.26,L7
2000-08-12 22:04:29+00:00,256.61,238.47,238.86,241.42,243.94,251.50,265.32,254.34,246.82,249.54,272.05,240.55,L7
2000-10-24 21:57:29+00:00,256.58,240.47,240.88,242.21,245.02,246.77,260.38,253.82,246.00,245.59,264.33,239.98,L7
2000-10-31 22:03:22+00:00,253.76,238.46,239.03,240.41,242.95,244.26,257.07,251.00,243.92,244.37,259.83,237.72,L7
2000-11-09 21:57:33+00:00,249.08,237.78,238.40,240.34,242.94,246.11,254.00,250.93,243.87,244.59,259.37,236.09,L7
2000-11-16 22:03:20+00:00,247.39,235.47,236.62,238.15,239.96,242.33,252.73,246.74,240.78,242.25,259.37,234.11,L7
2000-11-25 21:57:34+00:00,248.39,233.28,236.13,237.17,240.13,242.66,252.50,246.90,241.72,242.96,257.67,232.47,L7
2000-12-11 21:57:36+00:00,249.42,233.50,236.17,237.78,240.79,244.91,255.25,247.22,242.24,244.03,260.69,232.32,L7
2001-01-03 22:03:24+00:00,247.69,230.70,235.48,238.27,241.06,241.99,256.85,247.86,243.56,244.99,263.09,228.24,L7
2001-01-12 21:57:42+00:00,246.65,230.45,235.10,237.88,240.25,242.11,255.39,246.32,242.45,243.84,261.36,228.33,L7
