dates,nzd0572-0000,nzd0572-0001,nzd0572-0002,nzd0572-0003,nzd0572-0004,nzd0572-0005,nzd0572-0006,nzd0572-0007,nzd0572-0008,nzd0572-0009,nzd0572-0010,nzd0572-0011,satname
1999-07-02 21:59:57+00:00,,231.13,230.08,226.62,224.73,226.24,229.38,234.66,226.66,236.71,243.42,236.96,L7
1999-07-25 22:06:15+00:00,240.68,235.24,238.59,237.63,234.67,240.82,246.79,245.19,236.99,241.78,250.64,242.18,L7
1999-08-26 22:05:56+00:00,260.05,240.62,244.62,247.48,246.17,264.30,272.05,258.72,253.16,259.63,284.22,238.59,L7
1999-09-20 22:00:08+00:00,265.71,228.54,231.20,228.85,229.83,233.44,261.44,231.38,232.69,234.81,,234.47,L7
1999-09-27 22:06:24+00:00,255.57,233.94,240.25,246.51,246.20,263.02,276.61,253.73,250.13,251.12,280.74,237.84,L7
1999-11-14 22:05:54+00:00,246.99,218.69,221.09,222.72,215.73,219.76,252.47,220.57,215.73,222.68,,218.82,L7
1999-11-30 22:06:11+00:00,,227.62,227.13,226.58,235.27,254.16,259.70,249.78,,,,,L7
1999-12-09 22:00:09+00:00,245.19,226.94,230.12,232.48,237.73,243.37,256.84,242.56,241.78,241.24,268.37,234.59,L7
1999-12-16 22:05:57+00:00,,245.75,241.20,244.50,257.52,,274.79,262.03,252.90,262.23,269.10,,L7
1999-12-25 22:00:04+00:00,242.22,232.53,233.12,235.51,234.66,242.93,245.22,241.48,238.15,240.18,255.16,230.47,L7
2000-01-17 22:06:11+00:00,228.74,224.02,226.60,225.57,221.46,222.60,226.77,220.46,217.80,224.08,231.62,224.82,L7
2000-01-26 22:00:02+00:00,286.33,,239.85,244.87,255.73,287.67,285.58,268.86,250.16,265.19,281.00,240.38,L7
2000-02-11 21:59:57+00:00,,,238.06,245.14,256.47,294.99,285.55,272.96,262.74,269.92,289.68,243.46,L7
2000-02-18 22:06:05+00:00,255.46,235.87,234.11,242.69,247.04,262.48,276.61,258.22,256.79,260.55,286.77,240.17,L7
2000-02-27 21:59:52+00:00,,,231.60,241.74,244.51,273.35,273.87,260.81,244.20,258.39,279.47,240.29,L7
2000-03-05 22:05:36+00:00,255.42,237.49,239.84,241.44,245.43,261.26,277.23,256.61,253.06,257.92,287.21,241.50,L7
2000-03-21 22:05:37+00:00,257.81,237.18,239.56,242.61,244.82,259.51,275.94,256.46,251.61,252.92,282.95,240.44,L7
2000-03-30 21:59:45+00:00,236.80,227.69,228.22,225.48,221.77,223.87,236.24,227.04,223.57,229.02,243.68,228.81,L7
2000-05-01 21:59:30+00:00,248.68,241.01,242.18,243.73,242.56,250.09,256.52,248.52,243.22,239.78,264.61,239.47,L7
2000-05-08 22:05:33+00:00,272.95,235.92,236.20,233.43,234.44,230.64,269.56,239.55,239.26,239.70,,240.66,L7
