dates,nzd0449-0000,nzd0449-0001,nzd0449-0002,nzd0449-0003,nzd0449-0004,nzd0449-0005,nzd0449-0006,nzd0449-0007,nzd0449-0008,nzd0449-0009,nzd0449-0010,nzd0449-0011,nzd0449-0012,nzd0449-0013,nzd0449-0014,nzd0449-0015,nzd0449-0016,nzd0449-0017,nzd0449-0018,nzd0449-0019,nzd0449-0020,nzd0449-0021,nzd0449-0022,nzd0449-0023,nzd0449-0024,nzd0449-0025,nzd0449-0026,nzd0449-0027,nzd0449-0028,nzd0449-0029,nzd0449-0030,nzd0449-0031,nzd0449-0032,nzd0449-0033,nzd0449-0034,nzd0449-0035,nzd0449-0036,nzd0449-0037,nzd0449-0038,nzd0449-0039,nzd0449-0040,nzd0449-0041,nzd0449-0042,nzd0449-0043,nzd0449-0044,nzd0449-0045,nzd0449-0046,nzd0449-0047,nzd0449-0048,nzd0449-0049,nzd0449-0050,nzd0449-0051,nzd0449-0052,nzd0449-0053,nzd0449-0054,nzd0449-0055,nzd0449-0056,nzd0449-0057,nzd0449-0058,nzd0449-0059,nzd0449-0060,nzd0449-0061,nzd0449-0062,nzd0449-0063,nzd0449-0064,nzd0449-0065,nzd0449-0066,nzd0449-0067,nzd0449-0068,nzd0449-0069,nzd0449-0070,nzd0449-0071,nzd0449-0072,nzd0449-0073,nzd0449-0074,nzd0449-0075,nzd0449-0076,nzd0449-0077,nzd0449-0078,nzd0449-0079,nzd0449-0080,nzd0449-0081,nzd0449-0082,nzd0449-0083,nzd0449-0084,nzd0449-0085,nzd0449-0086,nzd0449-0087,nzd0449-0088,nzd0449-0089,nzd0449-0090,nzd0449-0091,nzd0449-0092,nzd0449-0093,nzd0449-0094,nzd0449-0095,nzd0449-0096,nzd0449-0097,nzd0449-0098,nzd0449-0099,nzd0449-0100,nzd0449-0101,nzd0449-0102,nzd0449-0103,nzd0449-0104,nzd0449-0105,nzd0449-0106,nzd0449-0107,nzd0449-0108,nzd0449-0109,nzd0449-0110,nzd0449-0111,nzd0449-0112,nzd0449-0113,nzd0449-0114,nzd0449-0115,nzd0449-0116,nzd0449-0117,nzd0449-0118,nzd0449-0119,nzd0449-0120,nzd0449-0121,nzd0449-0122,nzd0449-0123,nzd0449-0124,nzd0449-0125,nzd0449-0126,nzd0449-0127,nzd0449-0128,nzd0449-0129,nzd0449-0130,nzd0449-0131,nzd0449-0132,nzd0449-0133,nzd0449-0134,nzd0449-0135,nzd0449-0136,nzd0449-0137,nzd0449-0138,nzd0449-0139,nzd0449-0140,nzd0449-0141,nzd0449-0142,nzd0449-0143,nzd0449-0144,nzd0449-0145,nzd0449-0146,nzd0449-0147,nzd0449-0148,nzd0449-0149,nzd0449-0150,nzd0449-0151,nzd0449-0152,nzd0449-0153,nzd0449-0154,nzd0449-0155,nzd0449-0156,nzd0449-0157,nzd0449-0158,nzd0449-0159,nzd0449-0160,nzd0449-0161,nzd0449-0162,nzd0449-0163,nzd0449-0164,satname
1999-11-12 22:19:27+00:00,326.59,,,,,,379.96,,402.06,416.54,423.27,,,368.20,398.73,426.29,,,407.22,378.76,352.75,355.77,354.15,328.78,308.91,302.60,298.94,298.16,290.62,289.09,302.29,302.92,,,298.20,299.45,303.28,303.96,303.95,307.61,314.61,317.93,319.64,318.34,321.35,323.68,325.96,317.68,318.25,319.19,321.09,312.29,313.48,310.54,304.25,296.02,291.60,289.79,287.85,290.02,295.14,293.42,294.20,294.22,294.04,295.05,298.27,293.78,297.92,316.64,312.30,307.95,301.81,302.71,293.83,286.37,282.53,284.18,284.30,287.06,288.54,290.42,299.13,308.86,318.15,323.67,316.34,318.86,315.31,310.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-11-21 22:13:11+00:00,340.99,368.86,,388.67,403.61,410.34,399.94,432.99,419.22,431.97,437.42,,,358.84,399.55,432.26,,,410.72,384.31,351.24,363.65,360.56,336.51,316.04,312.21,310.16,311.81,305.24,302.49,313.22,315.23,,339.56,314.20,315.12,316.93,314.44,316.63,319.03,323.48,334.88,325.70,325.46,330.25,331.77,332.88,327.99,324.76,328.80,326.82,323.76,325.97,317.02,311.28,304.54,301.57,298.99,297.43,296.19,300.88,300.11,304.33,305.61,302.94,301.11,301.63,300.54,304.25,317.25,314.44,313.88,310.01,309.61,304.29,298.81,295.85,295.47,296.69,296.74,299.96,302.25,309.69,319.26,326.45,329.11,326.38,323.32,319.68,317.22,321.81,324.20,324.69,319.55,323.56,326.79,328.31,324.87,329.62,333.02,344.77,336.81,349.93,355.85,357.86,362.98,374.11,385.76,385.53,389.67,398.77,401.44,402.52,408.41,416.87,428.69,433.12,439.71,448.86,468.46,489.62,497.43,505.79,509.14,503.91,514.85,513.20,509.01,503.13,512.80,518.42,517.82,507.22,510.44,496.62,486.16,475.88,465.27,461.52,,,,,,,,401.85,384.46,,,,,,,,,,,,332.29,326.55,304.03,296.80,271.92,261.14,L7
1999-11-28 22:18:56+00:00,333.39,349.33,341.65,374.97,385.61,393.84,397.63,420.61,416.11,428.99,435.29,445.04,451.75,358.84,399.55,430.36,,,410.72,384.31,353.72,358.10,356.77,341.97,327.34,321.90,315.94,314.54,301.09,300.31,307.51,310.21,299.04,322.30,314.76,313.86,312.83,313.90,314.02,315.83,319.55,327.67,322.78,323.42,326.67,328.03,329.60,325.32,324.34,327.14,327.38,325.65,327.19,321.31,316.89,308.95,304.56,305.28,300.30,298.56,301.73,300.07,299.78,301.13,302.37,302.90,305.77,301.51,304.49,313.46,315.67,314.30,307.11,308.55,306.14,302.05,298.20,297.21,297.20,298.90,298.13,302.18,308.84,318.31,325.44,328.66,326.17,321.28,320.38,320.54,322.25,321.57,323.62,321.34,323.30,324.56,326.83,325.54,326.11,330.65,337.97,334.93,346.87,347.68,351.30,364.74,373.83,384.74,383.96,387.03,395.00,404.38,402.01,401.71,407.55,418.33,424.47,427.35,454.73,467.42,482.55,487.40,491.13,494.33,495.08,497.76,496.66,494.88,495.00,497.95,500.95,498.08,495.47,491.66,480.04,472.02,463.32,448.86,443.50,416.73,419.22,421.49,404.29,390.54,386.17,377.45,383.02,366.00,327.82,314.04,318.60,,,113.33,111.48,116.65,,306.01,,334.25,321.42,302.02,285.06,267.61,254.20,L7
1999-12-07 22:13:17+00:00,333.39,349.33,341.65,374.97,385.71,395.26,399.54,418.26,415.95,426.38,434.93,447.99,448.66,350.51,402.28,430.69,452.96,515.41,414.31,385.94,356.93,358.65,354.95,343.94,331.51,326.10,320.84,320.44,305.49,302.26,307.44,310.55,310.17,321.09,314.95,314.29,313.33,312.29,313.20,315.73,321.35,326.58,322.94,322.95,326.85,328.88,329.50,327.63,327.10,329.73,328.37,326.97,327.82,321.71,317.47,309.23,305.58,304.33,300.85,298.96,301.63,299.72,298.96,301.13,302.33,301.94,304.20,302.09,303.34,311.91,314.46,313.65,307.57,307.66,304.33,300.76,298.81,297.82,298.61,298.84,298.85,302.08,308.65,317.07,324.72,327.31,324.44,320.37,319.07,317.79,318.46,318.09,318.11,315.80,317.47,320.03,322.01,320.60,322.62,327.64,332.93,332.22,342.99,345.22,350.69,362.64,372.77,381.60,382.97,385.81,393.20,401.74,402.20,402.21,406.21,417.98,423.23,426.02,446.98,460.94,477.20,481.08,485.76,486.62,485.61,490.17,489.36,489.26,491.60,494.83,497.33,494.29,493.13,487.33,476.63,469.99,461.65,446.81,439.05,421.21,420.81,421.73,412.81,398.73,392.79,384.69,382.12,363.20,334.00,321.78,318.60,,,113.33,103.36,116.65,,306.01,,334.25,321.42,302.02,285.06,267.61,254.20,L7
1999-12-14 22:19:07+00:00,327.62,341.80,338.63,369.01,380.99,391.50,398.77,415.42,416.78,427.13,435.52,448.91,455.15,383.48,402.28,430.69,463.47,521.82,414.31,403.72,368.80,356.79,353.25,342.79,332.88,327.84,322.45,321.16,308.36,306.06,309.12,308.84,306.33,315.95,312.56,312.28,310.78,310.73,311.50,315.22,320.23,324.61,322.23,323.42,325.76,328.25,328.38,327.08,328.18,329.88,328.72,328.05,328.70,323.58,318.33,311.22,305.75,303.94,301.53,300.06,302.37,300.96,299.89,301.55,303.96,303.25,302.88,301.19,303.24,311.43,314.63,313.74,308.94,309.28,306.77,304.47,303.17,300.22,299.25,300.02,300.44,304.71,310.29,318.67,325.01,328.69,324.86,320.12,319.46,318.52,319.00,318.78,319.39,317.90,318.14,320.44,322.46,320.24,321.42,326.52,332.38,332.61,340.91,344.44,351.04,365.59,373.25,380.39,382.89,386.59,393.61,400.49,402.12,404.46,409.12,420.50,425.92,430.55,446.00,458.62,474.65,478.43,482.17,483.19,483.66,485.55,484.77,483.80,487.57,489.35,494.21,492.81,492.74,484.32,472.54,465.31,457.70,445.07,436.41,420.02,420.16,420.22,410.04,399.18,393.15,382.14,377.28,360.71,333.09,322.21,320.50,,,107.52,103.69,113.64,,289.54,,334.25,331.60,301.33,276.73,262.30,250.13,L7
2000-04-04 22:19:00+00:00,327.62,338.21,336.73,363.34,377.72,391.50,398.77,415.42,416.78,427.13,435.52,448.91,455.15,383.48,402.28,430.69,463.47,521.82,414.31,403.72,368.80,356.79,353.25,342.79,332.88,327.84,322.45,321.16,308.36,306.06,309.12,308.84,306.33,315.95,312.56,312.28,310.78,310.73,311.50,315.22,320.23,324.61,322.23,323.42,325.76,328.25,328.38,327.08,328.18,329.88,328.72,328.05,328.70,323.58,318.33,311.22,305.75,303.94,301.53,300.06,302.37,298.96,298.12,300.09,302.06,301.16,300.49,300.38,302.03,309.97,312.32,311.88,307.36,307.90,304.77,301.64,300.92,298.61,298.26,299.13,300.24,304.13,309.11,317.53,324.61,327.37,324.44,318.82,317.92,316.60,316.95,316.20,316.22,314.79,315.64,318.31,319.23,317.27,318.94,326.52,332.38,332.61,340.91,344.44,351.04,365.59,373.25,380.39,382.89,386.59,393.61,400.49,402.12,404.46,409.12,420.50,425.92,430.55,446.00,458.62,474.65,478.43,482.17,483.19,483.66,485.55,484.77,483.80,487.57,489.35,494.21,492.81,492.74,484.32,472.54,465.31,457.70,445.07,436.41,420.02,420.16,420.22,410.04,399.18,393.15,382.14,377.28,360.71,333.09,322.21,320.50,,,107.52,103.69,113.64,,289.54,,334.25,331.60,301.33,276.73,262.30,250.13,L7
2000-05-15 22:12:30+00:00,327.88,341.88,343.28,361.53,376.82,389.02,402.10,414.07,419.22,427.43,436.08,446.25,453.94,407.59,427.54,444.17,469.09,505.38,417.03,417.40,381.54,364.68,357.92,348.70,338.69,332.83,327.08,326.91,315.02,312.39,310.75,311.02,308.19,316.18,315.69,315.06,312.34,311.80,312.65,314.83,319.57,323.82,321.01,323.31,326.40,328.46,328.63,329.77,331.20,333.21,331.60,333.16,332.72,328.48,319.84,314.05,309.92,307.65,304.59,300.19,302.23,299.09,297.32,298.84,301.76,300.36,301.09,301.55,303.34,309.56,311.43,311.84,308.90,308.48,305.83,303.61,303.38,300.38,300.32,301.30,302.56,305.47,309.78,317.36,325.36,327.57,325.69,319.08,317.84,317.43,316.91,315.67,315.87,313.95,314.89,317.38,319.09,316.61,318.70,324.63,329.84,331.37,339.62,344.04,348.94,362.17,369.71,377.59,380.44,384.65,391.66,397.84,400.98,404.76,410.60,420.49,426.48,431.33,444.26,454.40,466.02,469.14,473.14,473.81,472.48,474.52,473.34,473.65,476.03,478.61,483.14,481.69,481.01,473.98,464.06,459.68,453.32,441.83,434.96,422.01,421.82,422.51,414.20,402.57,394.85,383.59,377.59,359.93,337.44,329.32,333.16,,,107.52,102.61,166.12,,300.25,,325.64,331.60,297.38,277.37,262.98,249.17,L7
2000-08-19 22:11:25+00:00,327.59,342.00,347.93,350.30,386.91,401.42,410.53,415.26,427.86,441.97,446.73,448.85,459.81,470.13,474.42,477.71,477.76,470.99,438.87,446.25,429.97,413.09,392.89,378.13,359.26,346.69,338.00,332.14,328.91,317.16,318.70,320.20,319.18,321.34,321.66,320.11,310.89,310.96,309.21,310.58,318.16,321.01,322.24,322.50,329.47,332.59,334.06,334.24,333.78,334.21,336.36,339.68,339.01,338.83,322.38,315.66,315.35,311.25,306.80,301.67,306.01,299.48,297.02,297.55,302.05,301.23,304.14,305.30,308.20,312.73,310.96,310.10,309.89,308.84,301.47,299.30,302.43,301.69,302.18,305.23,307.25,307.42,312.54,318.41,329.16,328.80,327.16,323.53,320.48,318.46,317.72,316.69,316.59,314.53,316.68,317.54,318.36,317.86,320.98,322.78,330.67,336.44,349.20,350.49,349.62,358.08,363.33,376.67,384.31,387.12,390.39,395.38,403.47,409.67,413.44,416.70,425.18,428.97,435.51,435.95,431.71,430.53,430.84,425.79,421.09,421.81,420.44,422.88,421.84,428.46,434.00,434.02,431.94,430.15,430.38,433.04,433.52,431.31,432.14,434.71,438.08,442.09,435.93,424.33,416.74,405.88,401.71,390.55,383.87,350.64,357.12,102.58,97.57,71.45,269.19,362.92,450.38,381.36,427.62,360.24,386.06,324.80,288.09,271.13,252.50,L7
2000-09-04 22:11:10+00:00,342.49,346.32,347.22,350.30,393.52,404.93,411.29,414.73,431.60,445.34,446.36,447.23,456.26,466.32,470.85,469.30,469.34,464.89,440.48,440.83,426.74,410.76,394.43,383.06,359.70,349.32,337.20,331.31,328.77,313.73,311.61,314.20,316.58,317.79,318.25,316.43,306.57,307.45,307.54,309.18,314.25,318.16,319.65,320.62,325.87,327.62,327.12,325.94,328.00,328.18,331.32,335.01,335.47,335.17,321.77,315.49,313.99,310.54,305.66,302.11,305.36,299.94,297.23,298.32,300.94,301.09,305.05,305.30,308.20,312.73,311.86,307.73,306.12,306.36,305.23,301.62,302.54,301.86,301.12,302.40,305.06,307.67,312.08,316.97,324.42,325.99,327.16,323.53,320.48,314.95,313.65,314.72,316.96,315.25,316.90,317.57,320.19,318.38,321.44,323.34,332.00,335.90,344.20,346.35,348.92,357.78,360.77,371.72,378.36,382.70,387.03,392.37,397.90,403.70,405.36,408.00,415.29,419.82,426.57,426.20,424.09,428.13,428.24,421.12,416.60,417.35,417.31,419.09,421.84,428.46,434.00,434.02,431.94,430.15,430.38,433.04,433.52,431.31,432.14,434.71,438.08,442.09,435.93,424.33,416.74,405.88,402.13,391.92,385.27,350.38,357.12,102.58,97.57,71.45,269.19,362.92,450.38,381.36,427.62,360.24,386.06,324.80,288.09,271.13,252.50,L7
2000-09-20 22:10:50+00:00,342.49,346.32,348.50,356.95,397.65,408.34,414.16,419.41,433.62,446.18,448.38,451.35,459.03,466.76,471.73,469.12,468.48,464.20,442.10,441.52,428.96,413.64,396.01,382.42,363.66,350.94,339.07,331.72,329.10,317.95,311.79,311.19,314.13,316.78,318.56,316.90,308.66,310.82,310.80,313.13,317.29,319.57,321.69,321.60,324.60,326.98,326.40,324.64,326.99,327.08,328.61,331.73,332.90,332.36,320.83,313.50,311.93,308.68,304.77,302.96,303.15,298.72,298.91,299.44,299.85,301.53,306.05,306.56,311.37,315.55,314.15,309.21,306.12,305.20,304.99,302.80,304.04,303.10,302.10,304.62,307.17,309.25,313.97,318.27,325.94,328.96,327.46,322.78,321.09,317.83,314.98,316.47,318.04,317.93,319.36,319.81,322.35,320.62,322.71,324.55,332.25,338.99,345.99,346.27,348.76,360.57,364.91,370.62,375.48,381.08,385.70,390.89,395.09,400.53,401.03,403.45,410.24,413.75,419.38,420.00,419.45,423.18,422.44,417.29,413.09,412.04,413.31,414.15,414.71,422.44,426.54,426.32,426.97,425.10,427.55,429.63,429.94,426.16,427.61,429.67,434.52,441.77,435.04,421.15,411.15,404.94,403.00,396.70,391.94,368.32,365.53,98.46,89.04,71.45,322.39,384.91,433.13,390.92,417.24,372.60,379.48,334.29,299.90,274.48,252.11,L7
