dates,nzd0068-0000,nzd0068-0001,nzd0068-0002,nzd0068-0003,nzd0068-0004,satname
1999-08-17 22:10:50+00:00,,278.19,,274.63,,L7
2000-04-29 22:10:17+00:00,,276.54,,,,L7
2000-06-16 22:09:50+00:00,302.87,297.18,297.96,312.95,298.32,L7
2000-08-03 22:08:44+00:00,307.64,299.93,302.86,312.64,306.38,L7
2000-08-19 22:09:02+00:00,300.24,298.87,297.58,306.16,300.42,L7
2000-09-04 22:08:22+00:00,297.89,299.25,297.58,306.16,300.42,L7
2000-11-23 22:08:18+00:00,292.24,298.65,297.58,306.16,292.74,L7
2001-03-15 22:08:16+00:00,265.13,274.80,,,269.70,L7
2001-05-18 22:07:26+00:00,279.54,284.12,303.08,308.01,297.33,L7
2001-06-03 22:07:40+00:00,284.49,284.51,303.08,308.01,324.96,L7
2001-08-06 22:06:37+00:00,287.24,288.68,297.34,304.72,324.96,L7
2001-11-26 22:06:33+00:00,307.75,301.00,305.23,315.96,313.88,L7
2002-02-14 22:06:53+00:00,317.05,322.06,318.81,325.74,313.56,L7
2002-03-02 22:06:57+00:00,317.32,319.43,317.45,322.28,313.40,L7
2002-03-18 22:06:22+00:00,310.18,314.44,309.90,313.37,306.62,L7
2002-05-21 22:06:17+00:00,305.33,307.64,306.11,312.36,306.62,L7
2002-07-08 22:06:24+00:00,286.45,292.55,302.92,307.82,298.96,L7
2002-08-09 22:05:46+00:00,277.39,288.96,302.92,307.82,295.46,L7
2002-08-25 22:06:00+00:00,265.30,279.34,285.98,303.43,285.64,L7
2002-10-28 22:05:46+00:00,255.43,269.66,271.84,301.65,280.85,L7
2002-12-31 22:05:56+00:00,247.80,271.45,272.04,299.05,283.99,L7
2003-01-16 22:06:02+00:00,266.68,282.97,282.31,307.94,290.25,L7
2003-03-21 22:06:39+00:00,301.57,297.27,297.01,309.84,306.19,L7
2003-05-24 22:06:41+00:00,310.18,300.85,304.83,314.93,315.06,L7
2003-11-16 22:06:35+00:00,317.80,289.64,287.69,315.34,330.03,L7
2003-12-03 21:50:19+00:00,303.98,291.89,289.62,,,L5
2003-12-26 21:56:18+00:00,298.51,292.65,297.43,313.37,306.44,L5
2004-04-08 22:07:13+00:00,288.08,280.44,284.74,313.37,306.44,L7
2004-04-16 21:57:43+00:00,285.56,277.45,282.62,302.73,301.98,L5
2004-05-18 21:58:38+00:00,288.21,278.62,291.18,308.49,306.22,L5
2004-05-26 22:07:09+00:00,291.72,278.62,298.51,319.93,306.22,L7
2004-06-11 22:06:38+00:00,289.27,281.90,299.49,321.36,314.01,L7
2004-07-29 22:06:27+00:00,288.33,278.83,296.77,317.35,311.16,L7
2004-08-06 22:00:46+00:00,286.89,290.68,300.74,315.56,311.16,L5
2004-08-30 22:06:20+00:00,287.25,288.44,300.86,316.94,313.51,L7
2004-09-16 21:55:41+00:00,286.28,284.89,300.86,316.94,313.51,L5
2004-11-02 22:06:28+00:00,290.04,296.98,317.03,321.08,317.50,L7
2004-11-18 22:06:34+00:00,284.26,295.43,317.98,321.30,318.43,L7
2005-01-13 22:03:41+00:00,283.09,293.40,315.50,314.04,312.10,L5
2005-01-21 22:06:59+00:00,283.09,293.40,309.52,315.03,310.38,L7
2005-03-02 22:04:24+00:00,289.27,295.42,316.07,329.59,328.35,L5
2005-03-18 22:04:34+00:00,296.44,309.36,319.64,332.32,334.90,L5
2005-04-03 22:05:04+00:00,296.33,310.23,318.92,330.72,335.43,L5
2005-05-21 22:05:21+00:00,307.44,318.49,318.92,330.72,335.43,L5
2005-06-06 22:05:29+00:00,304.03,314.74,314.56,327.74,330.50,L5
2005-06-14 22:07:26+00:00,304.03,314.74,314.56,328.35,330.50,L7
2005-08-25 22:06:05+00:00,303.62,310.36,310.69,320.71,325.16,L5
2005-09-02 22:06:46+00:00,300.75,305.45,302.36,314.62,312.25,L7
2005-10-28 22:06:00+00:00,307.09,304.17,297.67,309.86,300.55,L5
2005-11-21 22:07:07+00:00,307.83,296.34,297.67,309.86,300.55,L7
2005-12-23 22:07:15+00:00,322.54,298.37,301.36,301.48,298.77,L7
2006-01-08 22:07:49+00:00,322.54,298.37,305.06,306.79,306.61,L7
2006-04-06 22:09:32+00:00,326.32,304.31,317.26,321.02,322.37,L5
2006-04-30 22:08:02+00:00,321.14,297.84,315.11,315.01,313.78,L7
2006-07-19 22:07:20+00:00,311.16,276.69,303.76,298.28,305.60,L7
2006-07-27 22:10:47+00:00,301.32,276.55,302.03,299.08,305.31,L5
2006-08-28 22:11:11+00:00,292.72,275.71,301.19,300.47,305.07,L5
2006-09-13 22:11:23+00:00,286.95,272.79,296.72,297.42,300.35,L5
2006-09-29 22:11:58+00:00,284.98,273.43,296.75,298.19,300.97,L5
2006-11-24 22:07:37+00:00,278.44,267.37,290.59,295.79,300.16,L7
2006-12-10 22:08:08+00:00,276.04,268.45,290.28,294.58,296.47,L7
2007-02-04 22:12:57+00:00,277.52,277.06,294.53,300.16,297.88,L5
2007-02-13 22:06:47+00:00,283.02,282.06,298.51,303.29,300.89,L5
2007-02-28 22:08:05+00:00,281.68,280.48,295.20,300.02,300.32,L7
2007-04-01 22:08:07+00:00,285.09,285.97,298.94,305.15,305.40,L7
