dates,nzd0068-0000,nzd0068-0001,nzd0068-0002,nzd0068-0003,nzd0068-0004,satname
1999-08-17 22:10:50+00:00,,278.19,,274.63,,L7
2000-04-29 22:10:17+00:00,,276.54,,,,L7
2000-06-16 22:09:50+00:00,302.87,317.82,297.96,312.95,298.32,L7
2000-08-03 22:08:44+00:00,312.41,305.43,307.75,312.33,314.44,L7
2000-08-19 22:09:02+00:00,285.44,295.68,287.02,293.19,288.50,L7
2000-09-04 22:08:22+00:00,290.86,300.78,,,,L7
2000-11-23 22:08:18+00:00,269.64,273.52,,,269.70,L7
2001-03-15 22:08:16+00:00,260.63,276.08,,,,L7
2001-05-18 22:07:26+00:00,308.35,302.75,303.08,308.01,324.96,L7
2001-06-03 22:07:40+00:00,,274.71,,,,L7
2001-08-06 22:06:37+00:00,292.73,301.19,291.60,301.43,,L7
2001-11-26 22:06:33+00:00,322.78,327.10,318.85,330.48,313.88,L7
2002-02-14 22:06:53+00:00,311.32,317.03,318.76,321.00,313.23,L7
2002-03-02 22:06:57+00:00,317.86,314.17,314.75,315.35,313.08,L7
2002-03-18 22:06:22+00:00,288.77,299.48,287.26,286.65,286.27,L7
2002-05-21 22:06:17+00:00,285.94,280.44,290.91,308.30,,L7
2002-07-08 22:06:24+00:00,228.36,251.65,,,283.26,L7
2002-08-09 22:05:46+00:00,232.12,271.00,,,281.44,L7
2002-08-25 22:06:00+00:00,238.74,259.32,250.98,,264.16,L7
2002-10-28 22:05:46+00:00,291.98,285.89,273.64,295.00,294.54,L7
2002-12-31 22:05:56+00:00,,289.37,291.51,303.10,296.53,L7
2003-01-16 22:06:02+00:00,303.88,309.26,313.10,325.72,314.56,L7
2003-03-21 22:06:39+00:00,308.86,304.57,309.81,315.55,319.11,L7
2003-05-24 22:06:41+00:00,317.80,300.21,304.90,315.34,330.03,L7
2003-11-16 22:06:35+00:00,,279.08,270.48,,,L7
2003-12-03 21:50:19+00:00,303.98,304.70,308.76,,,L5
2003-12-26 21:56:18+00:00,293.05,294.16,313.05,313.37,306.44,L5
2004-04-08 22:07:13+00:00,267.22,243.82,246.67,,,L7
2004-04-16 21:57:43+00:00,277.98,265.50,274.16,292.09,297.52,L5
2004-05-18 21:58:38+00:00,298.83,284.91,313.26,320.02,314.71,L5
2004-05-26 22:07:09+00:00,309.28,,335.16,354.22,,L7
2004-06-11 22:06:38+00:00,,321.10,314.61,327.11,337.38,L7
2004-07-29 22:06:27+00:00,,,,293.30,295.03,L7
2004-08-06 22:00:46+00:00,281.14,338.07,320.55,306.63,,L5
2004-08-30 22:06:20+00:00,289.06,277.25,301.58,325.22,322.89,L7
2004-09-16 21:55:41+00:00,280.44,263.56,,,,L5
2004-11-02 22:06:28+00:00,281.46,,,,,L7
2004-11-18 22:06:34+00:00,264.20,277.18,,,,L7
2005-01-13 22:03:41+00:00,302.27,310.92,324.37,331.02,318.37,L5
2005-01-21 22:06:59+00:00,,,291.59,318.96,305.25,L7
2005-03-02 22:04:24+00:00,317.99,330.01,332.24,338.79,361.44,L5
2005-03-18 22:04:34+00:00,316.30,319.31,330.38,340.50,354.55,L5
2005-04-03 22:05:04+00:00,295.78,313.73,316.03,324.34,337.53,L5
2005-05-21 22:05:21+00:00,304.87,,,,,L5
2005-06-06 22:05:29+00:00,286.96,299.71,292.73,312.82,305.88,L5
2005-06-14 22:07:26+00:00,,,,332.01,,L7
2005-08-25 22:06:05+00:00,299.84,289.06,282.06,275.82,266.40,L5
2005-09-02 22:06:46+00:00,,,290.61,302.22,296.90,L7
2005-10-28 22:06:00+00:00,336.68,323.74,325.26,326.41,333.02,L5
2005-11-21 22:07:07+00:00,,272.84,,,,L7
2005-12-23 22:07:15+00:00,331.11,307.84,307.52,,,L7
2006-01-08 22:07:49+00:00,,,319.85,322.70,330.13,L7
2006-04-06 22:09:32+00:00,311.16,312.83,316.43,313.96,303.95,L5
2006-04-30 22:08:02+00:00,,,316.62,308.37,307.26,L7
2006-07-19 22:07:20+00:00,,240.54,278.24,272.52,,L7
2006-07-27 22:10:47+00:00,291.48,276.27,296.82,301.47,304.71,L5
2006-08-28 22:11:11+00:00,275.53,273.21,297.82,306.05,304.36,L5
2006-09-13 22:11:23+00:00,269.63,261.11,274.41,282.16,281.49,L5
2006-09-29 22:11:58+00:00,277.12,276.59,296.91,302.79,304.03,L5
2006-11-24 22:07:37+00:00,,276.52,299.35,309.72,306.23,L7
2006-12-10 22:08:08+00:00,266.42,274.91,288.42,287.35,278.03,L7
2007-02-04 22:12:57+00:00,298.89,300.05,310.27,312.86,313.13,L5
2007-02-13 22:06:47+00:00,310.53,312.02,322.37,322.09,318.99,L5
2007-02-28 22:08:05+00:00,267.50,262.14,274.67,283.20,,L7
2007-04-01 22:08:07+00:00,282.13,290.19,298.59,315.66,310.61,L7
2007-04-17 22:08:06+00:00,293.02,284.75,298.69,304.18,305.04,L7
2007-05-03 22:08:02+00:00,294.68,296.65,316.18,316.27,318.14,L7
2007-08-07 22:07:40+00:00,285.70,292.99,291.98,298.91,275.09,L7
2007-09-24 22:07:46+00:00,281.69,275.59,288.47,299.59,287.03,L7
2007-11-27 22:08:12+00:00,280.16,263.61,273.52,279.40,288.84,L7
