dates,satname,nzd0486-0000,nzd0486-0001,nzd0486-0002
1999-08-26 22:07:32+00:00,L7,352.42,359.73,371.34
1999-11-30 22:07:23+00:00,L7,345.03,343.81,344.35
1999-12-16 22:07:09+00:00,L7,342.73,344.29,344.91
2000-03-21 22:07:12+00:00,L7,,,
2000-05-08 22:06:44+00:00,L7,346.76,347.99,357.97
2000-06-25 22:06:19+00:00,L7,347.58,349.21,354.42
2000-07-11 22:06:05+00:00,L7,329.97,330.43,342.96
2000-07-27 22:05:48+00:00,L7,347.78,349.01,353.56
2000-08-12 22:05:17+00:00,L7,351.23,356.33,362.64
2000-11-16 22:04:32+00:00,L7,345.04,347.44,356.32
2000-12-18 22:05:01+00:00,L7,347.60,346.66,355.38
2001-01-03 22:05:00+00:00,L7,345.66,345.68,350.40
2001-01-19 22:04:43+00:00,L7,345.08,347.14,354.19
2001-02-20 22:05:00+00:00,L7,352.59,353.61,364.58
2001-03-08 22:04:56+00:00,L7,360.09,361.72,373.82
2001-07-14 22:03:57+00:00,L7,347.59,349.57,359.90
2001-08-15 22:03:02+00:00,L7,352.92,358.41,364.51
2001-11-03 22:02:34+00:00,L7,355.09,357.37,371.35
2002-03-11 22:03:31+00:00,L7,357.64,356.70,370.76
2002-04-12 22:03:25+00:00,L7,359.64,364.47,374.13
2002-05-14 22:02:55+00:00,L7,350.78,357.52,367.85
2002-05-30 22:03:13+00:00,L7,352.70,354.57,366.82
2002-06-15 22:02:43+00:00,L7,357.25,361.89,371.08
2002-08-18 22:02:45+00:00,L7,342.57,344.51,346.22
2002-10-05 22:01:55+00:00,L7,354.43,364.17,379.79
2002-11-22 22:02:45+00:00,L7,351.52,354.80,360.13
2002-12-08 22:02:51+00:00,L7,332.22,344.04,343.17
2002-12-24 22:02:33+00:00,L7,349.42,349.98,358.01
2003-07-28 21:50:52+00:00,L5,637.83,,631.11
2003-08-05 22:02:35+00:00,L7,547.15,,303.32
2003-08-13 21:51:08+00:00,L5,368.70,366.44,385.23
2003-08-29 21:51:26+00:00,L5,,,
2003-09-30 21:52:18+00:00,L5,326.47,336.17,343.02
2003-10-16 21:52:08+00:00,L5,356.53,355.69,358.46
2003-11-17 21:52:57+00:00,L5,351.50,351.85,355.06
2003-12-03 21:52:43+00:00,L5,395.85,420.78,421.58
2004-01-04 21:52:58+00:00,L5,346.42,343.54,348.63
2004-01-12 22:03:07+00:00,L7,,,370.08
2004-01-20 21:53:00+00:00,L5,336.47,,495.09
2004-02-21 21:53:10+00:00,L5,,,
2004-02-29 22:03:21+00:00,L7,,,346.47
2004-05-03 22:03:23+00:00,L7,354.88,354.71,363.47
2004-05-19 22:03:23+00:00,L7,347.27,353.94,371.57
2004-06-12 21:55:59+00:00,L5,351.92,359.98,364.18
2004-06-28 21:56:28+00:00,L5,352.36,322.77,353.68
2004-07-06 22:03:12+00:00,L7,348.76,352.05,354.93
2004-07-30 21:57:15+00:00,L5,357.68,366.31,385.02
2004-08-15 21:57:37+00:00,L5,346.46,351.46,359.07
2004-09-08 22:02:53+00:00,L7,347.68,349.78,356.40
2004-09-24 22:02:48+00:00,L7,348.97,348.63,352.67
2004-10-02 21:58:26+00:00,L5,,,
2004-10-10 22:03:07+00:00,L7,352.16,351.15,363.34
2004-10-18 21:59:11+00:00,L5,351.65,350.14,357.15
2004-11-03 21:59:30+00:00,L5,336.24,337.09,336.94
2004-12-29 22:03:32+00:00,L7,347.29,347.69,355.29
2005-01-22 22:00:26+00:00,L5,,,
2005-03-03 22:03:53+00:00,L7,350.57,349.77,350.95
2005-03-11 22:01:31+00:00,L5,359.58,365.68,380.62
2005-03-19 22:03:54+00:00,L7,350.02,349.59,353.43
2005-04-12 22:01:42+00:00,L5,345.67,346.59,353.88
2005-04-19 22:07:31+00:00,L5,,,
2005-04-20 22:04:08+00:00,L7,348.69,353.11,362.66
2005-04-28 22:01:23+00:00,L5,377.63,,457.66
2005-05-05 22:07:37+00:00,L5,,,
2005-05-21 22:07:44+00:00,L5,353.38,,352.06
2005-06-07 22:04:06+00:00,L7,364.39,,
2005-06-15 22:02:10+00:00,L5,637.51,,589.94
2005-06-23 22:04:01+00:00,L7,360.05,371.66,384.23
2005-07-09 22:03:38+00:00,L7,357.39,366.13,381.42
2005-08-26 22:03:27+00:00,L7,344.37,339.68,338.22
2005-09-03 22:02:20+00:00,L5,217.35,,
2005-09-19 22:02:44+00:00,L5,367.82,369.52,380.72
2005-09-27 22:03:16+00:00,L7,351.84,353.68,356.43
2005-10-05 22:02:41+00:00,L5,352.56,352.48,361.23
2005-11-06 22:02:46+00:00,L5,341.67,345.13,355.19
2006-02-26 22:05:22+00:00,L5,360.80,359.61,364.56
2006-03-22 22:04:18+00:00,L7,,347.42,352.07
2006-04-15 22:05:54+00:00,L5,,,
2006-05-17 22:06:45+00:00,L5,351.61,353.12,363.44
2006-06-26 22:04:08+00:00,L7,360.09,366.67,382.51
2006-07-04 22:07:29+00:00,L5,317.32,323.60,326.59
2006-07-12 22:04:01+00:00,L7,357.66,364.25,376.07
2006-07-28 22:04:18+00:00,L7,352.86,354.27,368.11
2006-08-05 22:07:55+00:00,L5,348.27,347.18,357.33
2006-08-29 22:04:14+00:00,L7,351.23,348.90,351.62
2006-09-14 22:03:45+00:00,L7,348.29,349.24,349.00
2006-10-08 22:08:40+00:00,L5,364.99,359.72,364.79
2006-10-16 22:03:42+00:00,L7,345.02,344.45,343.91
2006-10-24 22:08:50+00:00,L5,351.59,354.58,367.97
2006-12-11 22:08:52+00:00,L5,352.27,352.38,353.61
2007-01-12 22:09:05+00:00,L5,,,
2007-02-13 22:09:34+00:00,L5,351.02,348.37,355.46
2007-03-09 22:04:43+00:00,L7,349.39,352.61,360.73
