,dates,usa_HI_0007-0000,usa_HI_0007-0001,usa_HI_0007-0002,usa_HI_0007-0003,usa_HI_0007-0004,usa_HI_0007-0005,usa_HI_0007-0006,usa_HI_0007-0007,usa_HI_0007-0008,usa_HI_0007-0009,usa_HI_0007-0010,usa_HI_0007-0011,usa_HI_0007-0012,usa_HI_0007-0013,usa_HI_0007-0014,usa_HI_0007-0015,usa_HI_0007-0016,usa_HI_0007-0017,usa_HI_0007-0018,usa_HI_0007-0019,usa_HI_0007-0020,usa_HI_0007-0021,usa_HI_0007-0022,usa_HI_0007-0023,usa_HI_0007-0024,usa_HI_0007-0025,usa_HI_0007-0026,usa_HI_0007-0027,usa_HI_0007-0028,usa_HI_0007-0029,usa_HI_0007-0030,usa_HI_0007-0031
0,1990-08-19 20:14:00+00:00,,,,,,227.78888470846135,232.44703875049333,210.74147971317316,194.63357336516174,194.76914728865393,201.29285237938103,210.2542464160196,213.04692888254266,218.40309486344842,206.43432749757926,208.95476568408532,201.79220536140934,193.13399808124808,190.39504382047545,201.89566454127709,207.104938414365,206.65250208188058,,,,,,,,,,
1,1991-10-25 20:18:11+00:00,,,,,,,,,,,228.26515717384183,237.7053383766201,241.49044984213265,236.23342616265674,209.39084813385628,213.51777372855776,211.01186177500313,208.78783601743157,208.29791056864815,220.45440992073503,227.05660332482788,219.96495491160977,214.4305755255282,232.81281598738707,228.72096879842894,215.327851741582,208.39732169666718,208.63870988311504,215.2472992847678,212.79316564252792,202.45804647359043,210.0269132894629
2,1991-11-10 20:18:16+00:00,174.94398761870713,176.40055970320316,181.47596084315254,173.53080066348716,180.02005256487303,194.41757573232792,213.50913886803338,199.67085497168878,195.3170227337544,168.99280082955528,182.36583983888113,205.94387666998603,214.20924955310574,199.79331335319694,178.04112792807223,174.44318267214734,,175.50980277185317,189.72974094228294,201.22420320122507,196.5626598133359,200.43600211198716,190.3543869227192,200.37833507626698,192.5043077043818,187.45177960185694,172.7499112362746,175.51865561835507,188.53638601902867,187.42141767541312,174.85300106889804,182.443536401554
3,1991-11-26 20:18:23+00:00,167.20952603259713,173.8039837254651,174.97999511618042,170.350281842473,169.75410197372963,185.4973932976188,210.03621174201893,196.2032878782828,183.34683754052713,171.17649758663762,187.91509941255183,209.56676615529173,218.8210984005642,205.39266233372018,176.02090758109674,177.18563451342095,178.07883548546437,179.76816220815823,193.14538547855102,200.09470065822333,192.95601107767186,192.02295795793873,186.24528317047833,201.0557234259111,196.0013269067929,190.40991740418224,183.62486658098433,179.40485003362738,190.54279299586688,185.43875994169366,173.75517437712568,185.06053738417407
4,1999-09-05 20:46:59+00:00,193.76937581776653,204.5371393962157,199.99853403433826,192.32907878674305,201.49862087652022,204.43091904555573,208.8518466574232,186.2730522161499,194.54868783347624,213.88473428220044,215.48362857907864,207.10032281174313,210.85967769744047,213.33010158039386,210.9828986763991,221.98547468847562,222.42865279918036,228.93761685173894,228.1130118251585,229.82092278932447,224.91845050270493,225.39408372060151,217.13890911404235,224.48099323399953,221.89496353547707,223.8644702945994,224.19863825333266,222.97520107041157,225.33802039079603,218.99021424927705,213.73073011813614,218.8314761594238
5,1999-11-08 20:46:58+00:00,,,,,,,,,,189.30307984103456,207.6751328583585,223.9766480167794,226.6447956208096,213.75576595456087,199.84125586091866,193.89730173200974,194.79640424788005,202.68158810778465,215.16124409759968,218.06058074472526,214.64836388357605,214.71460403596532,210.65855165520006,222.74590854459498,213.20732829371258,184.10709576193412,189.44322672416638,208.96723169474367,224.14674572616707,215.98047922132565,199.47505686811223,202.94306301652077
6,2000-02-12 20:46:47+00:00,184.94947643894722,189.8530798563403,183.02135319717846,164.12794925284354,179.39051549056407,169.50458206091542,200.3737634664044,187.21492624034326,184.59172445898594,172.46932154596868,182.13453034761366,211.10339076603944,213.08208368977924,193.6756249947266,170.50158540767467,166.3247775846231,165.6607274395635,187.34243112093753,200.30736241315927,208.0152529808344,213.5464986396232,208.7218323041199,203.13522239750915,218.90733256647337,211.30924004614928,204.25156295105361,195.75986232880345,196.00752305259329,199.87084314140787,193.86408047825603,175.3268243513165,183.5669339202547
7,2000-02-28 20:46:42+00:00,183.7338121058448,183.7391808782595,,,,,,,,,206.11571722705946,232.61457158410803,247.55321387249992,238.02441772173333,202.83504738707165,196.83582704689178,192.69204788823504,202.10695243349957,218.94370939803673,228.002449737911,225.5410611240049,229.61851813068859,226.52628202974898,244.80230203923804,235.05745436413838,217.509108525996,213.64156110662094,214.00982523369618,222.727196368306,220.6205019712757,198.213291152073,207.45908259190406
8,2000-06-03 20:45:56+00:00,201.17776583204824,195.690929089151,193.39746166382636,185.86203502826365,191.76219892870228,203.2618245185607,218.65764926177087,200.24966448298457,198.53614903693278,197.82995062004687,219.383509319441,234.23985927155167,235.7199475616813,229.36221496533975,210.35528276439226,213.9044352606141,211.5001987402585,221.40747027506822,230.18396673871607,233.88419329451455,230.71719131744396,235.08494910424795,230.92554324810732,247.05532905076208,243.73880271622224,224.47247688283562,227.85389608478542,230.38463154418181,238.7720486543874,231.46259033773282,226.91700726717733,220.09379451837725
9,2000-06-19 20:45:53+00:00,204.5677703832775,202.39817101187947,198.92518601626622,188.30360602966147,189.0780961358866,204.0108142957468,212.22868323112465,201.12042964791317,197.31757210017597,193.78351966207396,214.6546292144281,227.85413469886322,232.8004330610447,227.38449812025522,210.06355274247124,215.52267615126323,210.35118578328746,220.20631343612007,236.13788963840057,240.55616447019315,239.96489775137985,237.36184594082556,236.3960919684642,249.99033023196506,250.98346471006198,229.65814047491705,224.90704573373222,229.55253381062934,231.30217320007773,230.7012416593119,224.65952517234558,222.36973111147313
10,2000-07-21 20:45:23+00:00,214.34514868934818,204.73992363377045,200.10365219672434,191.73131624150483,192.06998752963727,198.65619312506848,206.34782727392303,191.99601911884074,193.72025256627023,202.21776702890872,213.45757559770294,228.98009792461636,223.77992960020228,219.97775283982776,212.66828728447834,224.76632529761457,221.64265307940042,235.02076662712284,233.1603058200256,233.08105487614466,234.86614845951414,235.6041936222897,229.44319436081565,244.18943522520726,238.71883282497885,240.23334604152677,235.00227201099955,238.84524524525634,241.41198304409204,238.9049801580677,220.19945516815488,220.470726058491
11,2000-11-10 20:44:23+00:00,,,,,190.03245200715904,206.77963920860066,229.43492294172626,212.1595954939717,201.05329645227724,196.27521674255797,219.41370500038985,242.1427857146999,248.03271105248342,233.92217531162305,207.46457617754442,207.19520979007098,209.68006445040282,216.9207154295687,231.50992696972196,235.8197244833886,236.8718007617798,233.57883925475997,232.35904863717326,250.73846935381306,248.33252010202426,230.30914741045365,226.56805874560408,236.22017523785058,240.67666558619078,240.14376479406926,216.6827488668946,222.23537338136256
12,2000-11-26 20:44:25+00:00,170.3401448828841,165.3797062079464,164.7838306911146,157.117674405399,167.94836009923932,181.30161520585875,203.9154619444374,188.46741999373816,184.24649237340637,178.37158697900048,187.64727385549543,212.01147995783958,217.93199723107983,199.87448532136537,163.6111647689733,164.22458387806313,169.63644086277873,178.46454312358796,194.27142089610396,213.31733437485912,214.45426145854336,210.91501932893698,203.15332643338814,219.93164018472515,220.0122075773394,208.13525896487718,198.91979099392447,208.04342718405172,216.5769298937291,210.6805341824621,181.8860012087648,188.85373021897425
13,2001-03-02 20:44:23+00:00,,,,,,,,,,,202.91870651473255,220.2689921990098,231.20948021458145,226.08268473496204,201.6820878282371,192.4544198104041,,,222.56703344210325,228.8658068713893,231.72679853329728,227.39352690913086,221.01208884539287,234.69969033961087,236.39514806472118,225.30734775005416,221.14013166745355,225.8004905606292,237.69412751493257,229.05888902352558,217.07434123088984,218.027526687273
14,2001-03-18 20:44:17+00:00,178.12877277579184,178.57250827785828,173.43150719133874,174.4027443703641,179.41825925506777,186.9255665565156,212.44525654389287,191.33767570012006,194.198991026172,185.47385054726897,202.9936055757462,224.3483857160702,238.3136411207518,234.0982371265589,205.43339409189343,201.562077302631,198.65062978195445,207.69057313373872,222.9459141652314,229.2866423989127,228.5511839963578,224.23217051317243,229.5735720680462,244.98086638681875,245.52777319079615,226.640508502361,220.5716674766161,228.11315169108607,241.47963535374566,244.26419170979347,229.12750795136662,221.75762394858333
15,2001-04-19 20:44:10+00:00,214.40277779274288,209.94658612227602,204.9312252951518,188.5646612597366,192.64894062189495,193.42947472739547,214.10429333220492,193.07555502458013,192.00973651550635,198.2977361265359,222.67399474396024,224.9223729634425,230.176132107835,218.8597675026387,202.8933532221343,199.0892442175312,195.9808629767071,209.16159405463327,220.2406617567289,223.65149514119886,227.20717728175376,232.67255332356928,231.398117739858,250.3729770322514,250.13825355374962,236.10800225029803,222.95013614908123,230.20754642359762,237.1755626696309,232.30773200721376,226.23267366934766,219.43386314003
16,2001-06-22 20:43:29+00:00,216.63206334352006,209.04502940375733,202.71528566927265,192.08104522796302,189.47387113635193,200.65940230928067,212.4021511547888,184.0703447508567,192.78166837325776,199.3172171961785,215.17086419670207,223.70670784081858,220.497207946809,217.0315447741964,203.5906498359762,213.90381027102706,212.23151899697297,219.47178719893617,227.85805022246933,231.1656105758628,228.94036867272888,223.73602124084752,228.34297582359198,246.44866588936776,243.3018098236265,239.52132080058408,228.15774541836737,229.01175330668735,235.32481000240006,238.50232802544062,222.49579267327465,218.65638368507936
