,dates,nzd0559-0000,nzd0559-0001,nzd0559-0002,nzd0559-0003,nzd0559-0004,nzd0559-0005,nzd0559-0006,nzd0559-0007,nzd0559-0008,nzd0559-0009,nzd0559-0010,nzd0559-0011,nzd0559-0012,nzd0559-0013,nzd0559-0014,nzd0559-0015,nzd0559-0016,nzd0559-0017,nzd0559-0018,nzd0559-0019,nzd0559-0020,nzd0559-0021,nzd0559-0022,nzd0559-0023,nzd0559-0024,nzd0559-0025,nzd0559-0026,nzd0559-0027,nzd0559-0028,nzd0559-0029,nzd0559-0030,nzd0559-0031,nzd0559-0032,nzd0559-0033,nzd0559-0034,nzd0559-0035,nzd0559-0036,nzd0559-0037,nzd0559-0038,nzd0559-0039,nzd0559-0040,nzd0559-0041,nzd0559-0042,nzd0559-0043,nzd0559-0044,nzd0559-0045,nzd0559-0046,nzd0559-0047,nzd0559-0048,nzd0559-0049,nzd0559-0050,nzd0559-0051,nzd0559-0052,nzd0559-0053,nzd0559-0054,nzd0559-0055,nzd0559-0056,nzd0559-0057,nzd0559-0058,nzd0559-0059,nzd0559-0060,nzd0559-0061,nzd0559-0062,nzd0559-0063,nzd0559-0064,nzd0559-0065,nzd0559-0066,nzd0559-0067,nzd0559-0068,nzd0559-0069,nzd0559-0070,nzd0559-0071,nzd0559-0072,nzd0559-0073,nzd0559-0074,nzd0559-0075,nzd0559-0076,nzd0559-0077,nzd0559-0078,nzd0559-0079,nzd0559-0080,nzd0559-0081,nzd0559-0082,nzd0559-0083,nzd0559-0084,nzd0559-0085,nzd0559-0086,nzd0559-0087,nzd0559-0088,nzd0559-0089,nzd0559-0090,nzd0559-0091,nzd0559-0092,nzd0559-0093,nzd0559-0094,nzd0559-0095,nzd0559-0096,nzd0559-0097,nzd0559-0098,nzd0559-0099,nzd0559-0100,nzd0559-0101,nzd0559-0102,nzd0559-0103,nzd0559-0104,nzd0559-0105,nzd0559-0106
0,1999-09-18 22:13:39+00:00,,,,,,131.1072433010232,,,,,,,181.92622301183513,173.75459769694237,,,216.87300805426227,,,,,,,227.1109239255587,,210.93087864187996,,,,,,,182.48409033528264,,180.3010687419512,,,199.72905297665955,,200.28438547941283,,,177.00911135755578,,,,182.79777787365833,,,149.10373603560632,,,146.85162889875127,,,,,,,197.31772940253222,,219.97749043232128,,,197.06032245708866,,,,,,,,203.52055659935297,,,,,,,174.4085912583463,,186.96159356026527,,,133.71768278282923,134.42652510560396,127.2834907714191,128.1154687254213,,112.63769950505979,109.73556627059105,101.72982214199529,,106.46014007485999,118.13630667586003,,161.4655508853988,193.4056278294583,,,,228.933898977873,,,180.27716563682088,,203.91964211287194
1,1999-10-04 22:13:49+00:00,,,,,,,,,,,112.26877809271951,,,160.06905401680422,,,,,,,,,,200.46538225877507,,187.9818125992726,,,,,157.0325573405557,,162.01514995252901,,,,,172.2062329674693,,180.2104986245492,,,158.18928622108012,,149.466300096588,,,,131.3689600629599,124.63630806503821,,133.26305280665724,,,149.16456384843872,,,185.30423854711256,,207.48742860168153,,192.53149256689926,190.93630917909195,,204.90906767619464,,,,191.66151861274687,,,,,155.08593251025127,,,,,,150.59698776201412,,,,,125.59098204731345,114.20706415829719,,98.0050042196459,,98.37199991377317,93.14562724023232,,97.8837817117097,110.81816998380495,114.69586161182144,,165.84529912802418,193.8638747200407,,,,,171.93057762730677,,,,
2,1999-11-05 22:13:40+00:00,,,,,,138.25834750546588,,102.35631150101096,,,116.36091206399125,,170.353793895595,182.77091402526094,,,215.17791658952828,,,,,,,219.70550802575167,,207.1927440280747,,213.50424524963927,,,176.05149942332991,,,,,,181.7954493541092,171.41268699088803,,,,,198.23116236623787,162.56547061056494,145.56056434767342,,172.70450426799962,,,,155.677490473848,134.29775939805273,,,147.25881359289102,184.34508209887736,224.9417732116099,,,,247.1997408641418,220.18746757401308,,,188.79276492998048,,219.06251287414642,201.52283508982103,186.67782889842843,,211.43912383635165,,180.6664866522585,164.68516797670839,181.7583119525919,,,170.33824135325162,,188.12702022486786,,150.45509915439095,,148.41671756641654,136.1686032966927,,131.96878190455027,,,85.79746143012125,93.45330255219255,108.17157894953954,118.2832011421872,,,168.83958217617115,196.14333701916738,207.19280881105976,,,,191.26030114457424,193.5946299773317,,157.61494456263665,,199.95139656265724
3,1999-12-07 22:14:05+00:00,,,,,,,,118.65720982747754,98.94934382596625,108.09523901844503,140.09137044149753,169.93677307455994,,197.7383361367212,,,236.4207853143899,,,,,,,,,220.35088275471645,,,,,192.85106923418866,,,222.2169894034126,,,190.2645089268185,170.54565388470004,,,,,,,171.76373154984964,,181.36002420299033,207.79827477237055,,,171.19132523525383,142.08905532266354,,,,209.58013250659948,245.741343858203,,,,,219.91366794222412,,,,,234.53334377984476,208.49815422787043,198.57368485656727,,233.9761291416812,,,,193.83205657506684,,208.1149172049882,,,,,,,168.09442534661193,158.17639353319709,,139.53773705806043,,,,113.0490453120446,124.94981164305675,,,,195.16979372371904,,213.51716595125706,,,,,,,155.2712549675433,,
4,2000-05-31 22:12:42+00:00,,,,75.81901167964035,,101.54436759920382,,,123.45722585789942,101.92092288270041,,,,,,,,,165.82578103223813,,190.26333787987005,,,222.3089815272752,206.64631413981667,,,,,,,,122.66177267018142,,,193.86759008755598,207.1432513077293,205.78189890960346,190.6351944949198,,,91.28300668180457,,,174.17654157326965,,,,93.38935808799897,,167.3707035684124,180.36192271560495,,,121.6716081674876,,152.69189058628132,167.4062882049265,188.6370626199342,190.59263699385716,,201.69673906137237,198.0773001444034,,,,163.41160515444133,,,,,,,166.9424418597569,131.83291559580508,,,152.43403234301257,,,,,,,,,,39.839796944300865,,56.250857735988085,68.70725351201249,83.2227723191485,104.66577140422488,121.37951917976872,,,,141.10168998908657,151.18407559272148,,150.95961407538243,158.9715634530035,112.43469705791817,84.76193343508814,,77.01381077303725,
5,2000-07-25 22:18:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.60128705706096,,79.07393593685512,,93.26996175676877,88.4195196963834,105.89675863310647,122.02212151476282,,173.99618490527365,184.54317438633674,200.20222906691117,,187.55841576422617,,152.37903774198693,131.98127454357518,,124.89468378572772,
6,2000-09-04 22:11:34+00:00,,,89.60465010776427,107.87714160180296,,108.77566304533677,,,139.57120692324253,,,,,160.89128856386034,,,,,200.6746271099256,204.46201411628945,207.9585821377973,,,204.68261963015712,,207.27915879516058,,,,,162.74723022283064,,170.22047944158828,,,186.65847143570863,,197.70811671548458,188.99596431301075,167.85608852517257,,,174.11253677653826,165.72350004847678,151.28496690328788,168.89584780519763,,,,121.90667075287202,,,,165.59536611986417,,,171.41177162613783,,185.44358325983302,,,191.7255647935371,195.92269220160267,,189.30202303414808,,174.81141976230523,,220.91500384153608,,212.1153650356823,,,,167.74190115424014,179.5405462685623,,,,,,153.14728179515578,152.15266693464366,,127.71037497730525,103.0289026589593,,99.13900863735202,87.14482798153284,,,87.42168334777466,97.7579140332017,115.95874120109083,135.6780229328964,166.4791427046927,194.58992556468183,200.99414160998433,,,170.55357892628385,173.0978157485694,176.2220259892519,,143.22052693270504,163.00122623193943,197.0596854454018
7,2000-09-20 22:11:14+00:00,,,69.9409350229109,,,92.79171381265192,,100.09455746879408,,,133.13851598897133,,153.7820375754499,168.8262169586993,,,,,174.3923878735581,185.510014465352,188.93717902279494,,,196.50055088885486,204.0899499036463,211.1442685558598,,,,198.51133189722412,148.74301703538984,,143.15267436329145,,176.5075528362142,198.26673898507656,,210.08477456492497,,,,,176.18439357265052,,183.04871101791204,172.70410535647727,,,,165.31956999929662,,,141.37917332455058,142.3221543356389,154.56134355744416,,182.90292133349323,,,,,194.53249360079585,198.94373384158962,,,,207.35082511478853,,,,,202.37540431722516,180.5028087064547,,137.88464902397945,161.5079327721892,184.51468858770096,195.75090771707156,,160.48328694670667,,,143.6151527834007,140.194490481443,138.22501521384783,,,,,104.39339666853195,98.20709620784044,99.57346532094236,103.93576655627693,120.07042894499045,137.7695816907229,169.66767901336183,198.80205014927486,218.55095858239832,,199.50296112987493,183.1345993747489,,172.06640176646482,,144.6707417639137,161.87420166732505,183.09137016330348
8,2000-10-06 22:11:11+00:00,,,,,,81.54513882497,,96.08589725531729,,129.87498357210106,132.83600065482202,,,178.3702723197416,,,,,176.23799073584166,191.53753604021594,,,,190.25818753222796,,207.49622246497213,,,204.71999250346354,185.89776315950527,156.88237858745015,,127.78387280931555,,,,,191.7763743876763,180.27426047927233,164.74332606455596,,138.7447228745876,,,,,,,,162.73668659468592,,,130.4274889558149,,,,,,187.1451037611359,188.0804947793014,,190.23656279514032,,,,,181.08431834314484,,,181.37716734672296,,169.86091740596586,,,135.82625099167802,154.62107891468548,174.36238651886816,171.18424543109452,,,,140.37279954785976,146.80355696884126,,135.3580228129979,,,97.12573943150088,96.75813298349327,100.22602558361136,93.83496439963437,94.19869637162404,,112.29812305816003,124.95247401614014,157.3534861460806,183.6381287144639,,,,179.34583068152776,,150.80273779729063,,131.18849297692495,,162.36113088100115
9,2001-02-11 22:11:36+00:00,,73.85267028329986,,105.02305281644514,,,123.92348102955395,,,,,195.34680334026058,,,,,226.88808523969936,,,,,,,,,,,209.63185594869685,,,157.400509727749,,173.831704428882,,,213.75201742204425,200.2742535521164,190.52812378725525,,,,,,181.0506283274067,167.45639504283747,,,186.80117460330112,,133.87304618024547,,,,,,,,212.50497867254722,193.37298338486082,,,,,217.8063121305139,,205.61171432817352,,198.92012747157708,204.14803674132273,,207.2172672086772,192.7425624562584,,167.5902584537342,,153.54433503947084,,160.33593432940503,171.6913291180813,172.7369329113983,170.6187042168232,159.73508039050776,,,,,139.83352956217811,,,,,,,,,162.4587580522393,171.33760953646177,181.03711873563853,,211.04362597456802,,214.99840508771388,,,132.60756621231448,135.8115848852617,
