dates,nzd0362-0000,nzd0362-0001,nzd0362-0002,nzd0362-0003,nzd0362-0004,nzd0362-0005,nzd0362-0006,nzd0362-0007,nzd0362-0008,nzd0362-0009,nzd0362-0010,nzd0362-0011,nzd0362-0012,nzd0362-0013,nzd0362-0014,nzd0362-0015,nzd0362-0016,nzd0362-0017,nzd0362-0018,nzd0362-0019,nzd0362-0020,nzd0362-0021,nzd0362-0022,nzd0362-0023,nzd0362-0024,nzd0362-0025,nzd0362-0026,nzd0362-0027,nzd0362-0028,nzd0362-0029,nzd0362-0030,nzd0362-0031,nzd0362-0032,nzd0362-0033,nzd0362-0034,nzd0362-0035,nzd0362-0036,nzd0362-0037,nzd0362-0038,nzd0362-0039,nzd0362-0040,nzd0362-0041,nzd0362-0042,nzd0362-0043,nzd0362-0044,nzd0362-0045,nzd0362-0046,nzd0362-0047,nzd0362-0048,nzd0362-0049,nzd0362-0050,nzd0362-0051,nzd0362-0052,nzd0362-0053,nzd0362-0054,nzd0362-0055,nzd0362-0056,nzd0362-0057,nzd0362-0058,nzd0362-0059,nzd0362-0060,nzd0362-0061,nzd0362-0062,nzd0362-0063,nzd0362-0064,nzd0362-0065,nzd0362-0066,nzd0362-0067,nzd0362-0068,nzd0362-0069,nzd0362-0070,nzd0362-0071,nzd0362-0072,nzd0362-0073,nzd0362-0074,nzd0362-0075,nzd0362-0076,nzd0362-0077,nzd0362-0078,nzd0362-0079,nzd0362-0080,nzd0362-0081,nzd0362-0082,nzd0362-0083,nzd0362-0084,nzd0362-0085,nzd0362-0086,nzd0362-0087,nzd0362-0088,nzd0362-0089,nzd0362-0090,nzd0362-0091,nzd0362-0092,nzd0362-0093,nzd0362-0094,nzd0362-0095,nzd0362-0096,nzd0362-0097,nzd0362-0098,nzd0362-0099,nzd0362-0100,nzd0362-0101,nzd0362-0102,nzd0362-0103,nzd0362-0104,nzd0362-0105,nzd0362-0106,nzd0362-0107,nzd0362-0108,nzd0362-0109,nzd0362-0110,nzd0362-0111,nzd0362-0112,nzd0362-0113,nzd0362-0114,nzd0362-0115,nzd0362-0116,nzd0362-0117,nzd0362-0118,nzd0362-0119,nzd0362-0120,nzd0362-0121,nzd0362-0122,nzd0362-0123,nzd0362-0124,nzd0362-0125,nzd0362-0126,nzd0362-0127,nzd0362-0128,nzd0362-0129,nzd0362-0130,nzd0362-0131,nzd0362-0132,nzd0362-0133,nzd0362-0134,nzd0362-0135,nzd0362-0136,nzd0362-0137,nzd0362-0138,nzd0362-0139,nzd0362-0140,nzd0362-0141,nzd0362-0142,nzd0362-0143,nzd0362-0144,nzd0362-0145,nzd0362-0146,nzd0362-0147,nzd0362-0148,nzd0362-0149,nzd0362-0150,nzd0362-0151,nzd0362-0152,nzd0362-0153,nzd0362-0154,nzd0362-0155,nzd0362-0156,nzd0362-0157,nzd0362-0158,nzd0362-0159,nzd0362-0160,nzd0362-0161,nzd0362-0162,nzd0362-0163,nzd0362-0164,nzd0362-0165,nzd0362-0166,nzd0362-0167,nzd0362-0168,nzd0362-0169,nzd0362-0170,nzd0362-0171,nzd0362-0172,nzd0362-0173,nzd0362-0174,nzd0362-0175,nzd0362-0176,nzd0362-0177,nzd0362-0178,nzd0362-0179,nzd0362-0180,nzd0362-0181,nzd0362-0182,nzd0362-0183,nzd0362-0184,nzd0362-0185,nzd0362-0186,satname
1999-07-02 21:59:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.91,321.69,,,,,,348.82,,,,,,,,,,,,,,,,,,,,,,,,384.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.28,368.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.00,,355.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-09-04 22:00:09+00:00,321.61,319.95,318.90,328.30,338.02,340.42,347.03,342.22,336.32,334.21,332.09,331.37,329.31,331.68,335.88,343.74,348.89,348.82,348.59,354.96,353.53,347.38,339.29,336.56,339.18,342.80,349.05,349.82,347.73,337.44,352.47,354.12,347.09,351.42,353.64,356.20,356.44,361.37,356.26,355.36,355.00,354.71,351.64,352.43,349.72,349.65,342.06,344.61,346.17,345.24,341.12,342.62,348.37,344.15,345.46,348.21,344.23,342.18,348.57,365.30,344.45,343.44,346.91,353.86,358.19,346.51,345.84,344.96,344.37,346.98,349.44,341.87,346.37,346.61,348.89,345.51,340.78,337.76,336.21,337.11,336.55,341.03,345.23,350.75,351.72,355.05,353.84,358.68,358.32,361.62,357.70,356.29,354.41,357.57,349.75,344.87,345.16,346.51,339.90,339.82,340.71,340.61,347.04,346.83,345.22,342.18,343.65,343.24,340.77,342.90,345.32,346.95,350.78,353.57,355.87,342.84,342.40,340.53,338.08,335.20,335.63,335.35,338.31,338.88,347.41,355.02,364.80,369.37,362.91,355.45,354.90,357.20,355.19,347.21,346.43,349.17,351.57,354.58,353.16,344.39,344.85,342.88,338.23,340.19,346.17,348.10,356.37,345.95,350.63,342.52,347.41,345.50,345.75,346.81,348.40,346.58,342.68,347.83,343.66,348.24,348.44,349.32,350.50,348.92,349.68,345.37,342.30,344.31,342.05,342.63,345.70,343.94,342.43,342.27,346.89,351.97,349.01,351.89,354.75,353.69,355.59,358.11,360.86,368.11,368.98,376.53,375.45,L7
1999-09-20 22:00:08+00:00,314.99,315.29,316.21,323.99,331.80,334.50,339.12,337.59,331.59,330.16,327.66,326.60,323.38,327.99,333.87,340.78,342.88,344.78,346.51,350.14,349.92,345.19,336.47,332.35,333.28,337.89,342.35,345.98,345.44,338.48,347.56,348.05,344.27,347.61,346.47,347.84,352.52,350.40,348.14,345.76,345.56,347.29,347.14,345.00,343.95,343.39,339.69,339.10,340.45,340.53,336.52,338.59,342.60,341.63,340.57,343.44,339.86,337.06,339.92,354.12,336.17,338.67,338.39,344.15,346.63,341.04,340.20,340.58,341.17,342.75,341.60,336.64,342.47,343.17,342.73,340.83,334.43,334.41,333.94,333.05,332.41,338.93,342.44,346.25,343.35,348.62,348.91,352.23,351.42,352.65,352.88,352.28,349.72,353.92,347.38,342.98,343.33,341.05,336.74,336.31,336.54,339.35,342.70,340.79,338.89,339.00,340.48,338.10,336.70,340.84,344.14,347.56,347.53,349.82,348.90,339.31,340.43,336.13,334.56,333.41,333.88,333.12,334.96,338.86,346.68,353.33,361.47,367.44,360.52,352.42,353.91,354.88,354.16,345.54,346.32,348.62,351.79,355.16,353.21,347.58,348.56,347.11,343.12,342.89,346.41,347.83,354.77,349.22,349.95,343.81,343.77,343.43,343.87,346.94,346.91,344.29,340.60,345.24,345.10,348.63,350.05,348.90,352.32,348.92,349.68,346.30,343.48,344.24,341.21,342.62,345.12,344.13,340.93,342.28,345.85,350.55,347.11,349.03,351.22,350.94,350.08,353.12,357.38,364.95,366.99,369.11,369.31,L7
1999-12-09 22:00:09+00:00,314.66,314.61,315.91,322.23,328.67,333.44,337.59,336.88,331.03,329.67,328.91,327.85,324.32,328.28,334.81,340.83,341.33,343.19,344.79,348.76,347.49,343.19,335.77,331.84,332.44,335.23,339.76,343.94,344.15,338.43,345.02,345.23,343.38,344.52,344.97,344.75,349.47,347.44,346.05,344.59,342.77,344.31,343.55,341.82,340.62,341.06,337.73,336.56,336.59,337.09,335.39,336.26,338.60,339.89,340.01,339.59,337.08,333.05,337.03,347.82,334.45,331.97,334.06,338.34,342.94,339.81,338.97,339.59,339.52,341.85,340.92,334.37,339.26,340.78,339.77,337.09,331.76,332.80,331.57,331.73,332.34,336.22,338.78,342.67,339.79,343.13,344.61,347.93,348.64,348.96,349.70,347.47,347.70,350.34,345.00,341.32,340.41,337.23,333.21,332.70,333.54,336.31,338.37,338.63,338.04,337.81,340.26,337.06,335.84,339.64,341.88,342.75,341.94,346.69,344.56,337.63,338.07,333.91,333.02,330.75,331.30,331.40,331.36,335.13,344.09,350.54,357.60,364.19,356.32,347.10,349.46,351.68,351.22,343.93,343.27,346.00,349.61,352.06,350.28,345.37,346.09,342.76,339.07,338.35,341.19,341.83,348.89,343.62,345.37,339.19,341.35,341.55,343.43,345.53,344.63,342.51,338.68,343.18,342.94,344.88,346.76,346.12,349.36,345.55,347.68,344.10,341.00,340.45,338.81,339.19,342.47,342.15,339.45,340.95,345.97,347.64,347.33,348.76,350.55,349.84,350.61,353.03,357.38,363.92,367.36,368.79,369.92,L7
1999-12-25 22:00:04+00:00,316.37,315.68,316.58,321.25,328.60,334.36,338.51,337.51,332.60,330.87,329.90,328.69,325.71,329.39,334.86,341.94,340.92,343.84,345.50,348.07,347.16,344.86,336.03,332.45,333.37,336.71,340.45,344.14,343.36,338.68,345.42,344.35,343.84,344.74,345.06,344.23,349.33,347.30,346.10,344.86,342.70,343.81,343.45,341.60,339.89,339.33,337.83,336.65,336.66,336.88,335.06,336.77,338.38,340.31,340.46,339.25,337.26,333.87,339.12,345.95,336.30,331.96,334.56,338.83,343.85,340.95,340.66,341.02,340.81,340.69,337.65,324.55,338.64,341.36,338.84,335.21,329.09,331.43,331.73,332.37,332.81,334.40,337.25,342.32,339.90,342.88,344.80,347.65,348.37,348.75,350.12,347.51,348.51,350.00,345.79,341.98,339.87,336.83,332.93,333.05,333.62,335.47,337.35,338.25,337.18,337.88,338.83,336.73,335.69,339.61,340.91,341.18,340.80,345.64,343.88,339.10,339.30,333.78,333.52,332.44,332.44,332.19,332.38,336.71,344.75,352.08,358.77,364.07,352.60,346.36,351.23,351.71,352.26,345.13,344.26,346.76,350.42,353.23,351.80,347.82,347.47,341.93,339.12,339.38,341.52,343.74,349.51,345.13,344.68,339.72,343.58,343.30,346.22,347.23,345.76,345.14,341.92,345.42,344.67,346.02,348.12,347.17,350.15,349.98,352.35,347.65,343.95,341.97,341.80,342.50,344.30,345.05,343.19,344.27,350.13,352.11,352.30,353.69,354.43,354.01,355.40,356.87,361.86,366.33,370.87,371.80,374.14,L7
2000-01-26 22:00:02+00:00,318.79,317.67,318.96,323.73,330.65,336.25,340.80,339.76,335.17,332.38,331.59,330.38,327.89,331.38,336.55,344.06,342.96,345.78,347.20,350.20,348.98,346.97,338.51,335.01,335.81,338.44,342.14,345.71,345.33,344.48,346.50,346.00,345.56,346.56,346.46,344.80,351.01,348.89,347.80,346.99,344.42,345.97,345.51,343.91,341.51,340.29,339.45,338.01,338.26,339.40,337.54,337.76,339.50,342.02,342.76,340.90,339.60,336.36,341.23,339.13,339.01,335.03,338.44,342.22,347.52,344.05,343.98,343.98,344.20,344.90,341.74,330.13,341.79,343.30,340.55,337.40,331.03,333.02,333.78,334.79,334.86,336.47,339.44,343.84,342.22,344.68,347.10,349.56,349.92,350.28,351.14,349.15,350.35,350.94,348.18,343.56,342.01,338.56,334.78,334.36,334.22,337.25,338.86,339.25,338.69,339.33,340.63,338.10,337.66,340.84,342.55,342.67,342.48,344.39,339.76,340.89,341.45,336.21,335.89,333.91,335.82,335.01,334.42,337.94,346.02,353.79,361.46,366.02,355.66,347.91,352.13,354.18,350.84,340.03,338.49,339.92,348.34,353.23,351.80,347.82,347.47,342.68,339.88,339.59,341.45,339.47,345.35,346.51,343.67,341.68,346.12,346.08,348.92,349.53,348.42,348.43,345.91,347.88,346.54,347.66,350.76,348.88,352.78,354.16,355.91,350.81,347.17,345.01,345.15,345.53,347.38,348.09,346.97,347.67,354.60,357.23,357.22,358.80,358.53,358.13,359.73,360.69,366.34,370.01,374.35,376.84,378.17,L7
2000-02-11 21:59:57+00:00,320.09,318.69,319.82,324.84,331.52,336.92,342.17,340.55,336.42,333.38,331.87,330.98,328.83,331.94,337.24,344.58,343.23,346.43,348.15,351.16,349.84,347.65,339.05,334.88,335.96,338.53,342.09,345.10,345.53,344.55,346.35,346.45,346.19,347.29,347.00,345.50,350.86,348.84,347.99,347.02,344.53,345.86,345.01,344.00,342.30,340.24,339.27,337.88,338.24,339.77,338.26,337.88,339.78,341.99,342.81,340.99,340.45,337.68,342.04,339.51,339.33,336.45,338.82,342.71,348.09,345.19,344.41,344.69,345.36,346.24,343.19,332.88,342.49,343.42,340.26,337.09,331.34,333.34,333.78,334.96,334.80,336.25,339.31,343.98,342.59,345.17,347.43,349.76,350.03,350.59,351.35,349.01,350.42,350.96,348.64,343.61,341.30,338.12,334.91,333.99,333.80,336.82,338.87,339.14,338.65,338.98,341.05,338.70,338.15,341.72,342.79,343.01,342.71,344.49,339.94,340.91,341.58,336.21,335.74,334.32,335.67,335.01,334.56,338.01,345.88,353.57,361.50,365.99,356.19,348.03,352.20,353.65,350.84,340.86,339.53,341.00,348.50,352.64,352.17,348.18,347.62,342.72,340.32,339.01,341.13,339.75,345.02,345.93,343.41,341.32,345.98,345.98,348.81,349.74,348.43,349.07,346.58,347.87,346.12,346.29,349.58,348.30,353.30,353.73,355.61,350.78,346.97,345.51,345.50,346.02,347.38,348.41,347.06,348.03,355.91,358.54,359.03,361.20,360.54,359.82,362.14,362.00,367.20,370.37,375.29,377.44,378.92,L7
2000-02-27 21:59:52+00:00,321.99,320.80,320.81,325.64,332.30,337.53,342.51,341.10,336.86,334.87,333.13,332.44,330.37,333.66,338.72,345.88,344.14,346.91,348.53,351.77,350.28,348.31,340.35,336.26,337.07,340.27,343.55,347.09,346.52,345.68,346.99,347.49,346.97,347.97,347.59,347.34,351.98,350.02,349.38,347.94,345.71,347.14,346.11,344.73,343.35,341.43,340.32,338.87,339.81,341.65,340.39,339.52,341.09,344.01,344.32,342.47,341.63,339.31,343.56,341.26,341.06,338.83,341.81,344.90,350.55,346.92,347.02,347.27,346.88,347.71,345.23,335.77,343.97,344.35,341.55,338.42,333.33,335.22,335.17,336.86,337.01,337.74,340.58,345.11,344.67,346.77,348.50,351.13,351.32,351.90,352.73,350.55,351.81,352.20,350.05,344.85,342.47,338.87,335.46,334.78,334.55,337.49,339.69,340.57,339.92,340.70,342.73,340.53,339.69,343.04,344.02,344.28,343.67,345.80,341.80,342.02,342.50,337.71,336.96,335.35,336.76,336.12,336.16,339.46,347.05,354.46,362.64,367.11,357.77,349.68,352.54,353.85,351.43,342.29,341.57,343.36,350.13,354.31,353.66,350.20,349.88,345.01,341.91,340.03,341.95,341.43,346.04,346.60,343.29,341.65,345.89,347.38,349.89,351.14,350.23,350.77,348.75,349.62,347.64,347.10,349.86,349.46,354.58,355.43,357.07,351.67,348.48,347.17,347.23,347.17,348.73,350.16,349.07,349.70,357.31,359.66,359.89,361.86,361.77,360.86,363.23,363.06,368.52,371.72,375.81,378.68,378.97,L7
2000-03-30 21:59:45+00:00,324.71,323.41,323.68,327.35,333.25,339.53,344.98,343.10,339.06,337.25,335.48,334.67,334.12,337.04,341.53,348.65,345.94,349.01,350.40,353.36,351.23,349.79,342.34,338.83,339.36,342.15,344.69,348.81,347.62,346.56,347.19,348.47,348.28,348.78,349.19,348.79,352.83,351.17,350.97,349.89,346.95,348.35,347.38,346.18,344.13,341.59,341.03,340.00,341.18,342.63,342.94,340.99,341.79,346.54,346.84,342.98,343.08,342.79,346.97,344.56,345.31,341.10,345.51,347.92,353.94,351.83,352.01,351.93,351.33,350.85,349.06,338.29,346.21,345.97,343.08,339.32,335.01,337.19,336.92,339.71,340.12,339.31,342.14,346.62,347.27,347.94,350.89,352.90,353.66,353.50,353.70,351.95,354.11,353.48,352.91,347.52,343.80,340.36,336.90,335.85,336.06,338.71,340.66,341.68,342.07,343.32,345.13,343.16,342.12,345.17,345.38,345.25,344.62,347.46,343.65,343.46,343.73,339.44,339.32,337.74,339.35,338.68,338.34,341.72,349.51,356.34,363.81,367.92,357.94,350.58,353.46,355.24,352.58,344.01,341.77,343.56,350.74,355.48,355.61,353.08,352.87,346.56,343.29,341.27,342.70,341.44,346.20,346.85,343.48,342.88,347.60,349.33,352.18,353.70,352.71,353.83,352.81,352.68,350.00,348.54,351.41,351.97,356.99,357.98,359.95,354.94,351.53,349.59,350.76,349.80,351.71,353.11,353.06,353.29,361.16,362.85,364.29,364.97,365.79,364.31,367.37,366.68,372.81,374.43,379.15,382.15,383.37,L7
2000-04-15 21:59:31+00:00,324.37,323.32,324.56,327.63,333.92,340.03,345.32,343.68,339.28,337.35,336.24,335.25,334.79,337.61,342.16,349.06,346.82,349.54,351.12,353.80,352.37,350.37,343.06,339.68,340.02,342.16,345.43,349.19,348.68,347.57,348.43,349.44,349.30,349.58,350.33,349.94,353.60,352.89,352.19,350.52,347.28,348.48,348.03,347.08,344.74,342.56,342.18,341.76,342.01,342.82,343.54,341.84,342.88,346.77,347.15,344.01,344.26,343.47,347.65,345.43,346.13,342.28,346.35,348.77,354.22,352.69,352.63,352.44,351.41,350.86,349.37,339.36,347.09,345.78,343.96,339.83,335.71,337.74,337.11,339.19,340.27,340.01,342.70,346.63,347.50,348.46,351.38,353.34,354.15,353.84,354.37,352.79,354.65,354.42,352.83,347.72,344.04,340.87,337.45,336.26,336.49,339.10,341.36,341.87,342.81,344.55,346.06,343.87,342.67,345.18,345.55,346.02,345.17,347.33,343.89,343.63,343.48,339.82,339.48,337.62,339.04,338.65,338.38,341.79,349.86,356.45,363.88,368.36,358.71,351.41,353.92,356.02,353.15,344.88,342.88,344.59,351.54,356.12,355.28,353.00,353.34,347.15,343.80,341.37,343.09,342.05,346.06,346.42,343.44,342.71,346.35,348.01,350.52,352.47,352.28,352.76,351.54,353.08,349.86,349.13,351.55,352.26,356.43,357.29,359.38,354.39,351.00,349.37,350.33,349.37,351.07,352.43,352.29,353.66,360.22,361.64,362.62,363.31,364.77,363.80,365.93,366.15,371.57,373.23,377.22,380.56,383.09,L7
