,dates,chi0275-0000,chi0275-0001,chi0275-0002,chi0275-0003,chi0275-0004,chi0275-0005,chi0275-0006,chi0275-0007,chi0275-0008,chi0275-0009,chi0275-0010,chi0275-0011,chi0275-0012,chi0275-0013,chi0275-0014,chi0275-0015,chi0275-0016,chi0275-0017,chi0275-0018,chi0275-0019,chi0275-0020,chi0275-0021,chi0275-0022,chi0275-0023,chi0275-0024,chi0275-0025,chi0275-0026,chi0275-0027,chi0275-0028,chi0275-0029,chi0275-0030,chi0275-0031,chi0275-0032,chi0275-0033,chi0275-0034,chi0275-0035,chi0275-0036,chi0275-0037,chi0275-0038,chi0275-0039,chi0275-0040,chi0275-0041,chi0275-0042,chi0275-0043,chi0275-0044,chi0275-0045,chi0275-0046,chi0275-0047,chi0275-0048,chi0275-0049,chi0275-0050,chi0275-0051,chi0275-0052,chi0275-0053,chi0275-0054,chi0275-0055,chi0275-0056,chi0275-0057,chi0275-0058
0,1985-07-27 14:08:53+00:00,201.4207191922121,200.13392629906133,200.18811954452056,197.2668083566254,194.43710293291218,199.05549635079996,200.71041873517237,205.78581749345665,208.89042695378416,205.23101278727754,199.4517120304144,196.8526972145224,194.9522078965411,196.19788392937943,199.316626016975,199.35318777115202,206.95067887099967,194.531287280811,179.3187996971045,167.15335869377813,163.36748570251743,162.0752869929118,166.12522051471723,169.66824697113185,183.49903540100294,192.15317212449284,186.40265761810574,183.09596824599345,181.4305056973875,174.63504393989342,175.51820111085598,177.25033890527664,182.31567831285082,180.14299248089156,184.0988440215062,185.43505602268877,186.18208402853858,186.84882052811273,188.0588299811693,188.12548559113486,180.7719395070248,170.3587212165263,168.60582172616228,173.84554556127512,185.71538560627084,181.42895112431864,186.88290812005562,178.93462963911867,180.20503889775742,181.26117254807372,182.10557984538397,182.64061865495333,180.09560649484916,178.0257001357695,185.31274907867908,181.57223719573494,180.55378069173207,180.1398229847503,182.10667274873208
1,1986-02-04 14:05:59+00:00,220.19773565104387,213.0318683428418,211.83899766072943,207.05116734362065,201.35270757140503,201.66942824021243,203.68803704616215,211.25506831889027,207.8676739965641,204.43353605350515,206.86656020258303,207.6462216844567,209.27777143615668,208.0815932341481,207.76116358796122,208.61991531466316,210.8153456280406,194.67870737488545,183.50418968999293,175.2395188855439,174.4894131368521,170.44955796884867,172.17783331659263,184.1473059433912,194.9790140972128,201.1640469953063,191.61561717163585,190.27108930545126,190.04671025526352,193.8890076586804,191.5788435079918,194.91888992273982,198.36869327097048,202.93057438391307,203.18596351007722,204.2233292814421,209.3966222698918,211.44155534963284,210.8908232704484,207.56094104025976,196.71124276429396,193.78036871860772,195.63616970155465,199.89830874489655,201.4625384963256,203.39245874370772,204.18234251634954,201.56183105764688,206.2894822333721,204.48437673029167,204.32709451342964,201.8128243677681,204.65364729086713,204.4496177738427,211.64938081706134,206.9519493591668,202.6342172324354,201.3045800832461,198.25363086785012
2,1986-07-30 14:01:16+00:00,209.11402606049356,207.38149948475544,205.96782362371175,206.19832349803502,203.75188513729373,205.6221642020678,209.00639535557656,217.4837706860139,215.4387054388602,214.05573644025475,211.4422778417814,205.19759268410212,202.13708537894308,201.32707978235635,205.54260382650853,207.89191887385223,213.48075497763648,197.9711962329217,186.36025642204606,178.9458198612386,174.5250269728865,174.49886348418818,175.05417272504442,182.1718692975452,191.37162834225913,201.22084425845338,190.52395563746177,189.32205373963387,186.76402725259354,185.52824764100845,187.86081012071944,188.24445887912236,192.40363621313296,196.52958861592583,196.9470283573032,199.3175923899454,203.67114959812415,202.91351194903922,205.9208677944958,202.56011700601078,191.73736592814458,187.80009200924925,189.24986240456326,190.85796966193783,194.09711662006393,196.49104422373466,195.77275534027012,193.65549628549434,195.45791470686376,189.7235377735572,192.75676607663033,192.78310121966078,189.40304643155278,190.60926006121156,191.8888032589573,194.1600313676845,188.37875039027506,191.5067174052691,189.87137576521673
3,1986-08-15 14:00:41+00:00,212.23854744907857,202.8076860089094,207.0635865222116,200.46522058940695,202.25714340640195,200.82602388839445,204.82407194398354,212.09624631223346,213.83837955647437,212.10147235217923,207.74715601767002,209.54623211630923,206.79836532650484,204.26725087650883,203.85799191648607,207.49408388007225,210.794333374303,198.76099654989488,191.20722464653858,180.8536190844022,179.4194989276453,179.1203374233371,182.78805457091653,182.9980432578106,190.12242607252793,201.5371115344024,200.17204016445365,197.2946661348833,191.56201763277045,192.2373610116652,196.12362343684276,196.6383968122624,201.0380770030571,202.2213950455871,204.93098590452797,208.69681535972506,208.2307660130026,204.34451969536553,209.497230009196,204.96474134818598,196.3952920861405,193.7046675383229,199.49624938329129,201.96001211544876,203.79178124999441,200.58851012645505,204.27419895952787,201.63113908463117,198.90821804152674,194.02305527468167,195.68198494026572,192.515264491459,195.16611796506646,193.7653350487423,195.09360539473866,195.8076380719624,193.21001222671816,197.67583848939722,198.48240140117656
4,1986-08-31 14:00:04+00:00,203.98075296008454,204.74996658289044,202.1382792863902,199.9038853803557,196.19051834454015,192.30645787194382,199.93583767382614,202.32954547888596,202.27546446416804,203.72467137698504,199.9503448335189,198.84481588678935,195.14123313886734,197.62642853571742,198.21314928055136,200.65966350698642,206.665105600986,193.90099432887428,176.7854729633409,167.65694356391737,160.01491025225232,161.2408953284811,165.2878323976851,168.87649622343864,180.37193728632403,192.71609149759885,179.88946542520844,176.21299066260167,172.90694975304297,175.71328984906728,177.84265638188566,177.10023070296668,179.01087983500904,182.89122361038466,179.33236481539734,180.38783198837183,185.60176295746453,187.48888036733658,191.81821879517977,184.34694224588975,172.91537533419998,170.55285884575113,175.8913980983744,176.99175815870348,175.33612065386404,179.40595143381245,177.51205732611209,174.39495616138592,177.5111434884468,177.6875244891803,181.02446883599504,181.33649630073128,177.95219372774454,175.77101012808686,183.26028277341413,180.03352867931858,184.90322698740732,180.7881821846898,183.15466574928857
5,1986-09-16 13:59:34+00:00,206.18038349372978,204.5447558996381,206.46983653240468,200.0411757694786,200.69774355358885,198.53538899048425,203.16579522575196,206.2041219478819,207.3208938379258,202.5580020860067,202.2054765734114,196.97783183920205,198.21444547289494,196.99940629136614,197.39955754369885,199.5399533501211,202.53257727063774,192.70789168301567,177.91271924323078,173.61390091880884,159.1011790348873,155.9619565920796,159.82703574752261,167.90984991264935,177.6910665463438,196.33994689421507,186.43313720661533,183.46459099910922,173.9536170361539,174.36091353053482,176.442007962588,175.12182828699883,181.5334837646514,182.56333357931499,181.27909244590307,181.14433723356598,188.27731428064567,191.8975212663263,194.85424240344685,189.36770468888807,182.23459246825365,179.83586565057212,178.69673639189372,184.63948334007443,182.31611518749992,188.55117407323527,181.42501416958368,,,,176.15046480162744,181.18577490041469,181.6779213436884,177.0574864773679,181.16021328865037,181.920327323871,186.65951689633403,179.82784783502785,184.432759661792
6,1986-11-03 13:57:58+00:00,222.59110151159345,210.58843320013787,218.83048807353657,207.61339344433534,207.84882679966688,205.81623713459595,210.60203967286282,213.3670391608382,211.42179457279508,206.34651184308518,207.0767514966198,209.49805720259548,207.01979946462802,205.0499034152935,203.13212497538905,209.80010657238353,213.56452638338345,198.76908863020714,191.7366815975941,176.28889489928488,170.45208032174332,170.81937087972722,174.52877432229116,181.55325405014946,197.3488439519188,201.54882894257824,195.32698306876685,190.88804458690973,190.28662177891994,190.1126904030446,192.46927257992024,196.50938610977107,200.4969024058857,206.96985417551963,197.71180021947026,199.5940151804815,199.49834816965034,207.11622450106566,205.06317771400177,205.83952874255414,196.23086954198914,190.75580562484294,198.4206962934191,202.72071143189027,202.20015994116181,206.49505918193142,200.19276332754814,198.45491401185473,201.06967544021416,198.92081332375002,200.86364313997927,196.90049295983005,199.47278739894008,202.53845335080644,207.80662037577628,208.1106268808034,200.999423356937,199.8111039540063,196.27831968476013
7,1987-01-22 13:58:58+00:00,220.49810111527702,214.88255318750723,209.5207575987876,211.201984048724,204.0306518652697,201.87166803888482,203.60520068209087,212.96327713076,209.88499408642957,207.12362656287405,206.8900183814347,207.900412419237,207.93456794809083,205.39393729580596,208.39605182287488,209.15929378408083,214.38232831485135,196.76983347321473,186.8907575417644,179.31360733506452,172.0806618416401,171.6262986193506,175.44184544702068,184.22699164843533,194.0674643107245,200.84019154533138,192.12354583526252,186.8000756818456,185.27191451360846,186.85048533959343,187.1321450551092,192.118864278594,193.50003268815323,197.8726593090307,197.31601044304986,199.02698949330312,202.51861789419306,205.8733428604543,210.8838660986773,199.51963144651734,190.23154431591897,186.81025118970797,189.07217479796327,193.7125843252129,193.42785075907994,198.6867733140432,198.32011661514838,196.7391235091746,196.56895789672126,198.72804270653546,198.76186326982753,200.46263424667384,198.44475388308106,200.68542326029674,201.49456109908186,199.4202030955555,198.73810756927952,195.5633655666673,187.43144928887594
8,1987-02-07 13:59:33+00:00,221.78979208667164,213.90365757154956,215.177393844863,211.0786935841402,212.91950402105664,210.22325461782737,214.11951578426857,213.26617906820326,211.94272502148095,205.98539548223377,206.58917799150788,204.41479274856272,207.0603074602147,209.0926196682298,206.92631025078552,210.6911168884377,216.76242868254224,201.53619030127112,188.0717376835936,170.2268409828313,164.68741047491048,163.2337869449601,167.41882455545033,172.71896420708498,183.0196391989929,194.9185592585384,188.41177033801677,186.38811229647146,186.1644195487629,188.9010485568952,189.6756945151282,192.2980391673923,196.28184236655468,195.28754540274898,190.07867881008664,190.8543164476615,194.85341915263893,196.30266680234175,197.00798161921222,192.5758252437195,188.33418029797377,187.74741941720708,187.80639178272565,193.96816959083512,191.82077372175053,193.16020475555948,195.46111215366102,193.52207031273093,197.4716272876126,196.4836091422174,198.46722624039677,202.98943694875175,202.88600335724385,206.10041620442763,208.47500219980031,209.4604884105051,201.6195895930032,199.5703379555232,194.32525238006883
9,1987-03-27 14:01:21+00:00,217.5036101089859,206.85563516314693,211.0447367995335,204.6293263945305,207.22697218062672,203.53465671506166,208.9155484969421,208.6859397402104,209.04672883526803,209.47512608180628,208.2181210926144,203.5293392941847,207.5646454809601,211.5048543036885,207.7806753443321,214.29878774901138,216.93100447596828,206.45969461537356,193.4363147779797,183.22311263359265,175.46811373968222,175.98181283222732,180.54613646889885,187.31536318490055,199.0127228842498,210.49391987995926,200.25673714952342,193.06606434059904,194.02313566250984,194.17125137193773,200.1449130072274,199.22366742209795,203.2864798602182,206.7213065265966,203.90314463875285,206.61460702819357,209.82871395507482,210.82111996979853,218.57036260010517,210.13662408532633,197.69016108161676,195.26627829928935,201.60107662899514,200.5403060119022,199.72799902773704,206.17909791733388,212.6164773934683,209.4687890693239,207.1175693136747,208.33736129524527,207.60597532249483,208.86697763834292,206.69714634933658,210.1589108077279,211.8385330419825,209.34886725635317,204.25696065575426,200.85220387186047,194.1251429827755
