,dates,nzd0477-0000,nzd0477-0001,nzd0477-0002,nzd0477-0003,nzd0477-0004,nzd0477-0005,nzd0477-0006,nzd0477-0007,nzd0477-0008,nzd0477-0009,nzd0477-0010,nzd0477-0011,nzd0477-0012,nzd0477-0013,nzd0477-0014,nzd0477-0015,nzd0477-0016,nzd0477-0017,nzd0477-0018,nzd0477-0019,nzd0477-0020,nzd0477-0021,nzd0477-0022,nzd0477-0023,nzd0477-0024,nzd0477-0025,nzd0477-0026,nzd0477-0027,nzd0477-0028,nzd0477-0029,nzd0477-0030,nzd0477-0031,nzd0477-0032,nzd0477-0033,nzd0477-0034
0,1999-08-26 22:07:08+00:00,168.33058681278345,149.43542036221191,148.28290981926912,148.20647124479055,144.24626227826798,156.63958517490653,169.77758222401258,181.43903751555592,173.76801753818114,166.52712014702396,163.65648249028547,170.46402414094015,169.52590796278,171.01843902517476,169.652484449734,175.73742310291675,181.75162898143236,,182.7586095343544,181.53493824719772,171.22979373469133,179.3089139854675,,181.7053868152605,,182.54301844531304,177.91602790895735,,184.47225465511212,,,,,,
1,1999-10-13 22:07:36+00:00,214.8133548154966,181.9245361749993,162.33478129826645,,146.39699292847175,160.44938063936323,171.681009540153,179.18576704287875,187.4973537260874,185.3705207302382,183.04889769378147,182.76609219494202,180.32327902361502,178.64143503097478,178.58494715637408,179.08476357483465,184.98258645393645,177.23469076377623,175.73388920837004,172.09611917786356,,164.80207427050325,,171.8564708846739,,175.0068420114781,,180.96062358290595,188.92824358903175,,,,,,
2,1999-11-30 22:06:59+00:00,170.08886134962185,144.93272313038992,150.02444175938118,151.48828953463595,153.9671140172223,168.22506471600295,180.4950182074446,187.4488599454704,185.47684179488198,186.94547728642112,178.33077657691197,,182.1654337795758,170.9685086934754,176.10802881319287,180.20170470421183,,186.43188963594298,,182.32932341090734,184.15310383985152,175.17978090162046,165.32777557750344,,,,,177.55364425421217,187.47662939846555,197.47296013264472,203.7248215930295,183.2083766376323,190.11367980872208,252.0058370541227,
3,1999-12-16 22:07:33+00:00,167.8808013976036,157.72973679494686,157.00214389006845,154.77431095801455,153.45831418535914,167.53252391919034,180.5938883753116,180.83472941822544,187.2274227196125,187.3051431800887,183.78725713698742,185.2366921523508,175.62508948029563,169.50755583093547,171.03510064339503,180.69560864742073,180.3684704299954,183.4012405050684,,187.2897033286685,180.04850975485087,,171.98464921186442,180.00309859598073,,177.0662490963317,188.5031987456046,,193.87637143421617,209.56769453927038,,193.76875255309554,199.15151589566278,252.49855572737084,298.7666897044884
4,2000-02-02 22:06:59+00:00,174.99655764088274,158.9590279088326,,,,,,,186.2883970383865,198.3551118098886,176.6232282891808,,,,160.80720952617114,172.14505330979313,187.14248177178686,183.6443593631856,172.8804630448557,170.17613982381326,163.05216459573003,162.62612498247404,157.08075366247755,162.2136837554374,161.86398657203517,168.5299341959934,183.80913512712377,178.79524226251223,195.05624764858342,193.4575669612306,195.18066044339992,169.643020192856,174.6237247490314,234.85786350771195,279.50034934255297
5,2000-03-21 22:07:12+00:00,,165.81613844669818,,,200.46649352389687,185.59561902587518,178.10234815709538,184.6882971272837,193.67554402676552,196.95262646462567,186.56222988934627,178.5816537357586,177.85921134047484,169.86473900993633,173.58551973924318,,193.39336136276754,188.9863602291302,185.67443247556434,180.1864079438011,163.68066436991649,162.95888984973305,159.97100499889385,167.5764140092841,,181.45166604304873,185.77161519433307,,184.3760459557098,191.73558269185,187.46527440363587,174.94651510713567,,259.7170583199435,
6,2000-05-08 22:06:20+00:00,158.33820266792134,175.98724270358898,,178.88980649007993,178.72704484708996,179.77432218226335,187.42802849131135,197.09047622818957,203.24025051595345,195.9694575976769,189.1491943617577,186.29629584961924,,173.1076211373913,173.73072123909483,177.7822859250874,186.97633981831024,187.65713615867247,188.9318396999841,181.3204164540443,,172.81094055231742,165.45994686120568,175.5214950440153,170.2170758997841,173.2210494248269,197.8131702398865,187.71142756593648,191.80805140843134,,,172.5060082168113,179.052965117918,235.69886000312343,288.1415862737999
7,2000-05-31 22:12:18+00:00,,,,,,,,,,158.05822967079263,154.15070756235968,144.77554937218224,,,,,156.35285286829728,153.3451083021333,151.95840140127495,139.66735277736925,139.66133838935863,132.1399831190041,127.50170070509857,137.17394746418228,140.51746066627342,145.62671645100224,,145.28593743330038,,,142.64154691989552,124.19793782044499,,,
8,2000-06-25 22:05:55+00:00,148.59485269677083,170.22252600832132,180.69253020575704,172.19391112300974,167.18041854616993,169.31253981840294,179.91024932757747,191.78844464967418,191.40772094933394,190.23012055336906,188.13045403005918,187.35379435302568,186.7033306534879,177.21062313360468,181.18040914333432,183.67106651214587,197.05858715436133,194.01430537492155,185.092263913963,183.106457020736,179.2196333309522,,,184.68874428625483,,182.53847741244454,207.24802667481,,190.91127700748214,193.26803099500586,199.72840716381106,175.1758776880057,183.90341572142728,240.31536843722938,307.21250225988246
9,2000-07-27 22:05:24+00:00,160.48786896077587,146.93848630209484,144.1224587843935,143.54892661825002,148.67273309372686,,171.40734908292006,187.38298176925673,183.64612162296854,182.34316338631723,175.0546719928451,180.18409832363992,173.68163883551424,166.11048319970612,177.37225952383588,184.26656069969096,196.8596032538038,200.66614501182488,,194.7536321455192,197.03380620557596,202.6825646342743,,192.75290088808438,,182.33056293412386,,192.64433101745183,184.31437582128376,,,170.63481484538863,175.45711533373617,238.29200357362052,297.75198326424794
