,dates,nzd0247-0000,nzd0247-0001,nzd0247-0002,nzd0247-0003,nzd0247-0004,nzd0247-0005,nzd0247-0006,nzd0247-0007,nzd0247-0008,nzd0247-0009,nzd0247-0010,nzd0247-0011,nzd0247-0012,nzd0247-0013,nzd0247-0014,nzd0247-0015,nzd0247-0016,nzd0247-0017,nzd0247-0018,nzd0247-0019,nzd0247-0020,nzd0247-0021,nzd0247-0022,nzd0247-0023,nzd0247-0024,nzd0247-0025,nzd0247-0026,nzd0247-0027,nzd0247-0028,nzd0247-0029,nzd0247-0030,nzd0247-0031,nzd0247-0032,nzd0247-0033,nzd0247-0034,nzd0247-0035,nzd0247-0036,nzd0247-0037,nzd0247-0038,nzd0247-0039,nzd0247-0040,nzd0247-0041,nzd0247-0042,nzd0247-0043,nzd0247-0044,nzd0247-0045
0,1999-08-21 21:46:33+00:00,213.40894001551231,179.58490035041956,166.2051055846088,164.8684070771281,175.78507037121722,178.57159119126862,163.2143114604941,184.9061856171312,184.85228149088638,185.38373993802608,196.5058105287992,200.60588794386857,218.4860302380602,221.61820579311754,214.65486170604171,,200.13216112562813,206.27624105323864,203.7576919608858,193.02552869734401,190.5464105813524,198.619911531632,,209.85135896678847,182.0160424030916,171.92753748256555,192.7614330395616,,211.74862949879363,200.5961260505508,187.6827445784309,182.89704009145072,209.1267491434146,198.77901530613335,200.01956784601984,203.02770756688258,195.7642962074698,181.4626802161875,165.54293023300377,170.24982838283333,188.37684685802986,195.28701467654201,206.22514803863078,180.22772273055463,174.35597292712575,161.69794199033532
1,1999-10-08 21:46:42+00:00,213.384409509369,178.92439658442373,175.12515683601578,173.5512720362944,172.01187591521415,178.6101268326417,181.1008673003809,189.71294721802616,189.5652012929594,194.35312963511788,203.04451661270124,223.6148570595162,212.42498875836125,211.36816137869283,212.66315090018816,207.13578947362342,201.02987517307557,202.11908459528712,,211.58712812495688,204.88056199807073,202.14442069006927,,,197.71143775651606,188.19791586337718,192.3451762744968,,,193.20711259417774,162.49186050183255,187.56854218149473,,,,191.4622719423691,177.0701435102972,170.4448173736981,163.34429325602815,,,188.74672991971485,,186.14365026764332,175.59757443001808,167.6878583423858
2,2000-04-01 21:46:10+00:00,210.68817880881105,171.0064199570279,165.3759418561053,154.51560580899528,158.52144013791198,163.2434087296783,164.95647216580832,174.34823396110195,176.82536892277008,187.72975040835655,187.8878416677441,195.28669163494942,198.15908829054413,195.16979658973676,184.85437138447398,,192.4978201680474,,,197.59222111845986,191.0571912720102,183.8764199643075,182.74086673668776,,191.32585058562915,186.10101690168065,193.02851160102327,196.82329323321355,203.48022214348256,201.7150439161797,189.75354598677856,199.99997509936657,,,192.02897639556824,179.55027858223067,166.10436161487218,163.28841947136044,161.65609183342843,172.9347912042616,,184.82165152188045,197.4358795375289,197.79731397544913,189.7718374805467,178.36763990800094
3,2000-05-19 21:45:43+00:00,215.3847594697081,183.18928666320843,177.3535421256168,164.035958869282,168.05900102006538,166.70058296639277,167.08376345662828,181.8185181069724,179.2590244929484,187.6270750237651,196.93253403422037,205.42446399265165,216.91157914650793,223.23742051937947,213.90400920739447,209.03612297443527,206.4907785321065,,202.22750190751862,197.86383297194828,202.32566669794724,199.70204801185298,,199.85967112566485,198.51261555025212,209.52338009317978,207.4643186165816,,216.07647973890474,210.52997460435088,190.5145261778545,203.6983230023896,200.84170569799585,206.61743769619883,200.27944521188664,196.52842389389022,190.41469504959312,195.26725137489078,,191.44786048404,196.74400092135707,204.49122271393173,,202.1345867419347,194.73759542599603,181.85827335768553
4,2000-06-04 21:45:32+00:00,,,148.93591636630018,139.8203172366299,147.84624925510374,155.8363765172096,160.85620373655786,171.75139853680633,172.5071773995431,176.12969097438204,185.75511447295756,193.88190262986927,189.43518342428646,,,169.94266211021224,187.34212666012812,185.14406422855348,,197.55590859064483,193.84673596711232,189.00555078951214,,,177.52642040018193,187.83176632841437,184.22695753721663,196.49631442014714,,183.63373901963337,,180.25951635408418,,180.49700576392848,181.3296048288762,,168.48914313326537,,165.83029506498804,159.1545205946399,160.9423896152658,170.74707375396042,188.17005910839012,183.1797635457459,178.5330323031361,175.39677518974142
5,2000-08-07 21:44:45+00:00,211.9037690305767,178.8936488363976,168.48485483944566,158.76373700883036,160.18125869364727,168.9549278007194,166.48257514559495,178.31239770881746,180.8185409308162,185.9485366456904,191.7763533902724,201.3902484123758,207.62930906697204,208.65258276017434,191.41439786608905,184.9999411000178,,189.48615645587975,194.53137869149143,199.33865444539634,205.32342629098764,187.40027875160337,193.6177687149712,195.54460120783202,180.79827706125633,187.12882147765828,191.73573681783097,207.22049094021574,,202.6287999245082,185.93120296512606,187.68222183217648,196.8202265779972,195.47666646821494,178.3257286726359,170.07018915560053,175.39357360586166,176.2662192053714,176.11897600089773,169.4198958439417,166.0196146402651,180.66096767039562,204.88056384211708,191.08248161973975,169.35947495827915,171.1876361267833
6,2000-10-26 21:43:58+00:00,213.4619382976748,181.90949237471938,173.96536230821638,158.5842624412021,160.20784755203422,157.5355144434359,166.2366878430646,177.46058860660105,177.1543432733161,178.99903703163974,188.15124042362686,198.68475747152283,209.65018981249264,203.13649708378134,191.14841771338783,197.43272705339024,,205.31346718766764,202.794124347247,206.4742336570941,198.66352564361245,198.89137216800114,,192.4290851623562,194.88906258307463,189.28567542736343,192.22307424357902,198.60707977007607,,195.2200546962816,184.72295535985626,183.5043733248893,,,184.82597918478726,178.52360083853506,170.51521577946616,,,165.5462658342365,178.17348414094224,187.71677216312975,203.18454535029028,203.1094857598215,187.9504885473822,174.81174165733273
7,2000-11-27 21:44:26+00:00,,196.01279883165748,175.2354668304932,174.22888610245113,172.13758733810624,178.80646211574592,179.0406895588681,188.03826838124021,186.52359296717077,184.48889466505577,195.9879079610284,200.7572756861526,218.57743199281566,214.37066571344167,206.39847296569297,195.5354569713511,,193.45163498744955,202.14844576034568,,194.52358643484004,194.83828259582637,197.32260437999614,,197.59246060716688,195.04863130357273,204.58509530844177,,,205.8935400392134,193.4808500995607,,,197.7096613344125,192.58733397904834,181.2919727363165,173.27134045153986,167.32066793589894,,182.5300739211587,190.32469814957471,,207.11009482732916,203.7978075351424,,170.79745188384294
8,2001-01-14 21:44:09+00:00,231.7567063650647,192.5118275008884,183.7168108383162,173.67219347289537,172.6189883118309,177.327661499065,174.795051479229,193.41373347416825,190.51369836139642,189.80794387301367,191.4945554883907,204.5440959734882,230.78273686843826,226.65508035270034,195.62192315341161,194.07378618139222,202.22499503812682,201.53156732788622,205.59174647598746,202.65269289737,201.94147967136323,196.653660122102,185.79282741041888,,183.4410785840291,169.8826702063158,197.18613362177055,,208.40391437959212,207.18442275645987,197.61075536727017,,194.22491986580445,199.60544892775297,192.76872679132904,,178.42971163271955,173.01834906927326,176.2369028478222,173.23001151181197,182.47973460131388,191.69281342389314,200.85445424404782,193.29255458370818,183.95525503923278,172.56419867529186
9,2001-04-04 21:43:43+00:00,213.98206885791086,173.84428157980471,165.30694886636002,156.40640214894015,164.56220337997118,174.16012116705002,173.66729234843666,181.52573635385096,182.57733213894406,188.40556341899116,187.79216418828065,203.0726227890428,219.0537960900035,212.9171911245277,198.4653388465645,189.95316149719756,188.76338625073504,201.1426081855905,201.13603035511423,199.98843538881727,189.72133956868308,189.95823064048042,,184.14687241694693,188.36479923897485,192.81285844385405,193.51583701482878,,207.32658610261456,204.28520894244352,186.63965171540818,177.5655524142166,,,190.92736065684625,185.6616945725941,170.0703859498265,165.1975972131268,,163.68895792014388,182.8500311785704,207.1508395455192,208.43120428935578,203.41567057814228,181.42739847861586,171.5967893407561
