dates,nzd0354-0000,nzd0354-0001,nzd0354-0002,nzd0354-0003,nzd0354-0004,nzd0354-0005,nzd0354-0006,nzd0354-0007,nzd0354-0008,nzd0354-0009,nzd0354-0010,nzd0354-0011,nzd0354-0012,nzd0354-0013,nzd0354-0014,nzd0354-0015,nzd0354-0016,nzd0354-0017,nzd0354-0018,nzd0354-0019,nzd0354-0020,nzd0354-0021,nzd0354-0022,nzd0354-0023,nzd0354-0024,nzd0354-0025,nzd0354-0026,nzd0354-0027,nzd0354-0028,nzd0354-0029,nzd0354-0030,nzd0354-0031,nzd0354-0032,nzd0354-0033,nzd0354-0034,nzd0354-0035,nzd0354-0036,nzd0354-0037,nzd0354-0038,nzd0354-0039,nzd0354-0040,nzd0354-0041,nzd0354-0042,nzd0354-0043,nzd0354-0044,nzd0354-0045,nzd0354-0046,nzd0354-0047,nzd0354-0048,nzd0354-0049,nzd0354-0050,nzd0354-0051,nzd0354-0052,nzd0354-0053,nzd0354-0054,nzd0354-0055,nzd0354-0056,nzd0354-0057,nzd0354-0058,nzd0354-0059,nzd0354-0060,nzd0354-0061,nzd0354-0062,nzd0354-0063,nzd0354-0064,nzd0354-0065,nzd0354-0066,nzd0354-0067,nzd0354-0068,nzd0354-0069,nzd0354-0070,nzd0354-0071,nzd0354-0072,nzd0354-0073,satname
1999-07-02 21:59:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-09-04 22:00:09+00:00,,,,,,,,,,,,,,324.87,323.16,338.94,333.96,328.91,,,,,,,,,,,,,,,,,,,,,,,,,,,340.60,345.51,345.18,329.40,,,318.85,330.00,,,,,,,,,,,,342.85,340.41,342.86,,,,,,,,,L7
1999-09-20 22:00:08+00:00,302.66,305.33,297.83,300.38,297.70,305.49,306.52,308.52,310.65,311.34,319.32,317.55,315.84,318.82,318.14,319.35,321.96,323.01,327.28,328.22,331.80,329.74,333.27,336.74,332.62,334.93,334.87,334.88,329.47,333.07,333.15,338.92,339.69,343.31,348.19,348.84,350.11,348.18,346.27,344.45,341.34,343.32,340.00,338.43,340.14,341.27,342.17,347.25,351.06,348.75,350.63,351.71,353.38,355.46,354.78,354.19,353.69,351.40,348.43,345.10,350.53,345.77,344.46,339.30,339.48,340.58,339.65,336.14,328.11,327.16,323.58,319.09,320.71,335.84,L7
1999-10-22 22:00:04+00:00,326.06,325.37,321.19,323.42,327.44,326.87,323.31,327.77,327.61,328.35,332.67,338.34,335.66,339.10,341.78,343.23,342.14,341.78,342.93,343.03,340.67,344.07,343.76,344.76,344.14,345.80,349.15,343.90,346.21,345.83,345.08,346.42,347.04,356.22,355.97,354.91,353.68,348.53,348.18,348.58,348.54,348.38,341.84,343.12,345.12,347.28,347.89,352.87,354.14,353.62,354.00,355.72,358.80,361.28,360.39,361.19,359.97,357.15,351.76,348.56,348.72,342.07,345.64,340.79,347.23,344.98,344.74,341.50,335.70,329.94,332.12,326.86,332.06,342.55,L7
1999-12-09 22:00:09+00:00,323.68,317.18,317.00,310.82,309.36,314.39,316.34,317.54,315.19,324.00,323.81,318.95,324.89,323.99,328.05,324.06,330.08,331.41,333.30,333.18,332.33,334.79,335.79,335.32,334.75,338.01,340.26,340.52,337.70,342.62,344.94,344.31,347.00,349.09,353.29,348.94,349.87,349.10,347.59,348.84,348.99,347.41,345.06,342.94,343.73,349.35,348.85,351.78,351.22,350.18,349.37,351.59,357.33,353.45,354.06,358.12,358.02,353.51,352.44,347.88,348.25,343.36,341.98,343.33,341.22,345.63,343.21,342.35,332.43,332.09,327.78,325.76,334.45,354.45,L7
1999-12-25 22:00:04+00:00,321.59,314.65,312.46,310.16,307.33,310.72,311.82,309.92,316.48,325.75,321.29,323.30,324.50,323.86,323.00,324.85,328.69,327.93,326.60,329.71,332.29,334.44,334.91,333.59,336.20,339.95,342.04,340.96,336.94,341.53,343.45,340.36,344.03,350.60,353.89,348.58,349.17,354.12,349.65,349.46,349.73,350.59,345.64,347.09,346.40,347.11,349.50,349.57,354.63,353.82,359.33,361.67,359.30,360.91,360.88,361.50,361.54,352.09,353.69,351.70,347.58,347.32,340.67,349.42,348.51,346.72,350.01,345.59,336.58,337.09,326.77,327.47,339.32,337.91,L7
2000-02-11 21:59:57+00:00,326.34,321.45,323.47,318.56,321.31,319.15,320.89,318.49,320.87,327.16,327.89,328.52,331.80,333.47,335.42,331.87,336.80,334.50,335.44,335.52,336.20,338.81,337.10,344.24,344.78,344.32,347.63,343.94,346.08,347.66,347.72,347.67,351.90,353.44,357.31,356.57,359.30,354.82,353.05,351.42,351.59,351.68,349.25,347.36,350.07,353.06,352.64,351.94,356.77,355.51,359.64,361.68,360.75,358.88,365.06,363.20,361.15,357.90,356.15,351.20,353.26,347.71,348.68,346.53,346.63,348.12,345.78,345.00,335.45,336.39,334.43,336.05,339.85,344.76,L7
2000-02-27 21:59:52+00:00,322.48,319.84,321.52,325.69,326.48,326.51,327.96,327.61,328.28,324.26,326.72,326.75,331.14,328.27,332.25,331.75,339.94,335.67,340.13,338.62,334.24,334.77,337.24,341.82,339.48,342.39,343.13,339.77,342.45,343.23,342.58,346.73,349.13,353.47,354.82,356.00,354.25,352.30,350.03,347.91,345.96,351.27,347.58,347.56,352.10,352.16,353.55,352.06,355.92,355.08,352.84,359.00,355.24,356.35,361.69,362.64,364.43,362.53,359.61,357.70,353.96,352.15,350.40,346.40,343.05,345.01,342.07,342.74,337.33,335.07,336.86,336.02,337.86,354.97,L7
2000-03-30 21:59:45+00:00,320.47,322.17,317.82,317.09,313.44,306.68,312.30,315.76,318.69,317.42,318.69,321.66,320.45,323.94,324.08,325.79,327.72,330.05,330.14,327.80,332.08,327.98,330.17,334.54,335.22,337.26,339.61,335.80,335.59,336.53,341.07,344.15,346.73,351.39,352.63,351.64,351.39,348.59,348.79,345.35,342.67,343.09,340.08,341.58,343.65,346.71,345.78,350.84,352.20,351.02,350.47,352.96,352.63,352.39,354.53,354.88,356.72,353.80,349.20,354.23,347.76,344.76,341.37,339.12,339.91,340.90,335.63,335.67,329.48,325.80,326.92,325.03,331.59,342.59,L7
2000-04-15 21:59:31+00:00,322.05,315.63,313.93,312.69,314.33,312.97,312.42,312.95,311.86,315.32,316.39,321.00,318.11,325.24,324.87,322.95,326.95,328.78,332.96,334.45,334.86,335.50,336.52,337.41,336.99,335.90,336.61,338.24,337.61,338.74,341.59,345.52,346.74,351.13,353.52,351.81,350.23,345.43,343.87,342.94,343.34,342.92,341.94,347.53,347.13,348.55,349.24,347.46,350.28,347.70,346.47,351.47,349.83,354.45,353.86,355.40,357.66,356.78,351.23,350.12,346.26,341.85,340.74,336.90,335.69,339.84,335.02,334.94,333.88,330.04,333.22,333.27,334.97,352.62,L7
