dates,nzd0354-0000,nzd0354-0001,nzd0354-0002,nzd0354-0003,nzd0354-0004,nzd0354-0005,nzd0354-0006,nzd0354-0007,nzd0354-0008,nzd0354-0009,nzd0354-0010,nzd0354-0011,nzd0354-0012,nzd0354-0013,nzd0354-0014,nzd0354-0015,nzd0354-0016,nzd0354-0017,nzd0354-0018,nzd0354-0019,nzd0354-0020,nzd0354-0021,nzd0354-0022,nzd0354-0023,nzd0354-0024,nzd0354-0025,nzd0354-0026,nzd0354-0027,nzd0354-0028,nzd0354-0029,nzd0354-0030,nzd0354-0031,nzd0354-0032,nzd0354-0033,nzd0354-0034,nzd0354-0035,nzd0354-0036,nzd0354-0037,nzd0354-0038,nzd0354-0039,nzd0354-0040,nzd0354-0041,nzd0354-0042,nzd0354-0043,nzd0354-0044,nzd0354-0045,nzd0354-0046,nzd0354-0047,nzd0354-0048,nzd0354-0049,nzd0354-0050,nzd0354-0051,nzd0354-0052,nzd0354-0053,nzd0354-0054,nzd0354-0055,nzd0354-0056,nzd0354-0057,nzd0354-0058,nzd0354-0059,nzd0354-0060,nzd0354-0061,nzd0354-0062,nzd0354-0063,nzd0354-0064,nzd0354-0065,nzd0354-0066,nzd0354-0067,nzd0354-0068,nzd0354-0069,nzd0354-0070,nzd0354-0071,nzd0354-0072,nzd0354-0073,satname
2000-05-01 21:59:30+00:00,323.25,319.69,318.47,316.82,315.87,315.57,317.09,317.77,319.36,322.51,323.06,324.37,325.61,327.18,327.93,326.80,331.57,331.77,333.16,333.60,334.07,335.12,336.20,339.11,338.98,339.68,341.96,340.53,339.45,341.64,343.74,344.95,347.55,351.45,354.76,353.01,352.59,350.81,348.96,347.54,347.08,347.84,344.63,345.77,347.14,349.43,349.52,351.55,353.99,353.18,353.60,356.49,355.97,356.51,358.29,358.64,359.45,356.37,353.94,352.68,349.91,346.95,344.72,343.98,342.89,344.69,342.40,341.04,334.50,333.20,331.62,331.65,336.08,348.24,L7
2000-05-17 21:59:19+00:00,322.51,319.60,318.81,317.18,315.54,314.90,316.80,317.39,318.59,321.49,321.93,323.62,325.02,326.93,327.30,326.35,330.79,331.63,332.81,333.08,333.87,335.26,335.75,338.82,338.70,339.24,341.63,340.64,339.39,341.57,343.35,344.86,347.42,351.53,354.22,353.38,352.63,350.88,348.48,347.41,347.17,348.03,344.63,346.12,347.44,349.46,349.39,351.70,354.17,353.34,353.53,356.82,356.02,356.74,358.29,358.62,359.42,356.64,353.86,352.63,349.87,346.55,344.87,343.78,343.55,344.80,342.64,340.95,335.06,333.24,331.85,331.28,335.83,346.48,L7
2000-06-18 21:59:03+00:00,319.66,318.37,318.22,317.16,315.54,314.37,316.12,316.88,319.13,320.65,321.25,323.72,324.69,326.52,326.09,326.37,330.52,331.24,332.83,332.78,334.46,335.32,336.00,339.10,339.29,339.18,341.88,340.73,339.94,341.79,343.52,345.03,347.63,352.14,354.24,353.97,352.73,351.11,348.56,347.47,347.50,348.19,345.56,347.32,348.07,350.06,349.63,352.55,354.76,353.96,354.28,357.61,355.96,357.18,359.12,359.01,359.94,357.41,354.50,352.86,350.28,346.96,344.48,343.82,343.91,344.35,342.19,340.65,335.74,333.41,332.43,332.07,336.03,345.34,L7
2000-08-05 21:58:20+00:00,318.53,318.77,319.29,317.85,316.93,315.55,318.07,318.56,320.29,320.85,321.71,323.81,325.41,327.68,327.70,327.47,331.16,332.46,334.38,333.62,335.94,336.04,336.92,339.92,339.56,339.25,342.19,341.01,340.96,342.54,344.06,346.11,348.71,353.07,354.89,354.94,353.84,351.37,349.02,348.03,348.11,348.67,346.22,347.63,348.77,350.91,350.21,353.45,354.95,354.46,354.02,357.61,356.08,356.86,359.72,359.01,360.60,358.90,355.22,353.79,351.28,347.08,345.23,343.53,343.65,344.45,341.71,341.16,336.88,334.17,334.81,333.62,336.69,344.76,L7
2000-10-24 21:57:29+00:00,312.76,315.83,317.43,315.81,313.83,314.46,316.38,317.24,319.69,319.68,320.68,322.91,324.05,326.78,324.46,325.13,327.44,331.80,333.04,332.91,336.89,337.22,338.18,339.67,340.15,338.21,342.38,342.53,341.33,343.02,344.41,346.04,349.27,353.45,355.33,355.73,354.18,352.26,349.16,348.52,349.87,349.38,346.94,347.27,348.13,350.61,348.88,354.56,355.16,355.53,355.28,357.79,356.62,356.64,359.63,358.12,360.19,359.08,355.36,353.75,357.27,347.54,345.15,344.83,345.97,350.57,343.79,342.72,339.72,337.30,337.42,334.98,339.57,341.32,L7
2000-11-25 21:57:34+00:00,305.80,309.80,311.59,310.68,311.84,313.51,315.62,315.96,319.81,319.44,320.62,321.85,323.62,324.64,323.64,324.21,326.89,330.10,332.88,331.92,337.47,336.02,337.61,338.04,339.03,337.99,342.39,341.88,341.94,343.62,344.34,345.78,349.27,352.89,353.90,353.12,353.19,351.62,349.36,348.26,349.26,348.80,346.91,346.02,347.17,350.12,348.56,352.09,353.37,353.31,353.75,355.67,355.49,356.12,359.31,358.43,359.56,358.23,354.81,351.46,357.63,345.28,342.12,343.37,342.46,350.40,343.13,344.30,342.20,339.12,339.32,334.11,340.21,337.29,L7
2000-12-11 21:57:36+00:00,305.34,308.03,310.69,309.96,311.22,312.72,314.54,315.64,318.46,318.37,320.12,320.69,321.57,322.15,322.42,323.62,326.27,328.70,331.59,331.21,335.14,334.51,336.17,336.92,337.64,336.44,340.49,340.20,340.16,342.78,342.71,344.22,347.03,351.02,352.54,351.84,352.58,350.22,348.41,346.50,347.09,347.53,345.63,344.89,345.43,348.58,347.50,350.42,351.70,352.56,352.96,354.83,354.88,354.87,358.49,357.73,358.76,357.58,353.78,349.79,355.24,345.04,341.22,342.52,341.56,348.79,343.05,344.06,340.94,337.56,337.19,332.56,337.97,334.97,L7
2001-04-02 21:57:18+00:00,306.59,306.90,307.75,309.10,310.99,312.88,312.80,314.61,317.69,316.30,320.25,320.96,320.66,320.31,320.89,322.06,324.78,327.49,329.84,329.99,332.47,333.41,334.21,335.51,336.94,335.38,337.49,338.20,338.42,340.98,340.55,343.08,345.52,348.63,351.12,350.38,351.60,348.49,346.65,344.19,343.18,345.15,341.98,342.16,343.42,345.34,344.35,346.54,349.09,349.79,350.44,350.81,352.51,352.29,354.81,355.30,354.63,354.28,349.88,346.73,353.24,342.58,339.10,339.61,337.79,348.68,340.72,341.10,337.02,333.44,333.00,330.92,335.94,334.49,L7
2001-05-20 21:57:04+00:00,310.08,309.59,309.25,310.07,311.99,314.38,314.45,317.04,319.25,317.98,321.83,322.33,322.35,320.46,323.14,324.89,326.84,328.33,330.72,330.24,332.83,332.94,333.42,335.00,335.67,334.87,336.18,336.83,337.66,340.98,339.89,342.30,343.64,347.47,349.55,348.79,350.33,347.48,345.74,338.99,337.02,339.97,341.36,343.09,343.40,345.03,344.50,346.21,348.34,349.91,350.38,351.39,352.55,353.75,354.61,355.69,354.18,353.98,350.13,346.51,345.59,343.39,339.50,339.82,338.66,341.25,339.97,340.26,337.05,332.84,333.86,332.91,333.43,331.82,L7
2001-06-05 21:56:52+00:00,308.70,309.68,309.36,308.80,310.42,312.55,312.98,315.60,316.88,315.76,320.18,320.74,321.11,320.30,322.73,324.87,325.71,327.51,329.65,329.81,330.51,332.32,330.48,332.11,334.18,332.16,333.82,334.41,337.00,339.82,339.05,343.34,344.38,347.63,350.25,348.23,349.31,346.85,345.73,338.57,336.77,340.89,343.01,344.47,343.71,345.80,345.10,347.06,347.37,349.39,348.89,350.56,352.28,351.30,354.43,355.51,354.98,353.87,349.91,346.37,345.06,343.22,339.23,339.53,338.77,340.19,338.33,338.94,335.78,333.09,334.17,332.71,333.59,334.14,L7
2001-07-07 21:56:36+00:00,302.45,312.32,306.78,305.53,306.33,309.50,311.33,312.13,314.54,312.38,316.01,317.97,317.71,320.73,322.90,324.21,325.69,327.60,330.12,330.59,332.33,335.03,330.91,331.67,333.01,331.27,332.82,334.55,335.87,339.42,340.05,346.55,349.14,351.67,352.78,351.30,351.65,350.30,348.64,341.78,340.80,343.35,345.74,347.66,348.79,349.91,348.98,351.55,351.41,351.25,352.10,353.76,354.61,353.56,356.37,357.17,356.87,355.30,351.52,350.22,348.00,345.02,343.04,341.51,342.99,339.46,336.83,337.47,335.32,332.63,334.59,333.80,334.37,336.19,L7
2001-08-24 21:56:00+00:00,303.18,310.86,306.99,304.90,304.50,307.89,310.77,314.14,314.86,312.48,316.72,318.10,318.78,320.91,323.67,325.27,326.98,326.82,328.79,328.60,332.33,335.03,330.91,331.67,333.01,331.27,332.82,334.55,335.87,339.42,340.05,346.55,349.14,351.67,352.78,351.30,351.65,350.30,348.64,341.77,340.70,345.04,345.99,346.88,349.34,349.88,349.08,351.02,351.24,351.70,352.56,353.69,355.10,353.71,356.37,357.72,358.45,356.48,352.36,350.67,349.00,345.00,342.58,340.70,341.85,339.60,339.06,339.35,335.74,333.25,334.16,333.01,334.77,334.90,L7
2001-09-25 21:55:40+00:00,303.15,309.19,306.86,305.21,305.90,308.76,311.33,314.28,315.75,314.79,318.80,320.29,321.01,322.84,325.73,327.09,328.97,328.53,331.17,331.43,335.22,338.12,333.52,334.89,335.60,333.98,335.53,337.22,337.78,340.91,341.61,346.86,349.42,351.61,353.25,351.95,351.88,350.88,348.98,342.53,341.54,345.10,346.18,346.29,349.59,350.20,349.39,351.39,351.65,351.96,352.65,353.94,355.32,353.61,356.35,357.56,357.96,356.63,352.44,350.79,349.06,345.19,343.06,341.04,342.47,341.19,341.18,340.77,337.73,333.80,335.26,334.36,336.06,335.68,L7
2001-12-14 21:55:53+00:00,295.87,305.80,303.59,301.04,300.82,303.97,308.77,312.56,313.36,313.26,316.74,318.29,318.34,322.70,327.02,328.11,331.59,328.09,331.28,333.09,336.80,338.86,335.60,335.52,334.95,334.28,337.01,338.05,335.56,340.95,340.53,345.34,347.92,349.98,351.62,351.97,351.47,350.54,349.40,345.75,345.85,347.35,345.39,344.18,348.33,348.67,350.19,351.48,350.57,351.98,353.69,355.16,356.77,354.46,357.58,358.90,359.36,357.81,353.80,351.99,350.69,345.75,343.91,341.86,344.18,343.43,346.29,344.69,342.24,334.50,334.23,333.06,335.41,333.14,L7
2001-12-30 21:55:49+00:00,303.21,310.77,307.43,303.90,303.60,305.36,309.30,313.32,313.50,314.94,316.77,319.32,319.20,323.37,327.34,328.87,331.56,330.48,332.03,334.18,337.64,338.97,337.54,337.83,336.92,335.62,337.18,337.22,335.70,340.69,340.44,344.45,347.70,350.18,352.02,351.85,351.63,350.04,349.09,345.01,344.75,346.26,344.05,343.45,346.95,347.35,349.16,350.52,350.52,351.72,352.85,354.82,355.92,353.34,355.82,357.55,357.45,355.77,352.17,351.08,349.44,344.68,342.72,340.83,342.46,342.51,344.50,343.25,340.52,333.78,333.31,332.50,334.61,333.42,L7
2002-01-15 21:55:59+00:00,312.80,311.98,312.66,309.43,309.08,310.33,312.15,316.02,315.97,319.98,322.49,323.27,325.87,327.07,330.08,332.01,333.07,333.34,333.72,335.72,338.77,339.52,338.72,339.62,339.33,339.01,340.24,339.62,339.12,343.19,342.25,344.63,347.05,349.36,351.85,350.87,349.96,348.69,348.20,344.32,343.39,345.45,343.67,342.61,345.64,346.54,348.16,349.22,350.14,351.22,351.36,353.39,355.14,353.21,355.14,357.45,356.55,355.81,352.08,350.09,348.73,343.91,341.10,340.55,340.32,343.60,345.07,343.99,340.24,334.57,334.61,333.24,334.92,333.86,L7
2002-03-04 21:56:09+00:00,313.67,311.58,312.64,310.90,311.92,313.04,314.02,314.43,316.12,321.16,322.27,323.97,324.63,326.60,330.02,332.35,332.32,335.06,336.15,339.00,338.54,339.19,338.10,339.58,338.94,339.28,339.85,339.07,339.28,342.27,342.48,345.43,347.22,349.35,352.68,351.24,349.73,348.15,348.54,345.02,344.84,345.59,344.81,343.65,345.88,347.76,349.52,350.74,350.71,351.70,351.38,354.51,354.39,352.94,354.83,356.83,354.48,354.46,351.17,351.00,348.76,344.49,341.89,342.41,341.60,345.25,344.89,345.87,342.83,335.86,335.69,333.88,335.48,335.94,L7
2002-05-07 21:56:03+00:00,312.22,311.83,311.15,308.64,308.90,309.61,310.87,312.33,312.59,316.46,318.23,321.02,322.70,323.60,325.16,325.64,325.05,330.27,331.52,334.51,333.53,334.98,335.61,335.91,335.80,335.49,337.11,336.15,336.99,338.60,338.70,342.21,344.58,346.56,350.34,349.34,347.31,344.74,345.59,342.80,342.25,344.07,342.81,342.59,343.63,345.92,347.74,348.75,349.79,351.02,350.35,353.52,353.36,352.36,353.26,356.05,353.27,352.49,350.47,350.17,347.92,342.93,340.52,341.87,340.35,343.57,343.01,344.44,340.54,334.45,333.85,331.84,334.35,333.42,L7
2002-06-24 21:55:40+00:00,311.33,312.79,311.78,309.74,310.96,310.87,312.07,313.78,314.85,317.32,318.93,323.02,324.88,325.63,327.31,327.35,327.40,332.18,331.47,336.17,334.76,336.10,338.08,337.69,337.71,337.71,337.52,338.32,338.39,340.33,340.94,345.14,347.40,349.03,352.78,351.75,349.66,347.57,349.02,346.35,345.08,347.09,345.52,346.41,346.87,348.75,349.45,350.59,353.04,353.74,353.78,356.56,356.29,355.33,355.70,357.98,355.28,354.62,353.17,353.46,351.03,345.77,343.32,343.11,342.35,344.82,344.59,345.91,341.13,336.12,336.46,332.59,335.68,334.38,L7
2002-08-27 21:55:12+00:00,303.62,304.92,304.50,303.63,306.48,306.76,308.30,310.37,312.20,312.62,314.78,319.20,321.40,321.11,323.31,321.61,322.43,326.11,326.33,330.96,329.93,331.94,333.53,333.83,332.75,331.83,333.19,334.47,335.10,335.23,337.12,341.44,342.61,344.77,349.65,348.32,345.11,343.76,346.17,344.11,342.35,344.56,343.37,344.64,344.36,344.79,347.38,349.46,349.86,352.17,352.87,354.15,354.18,353.67,352.85,355.39,353.55,352.05,352.46,353.52,350.07,345.04,341.83,342.62,342.11,343.39,343.80,344.20,340.89,335.40,334.88,329.02,333.51,329.44,L7
2002-09-12 21:55:07+00:00,306.47,306.24,306.84,305.63,308.20,307.73,308.72,310.73,312.71,313.36,317.05,320.38,324.10,324.23,324.34,322.25,324.14,328.20,326.61,332.19,331.74,332.91,334.56,335.18,333.79,332.28,333.63,335.52,335.60,336.61,337.46,340.83,343.34,344.33,349.66,349.59,346.83,346.25,347.06,345.65,342.88,343.91,342.60,344.56,342.41,343.55,345.95,348.12,350.64,352.15,353.84,353.83,355.47,353.67,354.12,356.81,354.72,353.25,353.62,353.39,350.99,345.80,342.25,343.10,342.86,343.38,344.57,342.97,339.05,335.52,335.84,330.95,333.30,326.51,L7
2002-10-14 21:54:55+00:00,307.33,306.20,307.29,305.82,308.85,307.30,308.31,310.53,312.11,312.20,316.08,320.01,323.43,324.51,324.74,324.02,324.21,329.31,328.44,333.77,333.38,334.39,335.93,336.39,335.34,333.76,335.02,336.11,335.75,336.84,337.69,341.50,343.20,344.71,349.68,349.23,347.29,347.01,347.13,345.85,342.61,344.17,342.70,344.67,342.53,343.22,346.21,348.14,350.60,352.03,353.94,353.87,355.08,353.43,354.01,356.02,353.56,352.51,353.24,352.35,350.74,345.25,342.08,342.47,342.11,343.52,344.79,343.33,339.47,335.52,335.84,332.48,333.41,326.57,L7
2002-10-30 21:55:01+00:00,310.92,309.77,310.30,309.43,312.08,310.55,311.68,313.36,314.09,315.79,318.77,322.14,325.68,326.71,327.55,326.63,326.80,331.62,331.00,336.00,335.79,336.80,337.76,337.72,337.67,336.24,337.64,338.50,337.64,338.59,339.37,342.72,344.52,345.65,351.53,351.52,348.77,348.67,349.07,348.57,345.28,345.69,344.05,346.30,344.65,344.45,346.63,349.54,351.68,353.24,356.00,355.14,356.12,354.44,355.21,356.96,354.36,353.39,354.07,354.09,351.63,347.57,343.55,343.14,344.15,344.98,346.40,345.32,340.99,336.32,336.40,332.66,333.97,328.26,L7
2003-01-02 21:55:34+00:00,316.80,311.35,312.48,312.02,314.14,313.33,313.69,314.42,314.91,318.32,321.19,322.35,324.35,326.85,329.15,329.85,329.75,333.15,334.80,336.59,338.98,338.46,338.84,340.66,340.33,338.63,340.28,340.11,340.60,340.80,341.90,343.63,345.19,347.18,353.89,353.13,350.42,350.15,350.26,348.99,346.00,345.65,344.40,345.92,343.88,343.89,345.90,349.43,350.85,353.04,356.43,354.79,355.01,353.60,355.43,355.99,353.82,352.76,353.25,353.80,351.91,349.17,344.64,344.46,345.34,346.42,348.56,347.18,342.36,337.22,336.58,333.57,335.00,328.85,L7
2003-01-18 21:55:42+00:00,318.07,312.54,312.77,312.38,313.65,313.73,313.88,315.33,315.90,318.83,321.68,322.60,324.68,327.06,328.82,329.43,330.19,333.19,334.87,336.44,339.05,338.91,339.09,340.46,340.22,338.55,340.22,340.69,340.78,341.43,342.46,343.94,345.80,347.46,353.69,353.23,351.00,350.53,350.39,349.38,346.15,345.87,344.57,345.78,343.88,344.12,345.80,348.94,351.03,352.66,355.69,354.76,354.94,353.62,355.16,355.82,353.93,353.00,353.24,353.31,351.70,348.54,344.19,344.11,345.04,346.21,348.70,347.09,341.25,336.68,335.88,332.75,334.31,328.56,L7
2003-02-19 21:55:54+00:00,317.64,311.90,312.51,312.27,313.87,313.65,313.83,315.25,315.91,319.29,321.84,322.56,324.52,326.84,328.47,329.67,330.74,333.31,335.64,337.10,339.16,339.73,339.49,340.53,340.35,339.29,340.96,341.12,341.21,342.19,343.11,344.14,346.27,347.96,353.80,353.44,350.98,350.82,350.89,349.91,346.91,346.51,345.07,345.93,344.44,344.43,346.19,349.18,351.18,352.87,355.81,355.06,355.35,353.81,355.42,356.02,354.44,353.66,353.70,353.26,351.95,348.52,344.19,344.47,345.52,346.92,349.60,347.60,341.65,337.06,336.45,333.04,334.24,328.32,L7
2003-03-23 21:55:52+00:00,319.06,313.51,313.65,313.76,313.86,313.66,313.72,315.56,316.06,320.22,322.46,323.50,324.65,327.13,328.46,329.41,330.57,332.61,335.74,336.95,339.25,340.44,340.77,339.91,341.69,341.50,342.44,342.29,341.77,343.37,344.03,345.22,347.64,349.95,355.29,354.47,353.04,352.57,352.23,351.43,348.26,347.29,346.12,346.98,345.94,345.41,346.62,349.98,351.65,353.53,355.91,355.61,355.80,354.95,356.42,355.56,354.79,353.81,354.12,353.21,352.20,348.72,344.38,344.14,345.66,347.94,351.09,349.46,342.25,337.12,335.73,333.14,334.67,328.12,L7
2003-04-08 21:55:59+00:00,316.89,312.17,311.46,311.46,311.83,312.46,312.59,313.52,314.29,318.13,320.05,321.11,322.29,324.52,326.18,327.45,329.16,330.86,333.41,334.68,336.80,337.89,338.31,337.68,339.12,339.21,340.61,340.78,340.29,341.13,342.09,343.43,346.35,348.33,353.55,352.73,351.78,351.61,351.26,349.63,346.08,345.00,343.52,344.78,344.06,343.53,344.97,348.45,349.72,351.86,353.91,353.50,354.06,353.53,354.77,354.34,353.71,352.55,352.88,352.56,350.45,346.98,342.78,342.89,344.26,346.78,349.53,348.23,340.77,335.92,333.83,331.60,332.93,326.58,L7
2003-04-24 21:55:58+00:00,314.24,311.01,310.05,311.19,310.45,312.57,312.25,313.23,313.88,318.16,319.68,319.53,320.57,322.71,324.57,325.72,328.48,328.85,331.61,332.59,334.32,336.15,336.64,335.87,337.62,337.64,338.77,339.43,339.56,340.84,341.27,342.33,345.45,346.83,352.48,351.81,350.65,350.38,350.07,348.45,345.64,343.83,342.79,343.71,342.64,342.50,343.73,347.20,348.58,351.32,353.07,352.60,353.29,352.70,353.45,353.82,353.74,352.44,352.47,352.15,349.60,346.03,341.88,342.46,343.48,346.56,348.93,347.88,340.16,335.44,332.92,330.45,332.00,326.08,L7
2003-07-21 21:43:45+00:00,302.72,303.42,303.59,305.37,303.50,305.32,305.93,306.47,307.53,311.09,312.50,312.21,312.67,315.08,316.25,317.78,322.38,321.35,324.79,325.93,326.57,329.23,328.71,328.32,330.44,330.59,333.14,332.88,332.98,335.43,335.58,337.33,340.85,342.86,347.88,345.92,346.65,347.25,345.88,343.53,340.60,339.40,338.35,339.68,338.77,338.24,340.70,343.43,344.26,348.42,349.28,350.02,350.84,350.25,350.33,351.20,352.17,349.62,349.54,348.33,346.02,340.66,338.23,339.09,339.48,344.33,345.38,344.38,336.49,334.03,330.19,329.25,329.04,322.83,L5
2003-07-29 21:55:41+00:00,300.69,302.94,303.05,302.62,301.69,302.86,303.06,304.88,307.97,311.29,313.72,312.78,314.14,315.44,316.88,318.69,322.52,322.67,325.10,325.99,327.05,329.83,329.49,328.98,330.43,331.26,333.62,333.83,333.89,336.16,335.83,337.32,340.26,342.30,346.58,345.12,345.32,346.44,345.77,343.78,340.80,339.81,338.99,339.60,339.34,338.46,340.74,343.39,344.28,348.41,348.59,350.04,351.02,350.19,350.38,351.30,352.10,348.75,349.36,347.88,345.88,340.50,337.81,338.66,338.84,344.17,344.45,344.09,337.30,333.80,330.44,328.58,328.33,321.32,L7
