dates,satname,nzd0354-0000,nzd0354-0001,nzd0354-0002,nzd0354-0003,nzd0354-0004,nzd0354-0005,nzd0354-0006,nzd0354-0007,nzd0354-0008,nzd0354-0009,nzd0354-0010,nzd0354-0011,nzd0354-0012,nzd0354-0013,nzd0354-0014,nzd0354-0015,nzd0354-0016,nzd0354-0017,nzd0354-0018,nzd0354-0019,nzd0354-0020,nzd0354-0021,nzd0354-0022,nzd0354-0023,nzd0354-0024,nzd0354-0025,nzd0354-0026,nzd0354-0027,nzd0354-0028,nzd0354-0029,nzd0354-0030,nzd0354-0031,nzd0354-0032,nzd0354-0033,nzd0354-0034,nzd0354-0035,nzd0354-0036,nzd0354-0037,nzd0354-0038,nzd0354-0039,nzd0354-0040,nzd0354-0041,nzd0354-0042,nzd0354-0043,nzd0354-0044,nzd0354-0045,nzd0354-0046,nzd0354-0047,nzd0354-0048,nzd0354-0049,nzd0354-0050,nzd0354-0051,nzd0354-0052,nzd0354-0053,nzd0354-0054,nzd0354-0055,nzd0354-0056,nzd0354-0057,nzd0354-0058,nzd0354-0059,nzd0354-0060,nzd0354-0061,nzd0354-0062,nzd0354-0063,nzd0354-0064,nzd0354-0065,nzd0354-0066,nzd0354-0067,nzd0354-0068,nzd0354-0069,nzd0354-0070,nzd0354-0071,nzd0354-0072,nzd0354-0073
2000-05-01 21:59:30+00:00,L7,331.00,329.24,327.50,325.60,321.89,322.37,323.32,325.78,328.33,329.80,330.99,333.95,332.76,335.01,332.02,330.71,334.34,337.62,337.25,340.29,340.70,343.93,346.07,350.67,349.42,344.51,348.80,347.87,343.98,345.53,348.65,349.32,350.89,355.39,362.49,361.69,358.30,355.67,354.12,351.45,352.10,352.55,347.25,350.69,351.77,353.45,351.66,362.64,361.76,362.96,362.46,362.20,360.87,363.73,363.09,358.73,361.20,362.80,359.26,361.65,357.16,357.26,354.95,351.56,351.80,351.69,351.23,346.39,341.47,341.36,340.44,343.04,340.27,354.59
2000-05-17 21:59:19+00:00,L7,319.46,320.04,323.02,320.93,314.62,311.93,317.08,316.38,314.99,317.01,315.95,319.89,322.76,326.77,324.68,325.13,326.89,332.19,331.92,331.35,334.27,338.17,334.50,338.47,338.49,338.20,341.25,342.95,340.77,342.99,342.32,345.74,348.05,354.05,352.42,357.78,354.80,353.29,347.05,348.50,349.96,351.31,346.53,350.52,351.63,351.55,350.49,355.10,357.52,356.22,355.43,361.34,358.19,360.36,360.50,360.26,361.20,360.70,355.00,354.82,351.68,346.22,348.38,344.72,351.05,347.84,346.95,342.66,341.21,335.86,335.69,330.95,336.61,335.96
2000-06-18 21:59:03+00:00,L7,298.66,306.22,310.29,309.35,307.89,308.40,308.44,311.78,317.61,314.47,316.40,318.14,320.29,319.04,316.47,322.16,326.28,326.63,331.83,328.77,335.15,333.24,335.81,335.81,337.61,335.37,340.25,339.65,340.21,342.40,344.53,344.08,347.02,351.90,351.31,351.75,348.66,348.95,346.23,347.24,349.38,346.60,350.48,350.51,346.55,352.14,348.71,356.07,353.78,353.31,352.91,355.59,354.93,354.88,358.39,359.35,360.13,357.44,355.81,347.05,349.28,343.99,336.24,341.20,341.06,339.70,336.86,337.51,335.56,,,,,
2000-08-05 21:58:20+00:00,L7,307.05,315.24,316.09,312.43,314.99,315.77,321.35,319.16,321.07,320.41,319.97,320.01,325.32,329.14,331.14,328.75,329.79,333.68,334.81,331.50,339.36,335.28,337.28,335.79,333.84,335.35,339.54,339.36,340.38,342.55,343.47,345.15,348.68,353.09,353.92,351.65,353.08,351.22,348.35,348.70,349.15,349.23,345.96,344.62,346.52,349.00,348.93,350.63,350.63,353.30,351.10,355.84,355.53,353.13,359.85,357.01,361.59,358.50,354.86,352.64,350.19,341.79,340.16,340.99,338.99,341.76,339.18,343.50,339.87,336.31,337.69,332.51,337.40,329.09
2000-10-24 21:57:29+00:00,L7,312.04,310.54,314.24,313.35,312.55,317.33,316.66,316.45,320.26,322.33,324.09,325.79,323.10,327.17,321.78,322.88,323.14,332.13,332.76,336.65,338.80,339.49,341.25,341.11,345.03,341.82,346.06,345.92,345.12,345.64,346.58,349.04,354.92,356.80,360.73,359.61,360.08,356.18,354.06,350.92,353.17,351.40,348.49,344.01,348.63,350.93,348.79,353.30,356.52,355.50,359.43,358.64,357.40,355.32,360.98,358.90,361.03,360.39,355.53,357.81,382.49,434.92,450.75,453.17,416.68,376.52,,,,,,,351.87,351.38
2000-11-25 21:57:34+00:00,L7,304.20,306.58,304.60,306.85,311.13,311.55,314.62,315.50,319.20,318.96,320.88,322.52,324.65,322.27,324.07,321.90,327.44,327.01,331.18,329.62,335.46,334.92,334.94,338.46,338.58,338.21,342.56,341.69,340.93,342.75,341.77,343.95,345.53,348.65,348.43,348.37,349.79,349.00,347.64,344.97,344.09,346.76,341.58,343.80,345.70,347.26,346.62,346.94,351.28,350.08,350.12,351.27,353.00,359.96,356.66,357.42,354.27,355.34,352.01,346.85,347.31,342.44,342.33,340.75,338.60,342.29,345.21,344.72,344.40,337.21,336.49,331.26,332.47,332.22
2000-12-11 21:57:36+00:00,L7,304.12,301.26,307.64,307.44,309.12,310.04,310.93,314.83,313.63,314.87,318.70,316.53,313.94,312.67,318.11,321.83,324.25,323.59,326.88,328.96,326.40,329.07,330.99,332.92,332.59,330.84,333.47,333.93,333.59,340.01,336.68,338.42,338.52,344.09,347.72,347.25,350.73,345.18,345.22,340.08,339.03,343.04,341.08,340.94,339.13,343.02,343.86,344.45,345.68,350.07,350.55,352.16,352.98,350.47,355.91,355.46,356.17,355.58,350.18,343.84,346.29,345.08,339.28,340.68,339.73,343.03,343.63,344.04,337.82,335.17,333.60,330.12,332.01,328.54
2001-04-02 21:57:18+00:00,L7,314.43,313.32,312.12,313.75,316.50,319.27,318.39,318.07,324.96,319.68,324.93,325.16,328.55,325.30,326.87,329.25,330.43,333.36,334.95,332.35,336.47,337.77,337.27,336.21,338.52,338.67,335.47,337.17,341.29,343.13,343.81,346.82,349.26,352.61,355.61,353.56,353.41,351.21,347.32,348.79,344.86,347.39,344.37,347.49,348.63,347.76,346.12,350.88,351.32,350.46,351.07,350.06,353.95,351.42,354.59,356.36,355.04,354.21,348.77,348.41,345.29,344.10,339.56,341.05,339.46,341.76,337.44,338.18,332.27,331.58,332.35,334.81,337.41,333.08
2001-05-20 21:57:04+00:00,L7,325.25,320.96,319.57,316.82,316.06,322.73,322.45,325.62,325.84,328.14,329.77,330.73,329.19,327.23,330.14,333.52,330.85,334.98,335.69,336.99,339.64,,,,,,,,,,,,,,,84.79,,,,329.41,327.80,330.00,,,,,,,,355.36,358.36,360.17,356.89,360.45,359.40,359.84,358.54,358.46,355.91,356.07,351.14,351.06,345.95,345.38,347.27,346.02,343.31,342.71,341.83,336.00,341.11,343.57,340.93,340.07
2001-06-05 21:56:52+00:00,L7,299.73,307.42,306.03,302.40,305.53,305.06,309.91,310.50,310.63,311.42,315.21,316.90,320.66,322.36,323.33,322.77,323.67,324.51,327.72,328.85,327.08,334.03,327.08,330.60,334.98,331.08,336.44,335.16,339.86,340.24,340.08,347.80,348.51,350.09,351.51,347.60,347.70,348.06,348.57,344.29,344.14,351.45,347.49,348.89,347.68,350.52,349.41,350.68,349.42,348.87,345.37,349.07,352.86,351.14,357.04,357.58,358.48,355.95,351.99,347.54,346.26,343.02,342.51,340.78,340.48,339.16,340.00,340.58,340.41,339.37,338.85,331.58,334.39,342.42
2001-07-07 21:56:36+00:00,L7,275.88,310.25,294.35,292.41,290.70,295.29,300.71,298.51,301.46,297.23,299.11,303.10,297.39,312.02,315.99,316.26,321.82,321.56,326.29,329.11,330.88,334.26,329.35,329.04,326.39,325.05,327.52,332.05,327.36,335.85,337.08,345.78,350.43,353.26,352.22,353.66,354.80,352.58,350.98,349.82,351.86,349.77,346.31,347.57,351.11,352.42,352.41,354.27,354.56,354.85,359.73,361.52,359.45,356.42,360.20,359.41,360.60,358.04,353.93,355.34,354.77,348.40,350.65,344.94,352.19,,,,,,,,,
2001-08-24 21:56:00+00:00,L7,299.99,302.03,302.31,298.77,293.32,296.61,301.68,317.54,310.87,305.11,314.01,314.17,317.56,317.18,321.46,324.01,327.67,319.22,318.80,315.14,,,138.29,,,122.45,,,,,,,,,,,,,,335.95,334.20,346.00,341.21,339.02,344.90,344.25,343.60,342.61,344.61,348.46,347.55,346.98,351.81,348.51,349.93,354.91,359.00,355.09,350.69,345.23,346.92,337.65,333.47,330.65,328.98,333.56,338.03,338.17,330.57,328.30,326.45,324.18,328.71,325.77
2001-09-25 21:55:40+00:00,L7,302.47,300.61,305.74,306.46,312.58,312.68,313.57,314.58,319.75,325.70,328.73,330.83,331.69,332.14,335.62,335.68,338.52,336.72,342.68,345.08,346.32,346.91,340.85,344.11,342.95,341.61,343.19,344.86,343.08,344.92,345.89,347.40,349.87,350.94,354.17,353.45,352.08,352.15,349.52,345.83,345.21,344.86,346.50,343.42,350.07,351.02,350.13,352.28,352.75,352.81,352.53,354.63,355.99,352.60,355.70,356.31,354.99,356.85,352.39,350.77,348.79,345.55,344.83,342.16,344.89,346.98,349.00,345.85,345.12,335.40,339.11,339.19,340.63,338.32
2001-12-14 21:55:53+00:00,L7,,,,,,,,,,,,,,,,,,,331.29,335.79,331.57,333.69,334.89,331.91,333.95,334.38,338.61,335.91,334.61,340.37,337.11,341.50,342.09,344.01,346.68,347.18,345.82,345.18,345.98,343.79,344.13,341.18,340.32,339.47,339.24,339.74,347.03,347.83,342.36,345.18,345.99,349.06,352.94,352.71,356.04,358.36,355.25,353.25,351.60,347.14,344.27,341.92,337.21,340.76,339.81,344.09,345.04,344.05,345.37,333.80,331.46,330.13,330.53,330.70
2001-12-30 21:55:49+00:00,L7,325.22,325.70,318.93,312.47,311.91,309.54,310.87,315.63,313.93,319.97,316.87,322.42,321.79,325.36,328.29,331.14,331.48,337.65,334.99,338.56,340.17,339.32,343.36,344.77,342.84,339.62,337.67,334.72,336.14,339.92,340.16,341.80,347.04,350.79,353.21,351.48,352.10,348.53,348.17,342.08,340.33,341.88,338.67,340.53,341.44,342.08,345.03,346.66,350.30,350.72,349.49,353.44,352.52,348.86,348.77,352.17,349.79,347.61,345.62,347.42,344.43,340.36,337.94,336.70,335.55,339.75,339.13,338.92,335.37,331.60,330.55,330.82,332.20,334.25
2002-01-15 21:55:59+00:00,L7,312.04,313.98,313.29,313.22,311.23,313.40,309.65,307.61,309.42,314.60,319.96,317.29,322.04,325.24,325.04,326.83,326.22,331.39,333.06,334.80,333.48,334.44,332.04,334.45,334.17,336.52,337.76,340.11,339.12,343.85,342.58,344.94,346.20,347.97,349.44,347.83,346.13,345.18,345.41,344.23,342.86,343.62,342.43,341.37,342.35,346.37,345.30,345.31,350.44,350.49,349.84,352.05,353.63,353.68,354.46,357.08,354.00,356.04,351.67,347.76,349.03,341.95,339.93,341.07,338.50,342.84,341.24,341.53,333.99,332.34,334.68,331.12,330.42,331.43
2002-03-04 21:56:09+00:00,L7,303.06,300.22,301.83,304.37,304.44,307.11,308.71,310.87,311.09,309.31,312.75,316.63,312.24,314.96,320.85,325.00,324.36,325.77,330.65,331.15,331.98,331.96,329.76,334.23,331.99,334.17,332.39,332.25,334.29,332.66,338.26,344.02,343.12,343.40,349.81,347.07,342.90,340.08,343.98,339.09,341.02,346.29,346.50,343.85,345.66,349.98,350.03,349.73,347.06,350.54,347.19,352.16,347.69,,,,,,,349.28,346.63,340.03,336.91,339.47,334.84,341.37,336.58,347.12,343.07,334.27,331.44,326.89,331.00,335.84
2002-05-07 21:56:03+00:00,L7,301.53,304.00,304.18,300.32,303.55,302.81,306.38,309.86,309.82,313.02,316.96,322.57,328.34,323.66,320.35,313.23,312.98,321.11,323.23,327.02,325.43,330.26,332.75,329.63,331.27,327.24,333.86,333.71,335.80,330.94,330.82,334.73,340.22,341.39,347.06,348.13,344.34,339.48,339.19,339.30,337.12,341.88,340.87,342.48,343.65,346.19,345.82,347.76,352.99,353.38,352.79,354.76,355.02,354.90,354.57,357.21,354.75,353.81,353.58,352.38,349.46,343.50,343.73,344.87,345.18,343.70,345.71,344.10,338.80,333.76,335.02,334.11,340.73,329.89
2002-06-24 21:55:40+00:00,L7,310.39,317.87,316.67,315.68,320.88,318.00,319.80,321.57,326.16,324.12,324.12,332.93,336.00,335.67,338.20,336.55,338.73,341.75,332.04,345.31,338.90,340.54,348.49,341.89,344.64,346.78,341.92,347.70,342.77,350.30,349.38,357.12,357.19,357.62,360.16,360.42,358.85,360.60,364.35,362.84,359.66,357.58,355.13,359.82,356.85,355.14,356.89,358.55,359.98,359.94,364.66,365.73,368.75,365.88,367.23,367.21,364.59,363.13,363.56,365.22,361.18,357.78,352.81,348.51,351.70,351.80,354.70,352.94,349.78,343.70,345.97,,,
2002-08-27 21:55:12+00:00,L7,294.46,295.13,290.73,291.13,293.83,295.11,292.65,295.34,297.37,297.61,300.73,300.96,304.47,306.44,309.49,307.08,309.95,312.09,315.56,315.80,319.05,320.42,318.56,325.58,318.95,314.32,320.00,320.66,323.17,322.46,326.00,326.32,326.22,332.10,336.77,333.31,329.79,330.32,332.58,330.42,326.56,327.68,326.41,327.85,326.23,323.29,331.98,336.16,334.36,340.64,341.19,338.61,340.89,341.62,338.31,342.97,342.72,340.70,341.47,341.22,337.98,332.85,327.87,331.97,329.87,331.36,331.81,327.01,326.58,324.21,321.74,317.94,319.66,315.95
2002-09-12 21:55:07+00:00,L7,314.13,305.35,310.91,312.20,311.15,310.76,310.05,312.08,312.87,311.88,321.51,321.11,322.73,327.22,324.67,327.30,330.96,333.93,331.53,335.78,338.93,335.56,333.59,339.37,335.86,335.69,333.89,336.24,336.03,337.88,339.39,341.38,345.80,341.35,349.56,351.86,349.48,349.73,347.26,344.94,342.81,343.40,343.13,343.24,337.54,344.71,344.00,344.01,349.87,350.20,350.69,350.55,352.58,347.19,350.72,355.44,351.73,350.00,351.43,348.36,349.98,342.71,338.21,341.05,337.38,341.00,339.27,341.83,335.38,334.39,334.96,332.37,330.02,326.77
2002-10-14 21:54:55+00:00,L7,310.77,306.04,309.10,306.58,311.46,305.55,306.68,309.74,309.70,307.56,312.24,318.54,320.76,325.65,326.33,331.06,324.51,333.72,335.75,340.08,339.93,340.32,341.41,341.21,341.57,339.68,340.57,338.48,336.36,337.77,338.59,344.18,342.66,346.21,349.76,347.79,349.13,350.04,347.41,346.65,341.55,345.21,343.11,345.09,343.03,341.89,347.24,348.20,350.44,351.56,354.35,354.02,353.54,352.47,353.58,352.86,348.90,349.56,351.74,348.20,349.72,343.06,341.40,339.93,339.11,344.09,345.64,344.75,341.17,335.53,335.87,337.05,333.72,326.78
2002-10-30 21:55:01+00:00,L7,328.45,327.40,324.99,327.21,327.97,326.51,328.05,327.14,323.61,333.23,331.84,332.52,336.54,337.37,341.25,339.30,339.43,342.86,343.46,346.76,347.48,348.46,346.52,344.06,348.92,348.24,350.39,350.16,346.72,346.95,347.45,348.53,350.80,349.99,360.36,362.59,355.79,356.60,358.39,361.75,358.18,352.90,350.40,354.09,354.83,350.25,348.33,356.07,356.67,358.93,365.83,361.09,360.92,359.07,360.78,361.29,357.96,357.34,357.86,362.25,355.66,358.65,350.41,346.02,353.83,351.85,353.96,354.84,348.12,339.83,338.73,332.97,335.72,334.64
2003-01-02 21:55:34+00:00,L7,324.85,317.30,316.37,316.24,319.08,319.73,318.32,319.15,321.18,326.94,329.37,330.29,326.97,329.24,334.19,334.25,335.59,334.83,339.05,334.27,339.71,337.26,343.86,344.06,346.95,344.40,346.25,347.02,350.88,348.66,349.09,349.73,352.15,355.97,362.20,360.30,357.65,353.76,355.40,350.40,349.54,348.27,348.65,349.06,346.41,349.02,347.16,349.98,351.55,354.46,357.36,357.68,357.31,356.84,361.75,358.02,357.01,354.82,354.38,355.48,354.86,355.06,351.80,350.60,351.09,351.79,357.73,354.74,348.53,339.42,339.59,335.53,342.36,330.27
2003-01-18 21:55:42+00:00,L7,323.68,318.10,313.56,313.71,310.72,315.16,313.99,319.33,320.22,320.42,323.45,323.32,325.68,327.61,326.51,326.63,331.82,332.88,334.64,334.98,338.71,340.51,339.64,338.88,339.06,337.47,339.28,343.03,341.05,343.89,344.69,345.01,348.29,348.21,351.96,353.09,353.23,351.79,350.38,350.60,346.17,346.28,344.78,344.42,343.17,344.60,344.58,345.68,351.21,350.18,351.21,353.85,353.97,353.04,353.02,354.35,353.77,353.51,352.55,349.96,349.90,344.51,341.09,341.55,342.51,344.39,348.48,345.85,334.96,333.19,331.59,327.87,330.00,326.51
2003-02-19 21:55:54+00:00,L7,308.00,304.62,304.57,307.44,310.76,307.59,305.65,309.40,309.87,313.13,316.41,317.17,317.18,320.36,320.32,324.77,328.89,328.86,334.95,334.73,333.79,338.25,335.53,335.42,335.34,337.02,339.01,338.74,337.73,340.40,341.39,340.38,343.96,344.57,347.78,348.56,344.48,346.15,347.46,346.43,344.44,343.60,341.67,340.41,340.72,339.95,341.87,342.78,345.00,348.27,348.64,349.41,351.67,348.21,349.57,351.41,350.77,350.54,350.61,344.58,346.43,340.04,335.79,338.76,338.84,343.74,346.08,342.77,336.61,331.44,332.44,327.36,325.43,320.80
2003-03-23 21:55:52+00:00,L7,305.55,301.22,301.52,303.65,294.89,297.06,295.05,298.68,300.53,303.52,309.64,309.63,308.94,313.02,310.87,308.63,313.63,312.95,316.69,319.06,324.63,326.02,325.83,325.49,327.50,329.78,327.31,327.11,326.59,330.75,332.65,334.33,338.44,342.94,347.28,343.23,346.16,345.30,342.54,340.32,336.64,335.06,336.27,337.02,334.42,334.96,338.17,342.62,341.99,346.96,343.52,343.84,346.14,347.65,346.04,344.63,347.91,344.01,346.80,343.28,343.58,335.49,330.32,333.42,330.85,337.98,338.13,339.23,330.31,328.74,322.36,324.26,325.29,318.45
2003-04-08 21:55:59+00:00,L7,300.96,302.67,295.63,295.88,297.81,302.93,302.50,299.05,301.07,301.82,302.93,304.58,305.47,306.69,309.96,313.05,318.53,318.24,317.15,318.38,319.52,319.92,320.93,321.99,321.30,322.71,326.99,329.66,328.85,325.04,328.13,330.62,336.45,335.94,340.29,339.71,341.57,343.16,342.77,336.06,330.04,328.46,325.29,328.88,329.85,329.57,332.24,335.98,335.20,339.46,338.58,337.74,341.08,342.26,341.75,344.63,344.43,342.05,343.00,345.16,336.98,333.03,329.62,332.05,331.91,336.75,336.41,337.53,328.81,325.40,319.34,319.25,318.95,314.76
2003-04-24 21:55:58+00:00,L7,293.63,298.65,300.55,305.55,302.72,307.55,305.95,308.82,308.12,309.68,310.94,308.61,310.09,314.05,316.31,320.25,320.83,320.71,324.32,326.81,323.86,329.45,331.00,329.69,332.26,330.06,329.02,330.10,332.52,337.01,334.02,337.49,337.43,337.03,343.70,342.64,342.51,342.75,340.42,339.77,339.91,338.47,339.31,338.97,334.54,335.98,339.98,341.08,343.91,348.96,350.13,349.28,349.42,348.01,345.94,350.39,350.54,350.29,350.07,347.09,345.23,338.18,336.90,338.58,335.61,344.06,343.36,344.00,338.43,333.86,331.07,330.56,328.97,324.59
2003-07-21 21:43:45+00:00,L5,291.04,302.92,302.64,305.76,302.18,300.05,304.37,305.46,305.61,309.04,309.51,310.53,308.62,310.77,311.31,309.16,319.49,315.47,319.89,317.64,318.59,319.46,317.19,317.62,323.87,319.68,330.31,328.63,326.74,330.92,330.32,333.71,337.42,340.76,346.66,343.01,345.49,345.86,343.15,341.36,337.53,337.73,336.14,340.06,339.89,337.67,337.54,338.56,340.80,346.53,349.43,354.62,353.41,351.42,353.11,353.02,353.48,346.81,345.32,344.42,343.46,339.43,341.37,336.54,340.60,343.90,344.66,342.26,333.05,334.59,,,,
2003-07-29 21:55:41+00:00,L7,291.10,300.81,300.79,289.20,292.96,291.01,289.34,297.30,310.62,312.98,320.33,316.00,321.95,317.60,320.53,323.68,323.63,329.65,327.06,326.73,329.88,333.31,333.91,332.67,330.85,335.13,336.49,338.97,338.88,340.25,337.51,337.62,337.71,339.96,340.58,341.57,339.12,342.87,345.73,345.56,342.33,342.31,342.69,339.67,342.73,340.06,341.43,343.81,344.91,348.79,345.70,350.66,352.39,350.38,351.20,352.22,352.28,344.93,348.88,346.27,345.73,340.34,336.35,337.08,336.38,343.94,340.47,343.25,341.95,333.22,331.99,326.50,326.14,315.72
