dates,nzd0040-0000,nzd0040-0001,nzd0040-0002,nzd0040-0003,nzd0040-0004,nzd0040-0005,nzd0040-0006,nzd0040-0007,nzd0040-0008,nzd0040-0009,nzd0040-0010,nzd0040-0011,nzd0040-0012,nzd0040-0013,nzd0040-0014,nzd0040-0015,nzd0040-0016,nzd0040-0017,nzd0040-0018,nzd0040-0019,satname
1999-07-25 22:04:15+00:00,,372.49,379.97,354.49,354.33,376.53,380.68,366.57,339.96,336.13,338.92,341.40,334.52,338.89,336.50,336.23,343.47,349.37,355.96,352.21,L7
1999-08-17 22:10:26+00:00,369.02,372.49,379.97,354.49,354.33,376.53,380.68,366.57,339.96,336.13,338.92,341.40,341.89,338.45,338.38,333.24,334.13,338.90,355.96,341.80,L7
1999-08-26 22:04:21+00:00,368.94,370.18,377.05,350.27,349.96,371.73,375.05,359.53,343.66,341.07,341.94,341.90,343.42,342.58,342.04,339.27,338.69,343.29,358.25,345.08,L7
1999-09-27 22:04:25+00:00,370.87,370.32,376.80,349.59,349.78,369.56,374.92,358.02,349.87,343.33,343.78,345.70,346.73,346.61,344.95,343.30,344.49,348.70,362.04,350.45,L7
1999-10-04 22:10:38+00:00,373.19,371.94,376.71,353.04,352.57,371.82,378.08,356.27,344.94,339.86,340.44,341.85,343.68,344.16,342.64,341.22,346.11,350.85,362.90,351.76,L7
1999-10-13 22:04:24+00:00,373.36,371.79,376.09,353.49,352.52,371.08,377.78,357.13,347.22,341.65,341.50,343.38,344.93,346.47,344.21,343.06,348.43,352.57,364.04,353.81,L7
1999-11-14 22:04:18+00:00,372.25,370.64,375.51,352.62,352.52,371.08,377.78,357.13,347.22,341.65,341.50,343.38,344.93,346.47,344.21,343.06,348.46,352.67,364.04,353.81,L7
2000-02-09 22:10:19+00:00,372.95,371.47,378.72,356.82,356.40,371.02,379.84,360.82,353.75,345.05,344.39,346.73,349.06,350.81,348.48,348.88,352.32,355.79,369.50,356.88,L7
2000-04-13 22:09:54+00:00,371.03,370.47,383.42,361.81,362.55,368.63,380.33,371.96,360.51,351.91,351.56,355.24,358.62,363.00,359.08,361.76,358.60,360.04,372.31,357.18,L7
2000-04-29 22:09:53+00:00,371.03,369.15,381.67,361.04,360.04,369.90,378.77,369.23,358.05,352.53,351.25,354.56,358.22,361.66,357.92,359.00,358.69,359.86,367.66,352.80,L7
2000-05-24 22:03:22+00:00,373.20,374.19,387.28,367.40,362.83,372.28,381.44,370.28,359.19,353.70,353.31,356.86,360.98,364.85,361.06,362.26,364.79,364.19,369.42,356.04,L7
2000-08-03 22:08:44+00:00,373.45,373.41,385.11,365.12,361.10,371.53,380.18,364.17,358.19,352.23,352.09,356.73,358.87,362.06,358.69,359.39,363.97,363.70,368.44,358.54,L7
2000-08-12 22:02:30+00:00,371.62,372.72,382.14,362.38,357.69,370.32,377.78,360.97,352.57,349.91,350.34,353.79,355.50,359.57,356.68,354.55,360.98,360.66,364.52,355.04,L7
2000-10-15 22:01:32+00:00,371.56,371.74,380.21,361.06,357.47,370.68,375.85,357.62,351.36,346.99,346.66,350.02,351.46,355.47,354.01,352.91,361.41,360.99,363.47,358.79,L7
2001-01-03 22:01:48+00:00,371.09,372.22,380.20,360.86,357.32,369.79,372.98,354.25,348.89,344.74,344.02,346.86,347.25,351.97,350.40,349.05,359.61,359.60,362.95,361.38,L7
2001-02-11 22:08:01+00:00,369.67,371.67,379.70,359.19,358.31,369.72,370.11,355.75,349.34,344.27,341.75,344.77,347.94,350.18,350.00,349.55,361.62,361.89,363.97,366.78,L7
2001-06-03 22:07:16+00:00,369.99,378.08,386.20,368.11,365.03,378.91,379.77,372.13,358.76,354.06,352.68,353.82,354.04,358.99,357.96,355.86,364.80,365.16,367.61,365.17,L7
2001-06-12 22:01:01+00:00,369.99,379.24,388.06,368.96,366.15,381.20,381.64,373.22,358.82,353.95,353.48,354.80,354.90,360.43,358.17,356.07,363.79,364.49,366.37,360.19,L7
2001-06-19 22:07:05+00:00,369.99,379.19,388.25,370.31,366.00,381.77,383.02,374.73,359.50,355.23,353.28,354.84,354.52,360.13,358.13,357.10,364.70,364.50,366.52,358.75,L7
2001-08-31 22:00:05+00:00,,381.70,390.31,374.97,353.96,375.81,388.27,382.83,363.94,359.82,357.48,357.79,355.49,363.56,361.12,360.32,365.82,364.70,365.62,354.63,L7
2001-09-07 22:06:11+00:00,,381.70,390.31,374.97,349.73,367.88,381.19,371.77,356.27,351.00,350.13,352.46,350.41,358.07,354.83,357.56,364.89,364.89,367.33,356.32,L7
2001-10-02 21:59:40+00:00,368.08,379.69,388.38,370.88,350.05,368.18,379.73,367.20,355.68,348.69,347.68,350.37,348.87,356.97,353.52,356.69,363.35,364.58,368.00,355.96,L7
2001-11-19 21:59:56+00:00,377.46,381.70,391.19,371.37,352.33,369.91,380.26,366.39,356.19,348.67,348.30,350.60,350.16,357.40,353.99,356.91,363.65,365.10,368.61,355.96,L7
2001-12-05 21:59:55+00:00,374.42,380.02,387.43,368.48,349.00,366.50,378.51,361.42,353.31,345.31,345.14,348.59,348.99,355.48,351.47,352.31,360.18,362.18,366.95,355.05,L7
2002-01-22 22:00:16+00:00,374.76,380.01,386.36,367.40,345.80,361.71,375.70,357.35,353.16,344.13,344.28,347.56,348.55,354.69,351.13,350.87,359.19,361.90,367.67,357.25,L7
2002-02-14 22:06:29+00:00,374.89,381.69,387.01,370.22,348.97,365.77,379.04,357.35,353.00,344.12,344.84,348.24,348.88,355.95,351.84,353.06,360.15,362.67,368.22,358.96,L7
2002-02-23 22:00:19+00:00,374.56,381.09,387.16,370.50,351.89,367.61,379.43,360.51,353.77,346.72,347.77,350.41,351.23,357.62,353.47,354.23,360.80,362.91,368.12,358.73,L7
2002-03-27 22:00:13+00:00,374.57,379.85,388.17,370.90,362.96,379.61,383.12,367.39,357.47,351.40,352.33,354.03,354.69,361.87,357.73,355.97,361.00,362.53,366.79,357.61,L7
2002-04-12 22:00:13+00:00,374.90,380.94,388.89,373.76,365.51,380.73,385.12,374.36,360.38,353.87,354.97,356.67,357.90,363.36,359.97,356.81,361.75,362.41,366.39,357.54,L7
2002-06-15 21:59:55+00:00,374.22,380.46,390.16,376.20,368.86,380.68,385.62,374.59,359.94,354.31,355.00,357.16,357.73,363.21,359.33,359.81,362.16,363.03,367.18,358.10,L7
2002-06-22 22:06:03+00:00,374.22,380.61,389.91,375.45,368.71,381.51,385.08,376.12,362.20,355.57,355.63,356.78,357.43,362.97,358.42,358.14,361.32,362.08,366.81,358.03,L7
2002-07-08 22:06:00+00:00,374.22,380.61,389.83,374.98,367.62,381.34,384.60,376.20,361.80,355.00,354.80,355.94,356.10,361.61,357.48,356.70,359.86,360.62,365.47,355.80,L7
2002-08-09 22:05:46+00:00,372.67,378.46,388.21,372.71,365.90,379.86,382.52,370.87,358.94,352.44,352.30,353.83,353.61,359.16,354.97,355.82,358.37,359.60,363.97,354.97,L7
2002-08-18 21:59:33+00:00,375.28,378.82,388.11,372.26,366.48,380.67,382.58,372.61,360.80,355.32,354.71,354.73,353.33,359.41,356.07,355.42,358.45,358.97,364.07,354.80,L7
2003-01-09 21:59:45+00:00,376.75,377.54,387.40,368.91,364.43,377.94,381.11,367.52,356.76,352.16,350.69,350.04,346.32,357.19,355.08,357.88,359.29,359.51,363.56,358.09,L7
2003-03-21 22:06:15+00:00,375.42,380.15,393.59,376.33,368.97,376.11,388.71,384.17,362.66,351.93,352.62,358.08,363.69,372.67,367.41,368.99,365.50,366.22,369.70,364.21,L7
2003-03-30 22:00:07+00:00,371.39,376.10,388.91,373.08,365.76,375.41,388.71,375.57,361.03,351.48,353.04,357.54,363.69,372.67,365.08,364.43,364.00,364.77,367.97,361.60,L7
2003-04-22 22:06:19+00:00,370.39,375.52,389.34,372.54,365.69,374.26,384.87,373.00,359.37,351.55,353.68,359.05,362.56,371.09,365.54,364.49,364.49,364.03,367.45,359.57,L7
2003-05-08 22:06:20+00:00,370.90,376.11,388.33,371.65,365.81,374.88,382.86,369.32,358.63,353.41,354.28,360.02,361.49,369.98,365.77,364.92,365.73,365.80,369.05,360.41,L7
2003-05-24 22:06:17+00:00,370.90,375.90,388.76,371.84,366.45,376.17,383.27,371.46,358.81,354.02,353.62,358.84,360.62,368.34,365.33,363.89,365.45,366.56,369.51,361.43,L7
2003-07-28 21:48:04+00:00,369.49,373.42,385.14,369.73,362.15,372.46,378.67,364.82,355.03,351.46,350.16,355.45,358.10,363.26,360.67,358.97,362.37,363.59,367.37,359.36,L5
2003-08-13 21:48:21+00:00,370.07,373.19,383.46,367.61,360.72,372.23,377.83,362.57,354.52,350.87,348.66,353.65,356.98,360.31,357.28,355.94,360.15,360.60,362.74,359.36,L5
2003-08-29 21:48:38+00:00,370.94,373.87,383.59,367.10,360.31,372.63,378.06,361.72,354.97,350.93,349.72,352.33,355.71,359.30,356.13,355.48,360.31,360.83,363.43,360.58,L5
2003-10-31 22:06:00+00:00,370.98,371.87,380.79,362.72,356.69,370.79,373.46,355.38,351.00,349.58,345.79,346.25,350.69,353.00,348.96,349.48,356.97,358.46,360.96,360.02,L7
2003-11-09 21:59:54+00:00,371.06,371.60,381.00,361.55,354.96,370.06,372.92,356.48,350.82,348.75,343.06,341.85,348.80,349.59,344.52,345.19,353.54,354.85,359.79,359.96,L7
2003-11-16 22:06:11+00:00,371.06,371.53,380.10,360.83,355.05,369.63,372.92,356.48,350.82,348.75,343.06,341.85,348.80,349.59,344.52,345.19,353.81,355.45,359.79,359.96,L7
2003-11-25 22:00:05+00:00,371.06,370.97,378.30,358.83,352.61,367.46,370.53,351.34,349.04,347.09,340.64,338.15,346.02,345.52,338.32,342.32,353.47,353.55,357.87,360.36,L7
2003-12-10 21:56:06+00:00,371.00,371.75,378.55,358.65,352.10,366.03,370.16,353.27,347.68,344.92,338.99,337.11,344.78,345.28,339.84,344.13,355.58,355.66,361.19,360.53,L5
2003-12-18 22:06:24+00:00,370.42,370.93,378.05,358.75,352.59,366.88,370.74,354.49,347.62,345.61,340.99,339.56,345.41,346.83,342.49,345.39,355.58,355.66,361.19,360.53,L7
2003-12-19 21:50:03+00:00,371.12,371.22,378.57,359.79,354.09,368.24,371.98,356.79,348.63,346.87,343.88,341.82,347.40,349.89,345.53,347.42,357.05,357.42,362.39,360.79,L5
2004-01-19 22:06:35+00:00,371.02,370.89,378.79,359.96,354.69,367.95,372.43,358.19,349.95,347.31,344.43,343.37,348.08,350.49,345.53,347.42,357.05,357.42,362.39,360.79,L7
2004-02-05 21:50:17+00:00,372.43,374.06,381.14,362.23,357.70,372.09,374.79,362.80,353.83,350.30,349.47,348.85,351.65,355.68,351.42,351.88,360.17,360.17,364.75,362.52,L5
2004-04-01 22:00:40+00:00,371.82,373.58,381.50,362.31,357.37,370.14,374.12,365.36,352.99,348.98,348.86,351.40,352.41,358.18,355.86,354.64,362.58,363.21,369.13,361.62,L7
2004-04-08 22:06:49+00:00,371.82,374.15,382.30,363.08,357.46,369.94,374.12,365.36,352.99,348.98,348.86,351.40,352.41,358.18,355.86,354.64,363.65,363.44,369.57,363.16,L7
2004-04-17 22:00:33+00:00,371.68,374.26,382.30,363.08,357.46,369.18,373.66,365.14,353.11,348.35,348.38,350.74,351.40,357.49,354.09,352.31,360.98,362.43,368.40,363.16,L7
2004-05-03 22:00:35+00:00,372.24,374.97,382.79,363.74,357.99,369.17,374.38,366.41,354.11,348.09,348.38,350.74,351.40,357.49,354.09,352.31,360.98,361.50,367.99,363.51,L7
2004-05-18 21:58:14+00:00,372.24,375.31,383.14,365.32,358.52,368.35,373.99,366.06,353.03,346.69,348.32,349.95,347.21,354.50,349.51,346.53,356.06,362.03,367.93,363.51,L5
2004-05-26 22:06:45+00:00,372.24,375.31,383.14,365.32,358.52,368.35,373.99,366.06,353.03,346.69,348.32,349.95,348.10,355.39,350.74,346.41,355.35,362.06,369.16,361.95,L7
2004-06-03 21:58:42+00:00,372.24,375.31,383.14,365.32,358.52,368.35,373.99,366.06,351.20,344.65,348.32,348.18,348.13,352.40,346.33,341.78,352.03,362.06,369.16,361.95,L5
2004-06-11 22:06:38+00:00,372.46,375.17,382.28,364.57,357.71,368.75,372.60,363.79,351.58,345.45,348.56,348.52,347.40,352.09,345.23,339.85,349.47,361.37,367.17,362.07,L7
2004-06-12 21:52:47+00:00,374.77,376.75,383.03,364.94,357.62,369.53,372.62,364.86,352.79,346.49,347.96,347.81,346.91,351.78,344.94,340.74,350.94,362.58,368.25,363.98,L5
2004-06-20 22:00:26+00:00,374.53,376.87,382.72,364.06,355.48,367.45,370.57,362.50,351.96,343.37,343.77,345.30,343.68,348.48,340.21,335.77,349.07,361.67,367.82,364.31,L7
