dates,satname,nzd0040-0000,nzd0040-0001,nzd0040-0002,nzd0040-0003,nzd0040-0004,nzd0040-0005,nzd0040-0006,nzd0040-0007,nzd0040-0008,nzd0040-0009,nzd0040-0010,nzd0040-0011,nzd0040-0012,nzd0040-0013,nzd0040-0014,nzd0040-0015,nzd0040-0016,nzd0040-0017,nzd0040-0018,nzd0040-0019
2002-02-23 22:00:19+00:00,L7,384.02,390.61,400.41,384.39,384.82,392.89,395.65,389.82,374.30,372.25,373.55,373.75,375.53,378.47,374.16,375.54,379.01,376.85,378.63,370.09
2002-03-27 22:00:13+00:00,L7,372.41,369.88,391.74,370.83,366.44,378.44,379.27,369.63,352.14,350.11,353.20,355.68,353.37,364.58,358.98,358.62,360.62,360.30,360.96,352.16
2002-04-12 22:00:13+00:00,L7,359.92,369.57,375.93,366.92,357.75,363.00,372.45,368.13,355.07,342.51,343.28,346.13,350.28,349.73,349.97,345.65,348.99,350.76,357.40,342.33
2002-06-15 21:59:55+00:00,L7,364.19,367.42,377.06,363.91,354.21,364.57,370.50,345.51,338.10,337.73,339.56,341.17,342.04,345.22,339.03,339.27,338.02,345.10,,
2002-06-22 22:06:03+00:00,L7,,397.27,404.17,386.64,383.59,404.52,399.79,404.75,396.80,378.91,373.42,370.28,371.37,377.26,368.67,366.10,374.26,372.09,378.95,373.38
2002-07-08 22:06:00+00:00,L7,,,399.28,381.73,369.93,391.54,392.72,390.05,372.32,360.96,357.86,360.02,356.79,362.07,360.88,358.09,361.09,360.39,366.35,352.48
2002-08-09 22:05:46+00:00,L7,354.73,353.31,364.76,343.00,339.72,354.71,354.20,324.53,326.81,330.21,328.00,329.85,326.60,332.18,330.64,336.20,336.88,342.00,344.15,339.29
2002-08-18 21:59:33+00:00,L7,408.63,410.67,408.49,397.68,392.41,415.09,415.52,411.12,393.50,386.92,383.93,377.97,367.69,382.75,383.24,383.30,388.16,381.29,389.15,384.39
2003-01-09 21:59:45+00:00,L7,370.89,373.13,393.46,370.54,365.66,369.17,378.75,372.90,355.97,343.86,344.15,346.81,349.16,361.14,355.87,359.27,357.97,359.75,361.38,355.10
2003-03-21 22:06:15+00:00,L7,353.28,357.18,363.72,352.12,342.28,348.76,364.38,355.45,329.35,330.00,334.42,339.35,348.21,354.20,348.95,344.41,338.73,342.69,351.35,343.31
2003-03-30 22:00:07+00:00,L7,363.12,367.74,379.31,366.34,359.09,373.71,,358.02,357.44,350.32,353.67,356.20,,,360.18,355.04,360.72,361.61,364.30,356.14
2003-04-22 22:06:19+00:00,L7,364.26,370.29,387.13,367.42,361.96,366.82,373.19,360.62,349.70,348.25,352.47,360.10,356.81,364.43,363.40,360.64,361.94,358.33,362.76,349.97
2003-05-08 22:06:20+00:00,L7,371.63,376.94,382.80,366.59,364.82,375.64,375.11,352.61,353.70,359.37,355.38,362.37,356.77,365.14,365.22,364.97,368.98,371.38,374.13,362.28
2003-05-24 22:06:17+00:00,L7,,389.39,405.40,387.27,384.13,399.22,401.47,401.52,379.05,371.54,363.21,367.45,371.63,376.31,377.63,375.28,380.62,384.84,384.72,381.01
2003-07-28 21:48:04+00:00,L5,363.16,357.47,370.98,357.15,339.15,346.07,354.91,332.02,332.28,327.79,322.74,325.76,335.82,334.97,327.13,328.94,338.68,341.20,347.86,341.93
2003-08-13 21:48:21+00:00,L5,357.00,353.84,355.37,336.90,334.14,350.26,353.09,325.10,327.42,329.34,323.66,324.81,333.38,327.53,318.93,317.15,326.26,324.64,318.96,
2003-08-29 21:48:38+00:00,L5,356.36,356.37,362.25,341.26,335.19,350.03,354.02,326.09,328.47,329.06,337.30,320.87,325.86,331.05,325.89,326.80,336.01,340.23,348.49,345.66
2003-10-31 22:06:00+00:00,L7,364.30,363.93,374.68,353.89,349.47,365.55,364.18,350.62,340.77,347.15,,,,,,,,,362.05,353.97
2003-11-09 21:59:54+00:00,L7,360.72,362.61,371.32,346.80,341.71,356.64,357.29,342.21,335.58,341.59,,,,,,,,,355.74,349.24
2003-11-16 22:06:11+00:00,L7,,369.82,373.46,355.26,354.28,365.67,,,,,,,,,,,353.47,356.60,,
2003-11-25 22:00:05+00:00,L7,,,,,,,,,,,,,,,,316.40,331.52,333.81,336.31,341.52
2003-12-10 21:56:06+00:00,L5,352.88,356.49,360.02,337.54,329.00,334.59,345.47,336.23,314.23,314.07,316.27,313.99,321.05,324.57,324.42,328.49,343.24,346.21,363.33,341.37
2003-12-18 22:06:24+00:00,L7,380.26,380.19,389.59,374.49,371.00,389.94,391.37,381.83,367.25,364.74,362.29,364.39,362.94,368.01,368.07,368.87,,,,
2003-12-19 21:50:03+00:00,L5,391.37,390.78,399.99,385.36,383.35,398.87,400.33,395.90,378.73,372.97,373.67,370.38,374.58,382.47,377.99,379.29,385.59,385.27,386.19,379.59
2004-01-19 22:06:35+00:00,L7,378.27,376.92,389.77,370.43,369.09,375.55,386.35,381.34,372.45,359.87,355.76,361.67,361.15,363.07,,,,,,
2004-02-05 21:50:17+00:00,L5,367.33,379.69,384.95,370.36,359.76,376.68,365.26,360.88,354.60,345.16,349.56,354.62,351.32,361.79,352.96,349.29,349.64,350.90,358.29,344.55
2004-04-01 22:00:40+00:00,L7,380.95,382.33,390.18,367.13,359.18,368.37,384.66,376.24,362.67,348.05,352.72,362.63,,,,,,,,
2004-04-08 22:06:49+00:00,L7,,353.99,364.32,344.78,333.05,339.28,,,,,,,,,,,340.12,339.38,349.77,347.10
2004-04-17 22:00:33+00:00,L7,371.93,376.89,,,,363.22,371.70,365.33,356.02,344.79,346.80,348.27,347.86,355.53,348.50,342.39,346.72,357.87,361.53,
2004-04-25 21:51:23+00:00,L5,,,,,285.62,,,,,,,,,,,,,,,
2004-05-03 22:00:35+00:00,L7,,,,,,,,,,,,,,,,,,357.24,363.66,361.96
2004-05-18 21:58:14+00:00,L5,369.12,371.28,375.59,361.75,352.96,358.04,365.01,352.06,339.67,339.90,343.68,339.63,317.29,331.78,321.89,306.38,315.02,,,190.14
2004-05-26 22:06:45+00:00,L7,149.68,,,,,,,,,,,,355.62,362.90,359.36,358.60,358.84,362.31,370.02,360.38
2004-06-03 21:58:42+00:00,L5,,,,,,,,,320.86,316.55,,322.27,336.64,316.71,303.73,300.59,315.34,,285.06,
2004-06-11 22:06:38+00:00,L7,,,390.08,368.49,359.50,380.54,376.66,367.46,366.98,358.26,351.11,354.11,351.48,358.78,352.56,357.27,365.03,,,
2004-06-12 21:52:47+00:00,L5,406.92,407.43,407.08,385.94,374.92,397.05,393.33,397.36,387.68,373.83,359.12,359.40,360.49,367.05,360.65,367.54,383.27,387.82,390.73,391.58
2004-06-20 22:00:26+00:00,L7,353.18,347.94,356.82,340.56,332.40,346.58,348.73,330.98,322.74,315.91,312.54,317.13,314.29,321.72,316.02,,,,,
2004-07-06 22:00:24+00:00,L7,,359.46,366.87,340.19,332.85,346.04,359.89,341.17,333.83,329.33,331.43,333.32,338.87,344.64,327.21,326.38,,,,
2004-07-14 21:53:43+00:00,L5,,,,,,,,,,,,,,283.90,,,,,,
2004-07-22 22:00:20+00:00,L7,,,,,,,437.06,457.38,463.19,,,,431.29,340.24,333.54,321.40,344.19,,,
2004-07-29 22:06:27+00:00,L7,384.69,,,,,,,376.84,362.96,355.37,354.49,357.58,359.75,361.48,363.44,360.48,372.07,369.28,371.24,375.01
2004-08-07 22:00:13+00:00,L7,,,,,,,,,,,,,,355.98,357.04,353.70,356.95,356.75,359.44,357.22
2004-08-30 22:06:20+00:00,L7,363.97,365.84,371.31,343.88,335.72,354.18,364.08,351.33,345.75,337.67,344.76,341.04,345.03,351.11,346.36,339.67,344.11,350.17,,
2004-10-17 22:06:14+00:00,L7,353.22,352.66,353.36,331.50,328.04,338.12,348.20,331.81,327.17,322.32,322.10,317.73,308.28,322.42,,,,,,
2004-11-19 21:56:31+00:00,L5,383.18,383.02,392.94,373.22,369.10,389.14,389.08,379.30,377.41,369.43,358.34,360.40,360.61,367.46,364.64,365.91,372.42,374.00,378.21,373.58
2004-12-13 22:00:36+00:00,L7,354.62,355.49,360.84,339.57,335.10,346.26,350.37,335.05,329.12,321.40,323.65,323.48,325.46,330.74,326.86,330.50,344.84,345.74,349.19,
2005-01-13 22:03:41+00:00,L5,349.29,343.67,359.48,339.04,333.95,342.88,353.43,348.82,335.65,319.78,315.61,312.05,318.89,326.50,319.07,318.93,336.03,334.87,346.06,348.86
2005-01-14 22:00:49+00:00,L7,354.62,360.22,366.31,347.59,336.37,345.73,356.69,342.39,336.20,326.26,328.03,331.76,328.97,335.96,332.78,337.72,344.03,347.54,361.43,
2005-01-21 22:06:59+00:00,L7,,,,,,,,364.23,353.71,349.51,346.70,349.21,345.73,354.20,351.93,352.04,355.81,361.40,368.95,360.95
2005-02-15 22:01:01+00:00,L7,,,399.99,391.62,392.71,,,,,,,,,,,,,368.69,373.64,365.39
2005-02-22 22:07:14+00:00,L7,358.16,358.64,377.16,357.25,355.79,355.55,367.70,360.95,348.15,342.15,347.26,346.16,348.98,354.60,352.26,352.08,355.43,361.78,365.59,354.47
2005-02-23 21:58:07+00:00,L5,366.05,370.80,377.85,363.20,349.07,359.61,377.28,371.49,357.66,349.32,348.96,356.44,355.53,365.55,367.85,358.59,355.13,,,
2005-03-03 22:01:06+00:00,L7,,,,,,,,,,,,,,,371.27,368.16,368.71,371.74,374.87,364.54
2005-03-19 22:01:06+00:00,L7,,,,,,,,,,,,,371.55,379.45,375.64,373.78,374.25,376.11,379.39,374.52
2005-04-03 22:04:40+00:00,L5,383.47,386.57,395.10,381.76,372.13,388.57,391.29,388.54,373.58,373.78,375.09,380.82,378.90,385.28,378.26,379.96,382.48,388.15,387.63,383.48
2005-04-04 22:01:03+00:00,L7,,,,,,,,,,,,,,382.57,380.02,374.66,379.10,380.57,385.03,376.17
2005-04-12 21:58:31+00:00,L5,358.56,387.46,400.00,355.93,370.50,360.72,373.78,366.10,356.96,353.92,356.86,359.03,363.39,361.01,355.44,354.78,356.51,361.91,364.30,348.89
2005-04-19 22:04:43+00:00,L5,387.16,389.87,402.68,384.20,384.27,397.48,403.03,395.49,387.62,382.46,383.81,377.53,381.50,387.91,383.76,381.23,383.71,381.71,384.84,382.71
2005-04-28 21:58:35+00:00,L5,361.41,373.28,381.11,368.32,361.50,370.02,382.64,378.26,366.76,364.03,362.95,369.16,372.90,,,,,,,
2005-05-05 22:04:49+00:00,L5,378.81,384.89,394.42,377.14,369.67,385.62,392.24,387.81,382.15,375.41,375.82,376.33,374.91,376.54,373.17,370.19,375.31,373.29,370.36,369.08
2005-05-06 22:01:01+00:00,L7,,,,,,,,,,,,,,,,,369.40,373.23,373.27,366.55
2005-05-22 22:01:00+00:00,L7,,344.36,365.71,330.09,,,377.34,370.83,356.19,,,356.48,354.71,359.38,356.94,357.39,362.16,367.03,,
2005-05-30 21:58:51+00:00,L5,369.96,381.40,,370.84,363.40,391.66,387.15,375.15,359.71,364.33,371.32,361.93,361.80,362.28,363.03,355.11,375.38,370.39,373.16,
2005-06-06 22:05:05+00:00,L5,373.64,377.91,387.40,364.56,358.98,372.23,377.27,373.40,357.41,358.70,356.62,360.88,361.91,373.93,359.58,358.89,365.69,368.47,367.60,358.44
2005-06-07 22:00:55+00:00,L7,,,,,,,,,,,,,,,,,,359.79,362.82,347.45
2005-06-14 22:07:02+00:00,L7,,375.28,386.01,364.24,361.04,373.16,375.14,378.26,354.65,358.25,353.59,358.25,354.18,360.31,359.78,359.54,367.22,371.38,369.66,
2005-07-08 22:05:15+00:00,L5,358.06,357.31,360.86,340.55,331.38,342.50,354.36,329.75,332.27,322.46,321.68,328.66,329.71,335.10,328.02,322.85,332.32,345.26,350.41,344.35
2005-07-17 21:59:11+00:00,L5,401.64,386.86,393.23,371.78,366.85,394.10,394.32,399.04,375.83,361.49,365.53,359.38,359.31,369.81,359.20,363.19,375.72,371.40,384.22,379.48
2005-08-01 22:06:59+00:00,L7,390.21,392.09,389.99,368.57,366.39,396.28,397.72,389.10,371.95,361.13,355.71,360.49,356.38,361.59,360.01,366.68,377.61,378.06,382.17,384.30
2005-08-10 22:00:46+00:00,L7,357.51,356.64,,,,345.74,356.82,342.45,339.77,342.45,342.18,341.45,341.51,349.62,345.94,341.10,343.12,347.61,353.87,343.63
2005-08-25 22:05:41+00:00,L5,359.54,362.12,370.26,351.95,340.49,355.70,362.17,355.80,347.71,345.86,346.01,349.10,347.32,359.47,353.50,348.70,345.39,349.14,355.37,345.54
2005-09-02 22:06:46+00:00,L7,,,,,,,,,,,347.98,347.95,349.59,354.95,349.62,357.04,359.55,367.73,371.74,368.77
2005-09-03 21:59:32+00:00,L5,358.24,358.37,375.61,356.17,344.28,353.34,354.97,347.56,336.59,335.27,335.99,339.90,340.71,348.12,341.48,340.28,347.15,355.62,361.76,353.15
2005-09-19 21:59:32+00:00,L5,350.06,341.71,356.16,335.78,329.57,346.18,347.11,325.91,324.98,318.54,324.12,324.49,330.59,332.46,328.24,328.49,335.86,328.95,337.24,342.12
2005-09-26 22:05:42+00:00,L5,392.24,388.53,398.29,381.85,370.91,390.04,394.51,388.54,376.38,363.95,358.58,356.75,361.46,363.83,360.51,366.17,375.35,379.06,393.51,391.86
2005-11-14 22:00:54+00:00,L7,,,,,,,,,,,348.85,351.09,348.01,352.03,346.47,348.02,360.74,364.50,372.29,361.01
2005-11-21 22:07:07+00:00,L7,350.71,354.23,365.67,351.54,342.73,350.06,353.77,345.12,335.42,339.69,,,,,,,,,349.79,347.79
2005-11-30 22:01:00+00:00,L7,,,,,,,,,,,,,,,,354.85,356.31,361.63,371.24,368.96
2005-12-16 22:01:02+00:00,L7,,,,,,,,,,,331.79,335.97,338.14,341.33,333.90,329.83,338.56,347.94,357.97,351.21
2006-01-01 22:01:10+00:00,L7,352.77,355.16,366.32,348.92,335.07,344.46,356.71,341.90,338.33,324.92,330.27,329.80,331.84,343.84,,,,,,
2006-01-08 22:07:25+00:00,L7,379.38,378.80,,,,381.22,385.36,383.62,370.33,365.25,362.31,366.92,371.13,372.55,371.71,368.50,372.63,377.50,383.52,376.49
2006-02-10 22:01:51+00:00,L5,376.36,382.91,390.43,370.79,368.49,373.84,384.06,374.10,359.23,352.22,354.21,356.64,361.39,363.93,363.07,364.49,368.27,373.30,378.24,369.56
2006-03-13 22:07:41+00:00,L7,362.79,368.81,376.84,359.26,359.15,365.51,372.01,367.57,349.78,344.42,349.67,,,,,,,,364.07,350.79
2006-03-14 22:02:31+00:00,L5,357.13,361.57,369.44,356.39,340.78,355.24,367.13,351.18,341.69,336.09,341.86,341.74,336.89,341.31,338.26,337.88,345.53,349.72,360.55,353.43
2006-04-30 22:07:38+00:00,L7,,,,,,,,,,,,331.47,333.63,334.33,329.23,326.90,333.01,343.11,350.50,344.90
2006-05-09 22:01:28+00:00,L7,,,,,,,,,,,361.62,363.13,364.39,372.79,369.39,372.63,374.44,378.20,381.43,377.35
2006-05-16 22:07:40+00:00,L7,358.49,356.70,381.23,347.52,347.59,351.99,365.04,336.63,344.25,338.27,351.56,348.22,346.81,357.90,348.12,349.33,345.75,353.20,358.46,
2006-05-17 22:03:33+00:00,L5,357.97,369.14,383.72,363.26,353.44,363.89,368.42,344.71,342.72,343.82,352.70,355.09,353.67,362.44,358.82,355.59,354.68,360.36,360.27,349.81
2006-06-10 22:01:26+00:00,L7,,,,,,,,,,,,,,366.00,360.71,362.45,368.31,368.47,375.58,370.30
2006-06-17 22:07:34+00:00,L7,367.92,,,,,,367.21,358.95,349.28,345.25,351.21,345.89,353.82,358.64,357.28,351.25,353.33,356.79,358.91,353.89
2006-06-25 22:10:20+00:00,L5,361.87,357.98,370.49,347.44,344.14,359.89,365.64,347.13,343.23,343.06,349.64,346.18,348.32,355.96,354.26,348.83,352.91,359.70,353.10,340.66
2006-06-26 22:01:20+00:00,L7,363.54,360.19,367.93,,337.25,350.68,360.05,336.85,338.36,340.01,342.21,337.42,341.45,346.89,344.01,337.08,344.07,349.89,360.15,341.23
2006-07-03 22:07:28+00:00,L7,390.13,378.22,437.03,382.72,354.33,371.52,371.54,361.80,350.33,353.98,351.42,356.62,355.53,360.62,361.32,358.53,362.17,364.06,372.76,
2006-07-04 22:04:17+00:00,L5,390.54,387.65,394.17,370.49,367.56,381.41,382.60,367.12,350.35,345.79,348.64,358.69,351.20,349.38,355.84,351.94,350.93,355.22,,
2006-07-27 22:10:47+00:00,L5,362.49,358.64,375.27,346.07,345.15,357.80,365.68,344.83,348.82,340.71,339.54,335.69,341.23,344.92,344.92,338.34,337.34,346.27,360.33,346.66
2006-08-13 22:01:05+00:00,L7,351.18,359.16,358.00,337.71,334.83,343.78,350.34,328.81,323.77,326.27,325.89,332.18,328.47,327.84,327.20,,,,,
2006-08-21 22:04:55+00:00,L5,377.99,376.96,384.09,363.36,361.88,384.26,384.71,376.70,369.05,350.59,351.42,356.87,357.16,364.76,360.39,355.56,362.21,362.56,373.59,363.63
2006-08-28 22:11:11+00:00,L5,357.86,366.15,372.63,345.92,347.77,349.90,355.27,340.23,339.05,332.90,339.74,341.96,339.09,344.78,334.24,336.43,336.70,344.90,356.07,346.01
2006-09-14 22:00:57+00:00,L7,380.55,384.08,390.55,369.70,369.24,390.49,387.06,376.02,368.96,358.22,355.40,360.47,363.99,370.37,366.49,,,,,
2006-10-16 22:00:55+00:00,L7,379.94,,,,,,394.63,379.02,375.38,367.43,362.52,363.36,364.23,370.88,371.36,374.26,377.24,380.32,382.79,375.31
2006-11-24 22:07:37+00:00,L7,,,,,,,,,,,,,,325.04,322.51,322.09,332.04,339.24,353.19,344.31
2006-12-02 22:12:34+00:00,L5,354.71,360.82,378.48,372.57,385.87,397.11,396.50,384.64,400.67,389.54,397.38,352.47,367.61,380.70,386.67,392.01,400.90,406.30,416.96,414.67
2006-12-10 22:07:44+00:00,L7,355.67,356.03,375.56,343.45,350.55,350.61,361.99,353.44,338.84,333.88,339.04,335.20,335.36,342.26,336.98,338.67,343.62,345.99,,
2006-12-11 22:06:28+00:00,L5,325.09,355.62,382.73,376.54,402.16,410.41,410.49,400.98,401.97,411.14,418.23,420.68,427.00,437.63,447.01,452.34,476.47,482.31,494.06,507.86
2007-02-13 22:06:23+00:00,L5,372.95,377.00,392.57,374.75,371.16,382.75,392.32,386.20,372.13,365.54,363.47,366.22,367.94,377.57,373.15,373.85,372.06,372.01,374.79,366.81
2007-04-17 22:08:06+00:00,L7,364.50,363.58,378.31,359.93,360.94,365.29,366.76,348.91,348.51,349.33,351.58,352.19,345.62,355.81,358.15,358.76,356.39,373.32,,
2007-05-03 22:08:02+00:00,L7,366.08,367.05,370.71,358.71,361.94,369.52,367.72,354.05,348.61,349.94,352.90,353.92,353.68,361.53,358.98,360.34,361.90,363.55,369.01,355.34
2007-05-12 22:01:48+00:00,L7,388.06,392.35,404.15,384.60,386.54,397.74,404.21,386.45,388.25,372.17,369.68,368.35,371.22,378.04,375.97,,,,,
2007-05-28 22:01:40+00:00,L7,,,,,,,,,,,,,,383.85,381.89,383.20,387.85,383.67,380.58,380.64
2007-06-13 22:01:40+00:00,L7,,,,,,,,,,,,,,373.30,366.33,368.69,376.16,375.38,375.51,361.29
2007-07-22 22:07:45+00:00,L7,,,,,,,,,,,,,,,363.11,355.01,365.59,367.87,376.38,365.30
2007-08-07 22:07:40+00:00,L7,402.37,399.27,404.21,389.43,387.65,410.48,421.56,413.59,398.17,381.67,368.74,367.09,365.10,366.04,367.92,380.82,391.30,386.14,389.37,396.85
2007-09-24 22:07:22+00:00,L7,377.97,375.04,385.35,363.58,363.06,379.37,383.09,385.45,357.53,355.63,353.26,358.53,351.68,359.09,358.45,359.02,362.65,,,
2007-09-25 22:04:24+00:00,L5,385.80,382.81,392.46,371.70,369.47,385.86,387.38,378.12,361.97,357.05,354.44,352.14,354.38,358.38,354.59,356.01,366.70,371.08,375.99,370.35
2007-10-02 22:10:31+00:00,L5,,,,,,,369.87,342.04,339.99,335.95,345.53,342.09,341.69,348.42,342.94,346.52,349.46,342.66,346.35,340.55
2007-12-22 22:01:44+00:00,L7,370.78,367.76,383.18,363.88,351.74,,,352.18,345.06,342.30,346.40,,,,346.74,345.51,350.87,322.82,,
2008-01-23 22:01:45+00:00,L7,350.93,341.56,342.59,332.62,323.72,331.40,334.79,306.55,309.40,313.72,309.66,309.13,318.01,318.63,318.69,,,,,
2008-02-24 22:01:38+00:00,L7,350.73,344.35,343.75,333.84,332.45,345.89,339.60,312.09,316.79,318.58,320.45,320.64,323.06,332.80,324.74,323.04,,,,
2008-03-11 22:01:32+00:00,L7,,,,,,,,,,,,,,,329.52,325.58,336.39,341.10,351.14,347.88
2008-04-28 22:01:29+00:00,L7,,,,,,,,,,,,,357.21,355.70,357.45,357.02,362.51,363.71,,
2008-06-06 22:07:24+00:00,L7,354.86,354.72,354.25,334.84,331.29,338.42,,,,,,,,,,,,,348.15,348.08
2008-08-09 22:06:47+00:00,L7,386.88,378.30,384.90,359.25,360.64,373.29,380.20,371.52,356.22,348.79,350.19,346.39,353.41,358.72,356.00,353.92,361.33,369.59,,
2008-08-18 22:00:33+00:00,L7,345.54,349.53,335.42,318.10,317.15,330.68,299.84,,199.76,,,,,173.82,169.51,,,,,
2008-08-25 22:06:40+00:00,L7,390.08,378.13,381.64,362.23,359.40,372.91,383.29,358.40,356.05,348.58,351.24,347.78,356.49,361.33,,,,,,372.18
2008-09-26 22:06:23+00:00,L7,,,,,,,,,,,,350.88,350.29,358.72,358.70,357.06,362.95,368.64,380.14,393.02
2008-10-21 22:00:12+00:00,L7,,371.68,376.34,357.49,351.53,364.11,361.93,,,,,,,,,,,358.67,366.05,369.77
2008-11-13 22:06:43+00:00,L7,,,,,,,,,,334.87,332.63,334.02,337.01,341.96,342.58,338.36,345.85,353.27,362.67,358.49
2008-11-21 22:01:05+00:00,L5,376.56,373.38,378.72,357.08,356.14,364.94,366.02,343.42,345.13,342.03,344.81,348.53,351.11,340.92,345.28,347.54,351.48,360.30,370.50,371.42
2008-11-29 22:06:55+00:00,L7,352.00,346.30,352.77,332.63,329.26,339.02,342.92,333.82,351.86,,,,,,,,,338.57,348.00,346.06
2008-12-31 22:07:13+00:00,L7,352.27,350.61,357.88,337.09,330.37,335.75,348.33,341.70,334.98,321.36,322.57,327.24,324.37,335.77,,,,,,348.50
2009-01-01 21:56:07+00:00,L5,,,,,,,,,,333.06,329.92,339.13,335.65,342.92,337.10,338.51,342.85,349.45,358.42,351.64
2009-01-25 22:01:10+00:00,L7,,,,360.80,349.29,349.28,364.27,360.35,351.13,340.64,344.89,343.74,344.49,361.92,,,,,,
