,dates,per0058-0000,per0058-0001,per0058-0002,per0058-0003,per0058-0004,per0058-0005,per0058-0006,per0058-0007,per0058-0008,per0058-0009,per0058-0010,per0058-0011,per0058-0012,per0058-0013,per0058-0014,per0058-0015,per0058-0016,per0058-0017,per0058-0018,per0058-0019,per0058-0020,per0058-0021,per0058-0022,per0058-0023,per0058-0024,per0058-0025,per0058-0026,per0058-0027,per0058-0028,per0058-0029,per0058-0030,per0058-0031,per0058-0032,per0058-0033,per0058-0034,per0058-0035,per0058-0036,per0058-0037,per0058-0038,per0058-0039,per0058-0040,per0058-0041,per0058-0042,per0058-0043,per0058-0044,per0058-0045,per0058-0046,per0058-0047,per0058-0048,per0058-0049,per0058-0050,per0058-0051,per0058-0052,per0058-0053,per0058-0054,per0058-0055,per0058-0056,per0058-0057,per0058-0058,per0058-0059,per0058-0060,per0058-0061,per0058-0062,per0058-0063,per0058-0064,per0058-0065,per0058-0066,per0058-0067,per0058-0068,per0058-0069,per0058-0070,per0058-0071,per0058-0072,per0058-0073,per0058-0074,per0058-0075,per0058-0076,per0058-0077,per0058-0078,per0058-0079,per0058-0080,per0058-0081,per0058-0082,per0058-0083,per0058-0084,per0058-0085,per0058-0086,per0058-0087,per0058-0088,per0058-0089,per0058-0090,per0058-0091,per0058-0092,per0058-0093,per0058-0094,per0058-0095,per0058-0096,per0058-0097,per0058-0098,per0058-0099,per0058-0100,per0058-0101,per0058-0102,per0058-0103,per0058-0104,per0058-0105,per0058-0106,per0058-0107,per0058-0108,per0058-0109,per0058-0110,per0058-0111,per0058-0112,per0058-0113,per0058-0114,per0058-0115,per0058-0116,per0058-0117,per0058-0118,per0058-0119,per0058-0120,per0058-0121,per0058-0122,per0058-0123,per0058-0124,per0058-0125,per0058-0126,per0058-0127,per0058-0128,per0058-0129
0,1985-03-04 14:58:44+00:00,213.4774359992401,205.80956797624708,,197.01414831134093,210.56766589080914,226.78568151090764,238.14797322560838,231.56613209084688,206.87696093554132,190.96339896901787,206.61059348427403,216.98964952417094,206.71125387252476,205.01165423758454,210.15222721258849,229.33394821597983,207.88146410544786,160.9841239829061,161.9588784139413,180.95850596822373,199.84846618277288,197.54749293393758,196.79306681009854,191.30948568096193,186.48122998290467,177.03554897004074,172.9174353557798,175.5254246274671,193.0716001250885,200.3047793016183,204.0635486945957,205.87061267378925,195.33362744563956,187.0089323092733,180.6439980102107,182.48267859436842,182.1877119379837,176.0925861545275,179.63724286641218,180.62573035398995,175.28834923819113,164.2281270122911,158.88457000552526,158.17636138471084,163.03997191737415,160.77680268121577,162.647530817852,155.31508097213435,119.98266141388739,107.67237332888305,,110.42684874882956,127.06675255679446,137.20287564366288,142.06132060280467,149.7555140399964,151.61860288590853,,150.75073074486593,165.7663298724745,166.04807946166744,171.65100442220302,177.52623805403954,183.05529414497255,183.24830479061947,180.74624466142245,155.7808331797621,164.55012193781175,181.6958765914514,191.45889954302152,182.43983767130624,161.433631959359,149.52552281891263,157.0605260161356,152.35813355250403,152.60010738525574,155.19568074747468,139.38376914368607,109.87724070794955,88.57182385906475,57.152074721777325,71.0974429863389,95.887043624731,,62.29792762995038,42.085375230639514,43.45539697358605,,50.827216008648065,40.630670657059596,21.387523957753544,8.621749645403762,13.330948372181357,29.849667764247968,44.909847632767296,43.133995966181544,31.412901411850925,16.268205948890845,14.990176266490383,11.36917226041333,15.257403449105617,21.072507274976203,31.375806543258363,27.98583265743733,20.34837148160352,16.730588408573524,16.239768939584476,19.234632589043592,17.91400298458942,15.749882278095814,19.246802632233777,23.012575980081056,31.760949177124708,44.01266515673922,49.26698355390409,63.49501648925377,73.20843158594316,,,97.75215844814744,99.45272875107976,98.7678336050029,108.7400027794784,115.64951691673201,124.3615410995726,130.21119325258553,133.7640914642941,128.78612087242897,119.4449939338668,121.46212480260806
1,1986-09-15 14:48:50+00:00,197.66812813362156,222.87654510661363,235.75074550203524,222.0299324153725,226.41578877933014,257.35504270593935,249.3521972745333,239.28384121871233,195.31015153559156,160.71585899349776,187.83243874360653,220.3424685524278,224.94044133720897,214.11409393341833,212.86452066995884,207.4302359289868,178.58200164267538,161.7430775184853,159.96780501276925,190.15034369446477,200.80514626141874,202.58589499579105,197.33982473765653,187.6798762809092,187.76219566568602,185.61082194223934,185.51450582489625,184.98877778652604,203.38635056601314,222.79133682350653,226.9790643633185,217.60399571854077,183.28834824983358,161.61631801970762,171.9574414403439,169.19211815972454,176.68735355425096,186.6186501627097,189.50884884458108,182.1653525423458,183.26789450581805,170.97941046163368,165.43934419320726,154.04827978412203,147.38125657916532,136.69586515851896,146.84022952295038,152.27742014169496,134.43507889709682,97.80650801466378,,76.47479598501413,100.99279712501871,117.04740591288866,123.57299582166388,117.43502376462655,114.32477601299227,112.20235363709047,118.38001667407312,137.411857603689,150.72899411745445,173.17511477205193,181.7545908710358,186.47739678256937,186.71931905361004,167.6934533588008,160.25152542259332,170.1836729381933,189.36805170663655,197.3794007714103,177.66193557390034,152.4666010793918,135.1704551622298,135.86589989303792,142.23647232559384,147.47573756714678,141.96041394484243,115.97938228191214,84.7647098405068,53.42784476549981,25.39416576888911,37.77586183677744,63.574133586612916,41.16658861004028,23.566080609173444,14.430573159182174,8.401494849719745,8.355290904931639,,,,,,,,,,,,,,,,,,,,,,,,,,4.666680864288039,20.60992014242902,30.370897727603104,37.37871419737606,44.99727302071997,50.17335165735228,58.60950316370693,65.59294238600475,72.82573483877935,82.17058763044139,91.79467791801554,96.43114326975544,101.4085658954589,106.22859665876722,104.80714040773987,102.9169509206094,101.79658624146742
2,1987-02-06 14:48:45+00:00,197.30748604378073,209.18098722494085,201.7599713888381,199.0332555723959,202.40985802896046,206.453497316807,209.54379871929615,204.21830783315727,176.98830861774758,166.13773382896554,,230.7988304460105,210.23122723675814,218.00552607892388,215.03434406756355,203.58491018939327,181.6588252111581,161.92629565840815,160.9498635760656,197.03897720015652,195.78191495196924,191.6824271670257,193.31893824415033,192.04592401562553,173.36752874163756,164.88985922446017,176.80425089888712,180.4402854670268,199.10334843797915,215.61569284211353,218.4510103434741,218.40659538120138,190.72663954798298,161.72824953717043,158.81277302537126,160.80554979502074,170.27903194504384,171.94428475578755,168.6218859677239,171.9943627881216,166.002940540966,156.336368485146,157.25242687536064,153.8634878861169,142.1943403117375,117.0664047375916,132.02000387244405,122.16818943004137,104.54448511289978,112.72535242450839,114.90096462890588,126.86756452310043,142.84215974278544,155.7913031331072,147.39522317439196,132.69901807364045,130.17144159392717,136.43433605748595,149.84736937443017,162.8626827844626,175.9865346418407,179.07137206214236,168.6032523730804,171.74077608079043,172.5744223826876,162.53483235177848,145.74098229426392,139.9166177834001,134.5732235039747,,,117.63437153113875,108.42005581450059,110.64249675637399,105.29041717191456,116.83083685800463,135.0725232156405,128.00277663507478,103.31426080571912,58.05301825266355,26.18106361329354,30.23264602364142,35.71087044608967,32.875348930708206,22.904991331645387,7.068471919542054,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.754983406948465,24.44690587375131,36.56645044256308,45.74149061770186,63.303981975403495,66.1583302781433,77.41309388802961,79.92189344909183,87.67221652319537,94.75389126889246,94.92416610858214,80.40668216861101,,108.57867073497539,108.94297096476546,109.34238515103596,110.47238787071669
3,1987-03-26 14:50:34+00:00,226.4384952532182,228.25520068196,200.56593478641784,197.06920129760175,212.08981513432374,228.93554913478408,235.86133183743073,234.45667934312542,213.83397451896977,208.85792609855335,220.59519635995312,247.64029978571227,237.734745954686,229.39193254737296,223.32444357830184,219.03834859268756,208.0741911184403,190.25625938909428,182.43918630026153,197.35815611781078,201.47930028237317,203.8221962292062,187.8097581909546,189.4138530723356,193.76293160179813,191.47119908885136,186.12978556894421,192.58186475529766,202.78527372511132,215.4557932249121,216.13069063848155,216.2250278388776,189.78546626516538,180.43882518428867,187.7388376496788,192.32040403518067,197.8622271496039,194.874437242821,200.3780402139172,191.1827922709584,178.3383778208938,165.90248251181075,161.90596953464456,157.05370292247812,154.94953399701018,158.39978722974453,172.5571914039991,165.77519708778954,141.53295674971523,116.99549328696963,123.63620509286918,139.2330543754235,155.93754236837248,166.31546067733916,159.3274501925237,146.9410344171893,132.18474089660012,124.4509209917538,134.3725225635438,152.83749268609193,170.47255054291105,186.91260842984286,185.40247446361283,176.86432813757688,190.31344155388922,188.80606064127687,168.28797192282434,155.62117982588066,173.74716711396167,185.2086196505025,176.41231567600823,163.8812294954608,152.45311006168333,143.4638235692355,138.80339354047484,123.93437582954358,131.77065586518893,120.13114458204197,93.82645648129164,71.33800728066583,39.13435872707246,63.28016615402184,74.1701815358362,79.10076100038967,57.25181692733759,32.22284289559928,26.209086578807465,28.420282594717833,24.69861313718046,18.828600835632304,11.4051476868686,16.53888157249792,25.16456281192214,43.8614238290132,45.34556622558672,39.338271525666364,33.39944235207794,20.971639696980215,8.176035664398213,,,,,,,,,,,,,,12.11812627418136,12.584235028497194,29.171404789479197,42.73068149680693,55.62326346044277,72.53847023293406,79.54152379706608,90.42642118413107,99.45203960797755,108.37820758231163,112.67492157426811,117.51271726598236,,116.38711462938146,122.58996376913538,92.73377846736112,126.23617094913413,130.2824005734708
4,1991-04-22 14:50:18+00:00,203.69704650242366,220.84650971789898,208.19281263387717,195.06042254428172,220.194643047778,256.7248058088306,264.1100043279348,256.161833074477,227.92547354712528,204.93160939860252,194.1476295596865,196.4217727255645,217.29205575674388,240.25271789322898,244.47270372862647,232.03653110226736,195.6353772081115,193.93661407309418,189.22606980907176,183.6449456004032,199.70577654254475,208.79425963328652,200.49824884530943,191.79776070410296,190.96769615882823,181.6487413873651,183.2913799225725,186.46038814189507,195.35357725521033,193.05526524206607,202.25363802952765,202.38255148047074,187.43137490059462,179.32651064881946,183.52882354113427,182.48712416668843,181.77272064894595,173.4440592019398,171.6238323999609,163.49564896688338,156.4028420378153,146.77078455750757,154.62137367709624,156.1660701436295,165.93819742617194,174.09919082358468,171.27745126291578,162.22137528777193,140.1360608849859,128.1869125878414,126.71658362013991,133.85054347910017,145.39685351209062,152.36742276844163,155.30198386288987,155.75416406971448,153.46631111780215,154.94108182922994,170.536841821452,174.21514730883212,170.8231665305421,187.91815487826693,197.0468898831612,196.45414313224546,188.68429710768817,180.72628086033004,171.60955754675948,156.57020687603062,168.67051459820374,189.49978244021418,196.21230339239938,171.30931373471503,150.72306105404687,146.14994536362357,144.26211817230453,142.66251734446087,147.71217711207055,124.6428779639235,97.22911198807577,83.52862250231524,81.22443031216869,101.25237045903506,97.95900316125616,85.34326093662025,71.92789523609986,60.91406149082801,52.28631319905445,48.03935721373545,48.94791589416349,40.568134102172,33.91607639956405,26.455728669774498,28.562724456632772,42.997235740550046,51.562367548624195,41.36798125242689,21.457583014365007,6.599369630479621,,,8.116302388158672,15.910645881823818,29.001336794515062,22.356336087684323,6.832967701578865,,,,,,,,,9.700253856593445,27.45210445550149,40.82728883847615,53.269469358460505,56.678539491849705,57.51689910762119,63.433708003851116,67.96852536089028,66.18264537100431,70.12128642539858,72.12598827644283,81.4283755998591,84.94121689533748,91.46446177436906,83.77607931788556,81.93189901412599,
5,1991-07-11 14:51:29+00:00,205.44333753532536,239.63973714115886,215.4389952107538,197.1741682604233,194.28891496762807,259.01081495871324,263.4926458312393,254.09586354814212,234.21780891151337,220.89190683001476,203.55445172419286,207.0999564163455,209.46701107294865,224.30175368218863,,,,162.66455541981406,154.84448595369037,157.62737095611283,,170.64409745133196,166.9624204523693,164.36920418473844,163.8691415586681,145.73237044788146,154.40368020790163,162.29588481333047,164.47831542289137,168.28748187322225,178.5982792609303,191.03951027008017,178.08799234751413,162.2477667317097,171.1209236534405,177.86005530797883,183.17660205233346,174.41290396199204,170.8986320268408,166.96108549930855,151.14806728895644,132.5264459497875,133.3710720621542,138.53852478818098,151.18106198326097,160.48003468777736,154.40677494383047,142.41975834522202,119.35938719497977,116.41487310141883,122.97925379775924,127.01834690070174,138.6939465103472,144.64790960660568,148.23619144485187,153.33632972444983,160.46322210110884,166.6627138689925,173.9994511309194,168.71623588752817,164.62754068973777,173.71932351597934,184.5530222903197,180.43542853826565,178.6734615755817,168.7830935799799,150.7429277539123,154.48001246933953,167.4554977322348,175.93004516658533,177.4278842516751,155.2114987526814,135.49226714381385,131.0730803492356,122.94600211094581,120.47890171193218,140.86521461806402,137.17043060476152,99.484242286107,81.90194493800925,70.20957773186872,86.34471749058974,90.6155841109849,87.25151184107831,63.47549346208119,51.319173663231474,44.20870410442953,48.24994488323592,54.85215340795305,51.76807469546014,36.83550724374979,26.086320347789552,25.962221278374813,34.53551364806069,36.57224042233804,20.029435370206457,7.097459194112926,,,6.429645400770871,9.045753783402782,15.813064083692677,30.000064012706147,17.8479001836047,10.503927784820213,,,,,,,,9.588987808092611,14.21137202350338,26.52769077056022,37.5412905985553,48.204247344633984,51.80690669316796,54.203106029401965,59.55154333540456,66.15012275148815,71.94667360635262,61.60263621366988,58.67881436157003,66.33545136147998,76.16791684383692,85.81911237032968,76.05906083308832,74.16314816410248,
6,1991-11-16 14:52:30+00:00,,,,,,,,,,,,,,,,,,,,,,179.63103807054222,180.6593852319198,172.9889846491704,,,,,,,,,,174.8471206770664,175.67861035330085,175.94933356123315,179.9244575279223,,,,,,,,,,150.39297579322522,138.17754459887726,112.01317839785682,100.14876015052188,100.80223547352571,108.7088811787992,127.76374585218858,133.99483769894053,134.26151391463964,137.7945489120432,135.76093403768581,143.09671646291605,158.40779798564742,162.46888501570027,169.92940344817134,173.16077622259724,192.17566099763454,199.84344403083105,195.87758439222483,189.96008333864637,163.4830040806459,149.41712328616785,157.56066665622882,167.406550814386,161.77213035176408,144.8224092575979,144.60986645519787,149.3240631591361,145.19229783682306,151.1793468381777,156.73788421833348,141.3263211037123,105.65922696825032,81.30449485711003,68.95041235509217,97.00433528478959,104.36837423749205,87.27963940316235,58.42653424594583,55.54550488320323,47.40109605420767,22.92405456255525,12.319765468951392,22.169218273183322,15.257376701116925,17.535190974563932,18.55511987686056,19.921468583201204,29.573851041267375,30.529058069840275,26.02491358953501,7.79393101888005,,2.3752712820528625,6.065807899922633,14.217389341080839,28.63581503301682,12.803323622888177,,,,,,,,,,6.893051680508776,18.47096299605301,42.186523750358745,51.52901839233794,52.66337926354435,57.27904443457032,72.43424675312733,68.53675367541379,76.02281197717366,,,,,,,,
7,1993-04-11 14:50:35+00:00,184.19993673218613,195.09310074943227,188.47235483222678,189.16208809517894,200.6061916397113,,238.1139835106461,256.21448053344443,233.81814776670868,200.1039179834476,190.17624689306942,181.2362922681969,,165.0384058008897,191.2912151135646,200.9526797344005,197.49273978131228,180.16395029149314,160.04297741152908,161.12434636121498,167.39103088418088,177.25332508381092,178.85992834202023,173.95942898238405,173.20129832453244,163.48855366145438,159.56980197332086,158.8829582682023,164.13063653834413,163.09867605722013,164.65743922791097,166.87742526727445,154.76731880490522,152.11771583369844,155.84031000574151,160.49180146678066,159.4866259976984,166.68849616382698,163.94907343105243,156.2927861510676,147.60888441829923,129.55299495981345,133.24288809731377,137.49156042842094,137.54425945165804,143.11581165181047,149.445685170103,137.06371658013802,102.87960203302183,100.62704287291123,98.15212065038978,98.0644960313961,112.46482160190409,114.90452462182473,116.39396730367446,122.12628410523004,133.55521408681165,136.95146772608553,145.9661287698682,148.99470409336402,152.2400292374007,156.33165874284063,160.59205738963834,174.27242949500857,174.97719438753953,165.42058032103148,138.42032265488194,128.94051881515455,136.14251802716143,142.5694758513235,135.44146362965225,117.90206074503439,108.77652579568684,113.43359743729688,110.32423479412671,112.414056584701,113.90304498868875,95.9220591107186,79.76473580904005,67.62024913923156,55.34245221990422,71.0478257749076,78.86521909859636,64.81187373264207,60.06306517488898,46.891869148614134,21.650905574070165,14.960624819581838,8.585951507809348,9.445955651000983,,,,11.904200294249772,15.23738051646848,17.236639557718412,12.212788836709063,6.248865083691479,,,,,,,,,,,,,1.1264692170528159,6.027096317176804,9.87889614342512,10.553681744273838,23.660664950823993,20.234966603200405,35.819255979883835,43.190443685323146,50.71892515145932,54.004089310347965,59.85556208328074,62.54816393202401,64.60834418852542,66.32067212544034,69.1335678761927,69.00640428763865,75.75333845231494,75.033457865063,69.95601697122831,62.76133039797475
8,1993-08-17 14:50:41+00:00,189.6050760693011,209.5132230480743,215.59154071018762,220.55376348043535,243.32073331649565,261.21236111765984,283.31749374331713,298.0661183543843,246.4596165649222,194.6748978736243,180.2713868954617,198.29508870747415,201.21223198184822,194.9907313568891,219.67820830472266,228.26765461255422,223.3976350334877,214.09573626966036,197.52896800076928,205.14180813989998,213.2486491809196,201.38762283274892,190.11508485978146,179.19132743890052,202.32519368669023,186.2923774985835,171.7991395436232,168.17636553637135,178.24095011209664,181.19662792816138,182.54230838866368,192.61912530566698,181.63921728171613,175.88037449281373,185.38231764459897,191.27934443303974,199.40359060448503,219.59438750355997,186.3335185236803,168.69305613430527,162.77896684833192,145.5647928126358,144.8675310028413,143.2390873002331,147.51390652617886,155.47564803653626,158.30424642021734,161.9081370600186,134.0470193750276,117.12781496700667,110.52697030696288,118.19886675830742,132.05851888865897,141.72443909238223,143.00563582118616,142.65398815668885,148.00217671221435,156.113129694554,169.9586787106217,171.30473785163315,171.2933105629123,177.70145973375713,189.73887946455125,195.29593193704886,194.50573946673313,192.83306915797147,171.18159871434818,172.9594502032911,174.9484688297442,170.09792553764964,172.14693805024964,149.07367695925612,125.1787558962384,136.36342343409535,125.35487895810805,124.24025100047123,131.02991353621505,120.33157140518855,90.27115972125333,61.69123829708926,55.73340563394505,81.21376911301265,106.63706070726153,74.21972550573018,53.036162942784465,52.186359959318565,54.373090490723825,37.77500155551034,27.212737598334677,18.008859186969737,19.745227135435396,21.03789420341696,23.005443295407463,35.049172377149,47.767105081421285,40.074117321094135,27.141790902277954,15.295962760446958,13.373923636394705,1.25721403547616,12.829792596331911,19.77287523446575,37.1182346253247,30.814768599093124,24.838571314738367,15.506047613586741,12.143065738190671,15.210020054604247,16.235764433306507,21.94189670895743,23.398817777263616,28.118073177137795,43.23553455529654,49.991204492450905,57.067219782837896,57.89406041173149,62.10989150034911,59.566926043185674,66.65822705528416,77.02683566077941,77.59116005759022,92.34303699029715,91.66272717935576,91.59262122146528,92.30267802486216,94.55731390640793,99.25623002065156,92.17200450424399,84.34705055785965,78.99938523155866
9,1993-10-04 14:50:33+00:00,199.36624355749146,207.62289167074522,217.12804124745202,205.13813169500003,225.29641773256768,263.5113372566449,282.8672458764028,295.5134340507419,262.4422188723291,200.025771228027,194.20871710254596,186.74465811106347,172.50023761128492,186.27727192040243,209.73681206534985,213.8952948975093,205.83375643774176,197.07356600608261,186.7213180646324,181.62131589217375,213.6159495940709,229.92842815244435,214.20561081122423,188.76474296760384,192.69009314688293,179.13033787145338,168.1273616866192,167.79217595676303,185.2802563054757,182.04131975896695,178.06775670794352,190.1587976165289,177.7380870220536,170.94293766782658,177.37373208195908,184.3071682885634,191.9001830419854,199.41361207089457,192.73334407220554,184.5031028738834,165.3986751242897,157.73677217227726,161.0173971509069,139.9263402324703,141.66388508462174,155.07306978263307,161.99695085444804,155.02979466899168,122.98667775591235,114.9839871377439,113.19668363902503,115.41339092675827,123.91905516161671,136.64071217007233,139.7311112201266,144.4621905100915,146.9533141413561,153.5696160345009,162.86298506469,166.71547658342735,170.91718398972546,180.4716820524573,188.23240118188818,194.13988325624172,193.7289066922795,180.1683209167469,156.93802622107788,144.58761407454097,164.31191522632136,183.72716775841636,179.03689074767553,163.46348651851875,152.73045310575975,157.00576152538423,135.90038888193922,126.43312613141657,138.61787353575025,122.4826996265234,76.56445966881222,63.30729713712272,55.28194773724928,81.88131515501642,102.58832211416222,83.8780228938115,62.794395730809896,57.99056952720954,48.56920181048956,42.116578836246674,38.34720408723557,27.74536949874485,26.17789852639369,31.387185365590067,37.73696077254603,39.86445383785424,46.47308584010438,42.24938736779392,23.067239376115424,9.924008674519051,11.52975416291039,8.347832653476068,19.55878644458089,29.639542168952733,42.573588721599876,38.166003375186754,28.2535352184618,26.30582958903314,20.643013813920945,24.034289003630807,23.88949031689036,22.29544890182064,23.38147886933713,28.248201594149144,38.185035942780075,45.33524201266059,51.716834331505645,59.52238599918012,63.151907219371004,66.73399473455027,70.77397683369449,72.83672504198212,78.67459011700115,85.39672028595928,90.92645618553354,93.55586246617017,92.7158241338907,93.5402111941784,97.37269812907182,91.63924497175216,90.16426554159354,85.93937896008546
