dates,nzd0255-0000,nzd0255-0001,nzd0255-0002,nzd0255-0003,nzd0255-0004,nzd0255-0005,nzd0255-0006,nzd0255-0007,nzd0255-0008,nzd0255-0009,nzd0255-0010,nzd0255-0011,nzd0255-0012,nzd0255-0013,nzd0255-0014,nzd0255-0015,nzd0255-0016,nzd0255-0017,nzd0255-0018,nzd0255-0019,nzd0255-0020,nzd0255-0021,nzd0255-0022,satname
1999-08-05 21:46:59+00:00,251.39,240.04,235.77,256.24,269.22,274.63,288.00,294.54,288.70,294.67,317.07,330.92,329.59,328.15,331.91,333.52,331.62,326.75,326.07,327.15,328.22,325.76,322.09,L7
1999-08-21 21:46:56+00:00,251.84,242.35,240.76,256.88,274.78,277.91,284.71,292.79,288.49,296.52,318.26,335.70,333.33,331.96,334.42,335.51,331.84,323.26,324.81,323.63,325.24,326.40,322.41,L7
1999-09-06 21:46:59+00:00,252.71,242.67,240.67,262.97,280.68,277.39,286.44,294.00,290.95,296.85,316.19,336.42,335.06,333.66,334.94,335.68,332.35,324.10,325.15,324.34,326.10,327.10,325.15,L7
1999-09-22 21:47:00+00:00,251.53,242.94,241.07,263.41,281.87,278.65,286.95,294.08,290.01,296.60,318.88,338.67,333.28,331.56,333.98,336.05,331.20,322.62,324.58,324.34,326.10,327.10,325.15,L7
1999-10-08 21:47:06+00:00,251.23,243.03,242.67,263.70,282.08,279.75,288.05,294.74,289.71,296.20,316.45,336.55,331.95,330.01,332.75,335.32,330.83,322.65,324.98,324.93,326.49,326.68,325.24,L7
1999-10-24 21:46:56+00:00,251.74,243.61,242.92,264.45,282.93,281.20,289.43,297.01,290.64,297.69,316.97,336.73,332.64,331.06,333.47,336.07,332.61,324.26,325.55,326.40,328.76,328.81,327.65,L7
2000-02-13 21:46:48+00:00,248.88,242.05,242.34,263.43,283.69,280.92,287.39,294.77,289.46,297.02,316.41,335.04,330.57,329.58,332.47,335.48,330.65,322.85,324.38,325.85,327.85,329.16,329.02,L7
2000-04-01 21:46:34+00:00,246.64,239.87,239.48,257.74,279.73,279.99,287.92,296.70,288.16,297.13,312.93,329.13,326.66,325.49,331.01,335.03,331.17,324.86,324.10,325.80,327.12,328.89,328.61,L7
2000-05-19 21:46:07+00:00,242.56,235.97,234.14,252.17,275.98,275.84,282.27,292.36,287.88,294.81,315.47,329.99,326.27,326.11,332.53,337.23,332.35,326.15,323.63,325.64,324.53,327.42,326.77,L7
2000-08-07 21:45:08+00:00,243.65,237.63,234.88,254.04,277.46,277.18,282.26,291.97,287.25,294.50,316.01,331.12,326.50,325.48,332.37,337.05,334.15,325.98,324.25,324.89,324.87,326.65,326.61,L7
2001-04-04 21:44:06+00:00,255.78,249.26,239.11,254.50,280.10,276.09,280.40,284.84,285.18,290.06,326.14,339.21,335.23,335.04,336.09,335.60,326.91,323.03,323.78,324.15,326.90,324.15,326.77,L7
2001-04-20 21:44:10+00:00,256.77,248.19,241.41,260.09,283.75,276.60,284.20,285.71,286.95,291.54,321.43,335.52,332.54,332.94,334.32,336.88,332.29,325.46,326.50,327.14,329.65,327.72,328.55,L7
2001-05-22 21:43:54+00:00,253.26,244.19,237.63,257.67,279.78,273.67,279.57,284.89,285.70,290.83,317.50,332.57,330.54,328.48,331.77,334.22,331.45,324.57,325.56,326.37,327.49,326.82,327.66,L7
2001-07-25 21:43:18+00:00,254.41,244.06,238.92,261.75,281.72,278.98,284.66,290.06,287.80,293.87,320.19,334.53,331.63,328.94,333.55,335.35,332.75,327.25,328.25,329.46,330.33,330.00,331.43,L7
2001-08-10 21:43:00+00:00,254.77,242.84,238.10,262.41,281.00,279.35,286.29,290.73,287.77,293.36,318.61,333.63,331.37,327.63,332.46,334.17,332.02,327.27,327.68,328.87,330.60,330.14,330.85,L7
2001-09-27 21:42:29+00:00,255.09,243.36,238.10,262.10,279.60,278.46,285.37,290.08,286.81,293.46,318.30,333.68,331.75,327.75,332.67,334.79,333.12,328.36,328.03,329.40,330.58,330.54,331.25,L7
2001-10-13 21:42:15+00:00,256.64,243.68,239.61,263.91,280.52,278.67,286.09,290.85,287.27,293.93,319.20,335.79,331.96,326.82,331.42,334.62,333.62,328.84,328.11,330.47,331.36,331.08,332.35,L7
