dates,satname,nzd0255-0000,nzd0255-0001,nzd0255-0002,nzd0255-0003,nzd0255-0004,nzd0255-0005,nzd0255-0006,nzd0255-0007,nzd0255-0008,nzd0255-0009,nzd0255-0010,nzd0255-0011,nzd0255-0012,nzd0255-0013,nzd0255-0014,nzd0255-0015,nzd0255-0016,nzd0255-0017,nzd0255-0018,nzd0255-0019,nzd0255-0020,nzd0255-0021,nzd0255-0022
1999-08-05 21:46:59+00:00,L7,250.25,239.04,234.63,255.35,268.42,273.83,287.33,293.65,288.20,294.00,316.18,330.12,329.02,327.62,331.44,333.20,331.15,326.25,325.71,326.73,327.75,325.26,321.52
1999-08-21 21:46:56+00:00,L7,261.44,252.66,254.90,264.62,286.74,287.60,286.75,298.15,292.27,303.70,326.57,346.87,341.64,340.05,340.69,340.07,335.81,323.77,326.46,323.49,326.01,331.04,327.31
1999-09-06 21:46:59+00:00,L7,273.59,260.06,259.61,290.04,305.89,289.73,301.06,311.32,304.26,308.67,326.94,351.26,348.10,345.99,343.85,341.38,341.25,334.15,331.92,332.80,335.72,336.88,340.19
1999-09-22 21:47:00+00:00,L7,263.41,257.23,257.72,276.74,296.23,293.24,297.50,306.30,293.94,304.86,338.94,356.21,335.64,332.44,337.44,341.48,334.10,324.95,327.80,,,,
1999-10-08 21:47:06+00:00,L7,261.48,253.41,260.50,273.75,290.93,292.14,299.11,306.26,293.49,301.27,315.60,336.07,332.35,329.16,332.54,335.58,334.07,327.76,330.22,330.92,332.34,330.40,331.21
1999-10-24 21:46:56+00:00,L7,265.42,256.24,255.32,276.87,294.96,296.29,302.83,317.06,300.18,311.62,328.28,345.43,341.68,341.52,341.69,342.98,346.11,337.21,331.92,336.38,342.45,342.22,342.87
2000-02-13 21:46:48+00:00,L7,230.78,227.72,228.84,247.44,271.36,270.52,273.75,278.44,280.10,288.67,311.03,318.39,315.43,317.67,324.50,328.98,318.42,316.76,318.00,323.16,322.28,326.03,327.22
2000-04-01 21:46:34+00:00,L7,262.89,251.87,247.24,259.33,285.46,284.81,295.83,311.51,293.75,306.80,323.25,340.42,334.16,329.48,339.32,342.09,340.09,332.59,327.09,325.27,325.42,331.80,330.15
2000-05-19 21:46:07+00:00,L7,241.72,235.07,234.05,255.73,276.53,277.60,281.73,293.14,293.17,293.46,318.13,336.57,333.08,334.78,336.94,342.78,341.73,332.47,328.26,331.33,329.08,327.79,326.79
2000-08-07 21:45:08+00:00,L7,244.91,240.88,235.12,258.11,280.48,279.77,281.06,289.23,284.49,292.38,316.07,333.09,326.20,322.65,331.06,335.97,338.73,324.59,325.49,321.89,325.05,323.47,325.15
2001-04-04 21:44:06+00:00,L7,275.21,266.26,258.54,269.61,293.70,289.69,291.73,299.95,293.68,301.39,341.25,352.81,344.94,344.11,344.09,341.04,334.91,331.53,329.96,331.31,334.90,332.65,336.48
2001-04-20 21:44:10+00:00,L7,272.06,259.61,257.99,276.78,297.40,287.11,296.33,297.70,294.97,301.35,327.83,341.84,336.99,337.51,338.43,342.15,343.55,334.15,333.78,335.39,338.28,337.54,337.47
2001-05-22 21:43:54+00:00,L7,254.80,243.71,238.66,259.52,277.85,273.80,275.32,289.91,286.96,294.41,316.32,332.65,330.82,323.56,330.19,331.30,333.30,326.54,326.41,327.98,326.69,328.76,330.17
2001-07-25 21:43:18+00:00,L7,237.58,225.90,222.50,258.20,273.31,280.70,288.10,289.79,285.20,291.16,312.48,326.24,324.79,320.83,330.56,333.08,328.28,326.42,329.88,331.26,330.52,330.67,332.61
2001-08-10 21:43:00+00:00,L7,244.79,227.97,223.38,256.16,270.16,272.85,286.15,284.54,282.65,284.64,303.38,322.00,324.60,317.06,323.37,326.23,324.42,322.31,321.74,322.33,326.98,325.72,322.81
2001-09-27 21:42:29+00:00,L7,268.67,256.44,250.11,269.87,281.00,282.40,287.77,296.14,287.28,300.98,326.11,342.35,339.62,333.95,338.65,341.25,343.52,339.09,333.58,336.46,335.38,337.76,339.28
2001-10-13 21:42:15+00:00,L7,283.96,267.71,267.04,280.05,298.81,290.56,295.72,304.14,296.17,303.87,346.17,365.06,345.94,338.26,336.37,339.88,337.68,334.18,330.28,337.52,339.34,335.68,342.75
2001-10-29 21:42:21+00:00,L7,264.67,257.10,263.15,277.00,293.06,285.56,296.15,306.61,297.99,306.04,328.46,346.17,340.79,333.92,337.70,343.75,347.24,343.51,337.80,337.10,342.14,341.37,341.44
2002-01-17 21:42:52+00:00,L7,249.51,243.06,234.96,257.88,277.52,274.80,273.76,282.71,288.16,289.23,308.04,324.21,332.38,324.84,333.51,335.87,340.52,331.16,330.85,334.70,336.79,334.97,329.34
2002-02-18 21:42:54+00:00,L7,237.79,225.37,217.23,247.84,259.58,270.71,278.17,280.57,274.25,283.34,303.89,320.21,323.63,321.86,326.26,326.46,323.08,321.15,318.52,320.76,320.48,320.97,319.57
2002-04-07 21:42:52+00:00,L7,263.86,255.93,260.69,278.47,300.96,299.36,302.53,296.87,292.52,310.52,338.53,344.58,345.33,349.02,344.29,351.82,347.33,348.56,342.25,341.92,345.20,347.74,347.56
2002-09-14 21:41:55+00:00,L7,256.06,253.61,254.68,271.39,293.82,288.60,297.72,304.19,306.31,307.98,328.58,342.92,336.52,335.35,339.37,340.33,338.46,334.44,332.88,335.17,333.14,330.32,331.53
2002-11-01 21:41:54+00:00,L7,265.97,254.52,251.08,274.63,297.03,305.51,304.79,311.81,299.67,302.23,322.93,334.98,334.21,326.45,332.75,334.38,335.33,334.42,326.98,330.04,330.41,327.04,328.03
2003-01-20 21:42:33+00:00,L7,244.52,239.35,230.83,255.81,276.51,276.47,277.45,284.55,284.33,290.23,308.17,321.74,317.39,320.94,326.79,331.72,326.57,321.14,318.67,313.84,314.42,312.28,314.79
2003-02-05 21:42:41+00:00,L7,259.63,255.89,249.42,278.07,284.05,289.93,288.87,296.98,289.64,299.17,308.78,324.85,326.54,324.16,331.71,333.05,331.46,323.52,324.48,322.23,320.49,315.81,317.15
2003-02-21 21:42:44+00:00,L7,242.48,238.64,216.32,256.80,277.98,270.59,270.66,287.88,272.45,283.48,302.46,318.70,322.03,320.37,324.65,326.48,327.83,319.89,319.26,317.40,321.97,314.34,315.97
2003-05-12 21:42:48+00:00,L7,255.11,250.69,252.83,272.68,286.32,291.34,302.94,308.58,297.67,306.10,341.64,345.59,332.63,332.85,336.60,343.57,345.42,,329.20,329.49,331.37,330.40,333.20
2003-05-28 21:42:46+00:00,L7,254.75,254.14,250.79,279.63,296.93,299.52,304.71,303.36,300.93,310.51,336.74,346.29,338.71,333.62,341.53,344.65,348.14,344.28,333.23,337.20,336.15,335.99,336.82
2003-07-15 21:42:38+00:00,L7,232.97,228.42,232.06,255.09,271.50,278.67,286.66,,,300.25,321.16,332.71,331.98,328.10,333.66,337.46,337.49,,325.62,328.92,327.07,,
2003-08-16 21:42:28+00:00,L7,236.41,215.72,199.69,251.79,264.53,268.67,270.84,273.91,,,309.69,311.74,311.06,312.26,317.37,319.22,314.19,315.68,312.97,314.48,312.68,308.01,309.84
