,dates,usa_HI_0023-0000,usa_HI_0023-0001,usa_HI_0023-0002,usa_HI_0023-0003,usa_HI_0023-0004,usa_HI_0023-0005,usa_HI_0023-0006,usa_HI_0023-0007,usa_HI_0023-0008,usa_HI_0023-0009,usa_HI_0023-0010,usa_HI_0023-0011,usa_HI_0023-0012,usa_HI_0023-0013,usa_HI_0023-0014,usa_HI_0023-0015,usa_HI_0023-0016,usa_HI_0023-0017,usa_HI_0023-0018,usa_HI_0023-0019,usa_HI_0023-0020
0,1991-10-09 20:18:07+00:00,199.13540125726854,,,194.43070741901425,,195.62026218229806,176.10061599555414,178.66333162125284,184.35011560575649,191.65156668960742,,,,,204.52620383701242,183.9330914121435,159.63265479987126,178.055794490356,155.4168985132519,172.30466317450362,182.86912151473774
1,1991-11-10 20:18:16+00:00,,,,,,,,,,,,,,,,,163.99900346805035,197.55639188902288,174.99009529243077,175.7426948516032,185.62627424872468
2,1991-12-12 20:18:31+00:00,,,,,,179.4209128556617,167.22149699753132,170.0049005847662,175.69525832531372,171.22908906137204,,,,,206.81056657408445,211.30416833387784,187.76300782021414,201.6607226898441,162.30172024824248,153.16106002159611,162.82646865171003
3,1999-07-03 20:46:48+00:00,191.84704394448158,169.77870591223413,166.44962782639323,196.44207617065314,207.05517527399113,179.04113983411904,159.34744972424224,161.51083061743594,194.23005213131594,193.35324226006466,199.21336101831608,206.73748279101477,236.37456456571496,238.27807334156435,218.53683203182828,196.00544107634315,179.32401200339834,191.36699066555826,184.6986245104174,203.0465333668399,209.5076060473938
4,1999-08-20 20:46:55+00:00,219.2447372940521,182.9496104644417,180.1822863859757,212.26054949410482,221.4662476331312,200.07817585658515,182.48489895856855,196.50557064869506,223.36073938519291,230.28860888110336,229.58868130005314,235.10219915069925,256.246686035131,251.8834425299775,228.2060127584735,197.89994190233645,176.48614240242298,189.54702863003345,180.8137576930016,196.86928279537594,
5,1999-09-05 20:46:59+00:00,225.00760603670398,199.7422089713195,185.8448799589148,206.670256936068,220.68063515963644,202.84281558822028,189.42023165052012,202.27236809613194,223.86021720118964,230.11339991115278,236.42581139259937,233.26294845082734,257.33285049577694,251.82000269184078,228.639482552819,190.08840839678135,169.12365538794654,188.78087559923227,181.0681854920684,192.9503057152477,237.73163830567094
6,1999-09-21 20:46:59+00:00,205.51187104333897,199.63510962426207,193.62842521118017,201.1221339510054,214.46256026865487,205.1620595884107,183.628386567651,186.69076883819545,195.80850001559722,208.12439039436765,225.69900266103232,223.20456911523235,236.45010513956967,239.83563740585694,248.0369016121949,185.29604318716622,171.52948360926766,187.22686006599153,173.50003136835326,186.09308164200831,219.94160762450176
7,1999-09-28 20:53:15+00:00,193.7015228455799,182.81300459601434,173.82144002882168,191.88687655108978,,,,169.9773243243664,188.76698330191954,207.53227294965743,217.79069198733063,215.9873078261613,220.2303747349927,219.7925398857834,196.19977002287308,173.36575130600653,149.15943154188335,165.33928335360105,160.13187069396156,177.7404122568477,213.68437893580668
8,1999-11-08 20:46:58+00:00,192.113543919767,180.63945157012265,173.40576068994395,184.33176963176743,198.2557324562905,172.60042828770477,154.88628676337675,159.47275787600893,174.80181937729495,192.5197743065688,197.0467746343102,203.41457973961923,219.26850401356177,221.15766718589262,195.69003711322316,178.44644562774988,149.6761213862653,176.71535461706407,162.60423503094734,182.62785689566846,198.2161471303404
9,1999-11-24 20:46:49+00:00,194.81889738028667,189.60354482291748,188.12115760259655,195.53314967929705,207.04609400980632,195.34456670157795,171.66415482378818,157.27051086019725,179.52712082426834,195.85778488177965,209.91835110653483,202.90802169898853,210.2627737414723,222.59366697052099,213.63150724466482,186.473880950759,159.38833212798494,171.24724613974527,158.3876335697166,170.10156038605382,187.01066340167165
10,1999-12-17 20:53:11+00:00,,,197.84850773466022,198.74379231342058,199.69676781736118,200.25806995667364,185.7816280801388,191.91590074039368,193.75517798326305,187.9638285323243,196.0825369920848,194.02476488340665,191.53730681317467,199.65063431816765,220.5875266178311,,191.3000740693076,188.09748506425302,169.16703379976082,176.32790426594892,188.6251964413884
