,dates,chi0386-0000,chi0386-0001,chi0386-0002,chi0386-0003,chi0386-0004,chi0386-0005,chi0386-0006,chi0386-0007,chi0386-0008,chi0386-0009,chi0386-0010,chi0386-0011,chi0386-0012,chi0386-0013,chi0386-0014,chi0386-0015,chi0386-0016,chi0386-0017,chi0386-0018,chi0386-0019,chi0386-0020,chi0386-0021,chi0386-0022,chi0386-0023,chi0386-0024,chi0386-0025,chi0386-0026,chi0386-0027,chi0386-0028,chi0386-0029,chi0386-0030,chi0386-0031,chi0386-0032
0,1986-02-04 14:07:35+00:00,,,,,217.41371491492555,214.87857695486093,202.28257753003638,199.99388094842243,202.48013247685705,,189.64789253647464,219.24780944016504,218.20472229805807,216.4590016336871,220.5592027665165,207.3564672029852,213.25292664297766,217.5862506693633,218.41378492843086,182.92255300168074,193.88356938036708,218.01220926155096,206.10186416890232,218.02510161198228,183.48818477080016,210.85084906677986,220.8098971223237,178.11218426270267,206.52849226733554,204.94703273741555,201.5059901993863,203.5049843394537,175.9199268713277
1,1986-08-15 14:02:17+00:00,129.24760604397173,162.810500833967,168.09553328237865,175.96180410973142,182.62405181780122,180.69492415182924,173.62901162666543,165.54223002627737,166.95573805849045,167.49447097471642,160.35609079021026,184.87772147876893,188.01126008770325,203.56826159608192,186.51877400662897,210.7431909961614,198.45002071314332,204.57117183453022,216.60009295861545,181.30860683491602,168.7735667775861,189.48470752633486,185.50524698343264,183.8151923346204,172.28119409349506,205.86912967776928,,,,183.31167450839018,174.8834194573123,185.83582149353538,174.06995669867973
2,1986-09-16 14:01:09+00:00,132.89162588298075,155.0075418153378,160.61057197331834,160.58587074419074,169.6132392898878,173.43318620865128,165.2412359472936,163.8508125648215,158.81375278474968,162.86010924397027,156.6147947974282,179.75812880724558,175.74571212495889,192.36190755088086,178.32366937093647,199.7381045507752,202.02992227261814,,,,,,,,,,,163.15662278377638,173.39248900253813,172.93583956235895,163.4465610384428,156.88040616206746,136.2721939816809
3,1986-12-21 13:59:37+00:00,186.14724064472938,171.21530493073956,175.05264398371588,187.35418406443785,186.6321734538251,179.68426451887012,187.03328483498876,181.88773602667152,192.10774607310515,186.50775461317062,182.46904156322682,191.45522005665734,191.5686132030161,196.34257386181503,194.13306095157427,196.47612361361695,196.40887626234712,199.1311800100193,211.89623142885156,182.9414438792178,192.55167957401744,216.05907925192938,201.20900265805,201.31738995548824,177.42591828709226,193.93962457508292,217.84352419333175,167.54226809120956,188.04334886055926,192.48337342619973,186.93789865804558,191.6937248147576,172.56707175619147
4,1987-01-06 14:00:06+00:00,204.51312248440985,198.5323639711055,202.60831556667,197.97036535243228,205.836113143985,192.04811823413723,195.13181932949226,178.2659255552179,184.66041360274082,188.26215842180287,181.21892581617647,196.95381667728103,194.346560854597,195.55351814189333,194.3073714804006,207.24827720493786,207.17020503335652,214.68772552004512,206.95959870169438,174.9642876259318,194.97878271646286,210.98518167386047,198.88436585341304,209.12130211707705,171.37115340628816,199.02531471785178,217.9521267424721,171.63519510370003,192.58090632028808,196.21800213794046,193.00507902019012,182.80522334996823,170.00547168624996
5,1987-02-07 14:01:09+00:00,227.78937392137394,,243.37289477728092,233.6924294588439,234.81105183864366,217.57019785093843,205.76360052431298,202.37702714301633,189.7278101639587,195.60633879990502,190.40270524911415,206.10096188498815,208.30349961709533,210.84883792283526,219.30992719135082,210.92899235935087,206.62204328903627,221.04958078156142,219.09240032274897,186.2804025651002,201.14655445483888,229.328493312886,213.66975346179208,219.1171505581616,187.3901498362905,203.3956421107743,233.55040714019634,180.8086888561677,200.90324626673475,204.68392648928005,208.95875674052837,202.3671261332595,185.7527177142266
6,1998-02-21 14:16:53+00:00,201.5929283698517,188.6868498615872,204.38617911558634,241.5110287254543,261.80461460010594,248.12337483523044,232.73298196449042,232.5451673740099,216.72223438179847,207.17988631052066,189.05060367782636,217.26359877089368,215.5948039459114,203.12824791650755,220.82221288875215,219.716810301325,213.49374438372817,208.7565840225618,220.12087064722795,209.71198035368127,231.05145384301045,245.4720031854356,237.264149446208,219.45353253195535,181.89181165800233,195.4128691872417,214.87499497612407,178.29795607070477,190.4150939236727,198.5822260597645,197.62773828557363,183.79289531135737,172.58057414187343
7,1998-03-09 14:17:09+00:00,191.74564655520052,179.95524515521336,169.28761481414364,185.81287069854125,195.19611165321334,170.84355352969072,174.85100417437434,,169.78653804755717,160.1394703676595,147.03457088398366,168.86667853947836,176.25963812215946,183.10508857479232,170.47057755915228,189.75124366013017,183.89025851306567,,205.12694350460578,,,,,,151.91726163707105,183.68883928748295,176.88855407343192,161.45435150193956,183.8310114572723,180.2975482589,168.72398854700262,144.27682642573592,
8,1998-10-03 14:19:29+00:00,211.27738156732744,223.43889010788922,228.04987675636096,225.08616124073214,219.5799753355513,205.21059838837112,193.95176441681878,184.31695391260732,183.0126677332219,186.86121215184795,177.3398665933275,196.67548204921283,198.95127689130982,194.32605366245082,189.72168316253556,196.10739722374632,186.42643756061437,191.07839742846056,197.95677524051735,166.9528752275453,,205.5225892755338,201.5189934989965,199.4926049051062,178.0606872967233,195.92608534129732,202.5986715040188,185.24410753511734,192.2702209286536,193.38654006578412,187.98961933470173,181.85545736728582,162.86484904995064
9,1998-12-22 14:19:42+00:00,240.52343652590346,250.37986108116957,253.01169886277063,243.300822684744,218.30757170631577,224.80426675008414,191.53707544392614,184.8466856753675,197.07544958024044,193.4183645554378,178.17968617457592,197.4884154698679,204.68073144224797,203.74723043588475,216.9134949176407,214.9672265059737,211.71443770421794,214.6223030772088,212.49524565577946,204.89825277245814,232.81128897074845,246.8936458671842,239.20537128587762,238.50384707887034,183.39648670596443,200.040544527095,219.3827727316634,190.13522808192738,215.88330347857143,210.29634432458886,210.18214382430182,197.11120575440174,199.65330920009438
