,dates,chi0015-0000,chi0015-0001,chi0015-0002
0,1985-03-28 14:12:25+00:00,,196.04379699966813,193.4576598635365
1,1986-11-26 14:00:17+00:00,264.04267822237546,215.9093061963638,208.93654406936673
2,1986-12-28 14:01:13+00:00,262.2412263189122,213.4632634579153,202.1836523697171
3,1987-01-29 14:02:10+00:00,212.29065403863592,199.8254417825287,200.1672500017787
4,1987-03-18 14:04:01+00:00,204.96164873278377,196.04310061834389,195.26833825840075
5,1987-11-29 14:10:21+00:00,217.0397884446285,199.99592389891538,190.46866600774229
6,1988-02-01 14:11:26+00:00,253.29238871001272,210.36823309285413,206.13387288462985
7,1988-06-08 14:12:34+00:00,228.09003366393267,203.49587666690778,194.7732782201235
8,1988-10-14 14:12:36+00:00,263.2198992415703,207.22973726557865,208.34187311841083
9,1988-12-01 14:12:36+00:00,252.0310688381047,203.11480917163897,205.49220643130934
10,1988-12-17 14:12:23+00:00,227.05467225184648,179.7658252304622,195.77622113542532
11,1989-03-23 14:10:57+00:00,218.8508358101493,206.27686459002692,207.1452718826597
12,1989-04-24 14:10:54+00:00,219.3811310845954,198.08915419145822,193.60127172911132
13,1989-05-10 14:10:41+00:00,221.02079215787975,205.04693442910042,189.5325143404563
14,1989-09-15 14:07:51+00:00,,202.3100337592347,204.91883354384782
15,1989-12-04 14:05:49+00:00,215.11235667662876,201.6795958199021,201.30684548961852
16,1989-12-20 14:05:21+00:00,260.55109203377276,208.23851278514513,207.5331380209184
17,1990-01-21 14:04:21+00:00,261.3743906153056,212.62289281908525,214.30748528083825
18,1990-02-22 14:03:18+00:00,237.4555688927583,226.14280560357983,224.80726002184247
19,1990-03-10 14:02:44+00:00,253.86484186735052,219.65207363684067,219.52755456474497
20,1990-04-11 14:02:13+00:00,,186.48193709690204,
21,1990-12-23 14:01:39+00:00,248.0531144228827,207.86317582229276,203.33827619560267
22,1991-01-08 14:02:04+00:00,261.1679072123848,210.85393814827248,209.6441393009143
23,1991-01-24 14:02:32+00:00,224.09385181731733,208.48841371609876,211.64783720665335
24,1991-02-09 14:02:42+00:00,253.6437135547702,214.6321168532722,217.52554445741296
25,1991-03-29 14:03:36+00:00,254.31631292751047,225.51392181336482,213.20345106267902
26,1991-04-14 14:03:58+00:00,232.18114772060753,211.94374085291147,201.8327025804115
27,1991-04-30 14:04:13+00:00,218.8177531150291,195.84083818833392,199.51803100270814
28,1991-06-01 14:04:45+00:00,231.3975167993139,215.38156466872954,202.3229399243695
29,1991-06-17 14:04:55+00:00,264.82343907162607,217.79384498518732,198.80084998919284
30,1991-12-26 14:06:22+00:00,215.8051295117671,210.247051788558,213.75466952445962
31,1992-02-28 14:06:12+00:00,228.28902791634434,211.84186268431827,210.77314798078834
32,1992-03-15 14:06:13+00:00,233.352786908061,220.96550952594657,211.893295694403
33,1992-05-18 14:05:41+00:00,234.52990659383238,209.08625973262681,207.85658258416746
34,1992-11-10 14:03:07+00:00,263.90972236079176,216.91646478322107,212.89491246253075
35,1993-01-29 14:03:50+00:00,263.04595774257734,209.9480062829503,208.24523105635595
36,1993-02-14 14:03:59+00:00,223.35854046194032,209.829193701241,187.5117979116619
37,1993-04-19 14:04:25+00:00,217.97517858149027,202.8826760055329,194.53539355620828
38,1993-05-05 14:04:29+00:00,220.3155232356983,206.46837393026186,201.1704577211423
39,1993-09-10 14:04:23+00:00,215.79853140909964,177.94949222217522,179.4359117124222
40,1993-11-29 14:03:56+00:00,264.0658222880869,197.49376321457763,201.31338971457748
41,1993-12-31 14:03:39+00:00,253.55377561080002,215.0682490884699,216.9566734815038
42,1994-01-16 14:03:24+00:00,265.0181958713587,223.17422177603123,207.82939352980992
43,1995-11-03 13:41:33+00:00,,212.86720827738569,217.1955886358182
44,1995-12-05 13:42:21+00:00,266.6185276944364,222.33120664269015,210.96800317549162
45,1995-12-21 13:43:33+00:00,263.4280691484974,227.22329322249314,223.27744221905314
46,1996-01-06 13:44:42+00:00,263.34250733047696,213.08009753311936,209.85455964150066
47,1996-02-07 13:46:57+00:00,265.30755308965246,218.62730702266919,215.3414410617006
48,1996-02-23 13:48:02+00:00,,189.45132580783653,197.67987377336456
49,1996-03-26 13:50:07+00:00,252.78246713915772,218.40964070093958,210.3212780961898
50,1996-04-27 13:52:05+00:00,233.71334080290603,214.85432190370628,206.31144014301498
51,1996-11-21 14:03:06+00:00,261.7330449908133,219.39708205700805,226.08704016981744
52,1996-12-07 14:03:54+00:00,266.1297204089702,222.44877237001756,211.34940242575317
53,1996-12-23 14:04:39+00:00,263.6756669451962,211.664712840303,205.317032165388
54,1997-01-08 14:05:25+00:00,215.6576116165316,200.47042506705156,208.13132749073247
55,1997-01-24 14:06:09+00:00,215.6541112133929,205.82868569756434,203.97154127757187
56,1997-02-09 14:06:51+00:00,228.53279154409915,221.87887578903457,214.1140618949999
57,1997-09-21 14:14:37+00:00,265.37157644119276,222.8818748393694,226.02352211833454
58,1998-01-11 14:17:26+00:00,262.8578423463978,216.4240097594779,206.8643097527245
59,1998-02-12 14:18:07+00:00,228.52781342881545,218.25253233389918,196.84397537034525
60,1998-03-16 14:18:39+00:00,231.99220978931677,206.64673208661412,202.32858481321927
61,1998-04-17 14:19:02+00:00,,195.20865160452962,195.0125366532187
62,1998-05-03 14:19:17+00:00,,155.44196892007042,
63,1998-05-19 14:19:32+00:00,230.15527215147364,203.73096828807587,206.25966812769767
64,1998-06-04 14:19:48+00:00,,202.0589934849026,199.82141350069145
65,1998-08-07 14:20:26+00:00,233.09085870099145,210.31519662024766,193.35785234172758
66,1998-09-08 14:20:44+00:00,199.54413315920465,185.3294690934404,176.56936685608855
67,1998-10-10 14:20:52+00:00,224.43807362344333,208.37052374909908,204.2891469447
68,1998-11-27 14:21:03+00:00,215.70359005410984,204.56421212154635,197.21912558399296
69,1998-12-13 14:20:59+00:00,234.83612701798376,221.34629049616396,204.52418644504218
70,1999-01-14 14:21:01+00:00,,187.92555258839587,187.17786004287117
71,1999-01-30 14:21:05+00:00,263.69448472912916,206.64216827921234,199.77749519818187
72,1999-03-03 14:21:13+00:00,209.22491855797773,197.42720436743065,197.15597490503478
73,1999-03-19 14:21:00+00:00,232.90711240990103,207.7919594201548,208.1578578962127
74,1999-06-23 14:19:55+00:00,220.23692576315332,197.02244930222508,181.14709412462852
75,1999-07-25 14:19:46+00:00,231.62519910319295,203.07389120472934,196.37345737790378
76,1999-10-13 14:18:40+00:00,216.95878196303858,217.2376800755459,206.9702839190093
77,1999-11-06 14:34:56+00:00,233.1296208846424,213.11551656627773,205.70927366996705
78,1999-11-22 14:34:50+00:00,218.8696729290454,207.89453741892177,208.43730402259715
79,1999-12-16 14:17:10+00:00,234.71254851093036,210.2311256074274,204.43984002474522
80,1999-12-24 14:34:54+00:00,226.60098999527008,222.43836942222677,218.49766960816763
81,2000-01-09 14:34:53+00:00,,222.4125750802698,219.97859862845553
82,2000-01-17 14:16:53+00:00,260.9938869627079,235.06397489708127,235.26786581489452
83,2000-02-10 14:34:46+00:00,240.7723235968682,223.26431142102376,219.62280859248773
84,2000-03-21 14:16:05+00:00,219.69003965845283,214.03152875918815,210.11298068270324
85,2000-03-29 14:34:34+00:00,221.03531648474973,205.81840485425238,200.76081447907683
86,2000-04-14 14:34:21+00:00,252.91948573129483,223.506482340105,221.61460147239242
87,2000-04-22 14:17:03+00:00,232.8080819934548,209.50509108059606,211.0725845667504
88,2000-05-16 14:34:09+00:00,216.28954055775054,199.1256071791009,195.5040134865226
89,2000-05-24 14:17:55+00:00,251.01544017401437,223.02600554512915,212.6268342983636
90,2000-06-25 14:18:39+00:00,231.00426404831228,208.617585563216,201.06588777909155
91,2000-07-11 14:18:59+00:00,261.1824055362136,220.75951030310313,207.78927489727812
92,2000-11-08 14:32:21+00:00,,198.87487708589316,198.02254643192157
93,2000-11-24 14:32:22+00:00,280.0865680939611,236.1812122566714,237.6332995731082
94,2000-12-18 14:21:34+00:00,261.05829196625905,218.59078929791403,215.21699314236164
95,2000-12-26 14:32:30+00:00,241.3571164669229,217.67693860574136,228.0311939213887
96,2001-01-11 14:32:31+00:00,200.18052136567485,190.95238983704428,194.8813047206292
97,2001-01-19 14:21:55+00:00,222.60317875037393,217.4565985012179,214.4316063547149
98,2001-01-27 14:32:33+00:00,217.55727010575652,216.7028916056099,206.06237004261052
99,2001-02-04 14:22:03+00:00,221.57805485532418,211.27251720466785,209.0500804399676
100,2001-02-20 14:22:06+00:00,263.29196054874836,224.28192043023827,225.9948003771157
101,2001-03-08 14:22:10+00:00,217.5396206792241,204.12761603914058,205.8168612161779
102,2001-03-16 14:32:18+00:00,224.51012700875748,225.5135111598287,224.60037511299882
103,2001-04-01 14:32:09+00:00,210.42027739487418,204.49147362100507,198.9107472377933
104,2001-04-25 14:22:09+00:00,199.6424320467367,194.45552174784243,197.65012825154915
105,2001-05-11 14:22:13+00:00,232.50725357816282,205.67996845993173,201.22887613360462
106,2001-06-28 14:22:23+00:00,247.8000301785163,215.91527028624876,204.6353486331605
